x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,y,x16,x17,x18,x19,x20
0.164,-1.421,1.046,-1.814,0.124,-0.13,-0.423,0.559,2.552,-1.427,-0.326,1.977,0.053,-1.39,4.06,0.0,0.731,-0.495,-0.237,-0.895,1.083
0.237,-1.73,1.172,-1.232,-0.703,0.23,-0.091,0.735,2.53,-2.18,-0.294,1.979,-0.035,-1.571,4.13,0.0,0.679,-0.669,-0.435,-1.218,1.453
-0.025,-1.536,1.188,-1.559,-0.478,-0.167,0.054,0.664,2.458,-1.861,-0.296,1.787,-0.111,-1.376,5.329,0.0,0.546,-0.593,-0.327,-1.374,1.317
-0.049,-1.596,1.247,-1.279,-0.582,-0.107,-0.103,0.593,2.577,-1.93,-0.476,1.564,-0.386,-1.31,5.208,0.0,0.634,-0.303,-0.408,-1.397,1.238
0.074,-1.598,1.052,-1.517,-0.344,-0.354,-0.188,0.568,2.515,-1.343,-0.489,1.684,-0.242,-1.047,4.071,0.0,0.598,-0.537,-0.422,-1.487,1.22
0.128,-1.427,1.169,-1.719,0.125,-0.426,-0.47,0.856,2.589,-1.55,-0.383,1.821,-0.036,-1.358,4.174,0.0,0.678,-0.614,-0.282,-1.317,1.231
0.055,-1.58,1.057,-1.518,-0.496,0.058,-0.416,0.528,2.46,-1.788,-0.217,1.798,-0.158,-1.408,4.139,0.0,0.579,-0.567,-0.597,-1.169,1.357
0.082,-1.571,1.132,-1.575,-0.079,-0.428,-0.221,0.435,2.594,-1.282,-0.608,1.945,-0.244,-1.184,4.055,0.0,0.543,-0.561,-0.574,-1.248,1.217
0.159,-1.765,0.94,-1.769,0.218,-0.254,-0.31,0.688,2.531,-1.201,-0.491,1.944,-0.079,-1.286,4.152,0.0,0.612,-0.641,-0.348,-1.298,1.219
-0.138,-1.618,1.373,-1.128,-1.048,0.242,0.001,0.512,2.479,-2.206,-0.403,1.541,-0.272,-1.167,5.035,0.0,0.712,-0.509,-0.439,-1.261,1.264
0.211,-1.677,1.032,-1.786,0.865,-0.65,-0.429,0.688,2.386,-0.835,-0.603,1.615,-0.235,-1.404,4.048,0.0,0.767,-0.498,-0.425,-1.231,1.24
-0.004,-1.708,1.278,-1.512,-0.331,-0.253,-0.087,0.727,2.53,-1.63,-0.577,1.805,-0.199,-1.381,4.184,0.0,0.485,-0.608,-0.538,-1.347,1.246
-0.027,-1.659,1.104,-1.608,-0.226,-0.094,-0.277,0.781,2.515,-1.591,-0.558,1.765,-0.187,-1.213,4.913,0.0,0.505,-0.401,-0.618,-1.288,1.202
-0.062,-1.499,1.044,-1.446,-0.703,0.022,-0.21,0.614,2.418,-1.851,-0.163,1.789,-0.045,-1.165,4.316,0.0,0.495,-0.31,-0.486,-1.39,1.267
0.218,-1.788,1.23,-1.177,-0.674,-0.155,-0.252,0.905,2.367,-2.26,-0.398,1.851,-0.161,-1.507,4.28,0.0,0.745,-0.484,-0.59,-1.505,1.611
0.269,-1.463,1.074,-1.372,-0.647,0.027,0.036,0.676,2.609,-1.937,-0.479,1.806,-0.233,-1.2,4.45,0.0,0.568,-0.308,-0.469,-1.386,1.307
-0.026,-1.284,1.166,-1.165,-0.899,0.505,0.027,0.686,2.352,-2.31,-0.388,1.726,-0.114,-1.373,4.349,0.0,0.455,-0.145,-0.428,-1.064,1.157
0.004,-1.724,1.022,-1.24,-0.791,0.1,0.111,0.354,2.716,-1.829,-0.309,2.138,-0.176,-1.349,4.83,0.0,0.608,-0.649,-0.532,-1.285,1.462
0.27,-1.492,1.03,-1.789,-0.139,-0.214,-0.178,0.803,2.571,-1.454,-0.327,1.931,-0.278,-1.381,4.387,0.0,0.548,-0.577,-0.321,-1.174,1.082
0.131,-1.608,1.099,-0.939,-0.817,0.643,-0.015,0.62,2.52,-2.327,-0.304,1.838,-0.148,-1.361,4.473,0.0,0.924,-0.536,-0.461,-0.931,1.056
0.16,-1.548,0.908,-1.257,-0.699,0.264,-0.181,0.63,2.585,-1.956,-0.517,1.95,-0.295,-1.238,4.173,0.0,0.571,-0.399,-0.32,-1.33,1.234
0.038,-1.559,1.068,-1.687,-0.293,-0.073,-0.057,0.633,2.543,-1.548,-0.412,1.682,-0.223,-1.255,4.436,0.0,0.547,-0.241,-0.397,-1.275,1.292
0.129,-1.627,1.055,-1.752,-0.022,-0.305,-0.351,0.649,2.594,-1.627,-0.321,1.717,-0.215,-1.376,4.17,0.0,0.757,-0.5,-0.401,-1.35,1.47
0.063,-1.417,1.149,-1.681,0.166,-0.229,-0.244,0.59,2.563,-1.104,-0.332,1.843,-0.29,-1.149,4.359,0.0,0.467,-0.238,-0.485,-1.21,1.194
0.136,-1.705,0.985,-1.584,-0.247,-0.483,-0.186,0.664,2.333,-1.694,-0.445,1.752,-0.253,-1.31,4.172,0.0,0.554,-0.533,-0.533,-1.606,1.179
-0.029,-1.561,0.901,-1.638,-0.349,-0.261,-0.058,0.542,2.419,-1.715,-0.342,1.906,-0.353,-1.238,4.546,0.0,0.515,-0.364,-0.443,-1.314,1.037
0.016,-1.529,0.953,-1.566,-0.184,-0.311,-0.296,0.585,2.618,-1.411,-0.556,1.668,-0.362,-1.2,4.357,0.0,0.502,-0.463,-0.313,-1.4,1.376
0.109,-1.462,0.87,-1.09,-0.662,0.235,-0.102,0.604,2.454,-1.777,-0.401,1.763,-0.237,-1.182,4.468,0.0,0.57,-0.507,-0.226,-1.19,1.195
0.218,-1.569,1.017,-1.887,0.093,-0.275,-0.418,0.812,2.598,-1.578,-0.355,2.034,-0.078,-1.517,4.088,0.0,0.681,-0.434,-0.436,-1.11,1.261
0.154,-1.526,1.125,-1.503,-0.444,-0.008,-0.219,0.712,2.788,-1.804,-0.258,1.845,-0.19,-1.289,4.415,0.0,0.706,-0.585,-0.329,-1.26,1.4
0.109,-1.591,1.032,-1.298,-0.599,-0.236,-0.068,0.481,2.508,-1.843,-0.425,1.743,-0.26,-1.331,4.189,0.0,0.488,-0.705,-0.433,-1.19,1.434
0.174,-1.829,1.083,-1.251,-0.45,0.031,-0.284,0.757,2.501,-2.004,-0.525,1.953,-0.026,-1.331,3.989,0.0,0.934,-0.418,-0.581,-1.062,1.355
-0.028,-1.724,1.096,-1.537,-0.325,-0.104,-0.37,0.692,2.417,-1.683,-0.279,2.113,-0.006,-1.535,4.895,0.0,0.786,-0.391,-0.501,-1.059,1.412
-0.141,-1.803,1.148,-1.27,-0.623,-0.129,-0.088,0.601,2.443,-1.842,-0.41,1.484,-0.164,-1.224,4.582,0.0,0.57,-0.438,-0.306,-1.357,1.393
0.106,-1.538,1.086,-1.527,-0.444,0.299,-0.416,0.627,2.308,-1.714,-0.1,1.752,0.024,-1.189,4.442,0.0,0.63,-0.507,-0.585,-0.93,1.178
-0.002,-1.586,1.186,-1.145,-0.595,0.05,-0.233,0.752,2.478,-1.981,-0.544,1.956,0.006,-1.375,4.179,0.0,0.605,-0.379,-0.262,-1.347,1.328
0.09,-1.641,1.107,-1.48,-0.064,-0.331,-0.043,0.46,2.574,-1.367,-0.527,1.912,-0.329,-1.34,4.589,0.0,0.521,-0.691,-0.435,-1.205,1.213
0.115,-1.492,1.161,-1.625,-0.607,0.119,-0.321,0.665,2.575,-2.03,-0.436,1.724,-0.329,-1.235,4.406,0.0,0.736,-0.437,-0.414,-1.166,1.364
0.164,-1.696,0.99,-1.542,-0.535,-0.075,0.08,0.432,2.609,-1.798,-0.146,1.806,-0.389,-1.196,4.751,0.0,0.523,-0.702,-0.647,-1.148,1.212
-0.252,-1.753,1.093,-1.532,-0.17,-0.126,-0.184,0.617,2.622,-1.542,-0.297,1.739,-0.227,-1.262,4.861,0.0,0.691,-0.484,-0.658,-1.224,1.266
0.074,-1.404,1.111,-1.551,-0.323,-0.185,-0.124,0.48,2.402,-1.769,-0.336,1.667,-0.101,-1.259,4.061,0.0,0.747,-0.568,-0.59,-1.14,1.459
-0.032,-1.492,0.889,-1.339,-0.506,0.064,-0.168,0.572,2.586,-1.798,-0.463,1.785,-0.239,-1.368,4.277,0.0,0.777,-0.47,-0.513,-1.204,1.176
0.068,-1.607,0.98,-1.581,0.088,-0.719,-0.475,0.473,2.533,-1.326,-0.43,2.081,-0.172,-1.433,4.9,0.0,0.775,-0.793,-0.344,-1.455,1.345
0.042,-1.536,1.174,-1.553,-0.262,-0.401,-0.197,0.778,2.441,-1.907,-0.447,1.665,-0.283,-1.37,4.313,0.0,0.726,-0.37,-0.31,-1.214,1.152
0.128,-1.415,0.961,-1.247,-0.628,0.057,-0.528,0.734,2.451,-2.08,-0.433,1.874,-0.118,-1.341,4.504,0.0,0.713,-0.342,-0.093,-1.296,1.389
0.026,-1.642,1.21,-1.52,0.091,-0.208,-0.512,0.618,2.432,-1.389,-0.226,1.694,-0.182,-1.334,4.239,0.0,0.742,-0.472,-0.504,-1.119,1.301
0.069,-1.696,1.05,-1.297,-0.454,-0.104,-0.246,0.451,2.554,-1.715,-0.556,1.836,-0.308,-1.317,4.768,0.0,0.903,-0.61,-0.481,-1.135,1.203
-0.027,-1.634,1.152,-1.705,-0.217,0.0,-0.425,0.379,2.596,-1.412,-0.39,1.778,-0.537,-1.36,4.905,0.0,0.753,-0.562,-0.421,-1.086,1.283
0.124,-1.623,1.127,-1.408,-0.352,-0.14,-0.055,0.536,2.542,-1.788,-0.296,1.844,-0.337,-1.301,4.167,0.0,0.842,-0.396,-0.401,-1.149,1.224
0.122,-1.575,1.08,-1.19,-0.633,-0.138,-0.114,0.841,2.643,-1.91,-0.278,1.866,-0.269,-1.377,4.12,0.0,0.639,-0.438,-0.21,-1.269,1.125
0.203,-1.504,1.092,-1.438,-0.291,-0.051,-0.225,0.556,2.323,-1.51,-0.295,1.733,-0.241,-1.089,4.389,0.0,0.528,-0.515,-0.41,-1.01,1.272
0.108,-1.41,1.009,-1.693,-0.079,-0.611,-0.307,0.559,2.655,-1.389,-0.363,1.836,-0.097,-1.308,4.795,0.0,0.667,-0.593,-0.299,-1.344,1.197
0.06,-1.83,1.007,-1.389,-0.526,-0.255,-0.322,0.571,2.493,-1.885,-0.347,1.881,-0.2,-1.247,4.359,0.0,0.714,-0.62,-0.428,-1.249,1.357
0.09,-1.522,1.29,-1.639,-0.391,-0.044,-0.033,0.599,2.633,-1.6,-0.309,1.868,-0.147,-1.447,4.349,0.0,0.812,-0.578,-0.482,-1.016,1.259
0.11,-1.691,1.11,-1.393,-0.111,-0.45,-0.065,0.58,2.438,-1.427,-0.374,1.529,-0.207,-1.277,4.232,0.0,0.66,-0.633,-0.613,-1.3,1.16
0.101,-1.435,1.262,-1.618,-0.258,-0.162,-0.375,0.722,2.566,-1.8,-0.336,1.806,0.064,-1.233,4.091,0.0,0.553,-0.525,-0.48,-1.138,1.087
0.167,-1.503,1.192,-1.252,-0.561,-0.295,0.002,0.556,2.48,-1.601,-0.254,1.936,-0.383,-1.396,4.215,0.0,0.549,-0.621,-0.537,-1.242,1.135
0.029,-1.514,1.131,-1.0,-1.058,-0.196,-0.003,0.375,2.559,-2.133,-0.473,1.747,-0.148,-1.307,4.334,0.0,0.652,-0.865,-0.48,-1.367,1.325
0.089,-1.418,1.013,-1.32,-0.674,-0.08,-0.075,0.587,2.63,-1.752,-0.374,1.697,-0.24,-1.045,4.546,0.0,0.447,-0.525,-0.317,-1.248,1.088
0.067,-1.465,1.012,-1.637,-0.226,-0.272,-0.168,0.497,2.483,-1.411,-0.169,1.599,-0.243,-1.172,4.697,0.0,0.484,-0.72,-0.399,-1.237,1.252
0.019,-1.323,1.267,-1.488,-0.008,-0.254,-0.496,0.394,2.522,-1.208,-0.589,1.779,-0.387,-1.434,5.405,0.0,0.85,-0.548,-0.24,-1.043,1.423
0.099,-1.696,0.839,-1.478,-0.541,-0.183,-0.047,0.587,2.578,-1.993,-0.246,2.146,-0.271,-1.491,5.016,0.0,0.795,-0.642,-0.356,-1.304,1.386
0.039,-1.656,0.889,-1.776,-0.194,-0.451,-0.326,0.475,2.778,-1.497,-0.429,1.582,-0.292,-1.148,4.118,0.0,0.468,-0.576,-0.292,-1.317,1.31
0.021,-1.593,1.126,-1.453,-0.645,0.057,-0.037,0.467,2.343,-1.752,-0.402,1.732,-0.32,-1.381,4.137,0.0,0.697,-0.357,-0.548,-1.53,1.416
0.135,-1.582,1.157,-1.579,-0.184,-0.324,-0.281,0.54,2.516,-1.665,-0.227,1.856,-0.182,-1.415,4.646,0.0,0.765,-0.675,-0.599,-1.233,1.501
-0.047,-1.664,1.311,-1.604,-0.246,-0.098,-0.349,0.691,2.621,-1.714,-0.485,1.847,-0.384,-1.247,4.738,0.0,0.638,-0.383,-0.647,-1.278,1.295
0.128,-1.609,1.109,-1.353,-0.236,-0.116,-0.021,0.698,2.33,-1.556,-0.451,1.694,-0.072,-1.286,4.486,0.0,0.451,-0.465,-0.525,-1.141,1.24
0.327,-1.512,0.98,-1.351,-0.019,-0.504,-0.16,0.495,2.381,-1.383,-0.269,1.655,-0.233,-1.324,4.068,0.0,0.547,-0.127,-0.332,-1.137,1.242
0.1,-1.548,1.011,-1.539,-0.036,-0.543,-0.27,0.925,2.341,-1.536,-0.325,1.55,-0.195,-1.301,4.083,0.0,0.469,-0.525,-0.254,-1.342,1.237
0.086,-1.578,1.294,-1.337,-0.354,0.164,-0.392,0.734,2.504,-1.768,-0.341,1.613,-0.157,-1.319,4.398,0.0,0.668,-0.564,-0.617,-1.043,1.045
0.028,-1.709,1.354,-1.413,-0.458,-0.213,-0.141,0.611,2.503,-1.681,-0.324,1.816,-0.025,-1.262,4.873,0.0,0.789,-0.495,-0.606,-1.322,1.14
0.082,-1.615,1.051,-1.181,-0.736,-0.051,-0.218,0.567,2.605,-1.828,-0.572,1.865,-0.291,-1.458,4.693,0.0,0.538,-0.648,-0.369,-1.225,1.058
0.12,-1.509,1.124,-1.708,-0.284,-0.423,-0.236,0.653,2.562,-1.684,-0.711,1.764,-0.201,-1.255,4.451,0.0,0.63,-0.542,-0.133,-1.399,1.232
0.112,-1.601,0.952,-0.729,-1.46,0.573,-0.017,0.702,2.628,-2.571,-0.398,1.832,-0.083,-1.372,4.532,0.0,0.775,-0.349,-0.286,-1.273,1.256
0.044,-1.544,1.077,-1.173,-0.625,0.324,0.102,0.62,2.375,-1.775,-0.165,1.905,0.075,-1.275,4.475,0.0,0.483,-0.422,-0.563,-1.125,1.078
0.232,-1.587,1.053,-1.471,-0.4,-0.009,-0.65,0.658,2.55,-1.819,-0.528,1.783,-0.141,-1.15,4.113,0.0,0.556,-0.184,-0.503,-1.21,1.213
-0.09,-1.819,1.098,-1.599,-0.083,-0.186,-0.339,0.53,2.589,-1.655,-0.537,1.638,-0.219,-1.196,4.538,0.0,0.932,-0.381,-0.656,-1.044,1.084
0.002,-1.638,1.072,-1.566,-0.293,-0.099,-0.169,0.43,2.418,-1.489,-0.436,1.951,-0.138,-1.387,5.014,0.0,0.408,-0.602,-0.434,-1.246,1.366
0.103,-1.705,1.235,-1.409,0.002,-0.48,-0.388,0.579,2.62,-1.329,-0.471,1.68,-0.427,-1.195,4.102,0.0,0.676,-0.551,-0.443,-1.332,1.296
0.142,-1.58,1.331,-1.601,0.128,-0.376,-0.356,0.83,2.369,-1.326,-0.299,1.501,-0.196,-1.267,4.316,0.0,0.685,-0.48,-0.509,-1.151,1.236
-0.039,-1.704,1.139,-1.542,-0.343,-0.162,-0.292,0.621,2.547,-1.79,-0.28,1.736,0.058,-1.285,4.108,0.0,0.7,-0.7,-0.619,-1.376,1.348
0.047,-1.457,1.284,-1.321,-0.575,0.253,-0.135,0.679,2.542,-1.887,-0.492,1.779,-0.12,-1.277,4.228,0.0,0.526,-0.269,-0.27,-1.415,1.128
0.183,-1.51,0.909,-1.636,-0.258,-0.133,-0.189,0.593,2.639,-1.614,-0.518,1.854,-0.341,-1.458,4.137,0.0,0.578,-0.418,-0.333,-1.334,1.023
0.174,-1.617,1.114,-1.227,-0.457,-0.218,-0.257,0.614,2.459,-1.727,-0.509,1.635,-0.332,-1.193,4.121,0.0,0.748,-0.397,-0.584,-1.277,1.332
0.155,-1.587,1.141,-1.51,-0.196,-0.398,-0.164,0.795,2.673,-1.652,-0.544,1.689,-0.243,-1.209,4.2,0.0,0.599,-0.539,-0.577,-1.232,1.27
0.214,-1.76,1.005,-1.786,0.276,-0.536,-0.439,0.633,2.634,-1.106,-0.48,1.796,-0.223,-1.216,4.267,0.0,0.49,-0.479,-0.387,-1.229,1.516
-0.129,-1.627,1.224,-1.217,-0.799,0.095,0.054,0.671,2.435,-2.151,-0.288,1.565,-0.172,-1.324,4.804,0.0,0.61,-0.494,-0.557,-1.157,1.239
0.255,-1.377,0.978,-1.743,0.093,-0.514,-0.281,0.647,2.327,-1.288,-0.017,1.724,-0.041,-1.151,4.64,0.0,0.452,-0.417,-0.572,-1.374,1.109
0.188,-1.645,0.809,-1.568,-0.061,-0.365,-0.03,0.498,2.369,-1.275,-0.412,1.793,-0.249,-1.422,4.782,0.0,0.568,-0.689,-0.57,-1.072,1.233
0.002,-1.534,1.108,-1.619,-0.066,-0.402,-0.352,0.612,2.579,-1.322,-0.497,1.591,-0.312,-1.32,4.068,0.0,0.721,-0.416,-0.544,-1.127,1.197
0.023,-1.387,1.009,-1.638,-0.159,-0.158,-0.501,0.818,2.514,-1.701,-0.444,1.807,-0.005,-1.435,4.719,0.0,0.691,-0.435,-0.328,-1.336,1.257
0.245,-1.741,1.058,-1.492,-0.317,-0.426,-0.054,0.537,2.621,-1.509,-0.525,1.585,-0.457,-1.295,4.139,0.0,0.592,-0.658,-0.494,-1.295,1.455
-0.155,-1.592,1.252,-1.375,-0.469,-0.056,-0.149,0.633,2.572,-1.872,-0.382,1.958,-0.141,-1.591,4.41,0.0,0.729,-0.5,-0.634,-1.317,1.508
0.159,-1.448,1.006,-1.585,-0.406,0.106,-0.296,0.836,2.41,-1.922,-0.471,1.915,-0.129,-1.247,4.265,0.0,0.479,-0.406,-0.499,-1.178,1.397
-0.146,-1.701,1.151,-1.363,-0.51,-0.065,-0.469,0.662,2.711,-1.939,-0.505,1.689,-0.169,-1.334,4.5,0.0,0.611,-0.433,-0.326,-1.358,1.445
-0.011,-1.72,1.065,-1.75,0.238,-0.294,-0.415,0.599,2.48,-1.365,-0.343,1.827,-0.297,-1.299,3.94,0.0,0.841,-0.595,-0.355,-1.265,1.454
0.039,-1.851,1.212,-1.687,-0.102,-0.36,-0.338,0.557,2.68,-1.308,-0.502,1.758,-0.31,-1.207,4.637,0.0,0.534,-0.804,-0.519,-1.225,1.243
0.127,-1.466,0.983,-1.598,-0.328,-0.134,-0.39,0.648,2.42,-1.681,-0.405,1.621,-0.212,-1.301,4.72,0.0,0.767,-0.48,-0.26,-1.19,1.215
0.169,-1.707,1.058,-1.818,0.17,-0.603,-0.305,0.478,2.586,-1.249,-0.106,1.691,-0.147,-1.423,4.147,0.0,0.586,-0.652,-0.481,-1.272,1.107
-0.127,-1.857,1.222,-1.398,-0.747,0.009,-0.222,0.718,2.618,-1.927,-0.388,1.848,-0.283,-1.381,4.528,0.0,0.665,-0.595,-0.606,-1.244,1.402
0.217,-1.53,0.948,-1.654,-0.225,-0.363,-0.486,0.499,2.72,-1.466,-0.352,1.826,-0.292,-1.218,4.186,0.0,0.754,-0.585,-0.41,-1.386,1.115
0.136,-1.62,1.284,-1.259,-0.456,-0.145,-0.137,0.734,2.613,-1.808,-0.386,1.813,-0.183,-1.262,4.299,0.0,0.444,-0.334,-0.303,-1.351,1.304
0.332,-1.785,1.104,-1.588,0.332,-0.41,-0.378,0.677,2.583,-1.269,-0.432,1.708,-0.288,-1.162,4.11,0.0,0.538,-0.456,-0.515,-1.254,1.293
0.238,-1.689,1.075,-1.484,-0.194,-0.239,-0.347,0.613,2.509,-1.641,-0.522,1.994,-0.153,-1.481,4.549,0.0,0.571,-0.482,-0.433,-1.311,1.358
0.165,-1.829,0.795,-1.851,0.018,-0.412,-0.359,0.585,2.706,-1.272,-0.557,1.757,-0.353,-1.314,4.245,0.0,0.451,-0.488,-0.267,-1.316,1.272
-0.07,-1.461,1.154,-1.412,-0.011,-0.303,-0.048,0.383,2.571,-1.316,-0.359,1.872,0.054,-1.342,4.896,0.0,0.456,-0.348,-0.357,-1.273,1.409
0.036,-1.714,1.285,-1.649,0.163,-0.477,-0.174,0.774,2.543,-1.489,-0.408,1.743,-0.273,-1.363,4.291,0.0,0.634,-0.509,-0.584,-1.291,1.096
0.122,-1.629,1.071,-1.363,-0.445,-0.129,-0.239,0.659,2.456,-1.661,-0.467,1.683,-0.344,-1.171,4.354,0.0,0.643,-0.229,-0.297,-1.39,1.364
0.137,-1.641,1.373,-1.285,-0.571,-0.175,-0.095,0.478,2.5,-1.58,-0.361,1.79,-0.096,-1.398,4.178,0.0,0.747,-0.549,-0.544,-1.207,1.264
0.145,-1.728,0.987,-1.624,-0.429,-0.019,-0.23,0.7,2.535,-1.792,-0.471,1.783,-0.242,-1.091,4.24,0.0,0.655,-0.457,-0.642,-1.236,1.215
0.175,-1.636,1.268,-1.462,-0.457,-0.217,-0.105,0.218,2.467,-1.4,-0.329,1.787,-0.366,-1.376,4.23,0.0,0.733,-0.661,-0.531,-1.206,1.119
-0.188,-1.648,1.126,-1.564,0.019,-0.305,-0.48,0.802,2.476,-1.441,-0.376,1.696,-0.075,-1.272,4.066,0.0,0.722,-0.356,-0.158,-1.277,1.207
0.129,-1.602,1.174,-1.652,-0.14,-0.223,-0.151,0.557,2.457,-1.401,-0.377,1.592,-0.329,-1.182,4.068,0.0,0.629,-0.67,-0.527,-1.068,1.193
0.043,-1.497,1.071,-1.313,-0.526,0.026,-0.09,0.614,2.427,-1.919,-0.538,1.502,-0.121,-1.307,4.614,0.0,0.569,-0.458,-0.547,-1.231,1.397
0.13,-1.64,1.035,-1.46,-0.723,0.268,-0.056,0.505,2.681,-1.745,-0.34,1.708,-0.374,-1.166,4.252,0.0,0.401,-0.376,-0.551,-1.377,0.999
0.274,-1.755,1.079,-1.502,0.008,-0.436,-0.184,0.518,2.528,-1.399,-0.387,1.814,-0.051,-1.463,4.612,0.0,0.507,-0.62,-0.453,-1.237,1.323
0.165,-1.489,1.155,-1.241,-0.728,0.007,-0.028,0.454,2.576,-1.985,-0.291,1.813,-0.158,-1.327,4.522,0.0,0.611,-0.65,-0.236,-1.321,1.189
0.171,-1.707,0.995,-1.73,-0.046,-0.184,-0.337,0.544,2.626,-1.588,-0.523,1.775,-0.35,-1.463,4.324,0.0,0.591,-0.382,-0.409,-1.252,1.192
0.216,-1.755,0.977,-1.567,-0.316,0.061,-0.228,0.851,2.445,-2.032,-0.578,1.978,-0.225,-1.137,4.249,0.0,0.58,-0.291,-0.321,-1.415,1.378
0.163,-1.774,1.112,-1.562,0.038,-0.55,-0.139,0.673,2.583,-1.225,-0.602,1.694,-0.275,-1.234,4.563,0.0,0.359,-0.623,-0.363,-1.458,1.19
0.001,-1.7,1.413,-1.389,0.063,-0.349,-0.536,0.423,2.376,-1.179,-0.373,1.75,-0.29,-1.533,4.022,0.0,0.777,-0.665,-0.684,-1.356,1.348
0.029,-1.635,1.104,-1.459,-0.2,-0.078,-0.253,0.595,2.435,-1.624,-0.142,1.886,-0.105,-1.403,4.521,0.0,0.671,-0.525,-0.611,-1.069,1.347
0.253,-1.521,0.985,-1.28,-0.914,0.661,-0.403,0.671,2.544,-2.187,-0.658,1.728,-0.264,-1.356,4.108,0.0,0.748,-0.27,-0.117,-1.098,1.341
0.234,-1.653,1.193,-1.399,-0.264,-0.306,-0.269,0.639,2.626,-1.547,-0.43,1.606,-0.102,-1.074,4.125,0.0,0.664,-0.491,-0.435,-1.181,1.202
0.009,-1.242,1.423,-1.371,-0.024,-0.122,-0.298,0.584,2.498,-1.317,-0.172,1.633,-0.123,-1.459,4.56,0.0,0.755,-0.297,-0.428,-1.077,1.196
0.036,-1.521,1.106,-1.658,-0.333,-0.39,-0.262,0.752,2.648,-1.491,-0.452,1.741,-0.18,-1.365,4.548,0.0,0.558,-0.464,-0.434,-1.377,1.197
-0.142,-1.489,1.13,-1.517,-0.408,-0.121,-0.237,0.575,2.422,-1.536,-0.305,1.618,-0.353,-1.207,4.468,0.0,0.515,-0.549,-0.593,-1.158,1.369
0.124,-1.694,1.082,-1.661,0.009,-0.229,-0.148,0.777,2.398,-1.383,-0.406,1.574,-0.288,-1.203,4.085,0.0,0.429,-0.345,-0.554,-1.383,1.421
0.068,-1.486,1.046,-1.906,0.116,-0.588,-0.231,0.709,2.536,-1.456,-0.326,1.793,-0.21,-1.279,4.263,0.0,0.471,-0.488,-0.353,-1.25,1.159
0.217,-1.484,1.039,-1.588,-0.312,-0.011,-0.353,0.731,2.613,-1.779,-0.399,1.68,-0.289,-1.255,4.535,0.0,0.61,-0.445,-0.414,-1.185,1.229
-0.082,-1.626,1.228,-1.414,-0.12,-0.194,-0.397,0.54,2.414,-1.2,-0.311,1.877,-0.253,-1.286,4.203,0.0,0.608,-0.57,-0.665,-1.058,1.279
0.005,-1.301,1.054,-1.696,-0.161,-0.162,-0.421,0.797,2.52,-1.436,-0.345,1.782,0.048,-1.256,4.425,0.0,0.482,-0.255,-0.269,-1.302,1.297
-0.092,-1.521,1.155,-1.088,-0.995,0.242,-0.003,0.391,2.499,-2.032,-0.345,1.793,-0.412,-1.288,4.738,0.0,0.654,-0.59,-0.421,-1.393,1.3
0.116,-1.68,1.03,-1.543,-0.218,-0.195,-0.113,0.688,2.424,-1.661,-0.336,1.766,-0.193,-1.19,4.1,0.0,0.674,-0.392,-0.53,-1.307,1.304
0.218,-1.215,1.197,-1.532,0.024,-0.183,-0.165,0.469,2.448,-1.27,-0.205,1.791,0.111,-1.249,4.405,0.0,0.727,-0.548,-0.317,-1.129,0.939
0.111,-1.868,1.012,-1.428,-0.132,-0.329,-0.303,0.828,2.447,-1.959,-0.367,1.719,-0.126,-1.311,4.676,0.0,0.881,-0.561,-0.399,-1.181,1.346
0.111,-1.764,1.171,-1.625,0.43,-0.43,-0.387,0.72,2.324,-1.062,-0.228,1.698,-0.115,-1.212,3.951,0.0,0.723,-0.471,-0.573,-1.376,1.348
0.235,-1.487,0.873,-1.257,-0.41,-0.19,-0.159,0.555,2.298,-1.697,-0.519,1.682,-0.256,-1.281,4.86,0.0,0.86,-0.581,-0.313,-1.24,1.421
0.27,-1.613,1.08,-1.596,-0.294,-0.178,-0.303,0.486,2.537,-1.584,-0.506,1.848,-0.181,-1.546,4.561,0.0,0.529,-0.477,-0.489,-1.27,1.407
-0.366,-1.535,1.251,-1.096,-0.607,-0.202,-0.121,0.333,2.285,-1.807,-0.179,1.591,-0.177,-1.203,4.491,0.0,0.685,-0.669,-0.59,-1.368,1.138
0.236,-1.609,1.256,-1.328,0.044,-0.44,-0.568,0.576,2.572,-1.304,-0.363,1.6,-0.247,-1.27,4.039,0.0,0.626,-0.427,-0.468,-1.158,1.08
0.26,-1.583,1.077,-1.481,-0.137,-0.137,-0.308,0.757,2.487,-1.523,-0.49,1.978,0.024,-1.502,4.058,0.0,0.602,-0.336,-0.255,-1.192,1.271
0.103,-1.685,1.151,-1.289,-0.221,-0.525,0.146,0.413,2.176,-1.457,-0.292,1.689,-0.086,-1.283,4.298,0.0,0.407,-0.664,-0.569,-1.267,1.438
0.115,-1.538,0.982,-1.313,-0.608,0.426,-0.17,0.534,2.306,-1.673,-0.375,1.536,-0.336,-1.21,4.228,0.0,0.683,-0.51,-0.236,-0.977,1.382
0.089,-1.553,1.232,-1.192,-0.884,0.206,-0.056,0.444,2.488,-2.037,-0.33,1.552,-0.457,-0.991,4.504,0.0,0.648,-0.593,-0.522,-1.173,1.259
