x0,x1,x2,y,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20
-0.05,-3.794,4.421,0.0,-0.217,-1.81,0.26,0.052,0.266,-2.147,0.249,3.859,-4.109,-0.277,8.413,-0.408,-0.837,0.826,2.206,-0.031,2.769
0.049,-4.419,4.253,0.0,0.038,-1.971,0.356,0.303,0.485,-2.381,-0.175,3.755,-4.087,0.13,7.323,-0.058,-1.351,0.154,1.717,0.865,2.025
0.024,-3.518,4.19,0.0,-0.095,-1.59,0.079,-0.155,0.342,-2.483,0.253,3.418,-3.468,-0.745,7.639,-0.388,-1.049,0.997,1.852,-0.102,2.377
0.286,-3.162,4.618,0.0,-0.092,-1.767,0.182,-0.779,0.276,-2.246,0.02,4.132,-4.014,-0.239,9.1,-0.206,-0.954,0.817,2.407,0.3,2.885
-0.092,-4.213,4.462,0.0,0.295,-1.723,-0.116,0.033,0.941,-2.359,-0.42,3.889,-4.617,0.542,7.343,0.022,-1.332,-0.168,1.676,1.035,2.42
-0.123,-3.176,4.468,0.0,-0.003,-1.522,-0.056,-0.433,0.832,-2.098,0.161,4.143,-3.861,-0.206,9.034,-0.051,-0.866,0.801,2.262,0.094,3.105
-0.155,-4.19,4.271,0.0,0.193,-1.675,0.059,0.149,0.522,-2.43,-0.178,3.638,-3.826,0.218,8.187,-0.091,-0.88,0.687,2.076,0.267,2.618
0.215,-2.664,4.447,0.0,0.216,-1.138,-0.245,-0.783,1.233,-2.085,-0.198,3.834,-3.385,-0.5,7.844,-0.215,-1.179,0.716,1.911,0.126,2.494
-0.1,-3.167,3.326,0.0,-0.133,-1.865,0.114,0.073,0.107,-1.767,-0.472,4.33,-4.348,1.22,8.441,-0.01,-1.079,-0.46,2.21,1.469,2.669
-0.214,-4.23,3.417,0.0,-0.191,-1.803,0.333,0.717,0.169,-2.195,-0.114,3.461,-3.488,0.439,7.488,-0.375,-0.678,0.454,2.255,0.441,2.276
-0.113,-4.269,5.607,0.0,0.354,-1.361,-0.094,-0.692,1.231,-2.541,0.01,4.264,-4.077,-0.78,8.22,-0.165,-1.184,1.154,2.03,-0.313,2.655
-0.09,-3.68,5.345,0.0,-0.149,-1.505,0.135,-0.701,0.818,-2.294,0.413,4.159,-4.038,-1.156,8.839,-0.357,-0.993,1.528,2.186,-0.522,2.754
0.008,-3.544,4.757,0.0,0.144,-1.931,-0.067,-0.416,0.771,-2.128,-0.023,4.162,-4.497,-0.27,8.496,-0.252,-1.254,0.428,2.009,0.615,2.629
-0.146,-2.435,3.636,0.0,-0.338,-1.618,0.486,-0.362,-0.226,-2.024,0.255,3.495,-3.935,-0.281,8.065,-0.309,-0.62,0.827,2.258,0.036,2.658
0.101,-3.321,4.646,0.0,0.419,-1.37,-0.125,-0.463,0.667,-2.392,0.082,4.465,-3.903,-0.072,8.775,-0.245,-1.075,0.78,2.28,-0.094,2.84
-0.191,-4.566,4.134,0.0,0.088,-1.665,0.141,0.512,0.784,-2.412,-0.234,4.266,-4.064,0.852,8.269,0.107,-1.18,-0.061,1.902,0.99,2.387
0.136,-4.317,4.249,0.0,-0.034,-1.638,0.142,0.261,0.778,-2.678,0.075,3.721,-3.431,-0.075,7.722,-0.165,-0.799,0.575,1.847,0.145,2.538
-0.011,-3.584,4.389,0.0,0.058,-1.56,0.045,-0.205,0.696,-2.369,0.206,3.581,-3.838,-0.71,7.384,-0.158,-0.999,0.785,1.539,0.124,2.103
0.074,-4.462,4.984,0.0,-0.078,-1.802,0.048,-0.303,0.732,-2.44,-0.078,4.021,-4.305,-0.171,8.034,-0.07,-1.096,0.526,2.048,0.488,2.448
0.017,-4.849,4.36,0.0,-0.266,-1.955,0.491,0.446,0.227,-2.47,0.112,4.387,-4.136,0.529,8.737,-0.248,-0.894,0.418,2.157,0.482,2.832
-0.128,-3.647,4.164,0.0,-0.018,-1.854,0.035,-0.113,0.915,-2.067,-0.096,3.881,-3.545,0.187,8.151,-0.013,-1.024,0.47,1.868,0.756,2.589
-0.116,-4.18,5.066,0.0,0.227,-1.513,-0.163,-0.271,1.125,-2.458,-0.149,4.121,-4.198,-0.287,7.921,0.026,-1.119,0.426,1.548,0.552,2.288
-0.022,-4.167,5.121,0.0,0.356,-1.361,-0.169,-0.397,0.958,-2.5,-0.118,4.061,-3.959,-0.383,8.355,-0.323,-0.969,1.035,1.938,-0.224,2.651
-0.101,-3.984,4.97,0.0,-0.033,-1.696,0.23,-0.354,0.672,-2.354,0.038,3.933,-4.454,-0.335,8.778,-0.191,-0.729,0.857,2.185,0.15,2.85
0.045,-4.228,4.402,0.0,-0.002,-2.012,0.233,-0.033,0.185,-2.173,-0.141,4.242,-4.407,0.342,8.133,0.018,-1.208,0.299,1.892,0.521,2.376
-0.177,-4.026,4.64,0.0,0.294,-1.439,-0.163,0.006,0.887,-2.482,0.056,3.828,-3.865,-0.355,7.881,-0.482,-1.073,0.976,1.919,-0.191,2.247
-0.189,-3.059,4.75,0.0,0.369,-1.131,-0.215,-0.841,1.102,-2.474,-0.081,3.643,-3.647,-0.705,8.179,-0.276,-1.045,1.075,1.993,-0.296,2.479
-0.106,-3.412,4.835,0.0,0.032,-1.236,0.07,-0.587,0.582,-2.572,0.364,3.678,-3.713,-0.98,8.289,-0.244,-0.725,1.486,2.207,-0.476,2.531
0.132,-4.097,4.914,0.0,0.112,-1.659,-0.04,-0.423,0.589,-2.428,-0.091,3.67,-4.095,-0.491,8.052,0.006,-0.899,0.946,1.964,0.064,2.466
0.054,-3.771,4.904,0.0,-0.053,-1.606,0.12,-0.426,1.056,-2.384,0.276,3.713,-3.383,-0.852,7.938,-0.28,-1.057,1.038,1.803,-0.219,2.336
-0.024,-3.892,4.7,0.0,-0.167,-1.723,0.248,-0.048,0.458,-2.277,0.256,3.486,-3.901,-0.824,7.988,-0.458,-0.664,1.248,1.903,-0.273,2.458
-0.039,-3.862,4.532,0.0,-0.15,-1.569,0.184,-0.309,0.258,-2.355,0.065,3.668,-4.11,-0.352,7.517,-0.151,-0.981,0.728,1.865,0.251,2.27
0.066,-3.429,4.17,0.0,0.127,-1.683,-0.022,-0.163,0.634,-2.241,-0.111,3.777,-3.835,0.318,8.128,0.083,-1.176,0.42,2.035,0.744,2.672
-0.141,-5.002,4.388,0.0,-0.212,-1.819,0.29,0.5,0.149,-2.372,0.298,3.678,-4.203,-0.143,8.003,-0.659,-0.734,0.77,2.075,0.199,2.559
-0.012,-4.094,5.591,0.0,0.225,-1.203,-0.066,-0.599,1.327,-2.49,0.186,3.973,-3.82,-1.018,8.19,-0.283,-1.063,1.282,1.764,-0.219,2.701
0.076,-2.553,3.82,0.0,0.2,-1.592,-0.158,-0.555,0.87,-1.762,-0.414,3.749,-3.912,0.103,7.673,0.131,-1.3,-0.166,1.708,1.058,2.476
-0.162,-4.098,4.932,0.0,-0.215,-1.483,0.267,-0.171,0.272,-2.629,0.61,3.201,-3.813,-1.614,7.37,-0.822,-0.387,1.757,1.85,-0.997,2.313
-0.094,-5.316,4.198,0.0,0.222,-1.794,-0.026,0.952,0.582,-2.557,-0.018,3.723,-3.288,0.505,7.777,-0.358,-1.032,0.722,1.914,0.171,2.358
0.071,-3.945,4.359,0.0,-0.102,-1.908,0.284,0.07,0.705,-2.25,0.065,3.4,-3.859,-0.7,7.42,-0.137,-0.965,0.601,1.573,0.408,2.351
0.001,-3.268,3.98,0.0,-0.035,-1.853,0.084,-0.143,0.657,-2.164,-0.271,3.871,-3.554,0.443,8.279,0.054,-1.335,0.219,2.118,0.898,2.6
-0.227,-3.386,4.815,0.0,-0.104,-1.609,0.275,-0.674,0.28,-2.124,0.315,4.109,-4.491,-0.775,8.205,-0.257,-0.947,1.149,2.041,-0.311,2.498
0.152,-3.106,4.327,0.0,-0.15,-1.712,0.384,-0.511,0.183,-2.065,-0.085,3.913,-4.109,-0.363,8.131,-0.139,-1.024,0.824,2.004,0.36,2.438
-0.025,-3.469,4.74,0.0,-0.1,-1.398,0.038,-0.316,0.994,-1.942,0.225,4.115,-4.104,-0.539,8.343,-0.414,-0.798,0.609,1.942,0.073,2.681
0.178,-3.328,4.484,0.0,0.134,-1.435,-0.255,-0.561,0.966,-1.944,-0.205,4.389,-4.066,0.309,7.898,0.085,-1.084,0.158,1.669,0.735,2.314
0.051,-3.927,4.765,0.0,0.255,-1.367,0.013,-0.316,0.822,-2.559,-0.024,4.19,-3.401,0.056,9.036,0.026,-1.102,1.192,1.949,-0.22,2.858
0.074,-3.9,4.143,0.0,-0.066,-1.786,0.284,0.026,0.275,-2.274,-0.158,3.888,-3.738,0.208,8.332,-0.202,-1.189,0.624,2.129,0.514,2.495
-0.106,-2.853,4.285,0.0,-0.111,-1.397,0.203,-0.503,0.44,-2.196,0.096,4.059,-3.675,-0.442,8.665,-0.195,-0.835,0.951,2.334,-0.2,2.739
-0.064,-3.311,4.65,0.0,0.128,-1.259,0.223,-0.467,0.339,-2.293,0.122,3.754,-3.95,-0.849,8.604,-0.311,-0.567,1.251,2.413,-0.255,2.828
-0.029,-4.092,4.911,0.0,-0.075,-1.144,0.217,-0.236,0.372,-2.468,0.577,3.394,-3.518,-1.374,7.925,-1.087,-0.421,2.064,2.245,-1.276,2.348
-0.051,-3.684,3.956,0.0,0.135,-1.703,-0.011,-0.06,0.842,-2.202,-0.221,3.746,-3.988,0.184,7.723,0.077,-1.387,-0.027,1.844,0.974,2.308
0.006,-4.178,5.568,0.0,0.098,-1.3,0.101,-0.565,1.066,-2.28,0.241,3.769,-3.996,-1.341,8.045,-0.767,-0.75,1.564,1.966,-0.731,2.57
-0.024,-3.992,4.517,0.0,0.439,-1.243,-0.431,-0.203,1.209,-2.383,-0.11,3.739,-3.398,-0.067,7.807,-0.224,-1.024,0.832,1.685,0.111,2.279
-0.165,-4.826,5.252,0.0,0.086,-1.567,0.005,-0.126,0.988,-2.463,0.117,3.915,-4.1,-0.488,8.05,-0.524,-0.952,1.056,1.899,-0.04,2.468
-0.061,-5.49,5.118,0.0,0.241,-1.421,-0.128,0.323,0.915,-2.469,-0.382,3.831,-4.218,0.026,7.375,0.059,-1.106,0.788,1.587,0.265,2.285
-0.119,-3.873,4.318,0.0,-0.212,-1.69,0.197,0.042,0.401,-2.503,0.069,3.547,-3.973,-0.49,7.851,-0.13,-1.017,0.659,2.008,0.38,2.569
0.057,-3.215,4.471,0.0,0.112,-1.418,-0.012,-0.488,0.675,-2.044,-0.323,4.423,-4.273,0.179,8.589,-0.074,-1.21,0.105,2.007,0.707,2.658
-0.284,-3.527,4.511,0.0,0.015,-1.522,0.156,-0.33,0.871,-2.125,-0.088,4.009,-3.925,-0.073,8.515,-0.047,-0.976,0.751,2.098,0.218,2.673
-0.011,-3.965,4.462,0.0,-0.209,-1.697,0.239,-0.105,0.446,-2.211,0.029,3.447,-3.814,-0.517,7.472,-0.142,-0.858,0.913,1.694,0.059,2.08
-0.027,-3.979,4.796,0.0,0.086,-1.766,0.185,-0.232,0.373,-2.404,-0.086,3.847,-4.347,-0.198,7.839,-0.148,-0.965,0.776,2.015,-0.007,2.356
-0.129,-4.234,4.146,0.0,0.081,-1.585,-0.035,0.179,0.927,-2.196,-0.1,3.97,-3.513,0.48,8.596,-0.32,-0.879,0.657,1.907,0.276,2.765
-0.077,-4.415,4.606,0.0,-0.358,-1.96,0.36,0.124,0.363,-2.329,0.453,3.611,-4.032,-0.607,8.404,-0.536,-0.577,1.324,2.395,-0.392,2.733
0.033,-3.298,4.517,0.0,0.334,-1.327,-0.295,-0.683,1.382,-2.168,-0.531,3.897,-3.74,0.33,7.928,0.065,-1.376,0.373,1.834,0.692,2.443
-0.165,-4.025,4.828,0.0,0.103,-1.433,0.021,-0.034,0.851,-2.515,0.14,3.528,-3.904,-0.683,7.777,-0.34,-0.934,1.007,1.778,0.032,2.348
-0.123,-3.997,4.464,0.0,0.1,-1.284,-0.295,-0.055,1.109,-2.23,-0.199,3.634,-3.302,-0.144,8.529,-0.031,-0.716,0.84,1.912,0.342,2.723
-0.131,-4.939,4.559,0.0,-0.098,-1.92,0.423,0.477,0.32,-2.579,0.352,3.79,-3.897,-0.196,8.366,-0.616,-0.714,0.986,2.33,0.001,2.912
-0.033,-3.848,4.397,0.0,-0.244,-1.391,0.293,-0.199,0.51,-2.048,0.011,4.047,-3.918,-0.023,8.305,-0.183,-0.979,0.647,1.98,0.262,2.431
-0.118,-4.768,4.353,0.0,0.044,-1.935,0.113,0.346,0.554,-2.212,-0.158,3.893,-3.906,0.403,7.932,-0.109,-1.098,0.343,1.918,0.769,2.332
0.007,-2.633,4.077,0.0,-0.114,-1.694,0.254,-0.615,0.253,-1.945,0.119,3.776,-3.744,-0.38,8.008,-0.16,-1.18,0.582,2.077,0.282,2.54
-0.114,-3.2,4.6,0.0,-0.209,-1.198,0.232,-0.66,0.552,-2.459,0.341,3.324,-3.493,-0.893,7.852,-0.397,-0.532,1.187,1.905,-0.268,2.54
-0.014,-5.178,4.773,0.0,0.114,-1.578,0.038,0.456,0.321,-2.456,-0.024,3.828,-3.838,-0.1,7.855,-0.501,-0.896,0.94,1.871,-0.062,2.331
0.101,-5.087,3.457,0.0,0.229,-1.966,0.208,1.28,0.131,-2.134,-0.247,3.895,-3.939,1.392,7.784,-0.031,-1.059,-0.208,1.83,1.144,2.257
0.065,-4.124,5.154,0.0,0.078,-1.272,-0.055,-0.294,0.954,-2.299,-0.092,4.426,-4.492,-0.013,8.514,-0.115,-1.065,0.581,2.157,0.358,2.655
-0.01,-3.959,3.032,0.0,0.006,-2.12,0.341,0.625,-0.049,-2.197,-0.254,3.381,-3.523,0.894,7.669,-0.015,-1.014,0.209,2.097,0.703,2.384
0.064,-3.257,4.101,0.0,-0.561,-1.645,0.719,-0.009,0.014,-2.145,0.391,3.65,-3.369,-0.654,9.01,-0.571,-0.373,1.395,2.6,-0.401,2.905
-0.015,-1.988,4.199,0.0,0.264,-1.304,-0.044,-0.933,0.659,-2.038,-0.047,3.458,-3.138,-0.598,7.872,-0.197,-1.117,0.889,1.974,0.052,2.283
0.04,-4.144,4.601,0.0,-0.185,-1.787,0.512,0.161,-0.223,-2.216,0.407,4.191,-4.391,-0.46,8.367,-0.63,-0.683,1.097,2.217,-0.385,2.518
-0.023,-4.537,4.102,0.0,-0.169,-1.991,0.452,0.571,0.251,-2.271,0.011,3.825,-3.916,0.439,8.331,-0.386,-0.667,0.581,2.184,0.459,2.759
-0.011,-3.149,4.14,0.0,-0.091,-1.572,0.055,-0.202,0.523,-2.293,0.07,3.74,-3.58,-0.17,8.184,-0.234,-0.677,0.696,2.134,0.314,2.752
-0.032,-3.916,4.812,0.0,0.258,-1.425,-0.192,-0.316,1.43,-2.499,-0.054,3.965,-3.599,-0.266,8.178,-0.093,-1.042,0.454,1.714,0.418,2.657
-0.233,-1.091,3.046,0.0,-0.097,-1.631,0.139,-0.711,0.606,-0.924,-0.024,3.586,-3.381,-0.09,8.203,-0.151,-1.011,0.12,1.961,0.636,2.462
0.02,-3.948,5.02,0.0,-0.131,-1.573,0.316,-0.297,0.579,-2.42,0.382,3.647,-3.632,-0.986,8.364,-0.617,-0.619,1.355,2.019,-0.492,2.741
0.142,-4.283,5.041,0.0,0.134,-1.545,-0.023,-0.166,0.597,-2.51,0.075,4.164,-3.892,-0.454,8.599,-0.342,-0.751,1.162,2.558,-0.291,2.798
0.054,-2.828,3.67,0.0,-0.057,-1.673,0.263,-0.253,0.527,-2.036,-0.317,3.363,-3.554,0.182,7.133,0.142,-1.065,0.219,1.342,0.919,1.763
0.089,-3.788,4.692,0.0,-0.024,-1.894,0.141,-0.512,0.502,-2.509,0.216,3.83,-3.926,-0.524,8.248,-0.276,-1.05,1.173,2.252,-0.074,2.642
-0.04,-3.614,4.789,0.0,0.029,-1.161,0.025,-0.518,0.597,-2.333,-0.037,3.822,-3.949,-0.423,8.258,-0.47,-1.036,1.099,2.172,-0.058,2.341
-0.042,-4.842,5.452,0.0,0.027,-1.404,0.293,-0.306,0.053,-2.594,0.584,3.423,-3.992,-1.239,7.894,-0.875,-0.661,2.161,2.161,-1.201,2.443
-0.145,-3.798,4.637,0.0,0.256,-1.788,0.055,-0.183,0.499,-2.494,-0.015,3.772,-4.255,-0.385,8.235,-0.21,-1.219,0.833,2.208,0.075,2.715
-0.35,-3.556,5.01,0.0,-0.074,-1.418,0.174,-0.5,1.117,-2.31,0.273,3.846,-4.046,-0.928,7.916,-0.107,-0.888,1.1,1.65,-0.236,2.418
-0.084,-3.35,5.182,0.0,0.074,-1.121,0.139,-0.641,0.913,-2.343,0.407,3.625,-3.504,-1.518,8.301,-0.719,-0.816,1.761,2.237,-0.865,2.754
-0.13,-3.507,4.013,0.0,-0.102,-1.582,0.22,0.128,0.288,-2.228,0.087,3.719,-3.67,-0.234,8.132,-0.404,-0.844,0.843,2.13,0.018,2.446
-0.066,-4.507,5.269,0.0,0.129,-1.163,-0.079,-0.017,1.051,-2.313,0.188,3.872,-4.448,-0.781,7.685,-0.5,-0.95,0.981,1.714,-0.316,2.293
0.011,-4.739,5.03,0.0,-0.082,-1.566,0.272,0.045,0.392,-2.551,0.368,4.301,-4.019,-0.337,8.977,-0.572,-0.693,1.329,2.163,-0.546,2.887
0.061,-3.67,4.283,0.0,0.027,-1.689,-0.035,0.002,0.378,-2.225,-0.169,4.028,-4.04,0.054,8.293,-0.037,-1.088,0.332,1.905,0.59,2.559
-0.079,-4.198,3.713,0.0,-0.209,-1.978,0.24,0.385,0.521,-2.066,-0.341,3.443,-3.891,0.468,7.332,0.046,-1.024,0.081,1.566,0.857,2.151
-0.061,-3.118,4.221,0.0,-0.276,-1.712,0.278,-0.35,0.255,-2.226,-0.046,4.029,-3.797,-0.24,8.599,-0.16,-1.006,0.733,2.318,0.349,2.7
0.005,-4.187,4.41,0.0,0.041,-1.476,0.062,-0.001,0.582,-2.157,0.012,3.881,-3.92,0.012,8.078,-0.358,-0.953,0.722,1.926,0.083,2.505
0.038,-3.146,4.198,0.0,0.156,-1.807,-0.009,-0.625,0.657,-2.214,-0.286,3.386,-3.662,-0.281,7.105,0.239,-1.24,0.409,1.639,0.632,2.047
-0.005,-3.296,3.869,0.0,-0.111,-1.421,-0.006,0.253,0.745,-2.136,0.224,3.705,-2.984,-0.376,8.291,-0.585,-0.743,1.043,1.86,-0.173,2.685
-0.065,-4.552,3.902,0.0,-0.338,-1.845,0.205,0.671,0.401,-2.378,0.143,3.888,-3.666,0.213,8.029,-0.599,-1.006,0.615,1.862,0.211,2.366
-0.055,-4.3,3.903,0.0,-0.025,-1.665,0.44,0.539,0.03,-2.121,0.037,3.485,-3.847,0.17,7.975,-0.396,-0.892,0.674,2.135,0.112,2.422
-0.038,-3.678,3.893,0.0,-0.195,-1.9,0.457,0.14,0.151,-2.074,-0.139,3.918,-4.061,0.461,8.565,-0.34,-0.942,0.494,2.59,0.554,2.633
-0.113,-4.182,4.284,0.0,0.117,-1.643,0.244,0.342,0.732,-2.325,0.35,3.618,-3.548,-0.521,8.136,-0.387,-0.808,0.849,1.884,0.078,2.76
0.225,-4.252,4.364,0.0,-0.353,-1.976,0.526,0.311,0.161,-2.216,0.099,4.035,-3.833,0.031,8.535,-0.302,-0.91,0.754,2.232,0.332,2.652
-0.079,-3.319,4.231,0.0,0.004,-1.687,0.228,-0.343,0.57,-2.377,-0.226,3.802,-3.507,-0.036,8.236,-0.182,-0.923,0.714,2.039,0.411,2.546
0.019,-4.091,4.884,0.0,-0.102,-1.668,0.235,-0.317,0.733,-2.302,0.147,4.52,-4.669,-0.109,8.175,-0.366,-1.084,0.514,1.934,0.307,2.301
-0.037,-4.454,4.719,0.0,0.236,-1.881,-0.115,0.212,0.518,-2.481,0.186,3.648,-4.007,-0.516,7.586,-0.173,-0.766,1.06,1.731,-0.205,2.392
-0.099,-3.542,4.463,0.0,-0.109,-1.443,0.184,-0.448,0.66,-2.308,-0.008,3.447,-3.953,-0.526,7.417,-0.009,-0.965,0.749,1.948,0.257,2.333
-0.175,-3.883,5.088,0.0,0.117,-1.138,0.041,-0.588,0.893,-2.475,0.236,3.47,-3.698,-1.026,8.031,-0.581,-0.695,1.534,2.22,-0.576,2.573
0.035,-2.931,4.368,0.0,-0.053,-1.49,0.238,-0.299,-0.022,-2.193,0.258,4.102,-4.109,-0.605,8.39,-0.107,-1.071,0.792,2.161,-0.17,2.666
0.106,-5.886,5.091,0.0,-0.1,-1.726,0.148,0.71,0.777,-2.383,0.175,4.143,-4.187,-0.251,7.6,-0.343,-0.901,0.706,1.547,0.159,2.218
-0.071,-4.161,4.644,0.0,-0.076,-1.916,0.193,0.075,0.498,-2.589,0.497,3.365,-3.506,-1.022,7.621,-0.696,-0.659,1.263,1.801,-0.224,2.407
0.057,-3.945,4.287,0.0,0.058,-1.703,-0.043,-0.104,0.752,-2.248,-0.287,3.655,-4.23,0.288,7.389,0.079,-1.155,-0.084,1.684,0.947,2.389
0.142,-3.369,4.39,0.0,-0.411,-1.652,0.511,-0.218,0.227,-2.167,0.438,3.939,-3.893,-0.933,7.852,-0.227,-0.993,0.915,1.798,-0.154,2.185
-0.036,-3.944,4.472,0.0,-0.17,-1.693,0.281,-0.03,0.616,-2.45,0.465,3.973,-3.326,-0.501,8.331,-0.453,-0.737,1.192,2.185,-0.282,2.497
-0.032,-4.318,4.449,0.0,-0.04,-1.487,0.075,0.14,0.658,-2.559,0.121,3.417,-3.194,-0.431,8.253,-0.596,-0.763,1.188,2.101,-0.323,2.737
0.07,-3.426,4.118,0.0,0.18,-1.862,0.026,-0.3,0.532,-1.916,-0.394,3.987,-3.882,0.543,7.772,-0.147,-1.349,0.212,1.781,0.758,2.223
-0.109,-2.594,3.707,0.0,0.069,-1.404,0.118,-0.571,0.566,-1.964,-0.357,3.904,-3.714,0.569,8.254,-0.0,-0.984,0.048,2.136,0.911,2.686
-0.14,-4.846,3.807,0.0,0.001,-1.769,-0.098,0.72,0.788,-2.12,-0.184,3.367,-3.423,0.643,7.321,-0.102,-0.873,0.285,1.581,0.903,2.333
-0.166,-3.667,3.67,0.0,-0.147,-1.597,0.417,0.341,0.005,-2.105,0.106,3.533,-3.534,0.028,8.204,-0.445,-0.585,1.051,2.061,-0.336,2.565
-0.241,-4.529,5.106,0.0,0.104,-1.679,-0.033,-0.073,0.821,-2.42,0.368,3.866,-4.062,-0.732,8.77,-0.642,-0.681,1.309,2.318,-0.467,2.963
0.081,-5.439,4.489,0.0,-0.047,-1.919,0.147,0.66,0.609,-2.41,-0.11,4.04,-4.118,0.564,8.22,-0.069,-1.1,0.435,1.838,0.48,2.489
-0.23,-4.995,3.683,0.0,-0.347,-1.891,0.47,1.054,0.043,-2.277,-0.172,3.291,-3.613,0.354,7.105,0.002,-0.694,0.367,1.788,0.743,2.203
-0.025,-2.879,4.255,0.0,-0.055,-1.612,0.252,-0.453,0.674,-2.178,0.232,3.712,-3.431,-0.734,7.81,-0.327,-0.975,0.809,1.724,-0.044,2.399
0.082,-2.534,3.059,0.0,-0.271,-1.713,0.232,-0.074,0.466,-1.643,-0.135,3.522,-3.187,0.521,7.667,0.218,-1.226,0.054,1.798,0.767,2.231
0.073,-3.812,4.48,0.0,-0.39,-1.688,0.458,-0.248,0.11,-2.423,0.298,3.807,-4.341,-0.553,7.628,-0.205,-0.871,0.682,1.968,0.327,2.292
0.083,-3.441,4.789,0.0,-0.039,-1.528,0.037,-0.425,0.659,-2.394,0.104,3.509,-4.002,-0.863,7.381,-0.294,-0.848,1.023,1.778,0.05,2.188
-0.074,-3.032,4.09,0.0,0.09,-1.541,-0.039,-0.259,0.823,-2.022,-0.3,3.731,-3.776,0.065,7.516,0.163,-1.117,-0.033,1.556,1.115,2.114
-0.108,-4.15,4.95,0.0,-0.246,-1.645,0.163,-0.109,0.326,-2.316,0.516,3.808,-4.414,-0.985,7.552,-0.463,-0.866,0.964,1.78,-0.038,2.344
0.124,-3.556,4.181,0.0,-0.051,-1.589,0.166,-0.023,0.705,-2.19,-0.016,3.637,-3.568,-0.138,7.756,-0.034,-1.144,0.706,1.828,0.263,2.317
-0.123,-3.514,4.978,0.0,0.301,-1.33,0.006,-0.506,0.769,-2.263,-0.205,3.813,-3.955,-0.528,8.187,-0.315,-1.074,1.139,2.124,-0.044,2.609
-0.198,-3.341,4.276,0.0,-0.298,-1.375,0.227,-0.04,0.717,-2.235,0.527,3.374,-3.422,-1.291,7.591,-0.669,-0.713,1.446,1.835,-0.658,2.338
-0.085,-3.776,4.829,0.0,0.06,-1.43,-0.036,-0.393,0.917,-2.433,0.019,4.091,-3.912,-0.393,8.076,-0.066,-1.104,0.939,1.786,-0.044,2.36
0.049,-3.46,4.034,0.0,-0.085,-1.61,0.257,-0.065,0.4,-2.172,-0.17,3.568,-3.737,-0.139,7.639,-0.068,-1.021,0.445,1.725,0.411,2.268
-0.074,-4.636,3.315,0.0,-0.49,-1.903,0.388,1.003,0.12,-1.989,-0.146,3.338,-3.878,0.816,7.548,-0.242,-0.654,0.318,1.868,0.568,2.377
-0.122,-3.68,4.638,0.0,0.265,-1.328,-0.221,-0.243,1.068,-2.107,0.036,4.288,-3.522,0.058,9.08,-0.524,-0.996,0.912,2.221,-0.088,2.741
0.052,-4.634,4.184,0.0,0.159,-1.812,0.027,0.336,1.038,-2.283,-0.203,3.894,-3.604,0.509,7.884,0.203,-1.033,0.151,1.737,0.884,2.46
-0.264,-4.088,4.061,0.0,0.288,-1.733,0.284,0.216,0.434,-2.586,-0.26,4.024,-3.766,0.559,8.681,-0.321,-0.992,0.655,2.246,0.199,2.598
-0.173,-4.247,3.765,0.0,-0.333,-1.948,0.286,0.604,0.302,-2.158,0.046,3.737,-3.819,0.261,8.294,-0.325,-0.71,0.478,1.927,0.399,2.486
0.192,-4.322,5.137,0.0,-0.028,-1.696,0.027,-0.311,0.899,-2.416,0.113,4.062,-3.696,-0.565,8.402,-0.205,-1.029,0.971,2.055,0.007,2.741
-0.128,-5.263,4.672,0.0,0.1,-1.684,-0.091,0.527,0.671,-2.524,0.121,3.667,-3.902,-0.16,8.092,-0.207,-0.823,0.897,2.035,0.09,2.564
-0.468,-4.913,4.527,0.0,0.201,-1.502,-0.174,0.182,1.014,-2.351,-0.326,4.023,-4.193,0.829,8.657,-0.104,-1.09,0.446,1.752,0.487,2.729
-0.111,-3.943,5.138,0.0,0.048,-1.418,0.204,-0.388,0.521,-2.406,0.369,3.277,-4.025,-1.194,7.606,-0.639,-0.708,1.479,1.905,-0.455,2.388
-0.043,-3.667,3.288,0.0,-0.184,-1.925,0.226,0.548,0.381,-1.931,-0.159,3.962,-3.721,0.803,7.798,-0.036,-1.022,-0.062,1.834,1.025,2.222
-0.201,-4.551,4.568,0.0,0.041,-1.436,0.265,0.309,0.249,-2.481,0.249,3.622,-3.815,-0.421,8.471,-0.67,-0.389,1.48,2.289,-0.601,2.606
-0.083,-2.937,4.305,0.0,0.028,-1.513,-0.049,-0.66,0.784,-2.227,-0.005,3.958,-3.588,-0.229,8.432,-0.286,-0.804,0.572,2.054,0.208,2.73
-0.026,-3.254,4.138,0.0,-0.309,-1.788,0.559,-0.305,0.65,-2.15,0.486,3.267,-3.747,-1.107,7.113,-0.161,-0.665,0.779,1.764,0.075,2.169
0.105,-4.189,3.975,0.0,-0.148,-1.919,0.383,0.483,0.254,-2.225,-0.029,3.796,-3.908,0.225,8.011,-0.174,-1.074,0.292,1.876,0.725,2.404
-0.163,-3.927,4.028,0.0,-0.268,-1.341,0.35,0.347,0.306,-2.044,-0.017,4.064,-3.47,0.312,8.68,-0.325,-0.792,0.765,2.364,0.178,2.809
-0.261,-4.299,4.253,0.0,0.315,-1.687,-0.055,0.187,0.732,-2.338,-0.227,3.7,-3.661,0.199,7.759,-0.24,-1.073,0.437,1.734,0.327,2.402
