Unnamed: 0,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,y,x14,x15,x16,x17,x18,x19,x20
594,-2.71,-0.288,-0.348,4.981,1.216,3.9,0.251,0.642,-1.249,-0.574,2.296,1.436,0.7,0.0,1.959,-1.163,-0.859,0.813,-0.931,0.503,-0.647
595,-3.245,0.025,-0.196,4.409,1.263,4.059,0.2,0.813,-0.067,-0.66,2.597,1.507,0.878,0.0,3.407,-1.85,-0.782,0.909,-0.39,-0.443,-0.185
596,-3.23,0.63,-0.268,3.87,1.422,3.805,0.546,0.873,0.594,0.161,2.566,1.589,0.754,0.0,4.212,-1.621,-0.385,0.892,0.092,-1.469,-0.167
597,-2.9,0.424,-0.389,3.803,1.203,3.474,0.512,0.715,0.238,-0.116,2.485,1.542,0.73,0.0,3.292,-1.304,-0.69,0.844,-0.052,-0.71,-0.086
598,-2.485,0.295,-0.471,4.037,1.624,3.462,0.865,1.032,-0.594,0.008,2.078,1.714,0.55,0.0,2.503,-1.273,-0.866,1.158,-0.356,0.117,-0.161
599,-2.996,0.419,-0.069,3.665,1.221,3.639,0.286,0.762,-0.118,-0.233,2.265,1.853,0.83,0.0,3.269,-1.498,-0.67,0.789,-0.058,-0.569,-0.024
600,-2.727,0.145,-0.171,4.658,1.255,3.532,0.374,0.892,-0.627,-0.446,2.826,1.572,0.391,0.0,2.892,-1.454,-0.659,1.019,-0.597,-0.167,-0.204
601,-2.708,0.292,-0.414,3.305,1.578,3.377,0.34,1.141,0.071,0.385,2.025,1.44,0.581,0.0,3.397,-1.066,-0.439,1.204,0.02,-0.674,0.042
602,-3.37,0.36,-0.187,3.764,1.414,4.33,0.581,0.595,-0.046,-0.571,1.534,1.494,1.504,0.0,2.971,-1.869,-0.981,1.036,-0.493,-0.287,-0.001
603,-3.26,0.224,0.097,3.406,1.447,4.183,0.389,0.627,-0.691,-0.705,1.118,1.753,1.401,0.0,2.301,-1.703,-1.283,0.883,-0.631,-0.014,-0.084
604,-2.804,0.127,-0.529,3.915,1.56,3.597,0.534,0.876,-0.734,0.032,1.64,1.536,1.326,0.0,2.3,-1.276,-1.061,1.096,-0.497,0.535,-0.307
605,-2.389,0.261,-0.273,4.173,1.423,3.174,0.731,0.854,-0.193,0.085,2.866,1.457,0.433,0.0,3.195,-1.165,-0.317,0.719,-0.217,-0.436,-0.074
606,-3.265,0.214,-0.305,5.043,1.251,4.128,0.466,0.472,-0.343,-0.876,2.747,1.46,1.065,0.0,2.772,-1.701,-0.946,0.792,-0.685,0.058,-0.348
607,-2.783,0.214,-0.621,4.029,1.361,3.642,0.799,0.796,-1.015,-0.617,1.427,1.354,1.189,0.0,1.87,-1.326,-1.12,0.97,-0.697,0.599,-0.535
608,-3.053,0.244,-0.362,4.155,1.339,3.865,0.336,1.013,-0.036,-0.252,2.351,1.576,0.588,0.0,3.233,-1.472,-0.59,0.725,-0.252,-0.756,-0.147
609,-2.989,0.188,-0.279,4.798,1.365,3.812,0.816,0.76,-0.539,-0.314,2.509,1.446,0.825,0.0,2.525,-1.3,-0.892,1.113,-0.657,0.504,-0.246
610,-3.282,0.004,-0.303,4.238,1.492,4.255,0.567,0.553,-0.421,-0.628,1.439,1.621,1.413,0.0,2.085,-1.768,-1.527,0.915,-0.723,0.328,-0.192
611,-3.392,0.234,0.177,3.188,1.41,3.988,0.634,0.79,0.074,-0.63,1.411,1.496,1.341,0.0,3.023,-1.98,-0.623,0.907,-0.384,-0.657,0.039
612,-2.983,-0.639,-0.242,4.5,1.336,3.922,-0.077,0.833,-0.534,-0.469,2.332,1.665,0.628,0.0,3.0,-1.404,-0.798,1.094,-0.749,-0.243,-0.416
613,-3.388,0.321,-0.197,4.336,1.345,4.252,0.834,0.731,-0.577,-0.809,1.523,1.617,1.4,0.0,2.413,-1.935,-1.119,0.928,-0.675,0.409,-0.467
614,-3.189,0.13,-0.385,4.079,1.601,4.173,0.854,0.856,-0.821,-0.422,1.381,1.507,1.312,0.0,1.941,-1.547,-1.271,1.14,-0.658,0.74,-0.318
615,-2.671,0.487,-0.628,4.289,1.468,3.606,0.782,0.917,-0.566,-0.068,2.293,1.535,0.761,0.0,2.34,-1.15,-0.852,1.057,-0.526,0.286,-0.165
616,-3.139,0.786,-0.377,4.274,1.712,3.959,1.259,0.667,0.308,-0.249,2.146,1.585,1.011,0.0,3.11,-1.67,-0.839,1.039,-0.149,-0.16,0.005
617,-2.953,-0.045,0.022,3.628,1.431,3.82,0.452,0.669,-1.047,-0.469,1.422,1.467,1.385,0.0,2.152,-1.583,-1.297,0.995,-0.737,0.546,-0.103
618,-2.824,0.003,-0.268,4.947,1.146,3.819,0.233,0.838,-0.301,-0.281,2.753,1.778,0.501,0.0,3.005,-1.287,-0.513,1.087,-0.537,-0.089,-0.18
619,-3.276,0.639,-0.142,4.664,1.658,3.862,0.705,0.991,0.041,-0.147,2.853,1.563,0.81,0.0,3.508,-1.855,-0.663,1.05,-0.22,-0.441,-0.104
620,-3.105,0.035,-0.213,3.818,1.434,3.89,0.296,0.571,-0.421,-0.333,1.547,1.466,1.428,0.0,2.423,-1.497,-1.244,0.809,-0.534,0.089,-0.166
621,-3.314,-0.536,-0.13,4.312,1.471,4.44,-0.008,0.687,-1.232,-0.961,1.394,1.635,1.129,0.0,1.964,-1.767,-1.236,0.981,-0.921,0.443,-0.342
622,-3.028,0.484,-0.468,3.947,1.45,3.883,0.685,0.819,-0.27,-0.229,1.947,1.74,0.821,0.0,2.884,-1.436,-0.699,0.929,-0.331,-0.204,-0.053
623,-2.587,0.453,-0.211,3.493,1.117,3.278,-0.296,1.069,0.857,0.338,2.8,1.265,0.464,0.0,4.5,-1.191,-0.051,0.861,0.456,-1.787,0.529
624,-2.944,0.142,-0.507,4.131,1.492,4.001,0.808,0.792,-0.808,-0.328,1.917,1.638,1.224,0.0,2.304,-1.538,-0.961,0.851,-0.784,0.281,-0.292
625,-2.515,0.134,-0.426,5.717,1.261,3.717,0.825,1.002,-0.585,-0.115,3.271,1.644,0.284,0.0,2.768,-0.992,-0.556,0.924,-0.708,0.026,-0.315
626,-3.081,0.186,-0.391,4.611,1.414,3.605,0.606,0.898,-0.18,-0.587,2.757,1.521,0.608,0.0,3.065,-1.607,-0.578,1.049,-0.441,-0.375,-0.32
627,-2.967,0.227,-0.184,3.896,1.509,3.952,0.539,0.753,-0.374,-0.432,1.503,1.7,1.172,0.0,2.591,-1.582,-0.915,0.946,-0.477,-0.191,-0.109
628,-3.375,0.056,-0.237,4.691,1.412,4.316,0.854,0.634,-0.007,-0.797,2.197,1.688,1.076,0.0,3.02,-1.851,-0.942,0.921,-0.503,-0.366,-0.268
629,-2.928,0.5,-0.306,3.535,1.541,3.596,0.601,0.821,-0.091,-0.071,1.92,1.704,0.781,0.0,2.928,-1.446,-0.659,1.158,-0.151,-0.208,-0.039
630,-3.237,-0.427,-0.449,4.632,1.246,4.099,-0.102,0.929,-0.727,-0.858,2.442,1.462,0.84,0.0,2.734,-1.689,-0.889,0.901,-0.753,0.051,-0.551
631,-3.26,0.1,-0.08,3.119,1.614,4.252,0.656,0.958,-0.849,-0.517,0.726,1.599,1.495,0.0,2.1,-1.728,-0.986,1.15,-0.652,0.42,-0.265
632,-3.113,0.08,-0.407,4.298,1.546,4.075,0.862,0.558,-0.689,-0.675,1.624,1.511,1.326,0.0,2.148,-1.594,-1.264,1.058,-0.699,0.38,-0.393
633,-3.072,-0.024,-0.384,4.547,1.486,3.999,0.684,0.759,-1.074,-0.415,2.022,1.418,1.249,0.0,1.947,-1.442,-1.308,1.131,-0.628,0.922,-0.354
634,-3.06,0.063,-0.488,4.252,1.423,3.909,0.411,0.711,-0.692,-0.705,1.98,1.489,1.052,0.0,2.503,-1.563,-0.901,0.957,-0.507,0.214,-0.368
635,-2.294,0.066,-0.421,3.964,1.217,3.236,0.56,0.685,-0.872,-0.171,2.043,1.626,0.732,0.0,1.81,-1.068,-1.029,0.656,-0.741,0.184,-0.308
636,-2.899,-0.08,-0.354,4.898,1.422,4.053,0.677,0.973,-0.949,-0.454,2.383,1.426,0.78,0.0,2.428,-1.208,-0.685,0.863,-0.771,0.392,-0.33
637,-3.03,-0.312,-0.088,3.516,1.36,3.889,0.436,0.712,-1.107,-0.821,1.131,1.483,1.172,0.0,1.892,-1.579,-1.247,0.931,-0.97,0.363,-0.557
638,-2.785,0.462,-0.238,3.839,1.393,3.321,0.385,0.923,0.092,0.184,2.645,1.381,0.604,0.0,3.474,-1.594,-0.564,0.95,0.074,-0.784,0.359
639,-3.123,-0.865,-0.235,3.677,1.18,4.292,-0.196,0.477,-1.929,-1.276,0.593,1.317,1.298,0.0,1.144,-1.804,-1.496,0.896,-1.131,1.024,-0.531
640,-3.154,-0.257,-0.458,4.407,1.258,3.866,0.338,0.712,-0.34,-0.539,2.459,1.636,0.872,0.0,2.828,-1.413,-0.843,0.817,-0.598,-0.125,-0.169
641,-3.182,-0.095,-0.024,3.018,1.307,4.142,0.527,0.733,-0.442,-0.64,0.886,1.596,1.579,0.0,2.528,-1.718,-1.143,0.878,-0.576,-0.205,-0.395
642,-3.319,-0.137,-0.229,4.405,1.116,4.031,0.22,0.845,-0.368,-1.053,2.053,1.552,0.999,0.0,2.96,-1.79,-0.722,0.963,-0.519,0.076,-0.262
643,-2.855,0.306,-0.262,4.152,1.228,3.512,0.265,0.995,-0.33,-0.204,2.564,1.517,0.608,0.0,3.183,-1.424,-0.646,0.941,-0.205,-0.392,-0.062
644,-3.288,0.515,-0.256,3.494,1.496,3.896,0.645,0.832,-0.304,-0.105,1.435,1.526,1.25,0.0,2.719,-1.586,-0.745,0.991,-0.318,-0.233,-0.245
645,-3.194,0.213,-0.235,3.976,1.43,3.86,0.482,0.852,0.086,-0.35,2.137,1.723,0.82,0.0,3.235,-1.819,-0.761,0.977,-0.434,-0.6,-0.25
646,-2.319,0.408,-0.578,4.28,1.193,3.159,0.395,0.958,-0.392,-0.246,2.797,1.459,0.371,0.0,3.001,-1.084,-0.467,0.948,-0.312,-0.254,-0.189
647,-3.19,0.298,-0.258,4.111,1.464,3.978,0.409,0.796,0.015,-0.431,2.355,1.717,0.845,0.0,3.374,-1.843,-0.723,0.931,-0.26,-0.553,0.009
648,-3.358,0.349,-0.31,4.356,1.5,4.081,0.729,0.506,-0.245,-0.503,1.811,1.525,1.464,0.0,2.545,-1.867,-1.24,0.927,-0.36,-0.021,-0.107
649,-3.363,0.046,-0.38,4.128,1.197,4.213,0.475,0.721,-0.301,-0.384,1.624,1.659,1.289,0.0,2.518,-1.613,-0.973,0.747,-0.509,-0.1,-0.069
650,-2.91,0.678,-0.472,4.433,1.609,4.038,1.285,0.773,-0.3,-0.324,2.068,1.66,0.942,0.0,2.603,-1.513,-1.027,0.911,-0.431,0.086,-0.17
651,-3.212,0.436,-0.008,3.388,1.333,3.903,0.188,0.946,0.329,0.184,1.876,1.594,1.053,0.0,3.838,-1.672,-0.498,0.904,0.301,-1.158,0.376
652,-3.271,0.066,-0.279,4.336,1.402,3.941,0.198,0.821,0.457,-0.132,2.642,1.579,0.945,0.0,3.927,-1.633,-0.542,0.825,-0.041,-1.195,0.32
653,-3.384,0.039,-0.201,3.962,1.415,4.159,0.256,0.803,-0.329,-0.56,2.026,1.646,1.22,0.0,2.823,-1.907,-1.095,1.044,-0.441,0.044,-0.155
654,-3.067,0.554,-0.437,4.359,1.62,3.892,1.454,0.877,-0.825,-0.612,1.956,1.296,0.986,0.0,1.748,-1.512,-1.24,1.107,-0.798,0.978,-0.552
655,-3.24,-0.283,-0.07,4.492,1.245,3.764,-0.181,0.914,0.001,-0.51,2.728,1.572,0.712,0.0,3.373,-1.838,-0.697,0.819,-0.389,-0.793,-0.071
656,-3.295,0.262,-0.066,3.353,1.442,4.021,0.458,0.834,0.014,-0.523,1.336,1.647,1.382,0.0,2.835,-1.842,-1.01,0.939,-0.312,-0.128,-0.0
657,-3.346,0.144,-0.296,4.272,1.459,4.12,0.518,0.742,-0.438,-0.335,1.731,1.477,1.459,0.0,2.469,-1.736,-1.1,1.027,-0.505,0.325,-0.096
658,-2.83,0.386,-0.298,3.823,1.568,3.45,0.54,0.958,0.032,-0.223,2.416,1.479,0.557,0.0,3.339,-1.433,-0.365,0.978,-0.281,-0.67,-0.389
659,-3.36,0.05,-0.148,4.545,1.581,4.263,0.529,0.798,-0.863,-0.492,2.261,1.519,1.256,0.0,2.408,-1.799,-1.072,1.175,-0.75,0.774,-0.586
660,-2.706,0.184,-0.226,3.991,1.453,3.657,0.532,0.998,-0.929,-0.395,1.915,1.532,0.803,0.0,2.138,-1.562,-0.775,1.004,-0.59,0.322,-0.309
661,-2.531,0.178,-0.42,4.419,1.266,3.507,0.48,1.021,-0.749,-0.067,2.45,1.666,0.47,0.0,2.473,-1.159,-0.794,0.962,-0.505,0.1,-0.211
662,-3.362,0.747,-0.468,4.203,1.385,3.818,1.046,0.818,0.124,-0.488,2.83,1.56,0.674,0.0,3.528,-1.669,-0.921,0.876,-0.259,-0.692,-0.239
663,-3.35,0.03,-0.118,3.697,1.508,4.196,0.499,0.666,-0.418,-0.532,1.109,1.645,1.384,0.0,2.379,-1.744,-1.056,0.83,-0.656,0.049,-0.25
664,-2.805,0.329,-0.372,4.84,1.389,3.542,0.885,0.677,-0.168,-0.211,2.806,1.536,0.622,0.0,2.572,-1.304,-0.863,0.901,-0.466,0.11,-0.272
665,-3.321,-0.163,-0.236,4.081,1.083,4.325,0.08,0.635,-0.741,-0.994,1.263,1.531,1.274,0.0,2.12,-1.866,-1.123,0.639,-0.705,0.164,-0.494
666,-3.208,-0.131,-0.206,3.565,1.42,4.079,0.675,0.574,-0.9,-0.584,0.921,1.567,1.418,0.0,1.983,-1.592,-1.267,0.862,-0.706,0.083,-0.184
667,-3.239,0.267,-0.281,4.323,1.714,4.106,1.053,0.696,-0.295,-0.389,2.17,1.687,1.217,0.0,3.041,-1.602,-1.004,1.142,-0.562,0.268,-0.192
668,-2.94,0.082,-0.323,4.037,1.244,3.709,0.628,0.9,-0.961,-0.633,1.53,1.364,1.117,0.0,2.037,-1.493,-0.866,0.856,-0.589,0.333,-0.201
669,-2.899,-0.123,-0.232,3.628,1.204,3.718,-0.057,0.843,-0.178,-0.424,1.736,1.598,0.678,0.0,2.812,-1.437,-0.672,0.946,-0.395,-0.58,-0.137
670,-3.394,-0.024,-0.19,3.529,1.275,4.079,-0.029,0.621,-0.422,-0.696,1.163,1.628,1.39,0.0,2.597,-1.739,-1.163,0.987,-0.591,-0.196,-0.283
671,-3.147,0.27,-0.275,3.759,1.491,3.986,0.466,0.865,-0.467,-0.767,1.782,1.405,1.197,0.0,2.909,-1.896,-0.865,1.016,-0.562,-0.195,-0.28
672,-2.986,-0.217,-0.454,3.715,1.104,3.921,0.156,0.501,-1.177,-1.001,1.112,1.597,1.093,0.0,1.621,-1.588,-1.398,0.95,-0.827,0.674,-0.243
673,-3.181,-0.208,0.104,3.434,1.275,4.232,0.011,0.66,-0.358,-0.722,1.349,1.796,1.332,0.0,2.664,-1.919,-0.937,0.864,-0.499,-0.208,-0.288
674,-2.933,0.211,-0.175,3.556,1.639,3.617,0.518,0.855,0.044,0.037,2.08,1.484,1.109,0.0,3.196,-1.692,-0.863,1.23,-0.275,-0.243,-0.089
675,-3.405,0.183,-0.605,5.092,1.529,4.417,1.086,0.57,-0.925,-0.648,2.07,1.477,1.356,0.0,2.08,-1.713,-1.178,1.042,-0.929,0.782,-0.472
676,-2.83,-0.104,-0.218,4.551,1.435,3.822,0.405,0.743,-0.781,-0.503,2.045,1.46,0.896,0.0,2.007,-1.219,-1.129,0.841,-0.742,0.162,-0.313
677,-3.27,-0.354,-0.282,4.685,1.288,4.167,-0.091,0.624,-0.618,-0.637,2.162,1.736,1.012,0.0,2.438,-1.474,-0.956,0.739,-0.693,0.16,-0.251
678,-3.037,0.457,-0.338,3.529,1.585,4.002,1.282,0.705,-0.425,-0.425,1.093,1.524,1.561,0.0,2.502,-1.654,-1.108,1.034,-0.578,0.139,-0.217
679,-2.827,0.342,-0.387,4.266,1.382,3.764,0.538,1.136,-0.127,-0.029,2.516,1.621,0.625,0.0,3.241,-1.385,-0.431,0.959,-0.271,-0.397,-0.178
680,-2.784,-0.033,-0.437,4.995,1.463,3.821,0.374,0.938,-0.879,-0.418,2.408,1.502,0.837,0.0,2.253,-1.312,-0.872,0.917,-0.699,0.43,-0.249
681,-3.389,0.103,-0.376,4.767,1.552,4.177,0.652,0.818,-0.548,-0.333,2.2,1.635,1.217,0.0,2.704,-1.846,-1.025,0.997,-0.54,0.256,-0.015
682,-2.448,0.538,-0.16,4.88,1.503,3.388,0.955,0.986,0.05,0.043,3.243,1.559,0.029,0.0,3.343,-1.06,-0.298,1.237,-0.271,-0.461,-0.102
683,-2.984,0.5,-0.39,3.983,1.844,4.029,1.412,0.861,-0.631,-0.231,1.605,1.465,1.188,0.0,2.539,-1.459,-1.027,1.479,-0.697,0.429,-0.357
684,-3.102,0.336,-0.207,4.04,1.513,3.688,0.811,0.652,-0.321,-0.34,1.988,1.696,1.273,0.0,2.684,-1.677,-1.107,0.901,-0.567,0.093,-0.167
685,-3.334,0.309,-0.396,3.985,1.477,4.107,0.849,0.995,-0.07,-0.281,1.834,1.634,1.244,0.0,2.977,-1.769,-0.936,1.16,-0.271,-0.063,-0.256
686,-3.26,-0.293,-0.328,5.039,1.528,4.094,0.578,0.823,-0.784,-0.603,2.585,1.498,0.784,0.0,2.735,-1.543,-1.095,1.012,-0.817,0.253,-0.529
687,-3.351,0.321,-0.392,4.15,1.328,4.12,0.564,0.785,-0.252,-0.451,2.055,1.636,1.141,0.0,3.036,-1.638,-0.846,0.927,-0.348,-0.31,-0.004
688,-2.912,0.096,-0.138,2.982,1.521,3.802,0.961,0.789,-0.637,-0.167,0.836,1.51,1.491,0.0,1.98,-1.41,-1.295,1.218,-0.622,0.459,-0.207
689,-3.309,0.942,-0.397,3.658,1.561,3.882,1.566,0.992,-0.004,-0.231,1.633,1.614,1.214,0.0,2.941,-1.78,-0.787,1.129,-0.09,-0.005,0.253
690,-3.263,-0.265,-0.234,3.863,1.25,4.162,0.149,0.362,-1.416,-1.113,0.836,1.563,1.396,0.0,1.468,-1.91,-1.426,0.894,-0.905,0.914,-0.441
691,-3.304,0.327,-0.078,4.517,1.455,3.909,0.746,0.863,0.334,-0.118,2.729,1.889,0.546,0.0,3.619,-1.662,-0.448,0.847,-0.233,-0.925,-0.165
692,-3.023,0.399,-0.404,4.108,1.425,3.879,0.801,0.835,-0.039,-0.518,2.079,1.618,0.928,0.0,3.004,-1.718,-0.611,0.901,-0.461,-0.527,-0.097
693,-2.984,0.133,-0.488,4.833,1.272,3.762,0.49,0.709,-1.021,-0.784,2.289,1.466,0.919,0.0,2.086,-1.565,-1.111,0.779,-0.677,0.586,-0.288
694,-3.296,0.214,-0.278,3.755,1.481,4.052,0.947,0.843,-0.628,-0.637,1.231,1.443,1.257,0.0,2.229,-1.818,-1.034,0.96,-0.62,0.274,-0.132
695,-2.847,0.645,-0.619,4.138,1.53,3.745,0.99,0.994,-0.494,-0.227,2.277,1.55,0.523,0.0,2.777,-1.185,-0.843,1.202,-0.397,-0.105,-0.183
696,-3.09,-0.034,-0.115,3.324,1.579,3.928,0.33,0.873,0.033,-0.068,1.648,1.466,1.153,0.0,3.106,-1.661,-0.883,1.18,-0.227,-0.319,-0.048
697,-3.315,0.614,-0.147,3.849,1.344,3.653,0.336,0.786,0.858,-0.203,2.75,1.562,0.453,0.0,4.162,-1.63,-0.457,0.864,0.12,-1.434,0.154
698,-3.135,0.233,-0.194,4.139,1.325,3.946,0.767,1.036,-0.536,-0.179,1.764,1.638,1.011,0.0,2.565,-1.538,-0.789,1.146,-0.421,0.259,-0.278
699,-2.664,0.405,-0.384,3.747,1.404,3.335,0.504,1.038,-0.181,-0.043,2.275,1.56,0.619,0.0,3.166,-1.338,-0.413,1.15,-0.214,-0.31,0.09
700,-2.614,0.412,-0.566,3.839,1.556,3.136,0.718,0.965,0.187,0.449,2.658,1.511,0.527,0.0,3.457,-1.121,-0.467,0.667,-0.096,-1.071,-0.114
701,-3.093,0.612,0.079,3.231,1.381,3.958,0.878,0.84,-0.047,-0.244,1.134,1.599,1.574,0.0,2.701,-1.726,-0.845,0.884,-0.125,-0.098,-0.003
702,-3.199,0.493,0.096,2.65,1.54,3.995,0.696,0.749,-0.349,-0.172,0.708,1.709,1.687,0.0,2.566,-1.62,-0.989,0.938,-0.315,-0.383,-0.212
703,-2.509,-0.009,-0.42,3.169,1.3,3.446,0.088,0.787,-0.684,-0.212,1.397,1.591,0.868,0.0,2.311,-1.229,-0.738,0.99,-0.428,-0.03,0.025
704,-3.36,0.295,-0.103,4.282,1.622,4.121,0.664,0.858,-0.61,-0.521,1.793,1.603,1.262,0.0,2.581,-1.799,-1.161,0.965,-0.551,-0.016,-0.385
705,-2.618,0.15,-0.407,3.805,1.663,3.619,0.761,0.967,-0.691,0.052,1.806,1.242,0.885,0.0,2.484,-1.29,-0.828,1.234,-0.55,0.131,-0.407
706,-2.977,-0.029,-0.339,4.352,1.431,3.978,0.648,0.871,-0.639,-0.366,2.246,1.737,0.674,0.0,2.641,-1.459,-0.818,0.859,-0.686,0.007,-0.543
707,-3.265,0.258,-0.387,3.665,1.551,3.947,0.698,0.714,-0.171,-0.531,1.618,1.414,1.35,0.0,2.55,-1.753,-1.234,1.013,-0.448,0.036,-0.176
708,-3.265,0.426,-0.207,4.296,1.436,3.831,0.719,0.848,-0.341,-0.395,2.302,1.549,1.008,0.0,2.966,-1.861,-0.855,1.105,-0.353,0.083,0.029
709,-2.939,0.317,-0.455,4.018,1.528,3.804,0.71,0.485,-0.008,-0.1,1.826,1.663,1.198,0.0,2.62,-1.372,-1.01,0.837,-0.371,-0.291,-0.263
710,-3.239,-0.438,-0.105,4.295,1.145,4.189,-0.019,0.708,-1.178,-0.93,1.59,1.554,1.222,0.0,1.922,-1.891,-1.166,0.814,-0.813,0.357,-0.243
711,-3.31,-0.102,-0.104,4.834,1.31,4.24,0.564,0.347,-1.716,-1.312,1.108,1.143,1.548,0.0,0.337,-1.731,-2.062,1.057,-1.157,2.097,-0.492
712,-2.853,0.346,-0.326,4.894,1.348,3.595,0.471,0.83,0.119,-0.428,3.309,1.43,0.295,0.0,3.465,-1.49,-0.384,0.964,-0.336,-0.638,0.011
713,-3.294,0.069,-0.158,3.939,1.19,3.858,-0.151,0.948,-0.322,-0.588,2.09,1.737,0.674,0.0,3.153,-1.747,-0.653,1.06,-0.29,-0.593,-0.107
714,-3.067,0.565,-0.467,3.609,1.353,3.931,0.825,0.755,-0.35,-0.413,1.697,1.564,1.125,0.0,2.546,-1.639,-1.051,1.163,-0.463,0.098,-0.21
715,-3.323,-0.181,-0.455,4.653,1.196,4.152,0.168,0.738,-0.692,-0.973,2.154,1.579,1.044,0.0,2.583,-1.719,-0.98,0.721,-0.603,-0.077,-0.517
716,-1.991,0.357,-0.171,3.429,1.19,2.612,0.214,0.883,0.135,0.535,2.704,1.462,0.44,0.0,3.326,-0.828,-0.323,0.677,0.042,-1.023,0.375
717,-2.838,0.079,-0.226,3.445,1.266,3.741,0.489,0.984,-0.74,-0.597,1.486,1.441,0.866,0.0,2.301,-1.45,-0.794,0.881,-0.595,-0.004,-0.15
718,-2.581,0.173,-0.178,4.597,1.179,3.511,0.02,0.827,-0.115,-0.064,2.619,1.531,0.51,0.0,2.926,-1.091,-0.473,0.762,-0.193,-0.504,-0.099
719,-3.227,0.132,-0.146,4.614,1.31,3.984,0.483,1.024,-1.418,-0.882,1.93,1.639,1.169,0.0,2.099,-1.804,-1.12,1.07,-0.778,0.588,-0.463
720,-3.08,0.195,-0.192,4.342,1.439,4.219,0.847,0.878,-1.102,-0.561,1.289,1.541,1.324,0.0,1.707,-1.667,-1.215,0.923,-0.693,0.738,-0.466
721,-2.454,0.135,-0.442,3.923,1.42,3.45,0.71,0.936,-1.14,-0.43,1.706,1.473,0.98,0.0,1.708,-1.214,-1.046,1.058,-0.727,0.655,-0.19
722,-3.315,0.043,-0.408,4.433,1.384,4.296,0.782,0.636,-0.62,-0.962,1.908,1.618,1.253,0.0,2.362,-1.942,-0.971,0.888,-0.761,0.141,-0.274
723,-3.171,0.101,-0.426,4.416,1.501,4.223,0.649,0.879,-0.709,-0.458,1.907,1.671,0.964,0.0,2.696,-1.712,-0.904,1.102,-0.527,0.018,-0.309
724,-3.302,0.059,-0.067,3.798,1.376,4.269,0.483,0.571,-0.561,-0.678,1.421,1.515,1.445,0.0,2.302,-1.83,-1.082,0.774,-0.635,-0.038,-0.374
725,-2.726,-0.057,-0.374,4.29,1.285,3.837,0.404,0.839,-0.978,-0.598,1.889,1.53,0.918,0.0,2.041,-1.575,-0.799,0.908,-0.734,0.239,-0.22
726,-2.766,-0.118,-0.39,3.859,1.195,3.444,0.442,0.993,-0.746,-0.513,2.069,1.414,0.699,0.0,2.399,-1.355,-0.835,0.929,-0.611,0.071,-0.255
727,-3.267,0.122,-0.348,4.233,1.572,4.172,0.396,0.614,-0.964,-0.474,1.367,1.411,1.681,0.0,1.756,-1.722,-1.313,0.957,-0.66,0.907,-0.287
728,-3.185,0.268,-0.244,4.291,1.403,4.001,0.452,0.877,-0.175,-0.567,1.986,1.571,0.82,0.0,3.068,-1.724,-0.779,0.898,-0.399,-0.533,0.005
729,-3.301,-0.32,-0.14,3.979,1.279,3.959,-0.073,0.637,-0.616,-0.787,1.38,1.666,1.041,0.0,2.212,-1.774,-1.089,0.838,-0.609,0.042,-0.047
730,-3.068,0.239,-0.281,3.965,1.598,3.814,0.859,0.827,-0.245,-0.288,2.297,1.556,0.702,0.0,3.041,-1.67,-0.892,1.102,-0.573,-0.133,-0.247
731,-3.239,-0.063,-0.333,4.554,1.413,4.014,0.329,0.869,-0.458,-0.572,2.564,1.934,0.965,0.0,2.97,-1.714,-0.707,0.982,-0.675,-0.112,-0.226
732,-2.473,0.753,-0.496,4.319,1.589,3.085,1.468,0.986,-0.023,-0.062,2.926,1.441,0.361,0.0,3.197,-1.169,-0.582,1.197,-0.225,-0.323,-0.073
733,-1.969,0.712,-0.474,4.01,1.605,2.752,1.029,1.079,0.007,0.731,3.099,1.367,0.266,0.0,3.602,-0.648,-0.1,0.928,0.012,-0.983,-0.011
734,-3.368,0.486,-0.215,3.429,1.365,3.987,0.989,0.903,-0.123,-0.51,1.638,1.675,1.182,0.0,2.988,-1.891,-0.854,0.984,-0.336,-0.095,-0.112
735,-3.079,0.158,-0.254,4.819,1.366,3.944,0.417,0.761,-0.874,-0.417,2.087,1.514,1.057,0.0,2.31,-1.662,-1.068,0.848,-0.666,0.313,-0.313
736,-2.98,0.297,-0.431,4.851,1.429,4.098,0.82,0.669,-0.681,-0.513,2.034,1.479,1.081,0.0,2.011,-1.437,-1.147,0.874,-0.664,0.569,-0.186
737,-2.77,-0.056,-0.251,4.256,1.344,3.456,0.249,1.073,-0.901,-0.575,2.321,1.378,0.667,0.0,2.462,-1.448,-0.893,1.093,-0.37,0.221,-0.262
738,-2.791,0.571,-0.318,4.441,1.382,3.543,0.939,1.064,-0.49,-0.083,2.518,1.437,0.699,0.0,3.033,-1.364,-0.58,1.214,-0.321,0.104,-0.131
739,-3.184,0.075,-0.277,4.352,1.289,3.908,0.451,0.585,-0.318,-0.51,2.174,1.67,1.023,0.0,2.596,-1.62,-0.902,1.064,-0.496,0.303,-0.191
740,-3.2,0.339,-0.331,4.603,1.416,4.06,0.797,0.66,-0.662,-0.661,2.187,1.689,1.023,0.0,2.362,-1.751,-0.898,0.995,-0.574,0.348,-0.203
