Unnamed: 0,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,y,x20
591,-0.83,0.049,1.626,0.952,-2.348,-0.208,3.877,-2.805,1.021,0.148,0.159,-0.1,0.721,0.605,2.156,0.395,-0.737,1.072,-0.558,0.0,0.402
592,-0.023,-0.422,1.338,0.575,-1.716,0.233,3.804,-1.886,0.983,0.05,0.153,-0.195,0.958,0.282,1.74,0.575,-0.241,1.087,-0.785,0.0,0.781
593,-0.003,-0.323,0.809,-0.094,-0.801,0.206,2.912,-0.812,0.734,-0.207,0.419,-0.203,0.923,0.562,0.733,0.354,0.401,0.205,-0.897,0.0,0.735
594,-0.187,-0.226,1.238,0.405,-1.795,0.086,3.503,-1.684,0.787,0.082,0.392,-0.289,1.021,0.464,1.57,0.457,-0.066,0.699,-0.637,0.0,0.87
595,-0.496,-0.183,1.532,0.909,-2.478,-0.236,3.637,-2.432,0.749,0.092,0.354,-0.247,0.707,0.498,2.04,0.386,-1.006,0.939,-0.601,0.0,0.599
596,0.65,-0.386,1.058,0.394,-1.287,0.026,3.761,-1.322,0.511,-0.269,0.034,-0.129,0.835,0.59,1.296,0.389,-0.162,0.654,-0.702,0.0,1.677
597,-0.416,-0.288,1.135,0.264,-1.75,0.126,2.952,-1.691,0.706,0.029,0.321,-0.461,0.765,0.637,1.242,0.475,0.128,0.683,-0.687,0.0,0.462
598,-0.468,-0.214,1.515,0.788,-2.409,-0.092,3.445,-2.402,0.819,0.238,0.069,-0.238,0.54,0.524,1.958,0.488,-0.639,0.966,-0.397,0.0,0.376
599,-0.617,-0.195,0.99,-0.05,-0.842,0.349,3.196,-1.377,0.851,-0.233,0.512,-0.183,0.983,0.716,0.543,0.434,0.415,0.566,-0.818,0.0,0.244
600,-0.653,-0.186,1.255,0.611,-2.197,0.007,3.639,-1.981,0.914,-0.019,0.447,-0.321,0.617,0.773,1.647,0.31,-0.563,0.885,-0.711,0.0,0.382
601,-0.722,-0.277,1.181,0.348,-1.697,0.073,3.061,-1.858,0.693,-0.066,0.439,-0.145,0.62,0.673,1.474,0.402,-0.153,0.706,-0.683,0.0,0.415
602,-0.866,-0.243,1.561,1.006,-2.582,-0.108,3.422,-2.486,0.53,0.275,0.447,-0.317,0.708,0.607,2.113,0.412,-0.89,0.939,-0.631,0.0,0.324
603,-0.739,-0.284,1.009,0.398,-1.657,0.118,3.303,-2.119,1.011,0.046,0.6,-0.133,0.713,0.421,1.423,0.395,-0.118,0.768,-0.59,0.0,0.163
604,-0.177,-0.477,0.67,-0.153,-0.547,0.156,2.79,-0.753,0.569,-0.355,0.328,-0.308,0.751,0.681,0.741,0.4,0.736,0.004,-0.825,0.0,0.992
605,-0.602,-0.083,1.378,0.594,-2.198,-0.006,3.344,-2.053,0.834,0.034,0.183,-0.267,0.597,0.518,1.845,0.453,-0.384,0.745,-0.436,0.0,0.114
606,-0.24,-0.096,1.455,0.651,-2.011,0.086,3.492,-1.893,0.69,0.378,0.234,-0.283,0.872,0.536,1.929,0.474,-0.382,1.041,-0.571,0.0,0.71
607,-0.725,-0.092,1.19,0.574,-2.064,0.087,3.646,-2.15,0.973,-0.224,0.218,-0.182,0.743,0.483,1.394,0.364,-0.583,0.661,-0.525,0.0,0.458
608,-0.489,0.048,1.659,0.674,-2.424,-0.012,3.444,-2.312,0.685,0.275,0.003,-0.511,0.521,0.503,1.807,0.539,-0.582,0.657,-0.455,0.0,0.211
609,-0.727,-0.243,1.589,0.798,-2.414,-0.409,3.493,-2.519,0.428,0.205,0.111,-0.234,0.476,0.381,1.954,0.531,-0.685,0.961,-0.712,0.0,0.612
610,-0.362,-0.211,0.579,-0.098,-0.23,0.052,2.86,-1.005,1.126,-0.596,0.417,0.099,0.648,0.556,0.469,0.381,0.579,-0.035,-0.94,0.0,0.259
611,-0.21,-0.195,1.097,0.367,-1.582,0.18,3.341,-1.713,1.053,-0.141,0.324,-0.193,0.744,0.507,1.153,0.531,-0.138,0.593,-0.394,0.0,0.586
612,-0.081,-0.599,0.648,0.174,-1.195,0.028,2.876,-1.184,0.6,0.016,0.113,-0.318,0.641,0.241,0.894,0.639,0.379,0.473,-0.817,0.0,0.813
613,-0.48,-0.486,0.872,0.213,-1.238,0.198,3.741,-1.841,1.459,-0.215,0.243,-0.164,0.772,0.276,1.062,0.521,0.037,0.737,-0.658,0.0,0.056
614,-0.914,-0.351,0.985,0.246,-1.459,-0.097,3.091,-1.784,1.094,-0.21,0.386,-0.171,0.562,0.547,1.21,0.459,0.003,0.447,-0.725,0.0,0.003
615,0.235,-0.492,0.715,0.126,-0.76,-0.148,3.353,-1.093,1.139,-0.139,-0.012,0.033,0.455,0.18,0.947,0.585,0.346,0.576,-0.585,0.0,0.688
616,-0.43,-0.23,1.561,0.828,-2.44,-0.112,3.577,-2.473,0.906,0.28,0.193,-0.271,0.698,0.562,2.072,0.286,-0.769,1.008,-0.579,0.0,0.638
617,-0.142,-0.398,0.452,-0.222,-0.111,-0.011,3.015,-0.933,0.924,-0.211,0.544,0.106,0.645,0.639,0.531,0.55,0.91,0.434,-0.7,0.0,0.712
618,-0.545,-0.46,0.916,0.197,-1.64,-0.088,2.907,-1.623,0.703,-0.176,0.375,-0.269,0.456,0.609,1.03,0.248,0.037,0.443,-0.7,0.0,0.305
619,-0.67,-0.261,1.707,1.274,-2.658,-0.414,3.755,-2.731,1.031,0.074,0.334,-0.047,0.554,0.432,2.489,0.441,-1.061,1.148,-0.483,0.0,0.453
620,-0.663,-0.442,0.691,0.034,-0.733,0.121,3.57,-1.606,1.174,-0.357,0.588,-0.165,0.863,0.343,0.75,0.554,0.405,0.398,-0.995,0.0,0.36
621,-0.857,-0.349,0.883,0.299,-1.385,-0.025,3.158,-1.808,0.857,-0.157,0.477,-0.199,0.621,0.581,0.929,0.365,-0.112,0.756,-0.848,0.0,0.345
622,-0.383,-0.116,1.392,0.466,-1.919,0.008,3.903,-2.238,0.857,-0.14,0.072,-0.122,0.691,0.472,1.622,0.405,-0.21,0.641,-0.523,0.0,0.534
623,-0.174,-0.221,1.332,0.568,-1.852,-0.301,4.156,-2.254,1.049,0.115,0.046,-0.338,0.547,0.347,1.694,0.672,-0.352,1.175,-0.521,0.0,0.806
624,-0.588,0.02,1.606,0.702,-2.48,-0.257,3.668,-2.586,0.863,-0.14,0.181,-0.152,0.38,0.525,1.761,0.401,-0.698,0.787,-0.543,0.0,0.339
625,0.355,-0.032,1.362,0.611,-1.81,0.05,3.213,-1.581,0.499,-0.032,0.093,-0.191,0.684,0.713,1.613,0.455,-0.154,0.509,-0.336,0.0,1.151
626,-0.697,-0.469,0.467,-0.125,-0.066,0.166,2.681,-0.989,0.902,-0.39,0.612,0.078,0.955,0.61,0.513,0.563,0.632,-0.09,-0.763,0.0,0.486
627,-0.434,-0.159,1.463,0.816,-2.258,-0.125,3.665,-2.271,0.962,0.067,0.281,-0.068,0.469,0.505,1.727,0.456,-0.469,0.94,-0.652,0.0,0.616
628,-0.58,-0.137,1.388,0.616,-2.316,0.075,3.884,-2.367,1.144,0.192,-0.054,-0.16,0.73,0.097,1.912,0.537,-0.498,1.073,-0.358,0.0,0.085
629,-0.607,-0.502,1.329,0.672,-2.356,0.094,4.13,-2.519,1.257,0.027,0.13,-0.273,0.795,0.398,1.666,0.529,-0.536,1.055,-0.667,0.0,0.35
630,-0.509,-0.558,0.675,0.0,-0.652,0.055,2.828,-1.122,0.829,-0.208,0.452,-0.123,0.814,0.391,0.629,0.438,0.411,0.094,-0.712,0.0,0.357
631,-0.572,-0.31,1.118,0.463,-2.103,0.016,3.539,-2.002,1.025,-0.012,0.46,-0.299,0.639,0.419,1.376,0.411,-0.3,0.837,-0.585,0.0,0.238
632,-0.198,-0.542,0.858,0.321,-1.436,-0.05,3.511,-1.588,0.782,-0.077,0.322,-0.194,0.774,0.441,1.162,0.422,-0.283,0.79,-0.644,0.0,0.576
633,-0.597,-0.503,0.859,-0.079,-0.666,0.206,2.93,-1.111,1.014,0.038,0.438,-0.187,0.85,0.425,0.758,0.52,0.474,0.387,-0.563,0.0,0.114
634,-0.497,-0.184,1.369,0.444,-1.939,0.066,3.503,-1.806,0.68,0.092,0.365,-0.3,0.995,0.497,1.605,0.482,-0.206,0.841,-0.589,0.0,0.714
635,-0.192,-0.002,1.525,0.638,-1.823,-0.025,3.273,-1.794,0.235,0.177,0.286,-0.374,0.731,1.032,1.66,0.23,-0.299,0.862,-0.501,0.0,1.188
636,-0.382,-0.436,1.004,0.248,-1.591,0.178,3.1,-1.595,0.904,0.182,0.411,-0.262,0.685,0.472,1.137,0.541,-0.062,0.857,-0.771,0.0,0.474
637,-0.276,-0.289,0.845,0.096,-1.128,0.083,3.723,-1.704,1.26,-0.087,0.305,-0.22,0.639,0.317,0.713,0.457,0.202,0.687,-0.725,0.0,0.246
638,-0.662,-0.292,0.715,0.144,-1.142,0.082,2.833,-1.612,0.935,-0.16,0.513,-0.149,0.694,0.723,1.083,0.378,0.301,0.633,-0.752,0.0,0.345
639,-0.004,-0.619,0.4,-0.168,-0.235,0.166,3.153,-0.936,0.634,-0.258,0.674,-0.274,0.761,0.613,0.17,0.441,0.773,0.368,-0.714,0.0,0.877
640,-0.747,-0.272,0.952,0.284,-1.54,-0.022,3.851,-2.074,1.261,-0.281,0.586,0.067,0.765,0.549,1.286,0.33,-0.021,0.54,-0.72,0.0,0.309
641,-0.724,-0.185,0.978,0.397,-1.7,0.081,3.485,-1.819,1.031,0.255,0.32,-0.308,0.877,0.433,1.316,0.465,-0.224,0.933,-0.753,0.0,0.342
642,-0.839,0.159,1.706,1.044,-2.716,-0.183,3.506,-2.745,0.911,0.123,0.247,-0.291,0.523,0.784,2.351,0.291,-0.968,0.986,-0.67,0.0,0.299
643,-0.668,0.235,1.691,1.139,-2.69,-0.315,3.672,-2.886,0.828,0.316,0.153,-0.222,0.44,0.76,2.452,0.357,-1.048,1.26,-0.51,0.0,0.437
644,-0.774,-0.4,0.884,0.127,-1.251,-0.118,3.676,-2.081,1.19,-0.293,0.42,-0.111,0.588,0.448,0.955,0.358,0.155,0.591,-0.885,0.0,0.144
645,0.04,-0.106,1.802,0.923,-2.465,-0.336,3.661,-2.514,0.572,0.099,0.033,-0.182,0.659,0.648,2.136,0.29,-0.82,0.704,-0.24,0.0,1.182
646,-0.479,-0.45,1.346,0.605,-1.939,-0.106,3.393,-2.107,0.986,-0.111,0.013,-0.088,0.697,0.254,1.683,0.508,-0.354,0.567,-0.715,0.0,0.348
647,0.147,-0.383,1.319,0.64,-1.924,-0.197,3.803,-2.287,0.819,0.178,0.013,-0.227,0.502,0.4,1.807,0.439,-0.347,1.054,-0.349,0.0,1.135
648,-0.854,-0.031,1.41,0.686,-2.407,-0.166,4.427,-2.635,1.71,-0.066,0.263,-0.211,0.36,0.393,1.632,0.61,-0.59,1.172,-0.781,0.0,0.197
649,-0.55,-0.246,1.084,0.456,-1.849,0.054,3.407,-1.838,0.987,0.114,0.088,-0.357,0.857,0.524,1.342,0.295,-0.222,0.716,-0.646,0.0,0.314
650,-0.786,-0.12,1.764,1.127,-2.897,-0.198,4.278,-3.026,1.214,0.112,0.185,-0.229,0.509,0.62,2.209,0.393,-1.014,1.223,-0.536,0.0,0.445
651,-1.225,-0.156,1.525,0.564,-2.179,0.055,3.214,-2.402,0.882,0.03,0.412,-0.309,0.775,0.431,1.67,0.453,-0.529,0.747,-0.649,0.0,-0.144
652,-1.052,-0.613,0.917,0.035,-1.15,0.087,3.308,-1.649,1.066,0.033,0.709,-0.069,0.898,0.51,1.14,0.523,0.47,0.841,-0.945,0.0,0.207
653,0.025,-0.229,1.329,0.68,-1.961,-0.105,3.418,-1.793,0.538,-0.104,0.122,-0.27,0.749,0.469,1.658,0.517,-0.557,0.705,-0.695,0.0,1.055
654,-0.3,-0.353,1.092,0.397,-1.671,0.008,2.887,-1.706,0.547,-0.252,0.382,-0.206,0.678,0.755,1.393,0.367,0.194,0.342,-0.807,0.0,0.604
655,0.103,-0.394,1.352,0.608,-1.911,0.041,3.352,-1.925,0.828,0.297,0.153,-0.211,0.77,0.567,2.055,0.423,-0.29,0.915,-0.615,0.0,0.933
656,-0.347,-0.193,1.235,0.322,-1.767,-0.119,3.25,-1.716,0.617,0.146,0.257,-0.281,0.689,0.696,1.187,0.416,-0.356,0.808,-0.796,0.0,0.832
657,-0.217,-0.371,1.523,0.52,-1.922,-0.281,3.48,-2.052,0.574,0.198,0.269,-0.141,0.691,0.475,1.618,0.628,-0.341,0.978,-0.485,0.0,0.91
658,-0.001,-0.075,1.553,0.597,-2.051,-0.205,3.541,-2.263,0.739,-0.014,0.034,-0.267,0.63,0.494,1.866,0.456,-0.456,0.82,-0.422,0.0,1.002
659,-0.031,-0.264,1.216,0.644,-1.775,-0.086,3.715,-1.909,0.958,0.215,0.206,-0.077,0.734,0.52,1.73,0.5,-0.418,0.89,-0.615,0.0,0.963
660,-0.602,-0.455,1.492,0.827,-2.642,-0.041,3.644,-2.289,0.826,-0.154,0.148,-0.214,0.648,0.542,2.034,0.464,-0.856,0.813,-0.552,0.0,0.542
661,-0.655,-0.54,0.7,-0.013,-0.906,0.158,2.888,-1.162,1.118,-0.142,0.349,-0.193,0.703,0.365,0.769,0.411,0.553,0.509,-0.791,0.0,0.161
662,-0.857,-0.375,1.368,0.805,-2.414,-0.277,3.764,-2.596,1.173,0.181,0.025,-0.104,0.397,0.554,1.995,0.548,-0.77,1.107,-0.737,0.0,0.169
663,-0.179,-0.466,0.974,0.319,-1.619,0.168,3.798,-1.635,1.08,-0.007,0.546,-0.098,1.055,0.373,1.488,0.4,-0.164,0.62,-0.756,0.0,0.656
664,0.191,-0.171,1.08,0.386,-1.569,-0.08,3.535,-1.61,0.732,0.06,0.108,-0.091,0.591,0.424,1.436,0.525,-0.203,0.827,-0.698,0.0,1.062
665,-0.678,-0.638,0.399,-0.212,-0.343,0.251,3.29,-1.045,1.037,-0.231,0.914,-0.211,1.098,0.422,0.433,0.541,0.658,0.573,-0.746,0.0,0.493
666,0.084,-0.209,1.35,0.477,-1.763,-0.227,3.526,-1.936,0.758,-0.03,-0.039,-0.234,0.359,0.433,1.574,0.408,-0.248,0.663,-0.447,0.0,0.931
667,-0.659,-0.413,0.767,0.016,-0.956,-0.003,2.965,-1.436,1.002,-0.272,0.291,0.056,0.639,0.491,0.842,0.568,0.641,0.456,-0.747,0.0,0.305
668,-0.984,-0.274,0.918,0.406,-1.758,-0.022,3.383,-2.026,1.286,-0.424,0.41,0.021,0.436,0.632,1.258,0.281,-0.191,0.618,-0.825,0.0,0.044
669,-0.276,-0.256,1.504,0.753,-2.195,-0.021,3.805,-2.348,0.737,0.007,0.099,-0.206,0.689,0.681,1.969,0.392,-0.577,0.881,-0.361,0.0,0.78
670,0.205,-0.442,0.929,0.242,-1.467,0.216,3.287,-1.084,0.726,0.054,0.065,-0.228,0.764,0.283,1.154,0.663,-0.019,0.706,-0.783,0.0,0.778
671,-0.25,-0.466,0.891,0.25,-1.208,0.129,3.347,-1.47,0.85,0.092,0.44,-0.07,0.987,0.31,1.265,0.726,-0.047,0.681,-0.7,0.0,0.756
672,-0.337,-0.308,1.113,0.155,-1.325,0.094,3.581,-1.587,1.161,-0.132,0.541,0.007,0.877,0.513,0.995,0.472,0.072,0.872,-0.769,0.0,0.504
673,-0.677,-0.533,0.94,0.077,-1.324,0.072,3.013,-1.433,1.212,-0.009,0.037,-0.208,0.707,0.286,0.94,0.546,0.31,0.364,-0.861,0.0,0.144
674,-0.445,-0.251,1.063,-0.122,-0.815,0.298,3.294,-1.3,0.81,0.104,0.317,-0.278,1.111,0.367,0.787,0.467,0.642,0.641,-0.687,0.0,0.432
675,-0.059,-0.385,0.549,-0.151,-0.332,0.116,3.315,-1.292,1.211,-0.206,0.404,-0.034,0.744,0.24,0.488,0.578,0.422,0.247,-0.598,0.0,0.832
676,-0.146,-0.192,1.549,0.762,-1.937,-0.23,3.466,-2.362,0.808,0.239,-0.094,-0.046,0.557,0.466,1.896,0.582,-0.714,0.782,-0.376,0.0,0.809
677,-0.158,0.049,1.647,0.714,-2.44,-0.052,3.751,-2.356,0.97,0.031,-0.076,-0.238,0.701,0.388,2.104,0.449,-0.566,0.954,-0.349,0.0,0.667
678,-0.102,-0.159,1.351,0.572,-1.986,0.009,3.367,-1.653,0.99,0.266,-0.057,-0.158,0.879,0.325,1.689,0.621,-0.245,0.941,-0.573,0.0,0.665
679,-0.244,-0.274,1.103,0.253,-1.256,-0.137,3.273,-1.531,0.804,-0.04,0.2,-0.174,0.614,0.527,1.218,0.543,0.17,0.553,-0.732,0.0,0.699
680,-0.309,-0.401,0.919,0.261,-1.334,0.02,3.123,-1.442,0.582,0.173,0.609,-0.285,0.972,0.417,1.285,0.629,0.11,0.497,-0.784,0.0,0.945
681,-0.219,-0.167,1.495,0.577,-2.236,-0.184,3.575,-2.272,0.646,0.124,0.004,-0.404,0.596,0.286,1.831,0.563,-0.52,0.752,-0.265,0.0,0.551
682,-0.291,0.119,1.425,0.683,-2.132,-0.115,3.459,-2.089,1.065,0.037,-0.003,-0.091,0.782,0.399,1.721,0.49,-0.738,0.705,-0.434,0.0,0.827
683,0.022,-0.218,0.916,0.153,-1.029,0.133,3.266,-1.072,0.995,-0.174,0.252,-0.178,0.939,0.411,1.03,0.404,0.042,0.468,-0.571,0.0,0.761
684,-0.633,-0.375,1.058,0.241,-1.277,0.242,4.33,-2.069,1.174,-0.284,0.398,-0.248,0.92,0.352,1.094,0.484,0.133,0.746,-0.772,0.0,0.676
685,-0.48,-0.383,0.393,-0.333,0.106,0.257,2.528,-0.854,0.812,-0.15,0.607,-0.127,1.014,0.339,0.085,0.684,0.923,0.348,-0.63,0.0,0.487
686,-0.755,-0.264,1.01,0.119,-1.371,0.109,2.905,-1.415,0.581,0.196,0.37,-0.459,0.787,0.493,1.03,0.517,0.105,0.656,-0.853,0.0,0.212
687,-1.083,-0.345,0.98,0.121,-1.548,0.071,3.198,-1.431,0.923,-0.058,0.445,-0.151,0.692,0.453,1.211,0.397,0.174,0.572,-0.762,0.0,-0.096
688,-0.182,-0.675,0.368,-0.389,0.248,0.247,2.946,-0.591,0.868,-0.639,0.693,0.061,0.912,0.741,0.157,0.357,0.948,-0.021,-0.636,0.0,0.823
689,0.155,-0.374,1.134,0.269,-1.478,-0.035,3.439,-1.533,0.781,0.024,0.131,-0.302,0.644,0.276,1.189,0.567,-0.366,0.795,-0.473,0.0,0.939
690,-0.261,-0.119,1.384,0.645,-2.13,0.064,3.372,-1.84,0.764,0.253,0.156,-0.248,0.951,0.462,1.758,0.492,-0.563,0.907,-0.465,0.0,0.693
691,-0.559,-0.097,1.443,0.541,-2.083,-0.149,3.517,-1.983,0.639,-0.116,0.095,-0.166,0.751,0.436,1.554,0.394,-0.415,0.538,-0.391,0.0,0.677
692,0.055,-0.391,0.886,0.288,-1.183,0.065,3.193,-1.306,0.715,-0.236,0.198,-0.048,0.671,0.512,1.11,0.565,-0.1,0.453,-0.459,0.0,0.677
693,-0.686,-0.458,1.079,0.642,-2.047,-0.163,3.254,-2.006,0.689,0.093,0.484,-0.308,0.706,0.593,1.591,0.294,-0.407,0.822,-0.726,0.0,0.402
694,-0.046,-0.138,1.564,0.635,-2.078,-0.08,3.577,-2.189,0.693,0.05,0.016,-0.217,0.545,0.591,1.908,0.424,-0.544,0.869,-0.42,0.0,0.695
695,-0.01,-0.006,1.764,1.133,-2.172,-0.211,3.583,-2.591,0.437,-0.015,0.055,-0.212,0.455,0.931,2.471,0.147,-0.834,0.765,-0.606,0.0,0.939
696,-0.983,-0.321,0.981,0.213,-1.338,0.108,3.452,-1.941,0.871,-0.014,0.598,-0.389,0.704,0.73,0.973,0.337,-0.181,0.711,-0.727,0.0,0.167
697,0.088,-0.51,0.563,-0.155,-0.556,0.021,2.77,-0.773,0.792,-0.154,0.32,-0.177,0.798,0.538,0.739,0.441,0.671,0.27,-0.539,0.0,1.072
698,0.094,-0.127,1.92,1.201,-2.398,-0.312,3.951,-2.833,0.765,0.325,-0.173,-0.287,0.462,0.342,2.423,0.453,-0.941,1.206,-0.24,0.0,1.042
699,0.248,-0.293,1.06,0.321,-1.497,0.107,3.225,-1.327,0.378,0.238,0.321,-0.152,0.791,0.792,1.521,0.256,0.01,0.999,-0.781,0.0,1.212
700,-0.13,-0.543,0.943,0.158,-1.284,0.25,3.171,-1.343,1.036,-0.333,0.402,0.004,0.793,0.673,1.019,0.507,0.257,0.292,-0.424,0.0,0.692
701,-0.092,-0.176,1.711,0.99,-2.048,-0.189,3.484,-2.335,0.302,-0.116,-0.023,-0.186,0.831,0.803,2.163,0.326,-0.676,0.905,-0.134,0.0,1.416
702,-0.173,-0.303,1.151,0.463,-1.791,0.061,4.102,-2.221,1.104,0.15,0.074,-0.209,0.668,0.495,1.491,0.468,-0.16,1.149,-0.771,0.0,0.672
703,-0.364,-0.438,1.39,0.528,-1.959,-0.177,3.265,-1.719,0.782,0.08,-0.008,-0.165,0.541,0.359,1.381,0.544,-0.176,0.834,-0.653,0.0,0.326
704,-0.156,-0.269,0.882,0.057,-1.135,0.151,3.012,-1.028,0.555,-0.085,0.505,-0.082,0.874,0.924,0.88,0.186,0.36,0.481,-0.549,0.0,0.901
705,0.563,-0.376,0.655,0.023,-0.574,0.148,3.366,-0.985,0.802,-0.323,0.307,-0.186,0.9,0.682,0.732,0.274,0.383,0.503,-0.739,0.0,1.505
706,-0.134,-0.404,1.106,0.389,-1.787,-0.065,3.095,-1.501,0.515,0.029,0.434,-0.365,0.644,0.623,1.303,0.375,-0.331,0.757,-0.747,0.0,0.802
707,-0.653,-0.051,1.752,0.896,-2.578,-0.268,3.771,-2.704,0.731,0.177,0.144,-0.107,0.514,0.78,2.143,0.304,-0.631,1.084,-0.6,0.0,0.513
708,-0.726,-0.199,1.279,0.323,-1.76,0.079,3.286,-1.971,0.716,0.198,0.335,-0.35,0.609,0.267,1.43,0.486,-0.118,0.881,-0.604,0.0,-0.068
709,-0.198,-0.497,1.089,0.442,-1.713,-0.07,3.55,-1.757,0.869,-0.086,0.349,-0.142,0.548,0.636,1.498,0.282,-0.216,0.627,-0.57,0.0,0.77
710,-0.182,-0.353,0.921,0.314,-1.348,-0.058,3.673,-2.061,1.041,-0.034,-0.021,-0.305,0.537,0.082,1.046,0.692,-0.067,0.514,-0.689,0.0,0.276
711,-0.321,-0.124,1.394,0.645,-2.151,-0.042,3.551,-1.799,0.777,-0.161,0.082,-0.188,0.676,0.549,1.72,0.424,-0.455,0.726,-0.429,0.0,0.716
712,-0.344,-0.336,0.911,0.177,-1.393,0.085,3.451,-1.581,0.809,-0.129,0.601,-0.102,0.829,0.558,1.216,0.53,0.072,0.585,-0.682,0.0,0.582
713,-0.045,0.309,2.274,1.436,-2.952,-0.18,4.801,-3.399,1.117,0.255,-0.085,-0.288,0.361,0.567,2.857,0.425,-1.272,1.823,-0.293,0.0,0.827
714,-0.209,-0.405,0.661,0.181,-1.368,0.086,3.455,-1.434,1.145,-0.192,0.003,-0.229,0.545,0.356,1.12,0.607,0.1,0.5,-0.651,0.0,0.433
715,-0.292,-0.292,0.913,0.21,-1.057,0.035,3.65,-1.653,1.067,-0.229,0.218,-0.131,0.658,0.343,1.08,0.556,0.226,0.492,-0.71,0.0,0.544
716,-1.482,-0.198,1.195,0.527,-1.808,-0.018,3.209,-2.366,1.069,-0.161,0.673,-0.233,0.667,0.614,1.349,0.289,-0.175,0.448,-1.118,0.0,-0.374
717,-0.772,-0.156,1.333,0.584,-2.313,-0.121,3.907,-2.795,1.006,-0.038,0.138,-0.24,0.407,0.6,1.796,0.458,-0.426,0.891,-0.706,0.0,0.161
718,-0.606,-0.317,1.503,1.091,-2.775,-0.305,4.321,-3.113,1.085,0.25,0.033,-0.112,0.487,0.447,2.288,0.407,-0.919,1.312,-0.424,0.0,0.382
719,-0.084,-0.177,1.506,0.748,-2.186,-0.13,3.504,-2.101,0.624,0.281,0.064,-0.411,0.543,0.632,1.947,0.434,-0.693,1.164,-0.338,0.0,0.773
720,-0.71,-0.408,0.64,-0.015,-0.963,0.236,3.133,-1.333,1.272,-0.167,0.622,-0.016,0.842,0.389,1.049,0.498,0.321,0.373,-0.886,0.0,0.207
721,-0.305,0.036,1.28,0.502,-1.886,-0.068,3.943,-2.306,0.733,-0.225,0.183,-0.034,0.832,0.661,1.562,0.335,-0.326,0.732,-0.607,0.0,0.825
722,-0.176,-0.462,0.977,0.214,-1.544,0.07,3.351,-1.461,0.638,0.076,0.335,-0.379,0.778,0.537,1.138,0.42,0.065,0.81,-0.612,0.0,0.801
723,-0.321,-0.315,1.519,0.704,-2.268,0.009,3.826,-2.438,0.854,-0.112,0.096,-0.176,0.512,0.557,1.949,0.333,-0.559,0.552,-0.425,0.0,0.654
724,-0.949,-0.034,1.517,0.838,-2.308,-0.343,4.401,-3.214,1.118,-0.038,0.45,-0.139,0.309,0.633,1.868,0.297,-0.848,1.188,-0.628,0.0,0.219
725,-0.285,-0.326,0.713,-0.055,-0.79,-0.134,3.842,-1.726,1.182,-0.384,0.376,-0.115,0.585,0.513,0.696,0.561,0.346,0.633,-0.705,0.0,0.547
726,0.323,-0.109,1.104,0.234,-1.468,-0.114,3.616,-1.673,0.978,-0.078,0.113,-0.125,0.545,0.199,1.426,0.46,-0.242,0.643,-0.481,0.0,0.885
727,-0.77,-0.295,1.214,0.395,-2.051,-0.106,3.157,-1.891,0.897,0.104,0.239,-0.242,0.602,0.267,1.533,0.598,-0.268,0.61,-0.798,0.0,-0.131
728,-0.285,-0.347,1.125,0.154,-1.557,0.148,3.161,-1.427,1.125,-0.005,0.128,-0.222,0.633,0.445,1.341,0.53,-0.004,0.678,-0.764,0.0,0.308
729,-0.476,0.014,1.506,0.692,-2.371,-0.43,4.052,-2.615,1.136,0.18,0.085,-0.24,0.376,0.533,1.958,0.522,-0.405,1.247,-0.688,0.0,0.471
730,-0.194,-0.186,1.051,0.436,-1.643,-0.006,3.15,-1.554,0.65,-0.306,0.246,-0.142,0.897,0.436,1.108,0.342,-0.186,0.417,-0.482,0.0,0.835
731,-0.409,0.097,1.83,0.981,-2.574,-0.344,4.134,-2.969,1.092,0.345,0.068,-0.002,0.363,0.428,2.311,0.411,-0.888,1.331,-0.473,0.0,0.568
732,-0.445,-0.32,1.157,0.703,-2.241,-0.231,3.643,-2.277,0.811,0.029,0.132,-0.296,0.407,0.443,1.759,0.553,-0.69,1.113,-0.607,0.0,0.416
733,-0.994,-0.427,1.076,0.365,-1.973,-0.173,3.308,-1.988,1.154,0.066,0.492,-0.221,0.647,0.386,1.388,0.489,-0.318,0.499,-0.617,0.0,-0.078
734,-0.709,-0.528,0.546,-0.063,-0.452,-0.065,3.47,-1.69,1.491,-0.221,0.42,0.147,0.576,0.408,0.799,0.501,0.581,0.405,-0.943,0.0,0.082
735,-0.389,-0.226,1.21,0.629,-2.001,-0.09,3.502,-1.978,0.818,0.204,0.247,-0.183,0.636,0.607,1.592,0.438,-0.336,0.976,-0.697,0.0,0.549
736,-0.479,-0.169,1.337,0.456,-2.038,0.184,3.14,-1.787,0.411,0.189,0.277,-0.305,0.815,0.747,1.563,0.508,-0.235,0.72,-0.702,0.0,0.625
737,-0.763,-0.294,1.403,0.625,-2.056,-0.335,3.735,-2.3,0.88,0.158,0.146,-0.239,0.546,0.567,1.839,0.472,-0.199,1.26,-0.666,0.0,0.423
738,-0.397,-0.297,0.782,-0.014,-0.916,0.11,3.704,-1.531,0.935,-0.055,0.677,-0.194,0.943,0.666,0.939,0.387,0.315,0.9,-0.859,0.0,0.779
