x0,x1,x2,x3,x4,x5,x6,x7,y,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20
-7.16,-4.345,0.122,3.926,-0.907,2.363,0.373,4.536,0.0,-0.733,-2.289,-0.449,1.508,1.443,-0.33,0.288,1.003,0.392,1.084,0.601,2.652
-7.9,-4.274,0.002,4.583,-0.716,2.454,0.015,4.475,0.0,-1.071,-2.665,-0.742,1.215,1.796,-0.542,0.086,1.123,0.131,1.316,0.555,2.864
-7.905,-4.652,-0.087,4.536,-0.851,2.552,-0.125,4.734,0.0,-1.022,-2.575,-0.53,1.382,1.699,-0.512,0.096,0.969,0.242,0.927,0.859,2.615
-6.118,-4.457,-0.179,3.406,-0.864,2.267,0.122,4.659,0.0,-0.836,-2.055,-0.733,1.386,1.74,-0.479,0.273,0.917,0.403,0.892,0.811,2.189
-7.946,-3.945,-0.033,4.538,-0.845,2.631,0.233,4.307,0.0,-0.968,-2.937,-0.435,1.453,1.622,-0.519,0.445,1.307,0.307,1.088,0.813,2.677
-5.417,-3.562,0.179,3.12,-0.779,1.932,0.438,3.982,0.0,-0.79,-1.659,-0.599,1.137,1.419,-0.367,0.494,0.681,0.262,0.763,0.554,2.004
-8.18,-4.295,0.102,4.696,-0.806,2.656,0.495,4.589,0.0,-1.082,-2.748,-0.132,1.482,1.464,-0.41,0.205,1.389,0.324,1.36,0.584,2.72
-6.839,-4.304,-0.046,3.866,-0.762,2.205,0.499,4.487,0.0,-0.779,-2.15,-0.424,1.608,1.726,-0.418,0.255,1.016,0.125,1.08,0.437,2.531
-6.869,-3.371,0.24,3.731,-0.72,2.331,0.355,4.011,0.0,-1.019,-1.897,-0.292,1.173,1.42,-0.594,0.068,1.307,0.375,1.215,0.312,2.66
-7.289,-3.799,0.075,4.393,-0.701,2.501,0.383,3.961,0.0,-0.838,-2.68,-0.62,1.296,1.617,-0.587,0.466,1.211,0.144,1.489,0.706,2.558
-7.52,-3.558,0.033,4.397,-0.912,2.553,0.322,4.171,0.0,-0.851,-2.775,-0.253,1.362,1.435,-0.316,0.332,0.992,0.201,1.336,0.736,2.58
-6.212,-3.904,0.136,3.543,-0.726,2.081,0.761,4.182,0.0,-0.833,-2.058,-0.235,1.597,1.155,-0.075,0.277,1.019,0.241,1.085,0.64,2.353
-7.14,-3.477,-0.259,4.161,-1.101,2.662,0.344,4.366,0.0,-0.925,-2.802,0.174,1.793,1.211,-0.135,0.272,1.091,0.168,1.264,0.87,2.332
-7.635,-5.357,0.113,4.242,-0.71,2.256,0.443,5.28,0.0,-1.207,-2.324,-0.688,1.183,1.72,-0.448,0.114,0.93,0.332,1.009,0.371,2.437
-7.3,-3.357,0.138,4.287,-0.82,2.525,0.342,3.65,0.0,-1.147,-2.357,-0.299,1.215,1.512,-0.66,0.425,1.063,0.129,1.346,0.522,2.756
-7.218,-2.634,0.304,4.309,-0.709,2.43,0.481,3.342,0.0,-0.637,-2.426,-0.395,1.075,1.31,-0.359,0.197,1.18,0.315,1.402,0.747,2.731
-6.372,-3.894,-0.036,3.593,-0.883,2.478,0.323,4.368,0.0,-0.996,-1.709,-0.314,1.472,1.46,-0.519,-0.03,1.143,0.359,1.18,0.285,2.107
-7.593,-4.076,-0.136,4.435,-0.961,2.478,0.038,4.499,0.0,-0.886,-2.675,-0.401,1.409,1.618,-0.432,0.37,1.27,0.239,1.183,0.538,2.492
-7.861,-5.262,-0.073,4.298,-0.866,2.437,0.345,5.27,0.0,-1.158,-2.84,-0.239,1.554,1.63,-0.631,0.39,1.044,0.244,1.153,0.918,2.472
-6.96,-3.084,0.099,4.005,-0.754,2.554,0.702,3.598,0.0,-0.712,-2.383,0.158,1.638,1.267,-0.26,0.3,1.027,0.192,1.063,0.619,2.385
-6.137,-2.844,0.066,3.499,-0.787,2.284,0.45,3.747,0.0,-0.929,-1.906,-0.434,1.281,1.328,-0.283,0.25,1.221,0.288,1.225,0.398,2.382
-6.947,-4.837,0.118,3.823,-0.752,2.305,0.128,4.818,0.0,-0.905,-1.853,-0.719,1.055,1.605,-0.52,0.256,0.671,0.125,0.998,0.545,2.306
-5.903,-2.453,-0.218,3.643,-1.035,2.448,0.289,3.373,0.0,-1.067,-2.287,-0.067,1.626,1.308,-0.189,0.149,1.331,0.468,1.011,0.874,2.166
-6.384,-2.706,-0.057,3.725,-0.774,2.308,0.937,3.504,0.0,-0.819,-1.974,-0.11,1.752,1.072,0.378,0.185,0.846,0.105,1.346,0.39,2.638
-7.455,-3.478,-0.054,4.371,-0.813,2.474,0.138,4.03,0.0,-1.323,-2.447,-0.417,1.415,1.758,-0.56,0.255,1.123,0.3,1.148,0.561,2.611
-7.554,-3.397,-0.047,4.418,-0.708,2.661,0.323,3.925,0.0,-1.085,-2.243,-0.175,1.471,1.563,-0.338,0.035,0.985,0.084,1.05,0.498,2.751
-7.443,-4.544,-0.21,4.09,-0.988,2.574,0.002,4.841,0.0,-1.15,-2.243,-0.421,1.359,1.872,-0.703,0.365,0.853,0.175,1.111,0.729,2.541
-7.327,-3.877,0.223,4.307,-0.708,2.42,0.343,4.142,0.0,-1.006,-2.375,-0.757,0.956,1.702,-0.804,0.155,1.203,0.059,1.268,0.405,2.685
-6.829,-3.461,0.085,3.989,-0.83,2.569,0.399,3.891,0.0,-1.143,-2.099,-0.614,1.305,1.52,-0.645,0.268,0.92,-0.026,1.072,0.47,2.512
-6.909,-3.58,0.004,3.908,-0.774,2.422,0.587,3.889,0.0,-1.048,-2.268,-0.145,1.511,1.376,-0.197,0.125,1.286,0.433,1.124,0.639,2.622
-7.041,-2.312,-0.155,4.392,-0.794,2.489,0.341,3.15,0.0,-1.024,-2.657,-0.018,1.441,1.185,-0.306,0.283,1.102,0.125,1.275,0.57,2.517
-5.485,-4.573,0.071,2.724,-0.783,1.992,0.056,4.753,0.0,-1.06,-1.258,-0.817,1.198,1.893,-0.607,0.256,0.833,0.192,1.21,0.163,1.891
-6.223,-2.537,0.182,3.993,-0.781,2.46,0.435,3.196,0.0,-0.908,-2.365,-0.173,1.399,1.338,-0.321,0.449,0.937,0.22,0.897,0.869,2.479
-6.964,-4.252,0.024,3.869,-0.723,2.176,0.049,4.477,0.0,-1.27,-2.067,-0.661,1.158,1.802,-0.786,0.202,1.149,0.2,0.845,0.366,2.342
-6.576,-3.188,-0.206,3.904,-0.735,2.35,0.503,3.682,0.0,-0.781,-2.577,-0.083,1.809,1.45,-0.236,0.348,0.713,0.133,1.269,0.826,2.374
-7.136,-5.163,-0.101,3.679,-0.933,2.386,0.043,5.176,0.0,-1.143,-2.157,-0.49,1.381,1.83,-0.503,0.282,0.98,0.163,0.987,0.548,2.394
-6.442,-3.086,0.218,4.091,-0.723,2.346,0.349,3.465,0.0,-1.179,-2.242,-0.653,1.075,1.588,-0.524,0.258,1.314,0.298,1.312,0.523,2.382
-7.438,-4.933,0.14,3.929,-0.805,2.581,0.4,4.915,0.0,-0.927,-1.877,-0.552,1.263,1.69,-0.57,0.204,0.826,0.094,1.167,0.496,2.669
-7.752,-4.3,-0.05,4.414,-0.856,2.617,0.268,4.652,0.0,-0.961,-2.747,-0.518,1.336,1.548,-0.323,0.157,1.15,0.286,0.941,0.84,2.589
-7.336,-3.857,-0.472,4.49,-1.074,2.795,-0.334,4.18,0.0,-1.102,-2.892,-0.318,1.642,1.906,-0.579,0.333,1.046,0.157,1.268,0.74,2.429
-6.85,-4.246,-0.118,3.89,-0.718,2.408,0.537,4.329,0.0,-1.128,-2.427,-0.357,1.64,1.527,-0.279,0.24,1.314,0.33,1.164,0.582,2.418
-5.905,-3.423,0.103,3.517,-0.719,2.224,0.139,4.004,0.0,-0.977,-1.508,-0.776,1.072,1.656,-0.54,0.077,0.657,0.187,1.005,0.425,2.02
-5.855,-5.168,-0.151,3.119,-0.791,1.979,0.432,5.219,0.0,-0.815,-2.084,-0.749,1.537,1.781,-0.294,0.318,0.995,0.339,1.084,0.71,1.953
-8.093,-3.901,0.044,4.588,-0.737,2.681,0.645,4.261,0.0,-0.788,-3.036,-0.08,1.663,1.24,-0.289,0.27,1.132,0.115,1.088,0.657,2.891
-5.947,-3.633,0.016,3.28,-0.846,2.174,0.355,4.023,0.0,-1.072,-1.54,-0.194,1.585,1.437,-0.442,0.057,0.901,0.407,0.942,0.526,1.983
-6.213,-3.661,-0.417,3.88,-1.123,2.492,-0.01,4.153,0.0,-1.088,-2.653,-0.48,1.783,1.701,-0.238,0.431,1.175,0.301,0.961,0.761,2.293
-5.973,-3.939,-0.083,3.494,-0.823,2.23,0.628,4.213,0.0,-0.976,-1.906,-0.329,1.47,1.676,-0.382,0.162,1.122,0.262,1.085,0.328,2.182
-7.073,-4.269,-0.094,4.017,-0.705,2.525,0.408,4.342,0.0,-1.023,-2.287,-0.356,1.45,1.547,-0.554,0.094,1.048,0.181,1.225,0.745,2.32
-7.928,-4.371,-0.008,4.494,-0.834,2.659,0.581,4.418,0.0,-0.933,-2.826,-0.072,1.587,1.608,-0.409,0.283,1.125,0.191,1.267,0.624,2.783
-6.39,-2.771,-0.099,3.885,-0.996,2.652,-0.269,3.558,0.0,-0.874,-2.046,-0.355,1.253,1.611,-0.697,0.188,1.071,0.483,0.955,0.887,2.147
-6.648,-2.883,0.019,4.286,-0.748,2.583,0.684,3.36,0.0,-0.935,-2.553,-0.312,1.521,1.415,-0.425,0.246,1.278,0.204,1.201,0.528,2.576
-8.803,-3.763,0.077,5.251,-0.749,2.753,0.603,4.257,0.0,-0.871,-3.104,-0.107,1.672,1.338,-0.253,0.069,1.251,0.228,1.103,0.8,3.008
-7.204,-5.184,0.049,3.818,-0.855,2.412,0.186,5.089,0.0,-1.111,-2.257,-0.579,1.238,1.868,-0.86,0.314,0.963,-0.035,1.183,0.417,2.458
-7.304,-3.187,-0.024,4.336,-0.881,2.385,0.117,3.88,0.0,-0.966,-2.537,-0.165,1.468,1.339,-0.052,0.249,1.47,0.2,1.025,0.68,2.671
-6.635,-3.565,-0.035,3.767,-0.746,2.245,0.401,3.914,0.0,-0.874,-2.194,-0.132,1.482,1.352,-0.342,0.378,0.921,0.19,1.208,0.801,2.38
-7.512,-3.7,-0.173,4.367,-1.025,2.525,-0.198,4.083,0.0,-1.052,-2.642,-0.305,1.606,1.848,-0.572,0.287,1.16,0.247,1.225,0.76,2.675
-7.119,-3.834,0.075,3.992,-0.758,2.195,0.184,4.28,0.0,-1.15,-2.427,-0.523,1.141,1.71,-0.527,0.239,0.975,0.296,1.161,0.711,2.526
-8.503,-3.762,0.053,4.948,-0.712,2.718,0.651,4.095,0.0,-1.136,-3.234,-0.209,1.464,1.585,-0.51,0.344,1.317,0.325,1.489,0.806,3.051
-8.185,-4.935,0.007,4.51,-0.727,2.795,0.185,4.902,0.0,-1.069,-2.753,-0.293,1.331,1.803,-0.758,0.278,1.386,0.389,1.294,0.765,2.65
-7.744,-3.804,-0.172,4.447,-0.88,2.507,0.181,4.24,0.0,-0.977,-2.7,-0.115,1.611,1.431,-0.37,0.082,1.488,0.467,1.317,0.856,2.689
-7.035,-3.334,0.014,3.822,-0.828,2.374,0.207,3.926,0.0,-1.025,-2.081,-0.261,1.33,1.403,-0.488,0.074,0.946,0.328,1.183,0.706,2.537
-8.1,-4.73,0.136,4.348,-0.743,2.445,0.375,4.88,0.0,-0.79,-2.123,-0.232,1.45,1.504,-0.496,0.211,0.897,0.061,1.177,0.574,2.788
-6.808,-3.7,-0.009,3.881,-1.001,2.385,0.397,4.147,0.0,-0.923,-2.328,-0.32,1.655,1.571,-0.375,0.347,1.073,0.332,0.937,0.637,2.39
-7.082,-3.366,-0.051,4.148,-0.768,2.483,0.247,3.896,0.0,-0.879,-2.324,-0.283,1.37,1.504,-0.437,0.16,1.223,0.246,1.025,0.627,2.555
-6.888,-4.03,0.137,3.707,-0.742,2.346,0.519,4.445,0.0,-0.962,-2.043,-0.422,1.109,1.582,-0.688,0.307,1.226,0.272,1.145,0.567,2.49
-6.444,-3.637,-0.035,3.507,-0.909,2.425,0.132,4.264,0.0,-1.156,-1.782,-0.449,1.33,1.655,-0.521,0.024,0.933,0.444,1.096,0.514,2.285
-6.982,-4.068,-0.184,4.059,-0.811,2.567,0.142,4.301,0.0,-1.07,-2.286,-0.473,1.377,1.72,-0.603,0.201,1.224,0.34,1.304,0.528,2.395
-7.317,-4.133,-0.012,4.346,-0.786,2.783,0.459,4.383,0.0,-1.127,-2.802,-0.462,1.584,1.693,-0.364,0.385,1.148,0.411,0.996,0.638,2.645
-6.8,-3.637,0.078,3.766,-0.745,2.41,0.307,4.158,0.0,-0.908,-1.938,-0.383,1.185,1.637,-0.652,0.196,0.99,0.338,1.126,0.562,2.442
-7.425,-4.672,-0.05,4.051,-0.794,2.454,0.187,4.763,0.0,-1.055,-2.556,-0.422,1.385,1.75,-0.567,0.417,0.892,0.182,0.995,0.589,2.365
-7.898,-4.251,0.091,4.396,-0.77,2.57,0.56,4.491,0.0,-0.981,-2.794,-0.415,1.393,1.508,-0.398,0.365,1.042,0.087,1.14,0.507,2.813
-6.302,-3.819,-0.018,3.668,-0.723,2.371,0.392,4.144,0.0,-1.041,-1.99,-0.458,1.617,1.501,-0.207,0.178,1.117,0.196,1.238,0.444,2.321
-6.538,-3.445,0.163,3.779,-0.796,2.423,0.423,3.841,0.0,-1.073,-1.913,-0.439,1.116,1.636,-0.829,0.131,1.015,0.373,1.05,0.604,2.445
-7.394,-4.072,-0.163,4.38,-1.08,2.6,-0.193,4.45,0.0,-0.87,-2.685,-0.653,1.48,1.874,-0.44,0.269,1.178,0.331,1.263,0.583,2.654
-6.462,-3.311,0.211,3.65,-0.86,2.044,0.72,3.793,0.0,-0.829,-1.68,-0.109,1.328,1.048,-0.345,0.217,1.257,0.32,0.998,0.436,2.329
-6.759,-4.292,-0.13,3.696,-0.989,2.504,-0.075,4.672,0.0,-1.156,-1.928,-0.467,1.433,1.688,-0.499,0.059,0.959,0.126,1.043,0.47,2.29
-8.389,-3.294,0.085,4.849,-0.708,2.62,0.098,3.957,0.0,-1.072,-2.667,-0.391,1.096,1.492,-0.754,0.045,1.16,0.252,1.123,0.81,2.986
-7.863,-3.116,-0.111,4.864,-0.872,2.658,0.473,3.887,0.0,-0.958,-2.821,-0.374,1.627,1.404,-0.387,0.21,1.167,0.301,1.191,0.638,2.839
-5.887,-4.115,-0.02,3.417,-0.955,2.499,-0.156,4.474,0.0,-1.073,-1.855,-0.95,1.138,1.685,-0.618,0.145,0.942,0.229,1.117,0.489,2.082
-7.348,-3.083,-0.281,4.851,-0.915,2.844,-0.079,3.744,0.0,-0.877,-3.301,-0.271,1.64,1.71,-0.517,0.4,1.035,0.278,1.306,1.069,2.413
-5.826,-3.695,-0.216,3.325,-0.874,2.34,0.433,4.035,0.0,-0.818,-1.896,-0.238,1.846,1.588,-0.204,0.169,0.882,0.22,0.881,0.372,2.293
-6.403,-3.164,0.062,3.806,-0.781,2.4,0.121,3.832,0.0,-1.187,-1.973,-0.611,1.151,1.559,-0.478,0.308,1.176,0.255,1.133,0.336,2.341
-8.059,-4.666,0.097,4.368,-0.85,2.564,0.063,4.742,0.0,-0.853,-2.301,-0.536,1.177,1.675,-0.795,0.211,0.957,0.228,1.266,0.749,2.88
-7.189,-5.014,-0.38,4.06,-1.194,2.628,-0.423,5.254,0.0,-1.267,-2.585,-0.67,1.472,1.933,-0.709,0.315,1.015,0.29,0.937,0.754,2.091
-6.677,-3.488,-0.05,3.894,-0.736,2.207,0.253,3.847,0.0,-0.892,-2.186,-0.421,1.453,1.529,-0.428,0.219,0.873,0.165,1.141,0.582,2.532
-8.103,-3.769,-0.047,4.659,-0.852,2.582,0.677,4.331,0.0,-0.799,-2.558,-0.155,1.713,1.339,-0.267,0.025,1.078,0.236,1.334,0.556,2.914
-7.469,-4.003,-0.257,4.322,-0.811,2.567,0.219,4.43,0.0,-0.879,-2.676,-0.278,1.496,1.591,-0.469,0.297,0.98,0.18,1.391,0.819,2.644
-7.565,-3.747,0.08,4.126,-0.717,2.594,0.304,4.167,0.0,-0.859,-2.139,-0.219,1.422,1.522,-0.679,0.23,0.761,0.044,1.093,0.476,2.592
-7.299,-3.411,-0.17,4.375,-0.784,2.572,0.401,3.833,0.0,-1.015,-2.748,-0.288,1.484,1.444,-0.176,0.177,1.135,0.25,1.291,0.777,2.538
-7.074,-4.408,0.155,4.195,-0.76,2.4,0.468,4.619,0.0,-1.095,-2.388,-0.572,1.427,1.718,-0.482,0.206,1.297,0.18,1.155,0.575,2.403
-6.935,-4.039,-0.089,3.916,-0.863,2.496,0.03,4.555,0.0,-1.097,-2.215,-0.352,1.313,1.634,-0.479,0.39,0.888,0.17,1.155,0.685,2.234
-7.88,-3.349,-0.138,4.872,-0.832,2.832,0.697,3.94,0.0,-1.064,-3.068,-0.106,1.633,1.161,-0.097,0.311,1.419,0.37,1.074,0.685,2.553
-7.339,-4.399,0.048,4.114,-0.714,2.407,0.57,4.589,0.0,-1.026,-2.374,-0.262,1.425,1.655,-0.521,0.19,1.012,0.121,1.269,0.541,2.594
-6.582,-3.828,0.161,3.505,-0.757,2.344,0.4,4.098,0.0,-0.922,-1.8,-0.501,1.3,1.72,-0.629,0.229,0.963,0.307,1.161,0.456,2.506
-6.858,-4.297,-0.012,4.014,-0.941,2.718,0.029,4.455,0.0,-1.159,-2.129,-0.57,1.315,1.626,-0.571,0.228,1.064,0.209,1.203,0.449,2.402
-7.249,-4.956,0.3,3.793,-0.72,2.447,0.492,5.195,0.0,-0.899,-1.547,-0.594,1.099,1.433,-0.322,0.004,1.013,0.091,1.149,0.272,2.629
-7.062,-3.419,0.356,4.307,-0.715,2.496,0.405,3.623,0.0,-1.087,-2.259,-0.492,1.021,1.578,-0.606,0.456,1.022,0.257,1.292,0.741,2.746
-6.796,-3.639,-0.097,3.74,-0.937,2.424,0.116,4.338,0.0,-1.019,-2.268,-0.347,1.378,1.327,-0.347,0.371,0.78,0.193,1.289,0.845,2.429
-6.804,-3.749,0.159,4.168,-0.739,2.33,0.351,4.113,0.0,-0.861,-1.946,-0.544,1.208,1.403,-0.462,-0.009,0.982,0.027,1.16,0.434,2.317
-8.161,-3.566,-0.036,4.849,-0.927,2.917,0.229,4.134,0.0,-1.013,-2.906,-0.418,1.389,1.619,-0.604,0.25,1.168,0.294,0.899,0.763,2.918
-7.318,-4.372,0.078,4.074,-0.749,2.24,0.213,4.564,0.0,-1.174,-2.206,-0.499,1.361,1.69,-0.589,0.333,1.036,0.045,1.277,0.328,2.55
-6.548,-3.655,0.115,3.873,-0.713,2.211,0.156,3.96,0.0,-1.089,-1.786,-0.587,1.217,1.776,-0.484,0.242,1.123,0.118,1.047,0.275,2.497
-8.164,-3.927,0.058,4.862,-0.766,2.802,-0.064,4.106,0.0,-1.278,-3.164,-0.698,1.062,1.863,-0.717,0.402,1.071,0.218,1.381,0.799,2.958
-7.084,-3.811,0.023,4.182,-0.808,2.396,0.674,4.213,0.0,-0.803,-2.2,-0.329,1.611,1.438,-0.136,0.133,1.121,0.297,1.223,0.499,2.782
-6.669,-3.697,0.105,3.934,-0.804,2.331,0.482,4.058,0.0,-0.862,-2.382,-0.466,1.447,1.433,-0.518,0.181,1.231,0.465,1.153,0.504,2.4
-6.868,-4.017,0.162,3.685,-0.913,2.308,0.175,4.397,0.0,-1.123,-1.741,-0.61,1.269,1.694,-0.44,0.127,1.004,0.255,0.919,0.488,2.494
-7.552,-3.684,0.008,4.518,-0.708,2.7,0.421,3.855,0.0,-0.9,-2.569,-0.376,1.553,1.587,-0.581,0.118,1.037,0.128,1.122,0.587,2.868
-9.279,-4.085,-0.052,5.345,-0.81,2.96,0.494,4.556,0.0,-0.978,-3.607,-0.166,1.638,1.514,-0.485,0.371,1.354,0.278,1.126,0.771,3.187
-7.421,-4.779,0.012,4.073,-0.811,2.408,0.746,4.803,0.0,-0.976,-2.293,-0.282,1.594,1.586,-0.237,0.213,1.252,0.306,1.25,0.42,2.556
-6.686,-4.339,0.024,3.487,-0.846,2.194,0.42,4.574,0.0,-0.849,-1.79,-0.436,1.385,1.513,-0.426,0.23,0.863,0.128,0.92,0.433,2.441
-8.057,-4.299,0.02,4.652,-0.84,2.61,-0.045,4.653,0.0,-0.891,-2.565,-0.624,1.329,1.594,-0.379,0.333,0.775,-0.017,1.188,0.651,2.644
-6.031,-4.011,0.074,3.358,-0.745,2.316,0.044,4.268,0.0,-1.299,-1.855,-0.611,1.239,1.695,-0.612,0.222,0.919,0.374,1.063,0.714,2.157
-6.046,-4.266,0.104,3.325,-0.811,2.288,0.606,4.532,0.0,-1.033,-1.809,-0.243,1.669,1.552,-0.339,0.338,1.36,0.4,1.123,0.312,2.282
-6.292,-2.939,-0.117,3.728,-0.952,2.285,-0.101,3.486,0.0,-1.092,-2.285,-0.359,1.518,1.678,-0.566,0.422,1.02,0.294,0.945,0.71,2.427
-7.107,-4.234,0.087,3.821,-0.787,2.261,0.375,4.573,0.0,-0.989,-1.951,-0.39,1.343,1.492,-0.406,0.127,0.899,0.079,1.153,0.68,2.517
-5.691,-2.656,-0.277,3.445,-0.947,2.405,-0.076,3.536,0.0,-1.185,-2.173,-0.218,1.532,1.314,-0.4,0.318,0.793,0.24,0.991,0.833,2.083
-8.205,-3.793,0.123,5.037,-0.707,2.798,0.165,4.155,0.0,-0.96,-2.849,-0.458,1.188,1.617,-0.705,0.243,1.233,0.199,1.139,0.759,2.819
-7.057,-4.5,0.006,3.791,-0.853,2.444,0.29,4.694,0.0,-0.808,-1.955,-0.22,1.484,1.748,-0.616,0.155,0.859,0.106,1.057,0.389,2.335
-7.314,-5.144,-0.164,3.774,-0.921,2.478,-0.056,5.218,0.0,-1.18,-2.029,-0.495,1.094,1.635,-0.731,0.216,1.182,0.228,1.164,0.647,2.345
-7.005,-5.05,-0.077,3.726,-0.727,2.276,0.336,5.197,0.0,-0.977,-2.253,-0.48,1.505,1.553,-0.224,0.316,0.89,0.291,1.336,0.578,2.477
-7.567,-3.814,0.119,4.363,-0.722,2.207,0.399,4.111,0.0,-1.061,-2.442,-0.327,1.428,1.446,-0.41,0.117,1.27,0.206,1.196,0.491,2.651
-6.393,-3.243,-0.377,3.882,-1.123,2.488,-0.286,3.941,0.0,-1.058,-2.58,-0.725,1.56,1.77,-0.709,0.223,1.064,0.372,1.057,0.779,2.307
-6.206,-4.002,0.228,3.423,-0.751,1.993,0.126,4.131,0.0,-0.855,-1.701,-0.662,1.013,1.639,-0.683,0.245,0.806,0.191,1.065,0.585,2.309
-6.958,-3.7,0.255,4.026,-0.701,2.363,0.47,4.113,0.0,-1.085,-2.115,-0.474,1.189,1.536,-0.448,0.207,1.513,0.492,1.46,0.475,2.499
-6.762,-4.087,-0.054,3.792,-1.028,2.607,-0.435,4.633,0.0,-1.22,-1.963,-0.461,1.369,1.906,-0.828,0.267,0.951,0.082,0.921,0.432,2.444
-6.602,-3.393,0.046,3.645,-0.717,2.322,0.369,3.897,0.0,-0.777,-1.91,-0.319,1.344,1.379,-0.415,0.118,0.929,0.438,0.98,0.788,2.428
-7.275,-4.624,-0.08,4.172,-0.849,2.606,0.576,4.657,0.0,-0.887,-2.876,-0.251,1.584,1.574,-0.241,0.407,1.252,0.454,0.975,0.686,2.461
-6.595,-3.663,0.001,4.011,-0.827,2.448,0.269,4.043,0.0,-1.096,-2.308,-0.535,1.66,1.646,-0.505,0.236,0.918,0.079,1.134,0.595,2.45
-8.625,-4.631,-0.039,4.935,-0.702,2.486,0.527,4.752,0.0,-1.122,-2.819,-0.083,1.5,1.488,-0.344,0.154,0.927,0.02,1.213,0.668,2.875
-7.15,-3.339,-0.136,4.364,-0.796,2.613,0.57,3.985,0.0,-1.0,-2.658,-0.01,1.84,1.173,0.086,0.153,0.837,0.094,1.253,0.834,2.617
-6.385,-4.407,-0.18,3.427,-0.866,2.192,0.475,4.684,0.0,-0.801,-1.972,-0.203,1.938,1.398,-0.021,0.075,0.89,0.37,0.8,0.685,2.084
-7.322,-3.712,0.142,4.42,-0.723,2.408,0.102,4.169,0.0,-0.966,-2.406,-0.716,1.056,1.8,-0.884,0.338,1.0,0.324,1.195,0.639,2.622
-7.169,-4.476,0.166,3.919,-0.735,2.408,0.247,4.719,0.0,-1.034,-1.926,-0.767,1.129,1.807,-0.673,0.2,0.969,0.198,1.142,0.717,2.457
-7.121,-4.591,-0.004,3.902,-0.72,2.414,0.263,4.707,0.0,-1.07,-2.18,-0.296,1.522,1.834,-0.529,0.115,0.905,0.261,1.207,0.366,2.44
-7.79,-4.066,-0.279,4.529,-1.134,2.632,-0.398,4.505,0.0,-1.063,-2.606,-0.332,1.383,1.61,-0.543,0.204,0.958,0.141,1.127,0.903,2.555
-7.029,-4.364,0.082,3.933,-0.806,2.349,-0.117,4.622,0.0,-0.963,-2.205,-0.728,1.04,1.667,-0.68,0.461,0.798,0.157,1.329,0.752,2.418
-7.44,-5.007,-0.044,4.069,-0.767,2.359,0.006,5.04,0.0,-1.064,-2.312,-0.536,1.371,1.853,-0.674,0.081,1.175,0.358,1.136,0.534,2.459
-7.253,-3.245,-0.102,4.263,-0.877,2.56,0.244,3.779,0.0,-0.942,-2.67,-0.252,1.367,1.371,-0.583,0.222,0.824,0.028,1.041,0.638,2.593
-7.718,-4.452,-0.115,4.532,-0.801,2.618,0.108,4.637,0.0,-1.127,-3.064,-0.56,1.332,1.748,-0.528,0.369,1.273,0.44,1.163,0.891,2.604
-6.981,-4.153,0.134,4.01,-0.714,2.363,0.235,4.317,0.0,-1.188,-2.052,-0.513,1.306,1.685,-0.605,0.067,0.966,0.23,0.879,0.612,2.516
-6.399,-4.17,-0.254,3.551,-1.054,2.484,-0.094,4.641,0.0,-1.073,-2.054,-0.36,1.507,1.742,-0.568,0.156,0.807,0.14,1.039,0.521,2.098
-6.637,-4.093,-0.245,3.641,-1.16,2.378,-0.184,4.465,0.0,-1.025,-2.234,-0.356,1.712,1.716,-0.378,0.22,1.145,0.432,1.147,0.608,2.375
-8.318,-3.189,0.07,4.977,-0.713,2.843,0.56,3.586,0.0,-0.778,-3.052,-0.099,1.336,1.229,-0.26,0.238,1.199,0.145,1.123,0.838,3.08
-7.915,-3.888,0.089,4.554,-0.759,2.548,0.586,3.992,0.0,-1.094,-2.546,-0.46,1.265,1.38,-0.429,0.336,0.947,0.017,1.102,0.495,2.913
-7.136,-3.338,0.052,4.424,-0.878,2.572,0.158,4.057,0.0,-1.04,-2.097,-0.297,1.251,1.356,-0.228,0.072,1.026,0.058,1.116,0.421,2.437
-7.598,-5.098,-0.05,4.236,-0.803,2.315,0.116,5.282,0.0,-1.302,-2.691,-0.818,1.142,2.023,-0.744,0.363,1.246,0.433,1.136,0.742,2.398
-6.926,-5.02,-0.086,3.743,-0.885,2.446,0.251,4.906,0.0,-1.054,-2.585,-0.309,1.62,1.675,-0.479,0.364,1.117,0.432,1.102,0.746,2.296
-6.678,-2.449,-0.006,3.933,-0.796,2.393,0.232,3.333,0.0,-0.984,-2.348,-0.497,1.242,1.324,-0.38,0.123,1.237,0.384,1.032,0.546,2.456
-6.023,-3.171,-0.044,3.606,-0.707,2.211,0.616,3.552,0.0,-0.846,-2.087,-0.232,1.696,1.276,-0.079,0.004,0.916,0.065,1.259,0.387,2.296
-7.322,-3.901,0.042,4.054,-0.722,2.488,0.772,4.149,0.0,-0.903,-2.316,-0.132,1.373,1.342,-0.368,0.141,1.023,0.379,1.292,0.683,2.649
-6.51,-3.247,-0.189,3.897,-1.12,2.641,-0.108,3.874,0.0,-1.125,-2.255,-0.3,1.428,1.518,-0.62,0.291,1.148,0.436,1.134,0.936,2.124
-7.143,-3.858,-0.234,4.19,-0.898,2.57,0.078,4.394,0.0,-0.869,-2.592,-0.23,1.773,1.651,-0.326,0.413,1.106,0.322,1.263,0.828,2.571
