x0,x1,x2,x3,x4,x5,x6,y,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20
0.116,-0.061,0.381,-2.071,-0.371,6.73,2.404,0.0,-0.793,-3.605,1.098,0.631,3.417,1.842,0.567,7.543,-0.108,0.023,0.232,-0.609,1.086
-0.032,-0.43,0.527,-3.644,-0.556,9.254,3.961,0.0,-0.485,-4.035,2.044,0.789,5.226,3.602,0.878,7.627,-0.02,0.317,1.117,-1.09,0.919
0.431,-0.11,0.146,-2.104,-0.908,7.355,2.433,0.0,-0.794,-4.59,1.255,0.92,3.598,1.608,1.034,9.175,0.016,0.187,-0.062,-0.515,1.215
0.151,-0.088,0.41,-2.61,-0.045,8.751,2.928,0.0,-0.402,-4.633,1.546,0.465,4.632,2.311,0.353,8.23,-0.109,0.146,1.162,-0.37,0.752
0.242,-0.253,0.653,-2.773,-0.31,7.949,3.175,0.0,-0.445,-3.791,1.73,0.65,4.257,2.529,0.631,7.736,-0.061,0.457,0.465,-0.986,0.97
0.104,0.052,0.291,-1.812,-0.324,7.755,2.256,0.0,-0.463,-4.529,1.258,0.284,3.72,1.713,0.368,7.773,-0.098,0.055,1.084,0.087,0.275
-0.01,-0.249,0.74,-3.571,-0.366,9.008,4.018,0.0,-0.569,-3.661,1.92,0.753,5.146,3.531,0.805,7.887,0.224,0.411,1.322,-0.959,0.936
-0.004,-0.482,-0.04,-2.318,-0.76,7.096,2.972,0.0,-0.661,-4.584,1.433,0.72,3.516,2.127,1.083,7.619,-0.155,0.234,-0.212,-1.226,1.591
-0.008,-0.233,0.193,-2.797,-0.114,8.053,3.246,0.0,-0.564,-4.421,1.644,0.134,4.179,2.621,0.558,8.264,0.051,0.015,0.384,-0.787,1.269
0.506,-0.34,0.215,-2.464,-0.585,7.851,2.593,0.0,-0.487,-4.65,1.354,0.844,4.074,2.127,0.621,8.766,0.007,0.453,0.154,-1.219,1.039
0.352,0.001,0.12,-2.089,-0.702,6.774,2.382,0.0,-0.81,-4.202,1.053,0.834,3.137,1.745,0.79,7.239,0.04,0.302,0.313,-0.723,1.065
-0.047,-0.255,0.548,-3.495,-0.267,8.789,4.098,0.0,-0.718,-3.64,2.135,0.713,5.243,3.675,0.772,8.206,-0.087,0.194,0.764,-0.692,1.107
-0.082,-0.062,0.429,-2.559,-0.073,7.144,2.835,0.0,-0.337,-3.442,1.485,0.202,3.955,2.355,0.314,7.585,0.008,0.07,0.184,-0.751,1.054
0.161,-0.255,0.399,-2.242,-0.361,7.247,2.649,0.0,-0.574,-4.271,1.348,0.341,3.763,1.976,0.567,8.653,0.054,0.381,-0.029,-0.888,1.19
0.4,-0.394,-0.073,-2.939,-0.882,8.251,3.502,0.0,-0.748,-5.4,1.711,0.93,4.336,2.818,1.112,7.966,-0.096,0.312,0.009,-1.352,1.647
0.16,-0.2,0.156,-2.747,-0.201,7.799,3.013,0.0,-0.324,-4.591,1.318,0.597,4.239,2.499,0.427,8.639,-0.075,-0.005,0.19,-0.878,1.07
0.301,-0.354,0.209,-2.056,-0.844,6.881,2.352,0.0,-0.631,-3.669,1.055,0.964,3.648,1.763,1.022,7.923,-0.086,0.094,0.145,-0.774,0.941
0.118,-0.363,0.398,-3.253,-0.295,8.559,3.893,0.0,-0.634,-4.682,1.962,0.377,4.827,3.272,0.748,8.837,-0.079,0.209,0.203,-1.243,1.346
0.18,-0.119,0.298,-2.097,-0.314,7.18,2.542,0.0,-0.911,-4.001,1.304,0.575,3.403,1.89,0.693,7.908,0.224,0.195,0.361,-0.94,1.027
0.101,-0.254,0.763,-2.562,0.001,7.826,3.003,0.0,-0.584,-3.639,1.24,0.307,4.173,2.468,0.291,8.254,0.198,0.359,1.106,-0.515,0.304
0.339,-0.343,0.526,-2.268,-0.557,7.101,2.419,0.0,-0.235,-2.985,1.32,0.65,3.583,1.748,0.723,7.849,0.064,0.352,0.782,-0.81,0.654
-0.066,-0.174,0.581,-2.285,-0.413,7.349,2.877,0.0,-0.379,-3.385,1.31,0.373,3.814,2.151,0.436,7.767,0.051,0.139,0.503,-0.705,0.834
0.036,-0.386,0.534,-2.263,-0.082,7.258,2.892,0.0,-0.448,-3.983,1.396,0.323,3.811,2.265,0.427,8.554,0.029,0.191,0.112,-0.787,1.337
0.011,-0.003,0.294,-2.811,-0.075,7.944,3.536,0.0,-0.661,-4.093,1.784,0.231,4.197,2.822,0.221,7.626,-0.121,0.005,0.269,-0.767,1.075
0.105,-0.218,0.644,-2.97,-0.555,8.468,3.232,0.0,-0.642,-3.154,1.698,0.819,4.74,2.654,0.75,7.542,-0.136,0.184,1.332,-0.478,0.741
0.421,-0.162,0.449,-2.521,-0.563,7.326,2.941,0.0,-0.678,-3.41,1.308,0.634,4.149,2.224,0.788,7.759,0.121,0.297,0.589,-0.729,0.987
0.0,-0.074,0.294,-2.017,-0.028,7.627,2.722,0.0,-0.478,-4.316,1.237,0.132,3.806,2.096,0.186,8.119,0.118,0.253,0.58,-0.616,0.84
0.134,-0.311,0.488,-3.195,-0.269,8.422,3.792,0.0,-0.301,-4.819,1.815,0.439,4.778,3.045,0.558,7.999,0.02,0.127,0.01,-1.323,1.221
0.234,-0.275,0.382,-2.426,-0.461,7.542,3.024,0.0,-0.583,-3.763,1.518,0.368,3.629,2.381,0.822,8.144,-0.21,0.273,0.323,-0.921,1.174
0.109,-0.556,0.318,-2.803,-0.302,8.324,3.292,0.0,-0.425,-5.291,1.569,0.32,4.12,2.751,0.644,7.423,-0.049,0.373,0.237,-1.183,1.145
0.087,-0.277,0.172,-2.566,-0.513,7.291,3.039,0.0,-0.631,-4.073,1.582,0.712,4.041,2.488,0.815,7.758,0.179,0.234,-0.06,-0.943,1.555
0.484,-0.107,0.241,-1.87,-0.649,6.887,2.52,0.0,-0.725,-3.446,1.181,0.618,3.264,1.726,0.745,8.3,-0.146,0.398,0.413,-0.818,0.888
0.012,0.018,0.589,-3.249,0.334,9.261,3.893,0.0,-0.264,-4.402,1.995,0.113,5.165,3.373,0.099,8.676,-0.039,-0.142,1.038,-0.46,0.895
0.193,-0.373,0.089,-2.404,-0.264,7.338,2.813,0.0,-0.443,-4.274,1.528,0.36,3.726,2.205,0.63,7.873,-0.082,0.157,-0.087,-1.014,1.177
0.321,-0.128,0.571,-2.647,-0.409,7.766,3.183,0.0,-0.523,-3.232,1.684,0.776,4.295,2.617,0.672,7.818,-0.012,0.352,0.806,-0.659,0.749
0.016,-0.304,0.286,-2.644,-0.36,8.195,3.114,0.0,-0.273,-4.375,1.657,0.302,4.446,2.611,0.534,8.631,-0.07,0.125,0.303,-0.984,1.092
0.207,0.14,0.091,-2.116,-0.251,8.016,2.665,0.0,-0.642,-4.648,1.204,0.376,3.66,2.04,0.35,8.7,-0.044,0.097,0.789,-0.274,0.863
0.229,-0.08,0.433,-2.14,-0.48,7.072,2.462,0.0,-0.624,-3.34,1.123,0.796,3.783,1.792,0.855,8.139,-0.031,0.306,0.675,-0.512,0.797
0.195,-0.501,0.207,-2.736,-0.569,8.23,3.237,0.0,-0.591,-4.265,1.775,1.038,4.218,2.416,0.932,7.696,0.027,0.284,0.29,-1.094,1.343
0.159,-0.148,0.046,-2.444,-0.357,8.424,3.025,0.0,-0.658,-5.354,1.479,0.489,4.014,2.245,0.649,8.319,-0.378,0.132,0.516,-0.549,1.236
-0.014,0.076,0.615,-2.642,0.238,8.395,3.466,0.0,-0.269,-4.401,1.678,0.163,4.327,2.705,0.04,8.038,-0.043,-0.038,0.748,-0.48,0.819
0.719,-0.105,-0.007,-1.713,-0.701,6.22,1.881,0.0,-0.768,-3.951,0.985,1.202,2.646,1.07,1.016,7.704,0.162,0.444,-0.004,-0.646,1.186
0.343,0.041,0.415,-1.963,-0.367,6.422,2.59,0.0,-0.56,-3.148,1.198,0.759,3.279,1.894,0.64,7.399,0.186,0.155,0.323,-0.476,1.182
0.323,-0.322,-0.086,-1.928,-0.778,6.693,2.276,0.0,-0.499,-4.354,1.031,0.849,3.009,1.476,1.176,8.196,0.002,0.313,-0.027,-0.838,1.533
0.069,-0.292,0.492,-2.33,-0.047,7.408,2.828,0.0,-0.325,-3.671,1.398,-0.045,3.689,2.173,0.086,8.233,0.162,0.161,0.454,-0.605,0.818
0.153,-0.508,0.31,-3.193,-0.266,8.802,3.686,0.0,-0.27,-4.857,1.657,0.54,4.962,3.071,0.755,8.538,-0.078,0.183,0.357,-1.037,0.991
0.343,-0.363,-0.129,-1.815,-0.577,6.834,2.135,0.0,-0.54,-5.21,1.191,0.345,3.046,1.652,0.767,7.523,0.102,0.391,-0.247,-1.02,1.383
0.26,-0.409,0.203,-3.301,-0.415,8.538,3.454,0.0,-0.472,-4.907,1.734,0.546,4.67,3.23,0.756,8.574,0.048,0.222,-0.124,-1.582,1.304
0.01,-0.319,0.383,-2.038,-0.243,6.257,2.722,0.0,-0.333,-3.778,1.197,0.167,3.096,1.959,0.394,7.783,-0.091,-0.011,-0.362,-0.851,1.355
0.043,-0.217,0.442,-3.18,0.091,8.66,3.966,0.0,-0.463,-5.198,1.584,0.023,4.759,3.247,0.301,8.329,-0.007,0.23,-0.003,-1.197,0.877
0.066,0.019,0.325,-1.954,-0.313,7.709,2.551,0.0,-0.375,-4.15,1.299,0.296,3.441,1.917,0.331,7.879,0.032,0.148,0.894,-0.242,0.387
0.097,-0.405,0.707,-3.336,-0.384,8.984,3.817,0.0,-0.76,-4.694,1.719,0.439,5.069,3.235,0.941,8.758,0.061,0.194,0.439,-1.189,1.342
0.055,-0.274,0.227,-2.097,-0.015,7.408,2.567,0.0,-0.447,-4.201,1.436,0.048,3.467,1.989,0.243,7.837,0.095,0.144,0.662,-0.454,0.593
0.236,-0.149,0.433,-2.416,-0.328,7.768,2.816,0.0,-0.565,-4.18,1.367,0.603,3.942,2.079,0.6,8.212,-0.047,0.418,0.529,-0.88,0.837
0.352,-0.306,0.403,-3.145,-0.685,8.713,3.212,0.0,-0.796,-4.141,1.557,1.099,4.795,2.673,1.02,8.65,-0.174,0.347,0.845,-1.157,1.261
0.017,0.014,-0.091,-2.114,-0.163,7.653,2.851,0.0,-0.705,-4.813,1.28,0.2,3.881,2.067,0.35,7.558,0.075,0.34,0.594,-0.606,0.594
-0.053,-0.221,0.264,-2.184,-0.434,7.06,2.973,0.0,-0.463,-4.034,1.503,0.256,3.584,2.24,0.546,7.702,0.08,0.161,-0.107,-0.952,1.439
0.197,-0.107,0.537,-2.63,-0.595,7.748,2.847,0.0,-0.796,-3.834,1.479,0.763,4.211,2.461,0.971,8.692,-0.042,0.242,0.3,-1.031,1.16
0.041,-0.068,0.045,-1.634,-0.044,7.316,1.865,0.0,-0.545,-4.832,1.207,0.198,3.128,1.381,0.194,8.446,-0.018,0.053,0.169,-0.401,0.729
0.209,-0.204,0.517,-3.292,-0.562,9.107,3.75,0.0,-0.669,-3.928,1.887,0.899,4.976,3.16,1.112,8.149,0.113,0.183,1.003,-0.798,1.265
0.371,-0.129,0.504,-1.735,-0.744,7.167,2.185,0.0,-0.602,-3.567,1.0,0.943,3.364,1.47,0.958,8.335,-0.033,0.24,0.741,-0.333,0.741
0.108,-0.473,0.515,-3.206,-0.495,8.918,3.472,0.0,-0.534,-4.087,1.727,0.6,5.011,2.953,0.791,7.831,0.115,0.361,0.89,-1.037,1.105
0.416,-0.345,-0.02,-2.354,-0.712,6.857,2.585,0.0,-0.783,-4.651,1.116,1.35,3.164,1.985,1.249,7.457,-0.112,0.305,-0.294,-1.138,1.676
-0.046,-0.112,0.423,-2.802,0.115,8.036,3.403,0.0,-0.192,-4.615,1.748,-0.093,4.231,2.871,0.163,7.926,0.062,0.025,0.143,-1.039,1.056
0.13,-0.154,0.743,-2.02,-0.26,7.248,2.96,0.0,-0.679,-3.299,1.579,0.11,3.651,2.059,0.369,7.972,-0.071,0.239,0.248,-0.669,0.87
0.144,-0.434,0.37,-3.452,-0.442,9.257,3.598,0.0,-0.815,-4.82,1.813,0.918,5.148,3.191,1.12,7.609,-0.047,0.422,0.667,-1.445,1.44
0.28,-0.212,0.362,-2.528,-0.219,7.323,3.093,0.0,-0.401,-4.287,1.492,0.194,3.761,2.579,0.375,8.775,-0.1,0.055,-0.287,-1.006,1.252
0.439,-0.092,0.071,-1.894,-0.554,7.403,2.749,0.0,-0.668,-4.17,1.284,0.674,3.566,1.876,0.683,8.548,0.015,0.337,0.416,-0.502,1.087
-0.033,-0.156,0.394,-2.612,-0.121,7.264,3.211,0.0,-0.596,-4.015,1.732,0.09,3.721,2.736,0.507,7.631,-0.081,0.152,0.03,-0.803,1.189
-0.007,-0.085,0.417,-2.774,-0.586,7.757,3.119,0.0,-0.702,-3.917,1.505,0.997,4.22,2.611,0.873,7.695,-0.175,0.153,0.781,-0.637,1.009
0.034,-0.311,0.08,-2.22,-0.087,6.959,2.663,0.0,-0.339,-4.513,1.267,0.231,3.151,1.99,0.245,8.445,-0.109,0.146,-0.345,-1.133,1.327
0.082,-0.091,0.38,-2.4,-0.139,7.351,2.929,0.0,-0.688,-3.746,1.521,0.339,3.81,2.496,0.508,7.066,-0.03,0.122,0.419,-0.664,0.871
0.18,-0.104,0.744,-2.563,-0.17,7.582,3.508,0.0,-0.579,-3.086,1.519,0.402,4.054,2.597,0.467,8.256,-0.03,0.339,0.883,-0.627,0.582
0.04,-0.173,0.42,-2.672,-0.381,8.223,3.227,0.0,-0.535,-3.962,1.496,0.671,4.344,2.503,0.759,8.768,-0.056,0.049,0.692,-0.562,1.083
-0.118,0.077,0.031,-2.087,-0.298,8.322,2.975,0.0,-0.49,-4.695,1.277,0.318,3.965,2.185,0.459,8.87,-0.196,0.032,0.857,-0.388,0.749
-0.007,-0.145,-0.14,-2.128,0.044,7.622,2.75,0.0,-0.502,-4.99,1.526,0.129,3.542,2.082,0.227,8.568,0.032,-0.072,-0.184,-0.636,1.289
0.462,-0.28,0.606,-2.048,-0.56,7.027,2.012,0.0,-0.558,-2.986,1.128,0.712,3.518,1.451,0.781,8.263,0.223,0.529,0.565,-0.871,0.504
0.21,-0.271,0.12,-3.001,-0.465,8.001,3.481,0.0,-0.711,-4.347,1.922,0.477,4.5,2.941,0.796,7.532,-0.044,0.322,0.179,-1.223,1.139
0.296,-0.301,0.161,-3.314,-0.546,9.388,3.669,0.0,-0.684,-5.011,1.649,1.035,5.05,3.032,1.043,7.915,0.067,0.59,0.892,-1.354,1.22
0.211,-0.309,0.403,-2.338,-0.003,7.415,3.147,0.0,-0.278,-3.932,1.587,0.226,3.853,2.367,0.332,7.99,-0.081,0.187,0.136,-0.887,1.189
0.118,-0.188,0.363,-3.066,-0.783,8.585,3.316,0.0,-0.658,-4.271,1.525,1.093,4.868,2.645,0.989,8.197,-0.13,0.339,0.616,-0.987,1.267
0.219,-0.381,0.252,-2.566,-0.424,7.784,2.842,0.0,-0.44,-4.424,1.359,0.62,4.008,2.191,0.693,8.926,-0.118,0.153,0.169,-1.016,1.237
0.054,-0.418,0.18,-2.394,-0.828,7.465,3.054,0.0,-0.394,-4.44,1.719,0.508,3.853,2.431,0.847,7.973,0.158,0.058,-0.197,-1.039,1.571
0.344,-0.278,-0.046,-2.398,-0.626,7.929,2.736,0.0,-0.857,-4.404,1.508,0.799,3.884,2.19,0.931,7.937,-0.11,0.284,0.734,-0.487,0.811
-0.081,0.072,0.58,-2.02,-0.403,7.011,2.491,0.0,-0.71,-3.552,1.283,0.23,3.326,1.96,0.419,8.375,0.22,0.292,0.251,-0.673,0.884
0.274,0.017,-0.098,-1.574,-0.278,7.083,2.195,0.0,-0.616,-5.224,1.022,0.317,2.928,1.416,0.47,7.637,-0.119,0.267,0.349,-0.367,0.819
0.456,-0.348,0.138,-2.566,-0.799,7.332,2.643,0.0,-0.553,-4.373,1.173,1.131,3.779,1.927,1.151,7.847,0.147,0.449,0.251,-1.157,1.173
0.114,0.201,0.686,-2.224,-0.199,7.952,2.663,0.0,-0.679,-3.048,1.064,0.487,4.11,1.876,0.358,8.092,0.028,0.159,1.878,0.123,-0.255
-0.004,-0.386,0.33,-2.273,-0.153,6.955,2.704,0.0,-0.587,-4.758,1.241,0.293,3.613,2.179,0.401,8.211,0.119,0.277,-0.455,-1.143,1.543
-0.006,-0.136,0.165,-1.916,-0.003,6.944,2.749,0.0,-0.207,-4.468,1.329,-0.083,3.234,2.128,0.09,7.542,-0.002,-0.085,-0.233,-0.559,1.223
0.241,-0.196,0.246,-2.394,-0.345,7.639,2.388,0.0,-0.544,-4.709,1.292,0.585,3.692,1.956,0.499,7.565,-0.089,0.365,0.46,-0.637,0.828
0.385,-0.251,0.083,-1.866,-0.86,7.082,2.041,0.0,-0.582,-4.672,1.037,0.834,3.423,1.42,1.055,8.325,-0.224,0.309,-0.179,-0.955,1.474
0.406,-0.341,0.688,-3.246,-0.7,8.405,3.359,0.0,-0.694,-3.508,1.646,1.283,4.912,2.829,1.227,7.959,-0.151,0.306,1.09,-0.838,1.211
0.36,-0.158,0.099,-2.63,-0.865,8.839,2.629,0.0,-0.815,-4.765,1.506,1.204,4.287,2.112,1.054,8.462,-0.081,0.314,0.931,-0.644,0.962
0.353,-0.361,0.531,-3.37,-0.371,8.828,3.689,0.0,-0.885,-4.338,1.574,1.142,5.119,2.968,1.023,8.376,0.044,0.444,0.579,-1.331,1.273
0.426,-0.199,0.036,-1.615,-0.399,6.585,1.956,0.0,-0.596,-4.087,1.057,0.663,3.082,1.3,0.777,7.921,-0.202,0.431,0.034,-0.73,1.203
0.321,-0.173,0.17,-1.438,-0.443,5.891,1.903,0.0,-0.535,-3.828,1.018,0.093,2.354,1.293,0.387,8.246,0.063,-0.022,-0.485,-0.677,1.471
0.005,0.116,0.584,-1.882,0.223,7.749,2.755,0.0,-0.753,-4.464,1.43,-0.185,3.673,2.027,-0.163,8.599,0.031,0.043,0.622,-0.254,0.509
0.226,-0.178,0.42,-2.653,-0.313,8.021,2.959,0.0,-0.642,-3.302,1.656,0.76,4.273,2.437,0.586,7.948,-0.016,0.394,1.045,-0.828,0.852
0.199,-0.168,-0.042,-2.733,-0.423,8.327,3.055,0.0,-0.483,-5.081,1.3,0.789,4.272,2.476,0.691,7.694,0.041,0.485,0.677,-1.034,0.931
0.217,-0.517,0.132,-2.186,-0.683,7.184,2.801,0.0,-0.444,-4.518,1.211,0.68,3.633,1.958,0.897,8.108,-0.086,0.329,-0.169,-1.2,1.531
-0.01,0.014,0.752,-3.209,-0.046,8.765,3.814,0.0,-0.419,-4.155,1.777,0.139,4.754,3.219,0.231,7.777,-0.298,0.023,1.014,-0.786,0.708
0.077,-0.311,0.405,-2.445,-0.223,6.797,3.001,0.0,-0.424,-3.84,1.339,0.266,3.636,2.408,0.405,7.386,0.172,0.027,0.176,-0.607,1.06
0.183,-0.238,0.049,-2.915,-0.78,8.117,3.348,0.0,-0.757,-4.166,1.655,1.096,4.354,2.454,1.062,7.375,-0.09,0.205,0.532,-0.805,1.241
0.687,-0.297,0.092,-2.537,-1.132,7.417,2.586,0.0,-0.639,-3.868,1.254,1.711,3.944,1.972,1.529,7.893,-0.085,0.379,0.4,-0.706,1.037
-0.059,-0.157,0.498,-2.635,0.049,7.532,3.343,0.0,-0.613,-4.037,1.617,0.067,4.049,2.68,0.316,7.556,-0.096,0.154,0.351,-0.912,0.986
0.129,-0.195,0.351,-2.217,-0.451,7.634,2.703,0.0,-0.522,-3.79,1.371,0.334,3.805,1.967,0.553,8.731,-0.046,0.031,0.389,-0.565,0.881
-0.025,-0.148,-0.067,-2.115,-0.396,7.134,2.647,0.0,-0.438,-4.244,1.313,0.387,3.596,2.024,0.648,8.217,-0.01,-0.048,0.034,-0.639,1.171
-0.246,-0.136,0.345,-2.262,-0.008,7.178,2.93,0.0,-0.716,-4.132,1.418,0.099,3.58,2.257,0.236,7.598,-0.113,0.066,0.295,-0.595,0.618
0.236,-0.287,0.308,-2.635,-0.366,7.523,3.082,0.0,-0.553,-4.43,1.593,0.811,3.951,2.613,0.752,8.173,0.059,0.315,-0.096,-0.951,1.458
0.013,-0.135,0.373,-2.091,-0.035,7.062,2.966,0.0,-0.93,-4.232,1.501,0.006,3.308,2.331,0.43,7.943,-0.078,0.229,-0.327,-1.022,1.295
0.444,0.01,0.383,-2.754,-0.432,8.332,3.137,0.0,-0.861,-4.192,1.59,0.864,4.293,2.382,0.803,8.414,0.009,0.424,0.608,-0.95,1.247
0.082,-0.36,0.272,-2.744,-0.243,8.094,3.234,0.0,-0.505,-4.216,1.561,0.314,4.489,2.594,0.691,7.409,-0.01,0.063,0.789,-0.626,1.044
0.37,-0.094,0.287,-2.715,-0.736,8.002,2.89,0.0,-0.623,-4.583,1.51,1.263,4.202,2.342,1.158,7.953,-0.112,0.403,0.382,-0.95,1.349
0.204,0.223,-0.057,-1.889,0.103,7.171,2.509,0.0,-0.473,-5.166,1.079,-0.137,3.471,1.785,-0.166,8.028,0.007,0.168,-0.018,-0.621,0.911
0.031,-0.366,0.19,-2.756,-0.562,8.188,3.438,0.0,-0.7,-4.509,1.625,0.586,4.462,2.554,0.736,8.61,-0.078,0.179,0.492,-0.894,1.12
-0.007,-0.172,0.649,-3.017,-0.082,8.525,3.428,0.0,-0.48,-3.637,2.003,0.617,4.699,2.962,0.507,7.645,-0.088,0.192,0.706,-0.878,1.176
0.134,-0.08,0.127,-3.058,-0.398,8.513,3.527,0.0,-0.799,-5.254,1.705,0.749,4.654,2.866,0.758,7.629,0.039,0.202,0.288,-0.978,1.205
0.089,-0.143,0.305,-1.725,0.186,7.337,2.762,0.0,-0.562,-4.561,1.38,-0.011,3.328,1.928,0.179,8.524,0.086,0.117,0.208,-0.387,0.919
0.253,0.013,0.183,-1.797,-0.255,7.33,2.207,0.0,-0.578,-4.337,1.09,0.176,3.342,1.655,0.279,8.843,0.046,0.235,0.637,-0.461,0.621
0.281,-0.477,0.561,-3.323,-0.62,9.066,3.693,0.0,-0.655,-4.316,1.78,0.521,5.342,3.062,1.008,9.092,-0.009,0.504,0.553,-1.316,1.288
0.134,-0.322,0.503,-2.859,-0.341,8.13,2.958,0.0,-0.67,-3.767,1.689,0.851,4.497,2.549,0.806,7.339,-0.195,0.228,0.804,-0.774,0.941
-0.128,-0.142,0.15,-2.243,-0.076,8.275,2.864,0.0,-0.388,-4.173,1.635,0.231,4.054,2.35,0.425,7.555,0.004,0.109,1.194,-0.105,0.592
0.344,-0.438,0.616,-2.377,-0.699,7.263,2.977,0.0,-0.437,-3.86,1.4,0.711,3.835,2.199,0.852,8.336,0.047,0.369,0.18,-0.997,1.093
0.31,-0.119,0.059,-2.262,-0.574,6.772,2.612,0.0,-0.883,-4.258,0.943,0.733,3.502,1.765,0.874,8.176,0.008,0.094,-0.037,-0.747,1.187
0.266,-0.479,0.639,-2.917,-0.369,7.97,3.66,0.0,-0.508,-4.011,1.645,0.552,4.443,2.9,0.65,7.466,-0.004,0.248,0.309,-1.099,1.089
0.226,-0.354,0.5,-2.515,-0.366,7.453,2.864,0.0,-0.524,-3.98,1.382,0.621,3.896,2.279,0.664,8.083,-0.046,0.317,0.245,-0.919,1.075
0.156,-0.309,0.257,-2.918,-0.143,8.338,3.821,0.0,-0.364,-4.728,1.602,0.364,4.415,3.085,0.579,8.329,-0.233,0.048,0.238,-0.922,1.345
0.68,0.308,0.246,-1.291,-0.355,6.303,1.77,0.0,-0.976,-3.336,0.986,0.477,2.677,1.081,0.383,7.686,-0.143,0.244,0.559,-0.184,0.781
0.377,-0.115,0.608,-2.815,-0.014,8.105,3.166,0.0,-0.73,-3.943,1.631,0.595,4.428,2.77,0.574,8.759,0.024,0.224,0.301,-0.691,1.309
0.075,-0.446,0.608,-3.481,-0.18,9.21,4.204,0.0,-0.301,-4.253,2.0,0.324,4.981,3.706,0.537,8.336,0.013,0.455,0.548,-1.427,1.061
0.355,-0.223,-0.052,-2.149,-0.517,7.387,2.769,0.0,-0.746,-4.618,1.241,0.707,3.339,2.155,0.676,8.548,-0.061,0.097,0.045,-0.836,1.243
0.483,-0.082,-0.166,-1.931,-0.636,7.085,2.12,0.0,-0.867,-4.836,1.139,1.05,3.212,1.529,1.017,8.599,-0.089,0.22,-0.192,-0.807,1.536
0.257,-0.388,0.063,-2.116,-0.1,6.763,2.864,0.0,-0.544,-4.742,1.213,0.131,3.322,2.074,0.395,7.729,0.14,0.143,-0.322,-0.971,1.502
0.147,-0.142,0.844,-3.159,-0.122,8.727,3.784,0.0,-0.594,-4.055,1.991,0.374,5.138,3.293,0.473,9.376,0.135,0.159,0.392,-0.994,1.078
0.284,-0.091,0.394,-2.798,-0.635,8.836,3.056,0.0,-0.767,-4.386,1.63,0.959,4.764,2.562,1.0,8.373,-0.081,0.241,0.865,-0.682,1.081
0.423,-0.354,0.169,-2.372,-0.753,7.786,2.778,0.0,-0.723,-3.633,1.458,0.983,4.203,2.178,1.095,7.155,0.005,0.392,1.044,-0.506,0.973
0.088,-0.017,0.287,-2.044,0.03,6.761,2.619,0.0,-0.476,-4.021,1.362,-0.18,3.487,1.943,0.058,7.376,-0.019,-0.041,0.227,-0.531,0.905
0.285,-0.173,0.322,-2.192,-0.278,6.987,2.93,0.0,-0.448,-4.068,1.539,0.249,3.194,2.236,0.379,7.819,0.079,0.201,-0.21,-0.787,1.421
0.006,-0.147,0.334,-2.552,-0.391,7.658,3.042,0.0,-0.758,-3.67,1.612,0.343,4.14,2.348,0.584,7.823,-0.052,-0.036,0.345,-0.877,0.93
0.035,-0.372,0.139,-2.623,-0.264,7.68,3.128,0.0,-0.683,-4.733,1.57,0.175,3.988,2.558,0.51,7.986,-0.077,0.142,-0.009,-1.174,1.095
0.439,-0.075,0.29,-2.096,-0.145,7.923,2.498,0.0,-0.448,-4.39,1.184,0.77,3.752,1.888,0.659,8.733,0.074,0.378,0.807,-0.379,0.682
-0.165,0.027,0.781,-2.314,0.091,7.041,2.935,0.0,-0.529,-3.505,1.564,-0.373,3.665,2.376,-0.057,8.142,0.109,-0.124,-0.027,-0.616,0.877
0.323,-0.212,0.17,-2.895,-0.878,7.503,3.258,0.0,-0.878,-4.567,1.503,1.156,4.228,2.577,1.321,8.169,0.042,0.274,-0.141,-1.037,1.658
0.165,-0.284,0.261,-3.011,-0.436,8.359,3.512,0.0,-0.658,-4.518,1.463,0.565,4.471,3.147,0.672,7.901,-0.015,0.219,0.574,-0.902,1.104
0.572,-0.122,0.078,-1.486,-0.691,6.156,1.808,0.0,-0.516,-3.6,0.953,0.985,2.603,1.097,0.9,7.724,-0.088,0.465,0.18,-0.51,1.044
0.156,-0.071,0.358,-2.0,-0.029,7.265,2.84,0.0,-0.491,-4.398,1.247,-0.049,3.468,2.039,0.158,7.571,0.362,0.29,0.266,-0.846,0.921
0.032,-0.295,0.408,-2.53,0.142,7.832,3.378,0.0,-0.597,-4.829,1.53,0.017,3.856,2.634,0.285,8.739,-0.141,0.309,-0.268,-1.214,1.215
0.256,-0.061,0.375,-2.791,-0.033,7.984,3.129,0.0,-0.609,-4.358,1.664,0.604,4.214,2.49,0.458,7.842,0.129,0.298,0.242,-1.156,1.099
0.18,-0.154,0.361,-1.217,-0.484,5.944,1.587,0.0,-0.468,-3.461,0.988,0.132,2.536,0.994,0.268,7.946,-0.081,0.164,0.154,-0.488,0.533
0.028,-0.075,0.447,-2.551,-0.155,8.361,3.091,0.0,-0.661,-4.909,1.485,0.532,4.194,2.493,0.529,8.273,-0.118,0.332,0.663,-0.845,0.941
0.312,-0.187,0.055,-2.266,-0.573,7.465,2.54,0.0,-0.739,-4.584,1.167,0.823,3.614,1.909,0.891,8.107,0.008,0.269,0.236,-0.901,1.22
0.011,-0.0,0.31,-1.995,-0.126,7.349,2.749,0.0,-0.605,-3.973,1.411,-0.01,3.573,2.068,0.206,7.847,-0.056,-0.075,0.539,-0.353,0.782
