Unnamed: 0,x0,x1,x2,x3,x4,y,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20
584,-0.007,7.294,0.724,-0.549,2.613,0.0,0.834,-0.58,-0.578,8.617,6.236,-0.585,0.406,0.775,0.122,0.066,-6.789,0.119,1.065,-6.415,-0.293
585,-0.26,7.033,0.963,-0.022,3.043,0.0,0.773,-0.589,-0.773,8.159,6.549,-0.496,0.443,0.794,-0.265,0.225,-6.699,0.186,1.165,-6.418,-0.248
586,-0.253,6.918,-0.023,0.033,3.05,0.0,0.691,-0.459,-0.79,8.269,6.863,-0.488,0.394,1.024,0.299,0.072,-6.57,-0.194,1.259,-6.287,-0.219
587,-0.294,6.929,-0.128,-0.16,2.969,0.0,0.679,-0.599,-0.851,7.895,5.943,-0.675,0.272,0.72,-0.143,0.201,-6.282,-0.291,1.12,-5.863,-0.358
588,-0.017,7.719,0.392,-0.086,3.619,0.0,0.966,-0.715,-0.718,8.649,7.444,-0.935,0.52,0.959,-0.003,0.108,-6.992,-0.112,0.894,-7.057,-0.634
589,-0.541,6.944,1.233,-0.516,2.604,0.0,0.905,-0.59,-0.917,8.405,5.847,-0.605,0.386,0.351,-0.578,0.289,-6.697,0.248,0.998,-6.13,-0.331
590,-0.408,6.458,-0.039,-0.019,2.88,0.0,0.767,-0.253,-0.926,7.866,6.079,-0.645,0.381,0.87,-0.126,0.386,-6.259,-0.397,1.103,-6.091,-0.176
591,-0.275,7.265,0.561,-0.028,2.473,0.0,0.687,-0.541,-1.126,8.571,6.096,-0.637,0.316,0.672,-0.031,0.276,-6.723,-0.311,1.072,-6.059,-0.225
592,-0.766,6.373,0.008,0.074,3.346,0.0,0.728,-0.343,-0.869,7.761,6.231,-0.468,0.451,1.023,-0.27,0.53,-6.011,-0.755,1.155,-5.914,-0.093
593,-0.515,7.032,0.45,-0.552,2.64,0.0,0.791,-0.652,-0.995,7.837,5.784,-0.716,0.29,0.692,-0.257,0.037,-6.354,-0.038,0.884,-6.102,-0.489
594,-0.197,7.063,0.925,-0.275,2.24,0.0,0.749,-0.261,-0.631,8.185,5.871,-0.73,-0.009,0.641,0.135,0.359,-6.55,0.018,1.049,-5.758,-0.057
595,0.227,6.41,0.571,-0.106,2.183,0.0,0.6,-0.461,-0.592,7.776,5.742,-0.585,0.27,0.641,0.306,-0.049,-6.311,-0.013,1.088,-5.649,-0.327
596,0.264,7.718,1.445,-0.034,2.892,0.0,0.61,-0.348,-0.502,9.19,7.761,-0.685,0.333,1.069,0.875,0.156,-7.318,0.194,1.346,-6.745,-0.491
597,-0.323,7.619,0.082,-0.043,3.142,0.0,0.591,-0.38,-0.937,8.638,7.168,-0.693,0.373,1.024,0.298,0.261,-6.841,-0.046,1.206,-6.505,-0.31
598,-0.49,6.84,1.232,0.317,3.458,0.0,0.663,-0.518,-0.893,7.595,6.744,-0.795,0.584,0.885,-0.174,0.32,-6.055,-0.219,1.141,-6.082,-0.075
599,-0.176,7.07,0.522,0.178,2.935,0.0,0.724,-0.433,-0.877,8.336,6.742,-0.595,0.493,0.932,0.279,0.227,-6.601,-0.322,1.054,-6.09,-0.196
600,0.131,6.988,0.366,-0.653,2.268,0.0,0.833,-0.67,-0.544,7.894,5.508,-0.717,0.305,0.468,0.017,-0.085,-6.405,0.001,1.114,-5.626,-0.382
601,0.186,7.015,0.254,-0.235,2.102,0.0,0.775,-0.238,-0.578,8.297,6.171,-0.704,0.044,0.762,0.841,0.107,-6.608,-0.087,1.245,-5.607,-0.158
602,0.265,6.569,0.014,0.089,2.432,0.0,0.68,-0.237,-0.579,7.633,6.059,-0.573,0.437,0.755,0.393,0.119,-6.159,-0.376,1.039,-5.745,-0.373
603,-0.511,6.566,1.219,-0.309,2.571,0.0,0.691,-0.464,-0.894,8.138,5.799,-0.361,0.177,0.908,-0.348,0.294,-6.295,0.098,0.87,-6.063,-0.227
604,-0.689,6.937,0.941,-0.208,2.875,0.0,0.677,-0.388,-1.192,8.37,6.487,-0.45,0.427,0.865,-0.216,0.502,-6.663,0.015,0.903,-6.61,0.026
605,-0.232,7.132,0.443,-0.136,2.469,0.0,0.76,-0.385,-0.589,8.687,5.844,-0.676,0.059,0.668,-0.315,0.146,-6.972,-0.239,1.131,-6.314,-0.213
606,-0.375,5.683,0.804,-0.834,2.163,0.0,0.864,-0.512,-0.791,7.123,4.93,-0.495,0.184,0.637,-0.323,0.4,-5.425,0.106,1.166,-4.867,-0.366
607,-0.723,6.511,0.372,-0.096,2.724,0.0,0.853,-0.301,-1.233,7.811,5.539,-0.401,0.415,1.03,-0.161,0.525,-6.133,-0.342,1.107,-5.818,-0.042
608,0.062,6.821,1.116,-0.321,2.096,0.0,0.824,-0.544,-0.712,8.15,5.641,-0.59,0.435,0.722,0.278,0.112,-6.305,0.053,1.262,-5.421,-0.068
609,0.103,6.661,0.81,-0.595,2.396,0.0,0.851,-0.821,-0.271,7.896,5.515,-0.48,0.15,0.329,-0.44,-0.036,-6.51,0.407,0.945,-5.945,-0.298
610,-0.325,6.816,0.923,-0.27,2.65,0.0,0.947,-0.305,-0.88,8.159,6.087,-0.527,0.389,0.877,0.103,0.341,-6.434,0.092,1.069,-6.025,-0.33
611,-0.146,6.971,0.181,-0.22,2.909,0.0,0.846,-0.395,-0.892,8.194,6.656,-0.712,0.319,0.75,0.441,0.395,-6.497,0.043,1.018,-6.085,-0.292
612,-0.089,6.277,0.796,-0.44,2.553,0.0,0.723,-0.529,-0.614,7.756,5.411,-0.756,0.523,0.765,0.092,0.328,-5.869,0.002,1.097,-5.057,-0.408
613,-0.104,6.086,0.789,-0.395,2.372,0.0,0.693,-0.661,-0.766,7.29,5.534,-0.389,0.316,0.581,-0.113,0.112,-5.991,0.287,1.164,-5.544,-0.385
614,-0.73,6.843,0.136,-0.212,3.013,0.0,0.78,-0.549,-1.065,8.411,5.947,-0.554,0.459,0.935,-0.576,0.38,-6.594,-0.148,1.119,-6.241,-0.049
615,-0.557,6.08,0.977,0.239,3.914,0.0,0.644,-0.431,-0.994,7.155,7.422,-0.751,0.54,1.51,0.497,0.449,-5.51,-0.233,1.172,-6.021,-0.074
616,-0.351,6.245,1.129,-0.366,2.701,0.0,0.805,-0.52,-0.679,7.457,5.623,-0.555,0.274,0.747,-0.098,0.28,-5.775,0.296,1.034,-5.577,-0.633
617,-0.108,7.697,0.697,-0.299,2.757,0.0,0.883,-0.533,-0.696,8.502,6.405,-0.657,0.505,0.884,0.041,0.061,-7.127,-0.101,1.148,-6.563,-0.132
618,-0.514,6.766,0.205,0.041,3.177,0.0,0.706,-0.465,-1.105,7.996,6.696,-0.492,0.293,0.905,-0.325,0.108,-6.576,-0.225,1.21,-6.616,-0.381
619,-0.29,7.453,0.503,0.285,3.861,0.0,0.704,-0.466,-0.968,8.122,8.181,-0.794,0.53,1.089,0.247,0.328,-6.801,-0.578,1.044,-7.219,-0.173
620,-0.675,7.144,0.584,-0.181,3.119,0.0,0.621,-0.57,-1.157,8.596,6.452,-0.641,0.244,0.593,-0.483,0.576,-6.824,-0.353,0.982,-6.623,-0.237
621,0.04,7.082,0.876,0.103,2.453,0.0,0.648,-0.262,-0.531,8.343,6.635,-0.542,0.314,0.744,0.513,-0.047,-6.719,0.03,0.938,-6.205,-0.351
622,-0.42,6.596,-0.148,0.078,2.433,0.0,0.545,-0.422,-0.938,7.959,5.655,-0.585,0.307,0.864,-0.037,0.078,-6.293,-0.135,1.159,-5.656,-0.029
623,-0.527,6.735,0.945,-0.507,2.449,0.0,0.858,-0.36,-0.979,8.04,5.498,-0.631,0.285,0.534,-0.203,0.514,-6.262,0.018,1.383,-5.564,-0.323
624,-0.674,7.548,0.465,0.019,3.301,0.0,0.775,-0.343,-1.118,9.064,7.164,-0.635,0.371,1.002,-0.022,0.503,-7.158,-0.253,1.086,-7.13,-0.143
625,-0.564,7.369,0.129,-0.178,3.004,0.0,0.839,-0.513,-1.15,8.561,6.278,-0.476,0.276,0.84,-0.435,0.483,-6.819,-0.154,0.966,-6.741,-0.33
626,-0.019,7.466,0.34,-0.2,2.383,0.0,0.735,-0.353,-0.394,9.063,6.606,-0.599,0.121,0.66,0.362,0.214,-7.073,-0.179,0.935,-6.477,-0.212
627,-0.755,6.929,0.371,-0.133,2.949,0.0,0.576,-0.434,-1.07,8.147,6.116,-0.585,0.192,0.947,-0.381,0.688,-6.545,-0.297,1.003,-6.179,0.128
628,-0.61,6.503,0.258,-0.243,3.055,0.0,0.873,-0.395,-1.152,7.854,6.136,-0.32,0.674,1.014,-0.228,0.186,-6.139,-0.004,1.272,-5.994,-0.21
629,-0.054,7.2,0.691,0.016,3.632,0.0,0.872,-0.63,-0.632,8.76,7.375,-0.523,0.341,0.872,-0.126,0.066,-6.897,-0.08,1.244,-6.913,-0.42
630,-0.543,6.441,0.311,-0.131,3.1,0.0,0.589,-0.452,-1.104,7.885,6.559,-0.352,0.349,1.04,-0.395,0.436,-6.2,-0.386,0.957,-6.623,-0.178
631,-0.715,6.931,0.527,-0.07,3.306,0.0,0.838,-0.421,-1.15,8.453,6.668,-0.461,0.368,1.083,-0.204,0.22,-6.693,-0.083,1.041,-6.777,-0.138
632,-0.663,7.23,0.245,-0.286,2.623,0.0,0.796,-0.511,-1.235,7.749,5.242,-0.759,0.582,0.574,-0.49,0.319,-6.294,-0.285,1.136,-5.783,-0.091
633,-0.017,7.037,0.19,-0.172,2.604,0.0,0.753,-0.631,-0.598,7.962,6.056,-0.659,0.135,0.606,-0.117,-0.012,-6.629,-0.128,0.829,-6.373,-0.471
634,0.08,6.04,1.013,-0.477,2.612,0.0,0.793,-0.707,-0.499,7.266,5.422,-0.46,0.255,0.73,-0.17,0.098,-5.763,0.135,1.165,-5.312,-0.24
635,-0.475,6.535,0.875,-0.091,2.571,0.0,0.851,-0.271,-0.756,7.564,5.848,-0.57,0.391,0.883,0.161,0.215,-6.006,-0.064,1.05,-5.588,-0.172
636,-0.854,6.568,-0.312,-0.415,3.311,0.0,0.956,-0.455,-1.147,7.231,5.816,-0.639,0.774,1.107,-0.378,0.404,-5.853,-0.419,1.022,-5.703,-0.117
637,-0.352,7.207,0.16,-0.148,2.797,0.0,0.777,-0.295,-1.041,8.939,6.448,-0.579,0.298,1.014,0.19,0.297,-6.994,-0.262,1.165,-6.392,-0.067
638,-0.044,6.487,0.125,-0.402,2.361,0.0,0.616,-0.611,-0.779,8.024,5.497,-0.557,0.123,0.737,-0.041,0.238,-6.363,-0.047,1.029,-5.695,-0.17
639,-0.044,6.617,0.304,-0.221,2.429,0.0,0.828,-0.302,-0.729,7.969,6.361,-0.591,0.145,0.954,0.554,0.369,-6.311,-0.373,1.109,-5.712,-0.513
640,-0.459,6.449,0.921,-0.282,2.906,0.0,0.706,-0.64,-0.917,7.805,5.74,-0.591,0.296,0.685,-0.42,0.401,-6.068,-0.236,1.145,-5.814,-0.105
641,-0.884,6.942,0.575,-0.028,3.197,0.0,0.591,-0.322,-1.248,8.451,6.712,-0.348,0.483,0.964,-0.426,0.497,-6.614,-0.201,1.12,-6.708,0.067
642,-0.517,6.347,0.639,-0.018,2.998,0.0,0.76,-0.374,-0.951,7.578,6.022,-0.627,0.37,1.1,0.033,0.256,-5.936,-0.25,0.941,-5.843,-0.04
643,-0.437,6.839,0.39,0.261,2.713,0.0,0.423,-0.454,-0.797,8.099,6.396,-0.571,0.439,0.901,0.005,0.302,-6.537,-0.299,1.089,-6.278,-0.196
644,0.025,6.813,0.443,0.116,3.033,0.0,0.73,-0.462,-0.614,7.865,6.733,-0.609,0.504,0.842,0.398,0.103,-6.465,-0.166,1.263,-6.116,-0.427
645,-0.669,6.72,1.037,0.314,3.016,0.0,0.602,-0.236,-1.182,7.748,6.324,-0.656,0.478,0.975,-0.082,0.385,-6.124,-0.633,1.035,-5.89,-0.239
646,-0.597,6.625,0.555,-0.0,2.976,0.0,0.674,-0.528,-1.127,8.02,6.02,-0.632,0.296,0.712,-0.608,0.365,-6.123,-0.368,1.164,-5.96,-0.156
647,-0.805,7.067,0.976,-0.311,2.814,0.0,0.795,-0.523,-1.119,8.446,5.681,-0.574,0.338,0.831,-0.567,0.527,-6.541,-0.016,1.008,-6.139,0.082
648,-0.29,7.175,0.764,0.11,2.892,0.0,0.666,-0.342,-0.822,8.457,6.642,-0.616,0.504,0.935,0.118,0.166,-6.632,-0.307,1.144,-6.305,-0.278
649,-0.072,6.585,0.8,-0.472,2.587,0.0,0.923,-0.323,-0.714,7.71,6.104,-0.401,0.22,0.894,0.229,0.303,-6.148,0.248,1.251,-5.807,-0.318
650,-0.037,6.634,0.347,0.188,3.325,0.0,0.849,-0.383,-0.637,8.124,7.295,-0.599,0.329,1.076,0.521,0.192,-6.366,-0.05,0.999,-6.525,-0.502
651,-0.849,6.855,0.674,0.112,3.154,0.0,0.784,-0.45,-1.299,8.264,6.796,-0.241,0.426,1.047,-0.391,0.406,-6.757,-0.38,0.969,-7.005,-0.156
652,-0.053,7.291,0.936,-0.001,2.892,0.0,0.702,-0.459,-0.419,8.258,7.103,-0.787,0.574,1.043,0.371,0.146,-6.576,-0.204,0.903,-6.338,-0.438
653,0.065,6.9,0.695,-0.25,2.363,0.0,0.77,-0.4,-0.591,7.867,5.849,-0.777,0.133,0.496,0.4,-0.031,-6.371,0.11,1.373,-5.421,-0.467
654,-0.136,6.972,0.335,0.106,2.983,0.0,0.761,-0.417,-0.944,8.431,6.877,-0.491,0.3,0.952,0.19,0.332,-6.842,-0.203,1.091,-6.679,-0.326
655,-0.382,7.246,0.4,-0.005,2.846,0.0,0.597,-0.527,-1.078,8.417,6.239,-0.644,0.497,0.771,-0.243,0.165,-6.65,-0.232,1.086,-6.215,-0.187
656,-0.435,6.914,0.861,-0.208,2.725,0.0,0.883,-0.459,-0.809,8.006,6.032,-0.764,0.312,0.702,-0.074,0.251,-6.365,-0.147,1.001,-6.008,-0.175
657,-0.619,5.946,1.088,-0.579,2.334,0.0,0.754,-0.558,-1.003,7.103,4.824,-0.513,0.336,0.716,-0.691,0.401,-5.587,0.314,0.914,-5.337,-0.138
658,-0.125,6.66,0.458,-0.231,3.115,0.0,0.643,-0.558,-0.668,7.949,6.504,-0.702,0.467,0.929,0.165,0.294,-6.235,0.004,1.292,-5.955,-0.285
659,-0.519,7.063,0.74,-0.023,2.636,0.0,0.67,-0.507,-0.919,8.708,5.903,-0.486,0.212,0.6,-0.441,0.28,-6.872,-0.001,1.113,-6.369,-0.213
660,-0.265,6.642,1.138,0.074,2.768,0.0,0.604,-0.337,-0.663,7.538,6.803,-0.639,0.289,0.851,0.422,0.072,-6.024,-0.108,1.012,-5.907,-0.41
661,-0.27,6.207,0.72,-0.207,2.089,0.0,0.474,-0.406,-0.699,7.371,4.996,-0.697,0.051,0.674,-0.059,0.337,-5.802,-0.168,1.055,-4.975,-0.257
662,-0.973,6.644,0.041,-0.277,2.814,0.0,0.845,-0.381,-1.256,7.92,5.802,-0.595,0.346,0.692,-0.407,0.657,-6.089,-0.5,1.105,-5.955,-0.174
663,-0.389,6.841,0.936,0.183,3.619,0.0,0.794,-0.386,-0.949,7.948,7.219,-0.542,0.639,1.033,-0.077,0.207,-6.262,-0.011,1.052,-6.814,-0.126
664,-0.539,6.933,0.177,0.037,2.812,0.0,0.609,-0.328,-1.012,8.164,6.176,-0.509,0.215,0.957,-0.104,0.239,-6.666,-0.388,1.025,-6.35,-0.348
665,-0.203,6.706,0.715,-0.189,2.768,0.0,0.63,-0.67,-0.885,8.047,6.138,-0.495,0.193,0.787,-0.095,0.123,-6.579,-0.065,1.035,-6.126,-0.076
666,-0.36,6.86,0.178,-0.2,2.981,0.0,0.653,-0.64,-0.706,8.026,6.329,-0.597,0.298,0.787,-0.27,0.19,-6.516,-0.008,1.113,-6.337,-0.282
667,-0.733,6.448,0.262,0.049,3.548,0.0,0.805,-0.611,-1.058,7.653,6.507,-0.569,0.354,0.985,-0.526,0.287,-6.175,-0.477,0.956,-6.437,-0.12
668,-0.224,6.817,0.8,0.151,3.041,0.0,0.675,-0.316,-0.688,8.135,7.087,-0.625,0.305,1.078,0.453,0.225,-6.369,-0.1,1.042,-6.297,-0.277
669,-0.609,6.482,0.946,-0.109,2.631,0.0,0.704,-0.55,-1.103,7.643,5.495,-0.775,0.089,0.896,-0.433,0.458,-6.023,-0.095,1.143,-5.594,-0.234
670,-0.206,6.718,0.587,0.228,2.963,0.0,0.564,-0.428,-0.701,7.58,6.449,-0.689,0.333,1.054,0.057,0.349,-6.047,-0.123,1.127,-5.804,0.091
671,0.305,6.863,1.04,-0.192,2.42,0.0,0.712,-0.415,-0.354,7.781,6.473,-0.568,0.159,1.037,0.7,-0.081,-6.529,0.036,1.122,-5.802,-0.481
672,-0.639,6.323,0.847,-0.098,2.718,0.0,0.803,-0.402,-1.022,7.769,5.674,-0.534,0.335,0.86,-0.248,0.528,-6.086,-0.142,1.029,-5.784,-0.091
673,-0.217,6.967,0.84,0.027,3.313,0.0,0.618,-0.556,-0.858,7.886,6.936,-0.692,0.368,0.748,-0.058,0.153,-6.341,-0.02,1.076,-6.524,-0.237
674,-0.517,6.539,1.012,-0.202,2.795,0.0,0.6,-0.611,-1.013,7.548,5.866,-0.557,0.386,0.461,-0.537,0.184,-6.097,-0.0,0.926,-6.218,-0.077
675,-0.259,7.361,0.899,-0.248,2.63,0.0,0.872,-0.602,-1.033,7.925,5.929,-0.573,0.488,0.63,-0.152,-0.009,-6.645,-0.022,1.099,-6.152,-0.28
676,-0.143,6.948,0.243,-0.151,2.255,0.0,0.703,-0.363,-0.659,8.187,6.206,-0.402,0.164,0.778,0.428,0.181,-6.752,-0.11,1.187,-5.965,-0.39
677,-0.101,6.476,0.13,-0.207,2.862,0.0,0.746,-0.749,-0.69,7.077,5.668,-0.674,0.399,0.844,-0.024,-0.006,-5.754,-0.106,1.01,-5.274,-0.266
678,-0.282,7.149,0.336,0.306,4.426,0.0,0.795,-0.462,-0.923,8.532,8.715,-0.506,0.757,1.31,0.24,0.217,-6.788,-0.444,1.122,-7.761,-0.295
679,-0.024,6.659,1.011,-0.559,2.672,0.0,0.866,-0.589,-0.607,7.817,6.008,-0.532,0.496,0.713,0.098,0.122,-6.175,0.249,1.24,-5.71,-0.306
680,-1.004,6.688,0.451,0.038,3.041,0.0,0.609,-0.366,-1.352,8.06,5.97,-0.622,0.45,0.807,-0.524,0.529,-6.362,-0.467,1.131,-6.056,0.141
681,-0.667,5.621,0.392,-0.316,2.478,0.0,0.741,-0.396,-1.219,6.682,5.084,-0.632,0.226,0.809,-0.171,0.561,-5.198,-0.382,0.958,-5.059,-0.033
682,-0.041,6.87,0.964,0.079,3.777,0.0,0.86,-0.58,-0.608,7.68,7.745,-0.741,0.458,0.966,0.257,-0.195,-6.316,0.062,1.073,-6.656,-0.469
683,-0.495,6.761,0.351,-0.271,3.133,0.0,0.931,-0.46,-0.994,8.057,6.27,-0.588,0.454,0.786,-0.298,0.429,-6.225,-0.049,1.083,-6.182,-0.206
684,-0.165,7.26,0.757,-0.201,2.9,0.0,0.787,-0.514,-0.872,8.439,6.597,-0.722,0.328,0.732,0.237,0.263,-6.56,-0.05,1.213,-6.084,-0.186
685,-0.181,7.675,0.414,0.414,4.382,0.0,0.887,-0.459,-0.833,9.162,8.808,-0.533,0.652,1.107,0.224,0.201,-7.343,-0.296,1.105,-7.901,-0.496
686,-0.125,7.338,0.244,-0.27,2.677,0.0,0.844,-0.354,-0.759,8.54,6.61,-0.696,0.342,0.927,0.25,0.228,-6.864,-0.03,1.061,-6.432,-0.41
687,-0.098,7.003,0.699,-0.467,2.625,0.0,0.789,-0.651,-0.663,8.571,6.094,-0.434,0.317,0.683,-0.191,0.173,-6.848,0.111,1.097,-6.363,-0.178
688,-0.624,6.848,0.397,0.024,2.902,0.0,0.671,-0.449,-1.142,8.723,6.495,-0.343,0.284,0.897,-0.373,0.24,-6.785,-0.423,1.108,-6.665,-0.05
689,0.22,7.575,0.269,0.012,2.564,0.0,0.765,-0.479,-0.471,8.888,6.864,-0.633,0.271,0.803,0.505,-0.158,-7.227,-0.083,1.036,-6.563,-0.549
690,-0.176,6.371,0.233,-0.27,2.312,0.0,0.496,-0.387,-0.653,7.698,5.816,-0.568,0.086,0.79,0.028,0.365,-6.103,0.046,1.127,-5.72,-0.141
691,-0.043,6.824,0.354,-0.291,2.485,0.0,0.802,-0.434,-0.749,7.946,6.272,-0.517,0.329,0.909,0.389,0.152,-6.479,0.181,0.994,-5.936,-0.294
692,-0.599,6.896,1.069,-0.303,2.611,0.0,0.738,-0.613,-0.872,7.946,5.634,-0.56,0.359,0.62,-0.434,0.287,-6.358,0.03,0.921,-5.848,-0.06
693,-0.732,6.897,0.043,-0.448,2.95,0.0,0.744,-0.544,-1.005,8.325,5.846,-0.419,0.326,0.751,-0.816,0.395,-6.693,-0.211,1.267,-6.534,-0.029
694,0.003,6.189,-0.055,-0.361,2.142,0.0,0.589,-0.438,-0.585,7.172,5.666,-0.486,0.047,0.699,0.194,0.205,-5.915,-0.137,0.906,-5.345,-0.119
695,0.388,7.263,0.276,-0.132,2.955,0.0,0.827,-0.426,-0.458,7.922,6.621,-0.82,0.613,0.751,0.486,0.085,-6.349,-0.222,1.013,-6.165,-0.744
696,-0.577,6.233,0.705,-0.415,2.518,0.0,0.91,-0.61,-0.833,7.316,4.981,-0.503,0.294,0.719,-0.676,0.369,-5.762,-0.101,0.857,-5.53,-0.234
697,-0.117,5.828,0.391,0.152,3.5,0.0,0.716,-0.477,-0.954,6.776,6.471,-0.666,0.283,0.87,0.148,0.184,-5.392,-0.369,1.048,-5.774,-0.493
698,0.28,7.181,0.532,-0.037,2.596,0.0,0.776,-0.462,-0.561,8.267,6.645,-0.623,0.42,0.914,0.73,0.084,-6.653,0.102,1.165,-6.026,-0.555
699,0.089,7.112,0.945,0.253,3.173,0.0,0.541,-0.493,-0.691,8.322,7.058,-0.511,0.38,0.712,0.125,-0.008,-6.773,-0.14,1.065,-6.742,-0.057
700,-0.327,7.083,0.647,0.033,3.131,0.0,0.734,-0.549,-0.976,7.974,6.838,-0.761,0.408,0.805,-0.019,0.298,-6.344,-0.251,1.009,-6.402,-0.264
701,0.294,7.524,0.859,-0.394,2.57,0.0,0.968,-0.617,-0.602,8.641,6.282,-0.653,0.332,0.542,0.157,-0.188,-7.059,0.308,1.145,-6.156,-0.322
702,-0.549,7.616,0.17,-0.019,3.25,0.0,0.809,-0.405,-0.985,8.718,6.98,-0.627,0.291,0.979,-0.076,0.236,-6.991,-0.25,1.0,-6.974,0.015
703,-0.33,6.773,0.751,-0.051,2.725,0.0,0.686,-0.369,-0.858,8.061,6.566,-0.663,0.323,0.885,0.046,0.432,-6.453,-0.198,0.853,-6.352,-0.281
704,-0.212,6.725,0.836,-0.356,2.791,0.0,0.808,-0.55,-0.79,7.634,6.303,-0.625,0.418,0.752,0.06,0.351,-6.099,-0.135,0.844,-5.953,-0.465
705,-0.581,6.339,0.669,-0.105,2.649,0.0,0.532,-0.427,-1.107,7.656,5.517,-0.67,0.457,0.864,-0.271,0.258,-6.011,-0.229,1.108,-5.632,-0.108
706,-0.846,7.295,0.799,0.049,3.264,0.0,0.676,-0.363,-1.289,8.712,6.748,-0.516,0.436,0.867,-0.475,0.408,-6.847,-0.41,1.14,-6.795,-0.104
707,-0.673,6.831,0.328,0.137,3.556,0.0,0.913,-0.297,-1.11,7.965,7.247,-0.607,0.347,1.17,0.113,0.44,-6.348,-0.494,1.163,-6.63,-0.232
708,0.288,7.493,0.824,-0.1,2.916,0.0,0.731,-0.645,-0.483,8.695,7.123,-0.776,0.383,0.731,0.263,0.076,-6.947,0.218,1.041,-6.703,-0.473
709,-0.078,7.266,0.861,-0.02,3.344,0.0,0.814,-0.405,-0.596,8.534,7.724,-0.511,0.35,1.058,0.533,0.136,-6.981,0.101,0.958,-7.214,-0.612
710,-0.5,7.094,0.785,0.15,3.281,0.0,0.753,-0.466,-1.049,8.223,6.98,-0.587,0.342,1.15,-0.078,0.224,-6.731,-0.33,0.998,-6.839,-0.293
711,-1.002,6.483,0.403,0.123,3.717,0.0,0.861,-0.632,-1.433,8.023,6.281,-0.552,0.496,0.894,-0.9,0.421,-6.158,-0.541,1.246,-6.381,-0.003
712,0.141,7.046,0.301,0.324,3.848,0.0,0.666,-0.471,-0.545,7.748,8.132,-0.747,0.636,1.083,0.639,-0.032,-6.339,-0.238,1.048,-7.065,-0.32
713,-0.061,6.812,0.845,-0.139,2.864,0.0,0.891,-0.505,-0.865,8.077,6.516,-0.371,0.244,0.861,-0.08,-0.043,-6.642,0.262,0.796,-6.606,-0.376
714,-0.382,7.058,0.451,-0.231,2.975,0.0,0.722,-0.497,-1.128,8.532,6.916,-0.5,0.26,1.067,-0.034,0.358,-6.636,-0.131,0.84,-6.716,-0.213
715,-1.187,6.498,0.776,0.115,3.328,0.0,0.765,-0.435,-1.341,8.095,6.335,-0.489,0.356,1.036,-0.745,0.569,-6.264,-0.701,0.917,-6.57,-0.03
716,-0.35,6.226,0.084,-0.049,3.399,0.0,0.853,-0.614,-0.9,7.17,6.261,-0.745,0.621,0.804,-0.19,0.258,-5.554,-0.483,1.13,-5.739,-0.468
717,-0.704,6.696,0.44,-0.193,3.366,0.0,0.865,-0.537,-1.249,8.314,6.668,-0.468,0.339,0.797,-0.488,0.47,-6.289,-0.259,0.942,-6.578,-0.147
718,-0.514,6.296,0.498,-0.053,2.753,0.0,0.744,-0.327,-1.056,7.708,6.058,-0.477,0.169,0.842,-0.245,0.379,-5.993,-0.17,0.875,-6.189,-0.305
719,-0.519,6.8,0.496,-0.069,2.57,0.0,0.654,-0.477,-1.074,8.13,6.082,-0.424,0.475,0.874,-0.182,0.346,-6.557,-0.199,0.89,-6.191,-0.024
720,-0.373,6.604,1.158,-0.63,2.819,0.0,0.975,-0.658,-0.886,7.471,5.953,-0.835,0.391,0.686,-0.149,0.419,-5.778,-0.198,0.896,-5.773,-0.347
721,-1.056,6.91,0.193,0.331,4.32,0.0,0.734,-0.485,-1.604,8.095,7.951,-0.329,0.78,1.113,-0.589,0.57,-6.656,-0.685,0.998,-7.699,0.199
722,-0.396,7.226,0.379,-0.132,3.177,0.0,0.596,-0.46,-0.914,8.615,6.92,-0.628,0.68,0.725,-0.054,0.078,-6.802,-0.095,1.021,-6.706,-0.104
723,0.25,7.453,0.174,-0.116,2.613,0.0,0.739,-0.582,-0.362,8.404,6.756,-0.674,0.23,0.709,0.454,-0.035,-6.84,-0.161,0.947,-6.483,-0.426
724,-0.065,7.032,0.855,-0.395,2.373,0.0,0.602,-0.611,-0.702,8.489,5.81,-0.529,0.169,0.289,-0.244,0.129,-6.708,0.1,1.189,-6.014,-0.22
725,-0.366,6.892,0.261,-0.019,3.345,0.0,0.675,-0.693,-0.872,7.827,6.398,-0.554,0.541,1.013,-0.156,0.281,-6.263,-0.026,1.301,-6.284,-0.34
726,0.083,6.981,1.044,-0.069,2.663,0.0,0.617,-0.492,-0.602,8.386,6.909,-0.614,0.234,0.901,0.446,0.21,-6.728,-0.132,1.041,-6.374,-0.465
727,-0.833,7.12,0.383,-0.365,2.781,0.0,0.846,-0.599,-1.339,8.0,5.343,-0.802,0.259,0.737,-0.648,0.472,-6.218,-0.43,1.002,-5.765,-0.153
728,-1.148,6.716,0.474,0.217,3.632,0.0,0.786,-0.322,-1.562,7.923,6.91,-0.387,0.643,1.145,-0.496,0.431,-6.42,-0.664,1.192,-6.674,-0.054
729,0.098,7.55,0.783,0.256,3.774,0.0,0.711,-0.475,-0.738,8.052,7.946,-0.608,0.729,1.243,0.543,0.01,-6.67,0.012,0.879,-7.148,-0.416
