Unnamed: 0,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,y,x12,x13,x14,x15,x16,x17,x18,x19,x20
608,1.271,1.209,-1.326,1.909,-4.602,1.439,0.788,-1.236,4.452,0.968,1.361,0.0,-0.029,1.878,1.437,4.186,-0.449,1.368,-0.607,0.51,1.017
609,1.027,0.65,0.023,1.74,-3.333,0.875,1.119,-1.029,4.369,0.773,1.37,0.0,-0.231,2.037,0.977,2.582,-0.602,2.018,-0.333,0.628,0.858
610,1.2,1.068,-0.501,1.764,-4.164,1.596,1.132,-0.95,4.15,0.478,1.18,0.0,-0.051,1.914,1.576,2.623,-1.011,1.651,-0.78,0.769,0.982
611,1.418,0.715,-0.179,1.804,-3.567,0.918,0.992,-1.198,3.809,0.607,1.384,0.0,-0.178,1.753,1.253,2.302,-0.745,1.747,-0.477,0.576,0.733
612,1.034,0.786,0.046,1.651,-3.38,1.201,0.857,-1.155,3.772,0.433,1.003,0.0,-0.248,1.948,1.354,2.401,-0.404,1.65,-0.46,0.506,0.893
613,1.122,0.686,-0.711,1.742,-4.751,1.793,1.737,-1.241,5.129,0.304,0.693,0.0,0.4,2.204,1.903,1.751,-1.948,2.535,-0.808,1.228,1.019
614,1.31,0.72,0.08,1.842,-3.221,0.978,1.294,-1.151,4.605,0.841,1.154,0.0,0.039,2.239,0.746,2.328,-1.081,2.284,-0.289,0.7,0.985
615,1.151,0.982,0.172,1.876,-4.016,1.125,1.134,-1.116,4.007,1.015,1.193,0.0,0.028,2.079,1.048,2.259,-0.98,2.072,-0.443,0.628,1.013
616,1.247,0.889,-0.901,1.694,-4.136,1.435,0.988,-0.997,4.19,0.268,1.146,0.0,0.332,1.881,1.376,2.854,-1.284,1.88,-0.7,0.804,0.736
617,1.351,0.549,-0.289,1.799,-3.918,1.05,1.429,-1.256,3.904,0.793,1.012,0.0,0.299,1.892,1.265,1.801,-1.56,2.19,-0.419,1.048,0.599
618,1.263,0.894,-1.316,1.763,-3.451,1.236,0.949,-0.959,4.25,0.208,1.199,0.0,0.226,1.835,1.388,3.121,-1.487,1.819,-0.683,1.081,0.55
619,1.291,0.942,-0.886,1.773,-3.423,1.341,0.842,-0.785,3.504,0.641,1.134,0.0,0.231,1.851,1.195,2.92,-1.511,1.492,-0.35,0.925,0.893
620,1.057,0.812,0.052,1.534,-5.569,1.668,1.197,-1.403,3.692,0.794,1.135,0.0,-0.17,1.888,2.235,1.619,-0.559,2.253,-1.247,0.524,0.732
621,1.293,0.872,-1.064,1.69,-5.649,2.245,1.392,-1.372,3.586,0.638,1.094,0.0,0.197,1.401,2.352,1.853,-1.971,2.031,-1.239,1.105,0.967
622,1.194,0.765,-0.64,2.056,-4.518,1.553,1.038,-1.126,4.586,0.79,1.385,0.0,0.029,1.891,1.886,2.554,-1.3,1.822,-0.71,0.824,0.934
623,0.941,0.92,0.584,1.585,-4.747,1.518,1.151,-1.13,3.714,0.2,0.805,0.0,-0.523,1.928,2.095,1.717,-0.328,2.031,-1.143,0.081,1.007
624,1.238,0.884,-0.456,1.952,-4.475,1.458,1.325,-0.946,4.348,0.508,1.511,0.0,-0.207,2.108,1.629,3.083,-0.395,2.047,-0.89,0.495,0.921
625,1.144,0.821,0.174,1.881,-3.877,1.205,1.111,-1.14,4.172,0.609,1.016,0.0,-0.038,2.058,1.361,2.065,-0.801,1.834,-0.521,0.766,0.922
626,0.969,0.852,-0.169,2.018,-3.665,1.475,0.915,-1.065,4.388,0.604,1.117,0.0,-0.503,1.848,1.434,2.744,-0.428,1.734,-0.529,0.733,0.86
627,1.262,0.924,-1.543,1.541,-4.673,2.263,0.777,-1.244,3.765,0.083,1.272,0.0,-0.516,1.665,2.132,3.125,-0.54,1.385,-1.397,0.569,0.936
628,1.016,1.117,-0.624,1.554,-4.817,1.262,0.704,-1.386,3.663,1.24,1.274,0.0,-0.027,1.812,1.724,3.103,-0.834,1.306,-0.435,0.9,0.8
629,1.314,0.934,-1.264,2.015,-3.867,1.575,1.15,-0.868,4.496,0.542,1.308,0.0,0.479,1.891,1.297,3.309,-1.894,1.792,-0.563,1.142,0.838
630,1.002,0.555,0.027,1.706,-3.986,1.316,1.464,-1.037,3.854,0.345,0.671,0.0,0.196,1.913,1.445,1.359,-1.555,2.259,-0.577,0.799,0.709
631,1.18,0.754,-0.3,1.58,-4.697,1.398,1.285,-1.356,3.818,0.576,1.052,0.0,-0.19,1.926,1.785,2.167,-0.92,2.04,-0.882,0.564,0.986
632,1.206,0.463,-0.526,1.928,-3.22,1.094,1.126,-0.977,4.14,0.691,1.288,0.0,0.099,2.011,0.798,2.438,-1.309,2.008,-0.127,1.19,0.823
633,1.226,0.989,-0.337,1.622,-3.916,1.256,1.313,-1.316,3.814,0.694,0.972,0.0,0.512,1.95,1.258,2.177,-1.746,1.855,-0.274,1.031,0.868
634,1.454,0.95,-0.332,2.221,-3.318,1.399,1.331,-1.038,4.749,0.032,1.141,0.0,0.103,2.179,1.252,2.557,-1.116,2.094,-0.718,0.701,0.914
635,0.681,0.533,1.759,1.573,-3.951,0.61,1.834,-1.114,3.671,0.533,0.376,0.0,0.024,1.876,1.574,0.26,-0.606,2.782,-0.395,0.083,0.777
636,1.261,1.035,-0.682,1.397,-3.812,1.333,0.728,-0.99,3.265,0.695,1.134,0.0,-0.176,1.715,1.429,2.564,-0.888,1.689,-0.645,0.798,0.776
637,1.234,0.744,-0.009,2.237,-4.269,1.429,1.831,-1.175,4.432,0.342,0.835,0.0,0.186,1.924,1.775,1.639,-1.418,2.293,-0.899,0.707,0.875
638,0.982,0.731,-0.257,1.756,-3.759,1.407,1.279,-1.092,4.014,0.072,0.661,0.0,0.322,1.833,1.568,1.982,-1.634,2.136,-0.675,1.226,0.702
639,1.542,1.05,-0.921,1.676,-3.259,1.197,1.091,-0.908,3.772,0.939,1.222,0.0,0.23,2.143,0.638,3.088,-1.51,1.75,-0.285,1.09,0.883
640,1.258,0.739,-0.962,1.537,-4.818,1.362,0.945,-1.494,3.833,0.835,1.39,0.0,-0.286,1.868,1.851,3.109,-0.763,1.612,-0.818,0.875,0.873
641,1.111,1.059,-0.742,1.68,-4.248,1.662,0.89,-1.075,3.531,0.057,1.093,0.0,-0.233,1.667,2.176,2.936,-0.622,1.605,-0.987,0.719,0.762
642,0.63,0.685,0.573,1.497,-4.277,1.096,1.339,-1.111,3.756,0.917,0.793,0.0,-0.203,1.752,1.671,1.353,-0.36,2.283,-0.598,0.402,0.743
643,1.232,0.794,-0.268,1.478,-4.019,1.364,1.227,-1.298,3.866,0.731,1.064,0.0,0.022,1.812,1.387,1.923,-1.273,2.023,-0.783,0.735,0.785
644,1.198,0.954,0.074,1.72,-3.042,0.809,0.845,-0.802,4.156,1.006,1.106,0.0,0.593,2.08,0.597,2.073,-1.524,1.725,-0.089,1.081,0.743
645,1.219,0.694,0.3,1.84,-3.038,0.962,1.257,-1.054,4.65,0.883,1.246,0.0,0.141,2.49,0.386,2.103,-1.202,2.17,0.05,0.826,0.853
646,1.02,1.04,-0.53,1.731,-3.662,1.375,0.948,-1.056,4.194,0.326,1.135,0.0,-0.389,2.028,1.186,3.416,-0.325,1.526,-0.706,0.437,0.931
647,1.168,0.79,-1.218,1.777,-4.553,1.917,1.11,-1.089,3.585,0.206,0.984,0.0,0.224,1.586,2.229,2.229,-1.575,1.908,-1.189,1.011,0.646
648,1.252,0.719,-0.862,2.008,-4.327,1.631,1.218,-1.033,4.857,0.121,1.246,0.0,-0.124,2.176,1.765,2.856,-1.316,1.894,-0.867,0.87,0.924
649,1.48,0.988,-0.049,1.829,-3.735,1.025,1.108,-0.989,3.84,0.978,1.283,0.0,0.403,2.257,0.926,2.473,-1.592,1.927,-0.224,0.788,1.035
650,1.281,1.314,-1.771,1.599,-3.587,1.563,0.499,-1.036,3.006,0.102,1.172,0.0,0.365,1.315,1.58,3.652,-1.099,1.075,-0.784,0.972,0.875
651,1.522,0.662,-1.224,1.778,-4.044,1.725,1.016,-1.092,3.58,0.56,1.262,0.0,0.114,1.954,1.474,2.487,-1.532,1.845,-0.882,0.919,0.837
652,1.381,0.664,-0.174,1.936,-3.557,1.503,1.261,-0.949,5.079,0.272,1.183,0.0,-0.27,2.014,1.272,2.149,-0.632,2.214,-0.949,0.587,0.887
653,1.096,0.861,0.58,1.703,-3.006,0.748,1.18,-0.913,4.128,0.782,1.036,0.0,-0.191,2.25,0.718,2.065,-0.412,2.028,-0.052,0.398,0.679
654,0.817,0.616,0.947,1.733,-3.707,0.669,1.435,-1.124,4.146,0.649,0.639,0.0,-0.035,2.046,1.353,1.233,-0.87,2.454,-0.379,0.5,0.824
655,0.942,0.74,0.377,1.824,-2.871,0.97,1.14,-1.075,4.048,0.29,0.917,0.0,-0.235,2.241,0.917,2.223,-0.66,2.05,-0.416,0.602,0.927
656,1.238,1.082,-1.17,1.486,-4.349,1.725,0.603,-1.177,3.454,0.378,1.341,0.0,-0.057,1.527,1.933,2.91,-0.75,1.465,-0.835,0.825,0.745
657,1.386,0.938,-2.019,1.793,-4.014,1.623,0.715,-1.037,4.194,0.272,1.38,0.0,0.461,1.786,1.419,3.799,-1.643,1.386,-0.849,1.047,0.77
658,0.973,1.008,0.001,1.901,-4.252,1.061,1.221,-1.263,4.688,1.191,1.232,0.0,-0.08,2.27,1.01,3.004,-0.63,2.062,-0.492,0.7,0.801
659,1.365,0.614,0.79,1.798,-3.326,0.729,1.423,-1.058,4.306,0.54,0.876,0.0,0.05,2.378,1.21,1.336,-1.075,2.346,-0.183,0.711,0.639
660,1.179,0.841,0.474,2.196,-3.471,0.82,1.395,-0.952,5.203,0.74,1.097,0.0,0.258,2.182,1.056,1.915,-1.216,2.32,-0.267,0.82,0.693
661,1.354,0.954,-1.42,1.664,-4.642,1.556,0.84,-1.275,4.232,0.378,1.4,0.0,-0.12,1.986,1.791,3.818,-0.663,1.432,-0.949,0.798,0.972
662,1.381,0.595,-0.938,1.903,-4.682,1.65,1.338,-1.292,4.355,0.681,1.133,0.0,0.324,1.854,1.884,1.935,-1.975,2.285,-1.017,1.039,0.71
663,1.133,0.723,0.041,1.731,-4.052,0.88,1.085,-1.239,4.583,1.034,1.034,0.0,-0.046,2.257,1.072,2.446,-0.752,1.96,-0.279,0.528,0.91
664,1.353,0.739,0.621,1.73,-4.363,1.035,1.72,-1.241,3.622,0.792,0.998,0.0,0.136,2.136,1.548,1.32,-1.531,2.38,-0.323,0.926,0.892
665,1.076,0.813,-0.35,1.694,-4.851,1.757,1.422,-1.395,3.818,0.085,1.044,0.0,-0.362,1.919,2.065,2.236,-0.652,2.185,-1.068,0.523,0.958
666,1.273,0.923,-1.123,1.793,-4.791,1.69,0.845,-1.131,3.794,0.36,1.215,0.0,0.004,1.853,2.218,2.814,-1.124,1.661,-0.996,0.846,0.776
667,0.932,0.691,0.077,1.81,-3.541,1.302,0.962,-1.054,4.427,0.179,0.956,0.0,-0.301,1.914,1.272,2.502,-0.354,1.837,-0.769,0.512,0.878
668,1.22,0.89,-0.659,1.837,-5.42,1.852,1.408,-1.396,4.94,0.758,1.253,0.0,0.316,2.071,2.104,2.251,-1.53,2.248,-1.143,0.893,0.914
669,1.317,1.066,-0.725,1.902,-4.166,1.342,0.931,-1.354,4.562,0.834,1.414,0.0,-0.114,1.945,1.188,3.463,-0.66,1.704,-0.603,0.922,0.884
670,0.241,0.916,0.591,1.922,-5.117,2.196,1.087,-1.329,3.996,-0.389,0.461,0.0,-0.508,1.703,3.016,1.815,0.138,2.031,-1.713,0.154,0.924
671,1.098,0.925,-0.447,1.955,-3.648,1.44,1.371,-1.234,4.447,0.612,1.086,0.0,0.397,1.943,1.136,2.514,-1.261,2.052,-0.542,1.007,0.903
672,1.431,0.773,-0.643,1.831,-3.48,1.1,1.322,-1.046,4.572,0.731,1.243,0.0,0.371,2.296,0.944,2.543,-1.536,1.926,-0.314,0.86,0.936
673,0.959,0.762,0.319,1.867,-3.542,0.883,1.126,-1.081,4.372,0.89,1.075,0.0,-0.125,2.099,1.218,2.461,-0.512,1.828,-0.243,0.615,0.86
674,1.486,0.871,-0.845,2.008,-4.101,1.163,1.12,-1.0,4.728,0.36,1.112,0.0,0.018,2.038,1.398,2.939,-1.395,1.96,-0.494,0.681,0.905
675,1.005,0.712,-0.985,1.836,-3.618,1.631,0.985,-1.05,3.996,0.385,1.28,0.0,-0.145,2.041,0.993,3.123,-0.75,1.757,-0.731,0.769,1.056
676,1.453,0.707,-0.436,1.476,-3.634,1.478,1.183,-1.007,3.434,0.443,1.143,0.0,0.207,1.92,1.308,1.844,-1.545,1.877,-0.638,0.927,0.944
677,0.719,0.827,1.556,1.913,-3.274,0.709,1.486,-1.036,3.95,0.584,0.344,0.0,-0.067,1.955,1.308,1.014,-0.6,2.589,-0.207,0.397,0.875
678,1.266,1.0,0.038,1.772,-3.208,1.098,1.168,-1.138,4.688,0.996,0.957,0.0,0.501,2.174,0.604,2.083,-1.491,1.988,-0.087,1.094,0.904
679,0.914,0.589,0.652,2.13,-3.906,1.425,1.555,-0.954,4.663,0.236,0.821,0.0,-0.27,2.286,1.394,1.439,-0.7,2.444,-1.008,0.409,0.744
680,1.019,1.068,-0.88,1.611,-4.365,1.244,0.688,-1.142,3.664,1.012,1.287,0.0,0.083,2.005,1.205,3.619,-0.599,1.333,-0.655,0.754,0.754
681,1.164,1.064,-1.005,1.595,-3.703,1.248,0.934,-1.158,3.794,0.426,1.198,0.0,0.165,1.604,1.465,3.314,-0.94,1.577,-0.56,0.744,0.765
682,1.215,0.923,-0.789,1.556,-4.077,1.37,1.001,-1.018,3.522,0.59,1.353,0.0,-0.084,1.795,1.672,2.575,-1.058,1.642,-0.531,0.734,0.971
683,1.263,0.848,-0.283,1.602,-3.559,1.266,1.587,-0.932,3.749,0.39,1.165,0.0,0.116,2.14,0.951,2.01,-1.474,2.113,-0.574,0.871,0.94
684,1.298,0.565,-0.052,1.856,-2.391,0.507,1.262,-1.029,4.353,1.17,0.985,0.0,0.695,2.205,0.038,1.899,-1.774,2.203,0.476,1.259,0.702
685,0.968,0.793,0.562,2.067,-3.868,1.364,1.655,-1.101,4.696,-0.009,1.048,0.0,-0.274,2.138,1.387,1.995,-0.597,2.496,-0.717,0.241,1.008
686,0.971,0.775,0.013,1.776,-4.314,1.441,1.217,-1.212,4.553,0.737,1.203,0.0,0.017,2.188,1.395,2.284,-0.819,2.044,-0.591,0.852,0.93
687,1.28,0.944,-0.831,1.901,-4.01,1.473,1.009,-1.255,3.931,0.391,1.057,0.0,0.127,1.906,1.511,3.206,-1.292,1.531,-0.745,0.802,0.84
688,1.49,0.627,0.133,1.993,-2.922,0.848,1.584,-0.88,5.211,0.58,1.167,0.0,0.158,2.297,0.728,1.95,-1.472,2.56,0.099,0.659,1.113
689,1.22,0.734,0.651,1.909,-3.41,0.726,1.198,-1.096,4.516,0.75,1.263,0.0,-0.454,2.316,0.792,2.178,-0.422,2.043,-0.286,0.472,0.809
690,1.095,0.785,-0.681,1.476,-4.679,1.947,1.265,-1.147,3.523,-0.091,0.598,0.0,0.142,1.547,2.349,1.783,-1.359,2.004,-1.396,0.39,0.818
691,1.432,0.745,-0.778,2.021,-4.271,1.564,1.583,-0.936,4.355,0.358,1.123,0.0,-0.029,2.203,1.313,2.697,-1.281,2.131,-0.699,0.702,1.014
692,1.123,0.957,-0.159,2.043,-4.007,1.431,1.339,-1.075,5.357,0.546,1.221,0.0,-0.158,2.16,1.444,2.758,-0.748,2.258,-0.697,0.673,1.015
693,1.099,0.835,-1.353,1.93,-4.262,1.882,1.495,-1.181,4.481,0.584,0.83,0.0,0.521,1.825,1.388,2.46,-2.373,2.034,-0.865,1.422,0.899
694,0.873,1.079,0.023,1.968,-4.271,1.689,1.337,-1.053,4.788,0.117,1.042,0.0,-0.395,2.023,1.724,2.617,-0.166,2.166,-1.106,0.381,0.962
695,1.607,0.727,-0.913,1.803,-3.076,0.968,1.354,-1.099,4.297,0.262,1.018,0.0,0.485,2.17,0.902,2.359,-2.219,2.047,-0.287,0.987,0.969
696,1.508,0.804,-0.435,1.704,-3.411,0.91,0.945,-0.985,4.737,0.985,1.271,0.0,0.68,2.201,0.668,2.641,-1.659,1.849,-0.221,1.138,0.73
697,1.208,0.834,-0.435,1.759,-3.653,1.028,0.954,-1.212,3.742,0.948,1.288,0.0,-0.453,1.747,1.068,2.506,-0.555,1.799,-0.374,0.514,0.879
698,1.21,0.864,0.179,1.774,-4.319,1.498,1.567,-1.129,3.764,0.728,0.724,0.0,0.396,1.901,1.414,1.379,-1.473,2.409,-0.706,0.839,0.839
699,1.039,0.838,-0.525,1.703,-3.444,1.326,1.153,-1.151,3.881,0.418,1.195,0.0,0.196,2.102,1.062,2.716,-1.102,1.817,-0.467,0.794,0.864
700,1.274,0.96,-1.469,2.051,-4.112,1.629,0.88,-1.227,4.84,0.868,1.439,0.0,0.271,1.994,1.316,3.661,-1.628,1.657,-0.459,1.284,0.944
701,1.005,0.921,-0.27,1.909,-3.827,1.427,1.212,-0.871,3.788,0.993,1.184,0.0,0.166,1.978,1.004,2.431,-1.108,1.808,-0.618,0.906,0.84
702,1.587,0.742,-1.417,1.848,-4.095,1.756,1.021,-1.112,4.531,0.633,1.328,0.0,0.277,2.041,1.152,3.034,-1.901,1.796,-0.658,0.954,0.984
703,1.235,0.959,-0.737,2.09,-4.252,1.583,0.838,-0.95,4.157,0.565,1.305,0.0,-0.212,1.866,1.71,2.965,-0.942,1.629,-0.953,0.849,0.905
704,1.121,0.827,-0.407,1.921,-4.278,1.561,1.154,-1.22,4.47,0.519,1.094,0.0,0.34,2.181,1.639,2.227,-1.48,2.063,-0.787,0.977,0.834
705,1.376,0.804,-0.513,1.608,-3.476,1.214,1.138,-1.167,3.766,1.174,1.024,0.0,0.495,2.128,0.519,2.129,-1.809,1.912,-0.145,1.018,1.095
706,1.359,0.701,-0.779,2.069,-3.84,1.385,1.451,-1.07,5.096,0.898,1.175,0.0,0.29,2.205,0.927,2.369,-1.963,2.347,-0.276,1.209,1.06
707,1.117,0.924,-0.895,1.589,-4.335,1.689,1.153,-0.873,3.379,0.599,1.022,0.0,0.296,1.725,1.6,2.223,-1.316,1.65,-0.972,0.897,0.888
708,1.101,1.033,-0.863,1.698,-4.088,1.274,0.667,-1.054,3.68,0.772,1.266,0.0,-0.038,1.993,1.498,3.316,-0.823,1.558,-0.703,0.649,0.833
709,1.04,0.861,-0.224,1.643,-3.768,0.907,1.133,-0.883,3.416,0.943,1.124,0.0,-0.24,1.877,0.931,2.565,-0.565,1.761,-0.206,0.762,0.883
710,1.079,1.064,-0.48,1.877,-3.664,1.288,0.789,-1.049,3.923,0.201,1.199,0.0,-0.047,2.058,1.469,3.836,-0.326,1.221,-0.755,0.483,0.856
711,0.965,0.842,-0.363,1.637,-4.963,1.321,1.342,-1.253,3.782,0.952,1.051,0.0,-0.177,1.886,1.823,2.017,-1.146,2.181,-0.653,0.873,0.845
712,0.93,0.403,0.697,1.563,-3.743,1.149,1.391,-1.132,3.857,0.732,0.839,0.0,-0.093,2.139,1.219,1.079,-1.093,2.311,-0.5,0.61,0.746
713,1.135,1.074,-0.98,1.768,-4.436,1.724,0.912,-1.222,4.676,0.462,1.225,0.0,0.09,1.791,1.643,3.165,-0.954,1.805,-0.897,0.748,0.706
714,1.308,1.17,-1.426,1.482,-4.099,1.449,0.563,-1.111,3.283,0.288,1.292,0.0,0.728,1.844,1.771,3.214,-1.581,1.136,-0.854,0.824,0.621
715,1.186,0.709,-0.376,1.855,-4.727,1.4,1.485,-1.025,4.209,0.976,1.085,0.0,-0.208,1.946,1.26,2.228,-0.965,2.099,-0.597,0.612,1.082
716,0.953,1.037,-1.098,1.713,-3.536,1.188,0.775,-1.137,4.265,0.689,1.241,0.0,0.225,2.082,0.94,3.98,-0.73,1.537,-0.55,0.91,0.628
717,1.061,0.845,-0.129,1.77,-4.512,1.72,1.195,-1.122,3.929,0.2,0.805,0.0,0.265,1.824,2.07,2.015,-0.973,2.151,-1.069,0.73,0.807
718,1.062,1.112,-1.101,1.751,-4.328,1.54,0.747,-1.167,4.223,0.984,1.308,0.0,0.098,1.691,1.627,3.47,-1.019,1.806,-0.707,0.947,0.72
719,0.728,0.744,-0.194,1.794,-4.859,1.787,0.913,-1.085,4.414,-0.358,0.755,0.0,-0.513,1.747,2.872,2.283,-0.131,1.825,-1.599,0.166,0.882
720,1.317,0.965,-1.273,1.494,-4.632,1.768,0.785,-1.286,3.591,1.189,1.472,0.0,0.081,1.778,1.542,2.921,-1.308,1.522,-0.604,1.043,0.856
721,1.271,0.7,-0.933,1.588,-3.613,1.427,0.926,-1.173,3.759,0.557,1.232,0.0,0.071,1.873,1.377,2.537,-1.106,1.816,-0.594,0.901,0.767
722,1.349,0.925,-1.327,1.807,-4.137,1.642,1.087,-1.232,3.52,0.818,1.172,0.0,0.357,1.789,1.477,2.44,-2.057,1.723,-0.462,1.417,0.858
723,1.23,1.016,-0.216,1.681,-3.662,1.033,1.117,-0.948,3.836,0.902,1.171,0.0,0.336,1.975,0.983,2.201,-1.35,1.856,-0.294,0.988,0.739
724,0.943,1.091,0.213,1.894,-4.111,1.216,0.846,-1.266,4.255,0.481,0.983,0.0,0.166,2.045,1.769,2.622,-0.879,1.99,-0.613,0.924,0.644
725,1.201,0.505,0.384,1.664,-3.812,0.715,1.625,-1.214,3.884,0.965,0.722,0.0,0.087,1.967,1.08,1.221,-1.339,2.61,-0.21,0.649,0.844
726,1.384,0.652,-1.369,1.671,-4.109,1.861,1.157,-1.063,4.347,0.015,1.036,0.0,0.118,1.713,2.027,2.421,-1.698,1.717,-1.009,0.659,0.953
727,1.472,0.848,-0.772,1.955,-3.404,1.344,0.939,-1.099,4.655,0.279,1.239,0.0,0.2,2.109,1.117,3.385,-1.03,1.572,-0.533,0.746,1.081
728,1.069,0.724,-0.634,1.962,-3.733,1.581,0.807,-1.059,4.241,-0.037,1.276,0.0,-0.183,1.954,1.787,3.172,-0.525,1.514,-0.921,0.449,0.953
729,1.398,0.951,-0.682,1.684,-4.396,1.293,1.061,-1.121,4.168,0.788,1.491,0.0,-0.01,1.997,1.444,3.199,-0.767,1.661,-0.751,0.692,0.786
730,1.347,0.824,-1.432,1.697,-4.563,2.044,0.965,-1.357,4.022,0.417,1.291,0.0,-0.469,1.906,1.774,3.142,-0.785,1.621,-1.096,0.919,0.819
731,1.45,0.784,-1.185,1.866,-4.744,1.573,1.248,-1.122,4.365,0.46,1.126,0.0,0.021,1.902,1.921,2.61,-1.615,1.947,-0.899,0.898,0.88
732,1.063,1.372,-0.496,1.64,-3.74,0.942,0.769,-0.939,3.601,0.521,1.105,0.0,0.177,1.729,1.314,3.69,-0.356,1.362,-0.527,0.472,0.818
733,0.907,0.955,-0.114,1.787,-4.852,1.591,1.069,-1.403,3.847,0.262,0.728,0.0,0.144,1.753,2.339,1.685,-1.115,2.078,-1.154,0.62,0.694
734,1.172,0.744,-0.259,1.765,-4.35,1.392,1.281,-1.31,4.627,0.354,1.118,0.0,0.068,2.09,1.827,2.197,-1.131,1.997,-0.807,0.838,0.646
735,1.386,0.918,-1.379,1.547,-4.165,1.788,0.844,-1.047,3.323,0.016,1.091,0.0,0.444,1.8,1.984,2.641,-1.871,1.401,-1.055,0.899,0.788
736,1.246,0.823,0.084,1.819,-3.098,0.854,1.158,-0.954,4.563,0.707,1.268,0.0,0.166,2.195,0.679,2.369,-1.246,2.101,-0.035,1.105,0.786
737,1.2,1.259,-0.726,1.71,-3.361,1.288,0.449,-0.99,3.182,0.835,1.232,0.0,0.112,1.943,0.962,3.123,-0.949,1.209,-0.352,1.007,0.849
738,1.416,0.866,-1.223,1.645,-4.356,1.557,0.943,-1.207,3.421,0.791,1.289,0.0,0.058,1.634,1.65,2.597,-1.315,1.631,-0.689,0.975,0.616
739,1.565,1.006,-1.222,1.575,-3.947,1.487,0.691,-0.937,3.735,0.519,1.475,0.0,-0.214,1.708,1.255,3.388,-0.604,1.373,-0.617,0.59,0.964
740,1.109,1.014,-1.049,1.668,-4.094,1.302,0.651,-1.042,4.154,0.793,1.367,0.0,0.052,1.92,1.408,3.701,-0.756,1.517,-0.609,0.68,0.86
741,1.707,0.996,-2.084,1.649,-4.651,1.92,0.847,-1.137,4.062,-0.099,1.153,0.0,0.314,1.779,2.009,3.231,-2.057,1.629,-1.248,0.898,0.877
742,1.452,0.933,-1.967,1.756,-3.586,1.525,0.978,-1.12,3.726,0.754,1.338,0.0,0.742,2.055,0.935,3.165,-2.916,1.672,-0.238,1.651,0.779
743,1.167,1.135,-0.651,1.532,-4.066,1.404,0.859,-1.07,3.675,0.355,1.185,0.0,0.045,1.786,1.617,2.743,-1.062,1.677,-0.644,0.634,0.951
744,0.871,0.824,0.392,1.791,-4.784,1.094,1.131,-1.068,3.416,1.234,1.244,0.0,-0.214,1.851,1.474,2.03,-0.652,1.993,-0.591,0.527,0.862
745,1.419,0.853,-0.194,1.915,-3.993,1.035,1.257,-1.05,3.871,0.512,1.228,0.0,0.265,1.943,1.416,2.445,-1.004,1.991,-0.567,0.649,0.837
746,0.857,0.784,0.681,1.879,-4.627,1.435,1.562,-1.175,4.545,1.029,0.862,0.0,-0.247,2.068,1.652,1.369,-0.969,2.588,-0.757,0.788,0.611
747,1.131,0.862,-0.569,1.852,-4.034,1.187,0.797,-1.401,4.827,0.88,1.391,0.0,-0.139,2.229,1.228,3.671,-0.376,1.788,-0.666,0.223,0.989
748,1.437,0.845,-0.814,1.531,-4.093,1.302,0.917,-1.001,3.893,0.587,1.312,0.0,0.078,1.887,1.59,2.85,-1.136,1.538,-0.705,0.666,0.86
749,0.869,0.937,0.586,1.542,-3.548,0.999,1.38,-1.058,3.435,0.297,1.011,0.0,-0.277,1.865,1.28,2.146,-0.279,2.048,-0.568,0.315,0.915
750,1.288,0.776,0.429,1.923,-2.883,0.822,1.09,-0.815,4.671,0.805,1.117,0.0,0.077,2.196,0.628,2.398,-0.711,2.141,0.028,0.554,0.971
751,1.493,0.681,-1.195,1.706,-3.547,1.475,1.0,-1.096,3.963,0.122,1.292,0.0,0.039,1.838,1.296,2.838,-1.402,1.629,-0.704,0.65,1.038
752,1.373,0.955,-0.477,1.766,-3.561,1.269,1.008,-1.044,3.821,0.863,1.056,0.0,0.47,2.094,0.943,2.522,-1.664,1.759,-0.218,1.063,0.992
753,1.155,0.361,0.723,1.695,-3.79,0.823,1.572,-1.045,4.465,0.975,0.841,0.0,-0.165,2.312,1.014,1.052,-1.076,2.681,-0.194,0.556,0.884
754,1.229,0.641,-0.373,1.709,-3.834,0.938,1.252,-0.967,4.21,0.58,1.103,0.0,-0.063,2.129,1.402,2.078,-1.184,2.0,-0.376,0.623,0.866
755,1.15,0.838,-0.501,1.55,-2.513,0.894,1.009,-0.693,3.695,0.43,1.295,0.0,0.18,2.142,0.494,2.658,-1.258,1.855,-0.244,0.825,0.709
756,0.841,0.959,0.257,1.623,-4.146,1.361,1.443,-0.955,3.615,0.239,0.916,0.0,-0.472,1.633,1.498,2.07,-0.218,1.926,-0.977,0.347,0.902
757,1.377,0.756,-1.328,1.791,-4.642,1.87,1.105,-1.251,4.925,0.983,1.25,0.0,0.062,2.03,1.594,3.206,-1.369,1.798,-0.883,1.037,0.94
758,1.526,0.827,-1.398,1.678,-3.964,1.456,1.145,-1.221,4.276,1.026,1.384,0.0,0.346,2.139,1.014,3.115,-1.857,1.681,-0.225,1.289,1.079
759,0.85,0.842,-1.024,2.012,-6.177,1.693,0.976,-1.562,5.18,1.111,1.405,0.0,-0.607,1.987,2.214,3.576,-0.087,1.879,-1.293,0.398,0.874
