x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,y,x12,x13,x14,x15,x16,x17,x18,x19,x20
-0.385,1.195,0.73,4.51,0.678,-0.195,-0.68,0.666,-0.532,-1.388,0.049,0.0,1.98,0.94,2.596,0.767,-0.982,0.856,2.683,-0.935,0.036
-0.944,1.327,1.039,3.841,0.598,-0.374,-0.664,0.606,-0.69,-1.377,-0.239,0.0,1.992,0.833,2.717,0.641,-1.164,1.15,1.98,-1.223,-0.103
-0.152,1.413,1.047,4.462,0.73,-0.057,-0.743,0.537,-0.732,-1.084,0.158,0.0,2.171,1.101,3.201,0.652,-1.399,1.304,2.553,-0.819,0.105
-0.609,0.937,0.369,4.943,0.592,-0.093,-0.528,0.204,-0.452,-1.214,-0.145,0.0,1.76,0.928,2.272,0.759,-1.145,0.974,2.784,-0.773,0.065
0.002,1.177,1.214,3.357,0.751,0.095,-0.276,0.417,-0.513,-1.485,0.244,0.0,2.355,0.996,2.802,1.655,-0.564,0.456,2.47,-0.56,-0.219
0.148,1.269,0.6,3.011,0.523,0.247,0.38,0.006,-0.413,-1.157,0.073,0.0,1.92,1.019,2.626,1.833,0.257,-0.007,2.731,0.264,-0.071
-0.346,1.288,1.017,3.642,0.66,-0.17,-0.655,0.808,-0.673,-1.064,0.046,0.0,1.597,0.876,2.73,0.08,-1.415,1.09,2.003,-1.081,-0.052
-0.375,1.303,1.215,3.852,0.816,-0.438,-0.742,0.232,-0.579,-1.484,0.362,0.0,2.047,1.051,2.966,0.134,-2.11,1.591,2.001,-1.249,-0.117
-0.676,1.447,1.029,5.004,0.501,-0.334,-0.83,0.507,-0.743,-1.405,-0.099,0.0,2.191,0.978,2.983,-0.023,-2.034,1.502,2.289,-1.372,0.111
-0.249,1.106,0.86,3.78,0.919,-0.007,-0.166,0.637,-0.288,-1.115,0.078,0.0,1.615,0.911,2.241,0.887,-0.492,0.37,3.041,-0.443,-0.119
0.471,1.32,0.973,4.675,0.619,-0.142,-0.625,0.441,-0.591,-1.234,0.988,0.0,1.872,0.63,3.056,0.26,-1.542,1.034,2.467,-0.965,0.462
-0.671,0.955,0.877,3.968,0.744,-0.257,-0.248,0.471,-0.443,-1.181,-0.044,0.0,1.679,0.939,2.206,0.165,-1.224,1.022,2.405,-0.992,0.054
-0.214,1.449,1.397,3.48,0.759,-0.145,-0.34,0.857,-0.694,-1.158,0.302,0.0,2.251,0.934,3.189,1.526,-0.4,0.339,2.668,-0.756,-0.202
-0.651,1.181,0.689,4.174,0.402,-0.411,-0.306,0.8,-0.27,-0.997,-0.278,0.0,1.331,0.862,2.177,0.738,-0.643,0.881,2.455,-0.765,-0.048
-0.571,1.398,1.219,3.19,0.674,-0.404,-0.609,0.669,-0.441,-1.434,0.021,0.0,1.928,0.799,2.74,0.9,-0.91,0.851,1.89,-0.825,-0.05
-0.391,1.229,1.242,3.218,0.485,-0.439,-0.399,0.436,-0.35,-1.323,0.214,0.0,2.14,0.909,3.019,0.666,-1.267,1.148,1.656,-1.107,-0.307
-0.479,1.065,0.837,4.145,0.394,-0.238,-0.59,0.118,-0.344,-1.186,0.136,0.0,1.767,0.752,2.441,0.811,-0.916,0.956,2.528,-0.67,0.12
-0.489,1.334,1.004,3.898,0.579,-0.075,-0.198,0.544,-0.725,-1.176,-0.06,0.0,2.0,0.807,2.754,1.124,-0.774,0.839,2.532,-0.723,-0.082
-0.488,1.174,0.763,4.667,0.583,-0.236,-0.209,0.906,-0.395,-1.146,-0.225,0.0,1.848,0.941,2.197,1.423,-0.292,0.497,3.168,-0.633,0.149
-0.687,1.47,1.218,3.52,0.601,-0.391,-0.431,0.912,-0.595,-1.238,-0.384,0.0,2.212,1.022,2.981,1.18,-0.74,0.782,2.179,-0.767,-0.13
-0.564,1.357,0.946,4.227,0.256,-0.01,-0.646,0.089,-0.535,-1.388,-0.132,0.0,2.157,0.812,2.679,0.71,-1.141,1.3,2.217,-0.564,0.235
-0.745,1.321,0.591,3.81,0.498,0.144,-0.373,0.038,-0.661,-1.213,-0.491,0.0,1.525,0.916,2.358,0.799,-0.686,0.858,2.472,-0.237,0.282
-0.228,1.316,1.137,3.708,0.712,-0.224,-0.306,0.976,-0.718,-1.317,0.087,0.0,2.025,1.048,2.658,0.624,-1.328,1.044,2.104,-1.237,0.057
-0.625,1.362,1.117,3.794,0.629,-0.308,-0.626,0.557,-0.535,-1.294,-0.184,0.0,1.929,1.049,2.539,0.31,-1.48,1.339,2.17,-0.981,0.046
-0.492,1.194,0.923,4.194,0.78,-0.094,-0.545,0.307,-0.643,-1.138,0.026,0.0,2.216,1.013,2.942,1.382,-0.796,0.624,2.714,-0.588,-0.031
-0.028,1.352,0.91,4.031,0.419,0.209,0.094,1.107,-0.686,-1.177,0.055,0.0,2.083,0.619,2.688,1.721,-0.08,0.441,2.832,-0.616,-0.16
-0.441,1.421,1.181,3.905,0.442,0.169,-0.49,0.366,-0.807,-1.248,0.114,0.0,2.15,1.047,3.13,1.448,-0.741,0.99,2.36,-0.585,-0.142
-0.475,1.251,0.811,4.196,0.538,-0.245,-0.52,0.501,-0.576,-1.177,-0.206,0.0,2.033,0.984,2.5,0.934,-1.032,0.899,2.348,-0.916,-0.263
-0.706,1.208,1.18,3.551,0.547,-0.234,-0.484,1.087,-0.421,-1.401,-0.229,0.0,2.279,0.973,2.771,0.956,-1.289,1.421,1.467,-1.126,-0.294
-0.072,1.1,0.522,3.723,0.689,-0.28,-0.786,0.944,-0.49,-0.971,0.273,0.0,1.068,0.823,2.292,-1.027,-2.199,1.44,1.979,-1.403,-0.167
0.132,1.356,1.261,3.807,0.886,-0.06,-1.064,0.204,-0.525,-1.304,0.445,0.0,2.243,0.843,2.918,0.48,-1.883,1.181,2.468,-0.807,-0.06
-0.065,0.957,0.752,4.244,0.631,-0.113,-0.326,0.669,-0.391,-1.294,0.224,0.0,1.929,0.783,2.488,1.547,-0.165,0.276,2.858,-0.585,0.147
-0.128,1.149,0.996,4.42,0.705,-0.217,0.163,1.21,-0.288,-1.093,-0.182,0.0,2.177,0.842,2.509,2.363,0.545,-0.478,3.374,-0.284,-0.165
-0.172,1.408,1.008,4.464,0.704,0.213,-0.109,1.111,-0.748,-1.392,0.032,0.0,2.174,0.925,2.874,1.828,-0.046,0.365,2.997,-0.544,-0.045
-0.426,1.191,0.882,4.105,0.73,-0.048,-0.875,0.235,-0.541,-1.037,0.326,0.0,1.79,0.937,2.824,0.492,-1.258,1.011,2.158,-0.84,-0.015
-0.114,1.158,0.98,3.719,0.659,-0.361,-0.968,0.651,-0.552,-1.103,0.155,0.0,1.644,1.123,2.316,-0.819,-2.809,2.032,1.563,-1.491,-0.216
-0.737,1.203,0.574,4.113,0.629,-0.484,-0.927,0.376,-0.28,-0.988,-0.237,0.0,1.167,0.769,2.319,-0.959,-2.337,1.874,2.145,-1.269,-0.186
-0.815,1.132,0.71,4.828,0.539,-0.11,0.066,0.42,-0.465,-1.223,-0.748,0.0,1.85,0.905,2.239,1.836,0.208,0.181,3.099,-0.103,-0.54
-0.293,1.404,1.194,4.026,0.534,-0.241,-0.375,0.654,-0.614,-1.301,0.276,0.0,2.294,0.989,3.037,1.121,-1.147,0.9,2.338,-0.955,-0.095
0.199,1.207,0.942,3.673,0.554,0.031,-0.186,0.467,-0.425,-1.183,0.556,0.0,1.84,0.64,2.827,1.125,-0.633,0.745,2.123,-0.545,0.204
-0.166,1.073,0.855,3.192,0.839,-0.155,-0.506,0.486,-0.223,-1.371,0.137,0.0,1.565,0.931,2.452,0.684,-0.813,0.717,2.312,-0.503,0.05
-0.386,1.102,0.758,3.722,0.814,-0.743,-0.759,0.812,-0.235,-1.048,0.224,0.0,1.397,0.895,2.361,-0.163,-1.619,1.343,2.122,-1.339,0.041
-0.175,1.368,1.065,3.067,0.506,-0.228,-0.467,1.103,-0.696,-1.184,0.208,0.0,1.623,0.892,2.755,0.691,-0.995,1.0,1.64,-1.159,-0.246
-0.556,1.363,1.118,4.911,0.617,0.033,-0.291,0.751,-0.736,-1.423,-0.099,0.0,2.341,1.026,2.864,1.762,-0.441,0.654,2.79,-0.763,-0.128
-0.527,1.254,0.865,4.147,0.615,-0.047,-0.348,0.896,-0.607,-1.141,-0.111,0.0,1.877,0.935,2.533,1.432,-0.389,0.528,2.598,-0.609,-0.017
-0.183,1.385,1.243,4.258,0.562,0.007,0.105,0.862,-0.58,-1.397,0.071,0.0,2.357,1.004,2.993,2.109,0.036,0.271,2.671,-0.623,-0.215
-0.486,1.252,0.833,4.166,0.585,-0.08,-0.415,0.527,-0.462,-1.36,-0.187,0.0,2.032,0.781,2.753,1.144,-1.025,1.039,2.505,-0.57,-0.021
-0.868,1.303,1.004,3.808,0.544,-0.212,-0.443,0.512,-0.363,-1.417,-0.441,0.0,1.826,0.726,2.603,0.837,-0.79,0.967,2.371,-0.686,-0.159
-0.37,1.056,1.098,3.72,0.666,-0.448,-0.847,1.101,-0.411,-1.169,0.321,0.0,1.723,0.808,2.588,0.412,-1.297,1.232,2.055,-1.406,-0.095
-0.5,1.389,0.971,3.736,0.519,0.18,-0.381,0.111,-0.614,-1.212,-0.312,0.0,2.053,0.818,2.505,1.062,-0.651,0.718,2.395,-0.312,-0.178
-0.082,1.17,0.915,4.616,0.745,-0.244,-1.0,0.774,-0.596,-1.206,0.192,0.0,2.007,0.735,2.669,0.261,-1.602,1.378,2.6,-1.235,0.092
-0.699,1.262,1.109,4.101,0.58,-0.084,-0.063,0.56,-0.415,-1.297,-0.83,0.0,2.085,0.818,2.179,1.547,-0.237,0.495,2.93,-0.28,-0.327
-0.587,1.341,0.759,4.167,0.441,0.168,0.196,0.025,-0.86,-1.31,-0.545,0.0,1.896,0.934,2.213,1.568,0.082,0.328,2.96,0.008,-0.121
-0.647,1.403,1.17,3.488,0.3,0.091,0.105,1.446,-0.626,-1.149,-0.325,0.0,2.175,0.9,2.856,1.967,0.091,0.415,2.126,-0.942,-0.291
-0.361,1.487,1.13,4.019,0.744,-0.295,-0.699,0.37,-0.757,-1.264,0.31,0.0,2.368,0.749,3.535,0.948,-1.329,1.039,2.38,-0.958,0.201
-0.26,1.447,0.945,4.452,0.786,-0.031,-0.606,0.453,-0.621,-1.261,0.295,0.0,2.284,0.928,3.159,1.169,-1.044,0.903,2.55,-0.887,0.046
-0.402,0.908,0.54,4.571,0.76,-0.079,-0.182,0.797,-0.422,-1.031,-0.142,0.0,1.432,0.815,2.183,0.696,-0.371,0.399,2.935,-0.602,0.237
-0.713,1.205,1.301,3.606,0.623,-0.585,-0.771,0.827,-0.571,-1.293,-0.076,0.0,2.221,0.99,2.617,0.805,-1.488,1.334,1.839,-1.342,-0.15
-0.689,1.325,0.988,3.901,0.421,-0.212,-0.418,1.07,-0.718,-1.46,-0.527,0.0,2.335,0.912,2.294,1.885,-0.582,0.86,2.424,-0.613,-0.397
-0.894,1.067,0.893,4.264,0.521,-0.633,-0.703,0.888,-0.356,-1.327,-0.472,0.0,2.135,0.813,2.316,0.558,-1.781,1.586,1.888,-1.416,-0.059
-0.164,1.237,1.033,4.537,0.597,-0.107,-0.188,0.839,-0.452,-1.256,0.105,0.0,1.993,1.072,2.861,1.581,-0.189,0.313,3.097,-0.398,-0.002
0.06,1.496,1.08,3.88,0.705,-0.142,-0.389,0.614,-0.682,-1.142,0.222,0.0,2.25,0.898,3.058,1.481,-0.3,0.2,2.807,-0.605,0.035
-0.824,1.465,1.055,3.953,0.653,-0.048,-0.422,0.303,-0.821,-1.25,-0.452,0.0,2.217,1.165,2.828,1.191,-0.586,0.719,2.591,-0.423,-0.116
-0.177,1.312,0.757,4.194,0.55,-0.252,-0.816,0.5,-0.483,-1.318,0.154,0.0,1.562,1.015,2.472,-0.015,-1.601,1.299,2.257,-0.943,0.108
-0.189,1.356,1.105,3.239,0.715,-0.04,-0.674,0.327,-0.671,-1.272,0.282,0.0,1.869,0.963,2.645,0.308,-1.343,0.823,2.101,-0.877,0.094
-0.033,1.295,1.161,3.933,0.612,0.027,0.204,0.642,-0.465,-1.207,-0.091,0.0,2.37,1.073,2.744,2.338,0.39,0.006,2.92,-0.224,-0.201
-0.146,1.375,1.211,4.214,0.515,-0.03,-0.911,0.162,-0.595,-1.525,0.173,0.0,2.356,0.933,3.02,0.838,-1.432,1.027,2.55,-0.894,0.206
-0.974,1.342,1.18,4.156,0.638,-0.494,-0.534,0.659,-0.656,-1.51,-0.215,0.0,2.314,0.954,2.722,1.01,-1.406,1.368,1.927,-1.187,-0.132
-0.111,1.227,0.699,5.044,0.733,-0.048,-0.483,0.464,-0.619,-1.373,0.2,0.0,1.852,1.159,2.499,0.991,-0.575,0.354,3.492,-0.597,0.18
-1.091,1.023,1.035,3.743,0.491,-0.571,-0.873,0.789,-0.272,-1.046,-0.649,0.0,1.725,0.748,2.13,0.553,-1.58,1.719,1.977,-1.102,-0.482
-0.172,1.227,1.171,3.997,0.637,-0.286,-0.621,0.181,-0.589,-1.153,0.482,0.0,2.289,1.068,3.28,0.642,-1.434,0.982,2.165,-1.139,0.033
-0.374,1.39,1.207,4.075,0.638,-0.223,-0.582,1.09,-0.706,-1.391,-0.065,0.0,2.325,0.953,2.836,1.043,-1.219,1.142,2.224,-1.251,-0.145
-0.415,1.551,1.38,2.911,0.275,-0.161,-0.709,0.59,-0.779,-1.441,0.007,0.0,2.286,0.749,3.049,0.642,-1.327,1.271,1.426,-1.072,-0.166
-0.213,1.387,1.033,3.903,0.724,-0.062,-0.549,0.729,-0.862,-1.258,0.135,0.0,2.021,0.73,3.074,0.167,-1.503,1.214,2.311,-1.167,0.091
-0.061,1.192,1.044,4.061,0.632,-0.074,-0.261,1.252,-0.615,-1.086,0.281,0.0,2.199,0.703,2.861,1.295,-0.722,0.708,2.224,-1.044,-0.173
0.035,1.355,1.102,4.157,0.561,0.009,-0.44,1.302,-0.705,-1.341,0.268,0.0,2.028,0.931,2.816,1.261,-0.684,0.61,2.671,-1.144,0.028
-0.216,1.131,0.983,3.527,0.724,-0.376,-0.569,0.771,-0.489,-1.183,0.244,0.0,1.564,0.882,2.416,-0.073,-1.542,0.914,1.976,-1.178,0.273
-0.362,1.026,1.275,3.583,0.511,-0.392,-0.829,0.408,-0.538,-1.558,0.008,0.0,2.069,0.681,2.544,0.308,-1.838,1.428,1.699,-1.07,-0.047
-0.04,1.461,1.319,3.328,0.833,-0.518,-0.753,0.577,-0.529,-1.329,0.427,0.0,1.926,1.049,3.041,0.225,-1.715,1.163,2.026,-1.144,-0.106
-0.452,1.287,1.018,4.687,0.481,-0.194,-0.753,0.699,-0.69,-1.259,-0.007,0.0,2.343,0.808,2.947,0.894,-1.25,1.18,2.525,-1.06,0.019
0.118,1.48,0.986,3.333,0.756,0.073,-0.694,0.38,-0.753,-1.219,0.49,0.0,2.177,0.968,3.461,0.976,-0.993,0.719,2.139,-0.742,0.147
0.062,1.516,0.983,3.477,0.821,0.484,-0.115,0.221,-0.73,-1.349,0.368,0.0,2.233,0.867,3.147,1.446,-0.354,0.269,2.614,-0.264,0.085
-0.48,1.398,1.362,3.693,0.48,-0.342,-0.871,0.908,-0.523,-1.233,0.145,0.0,2.22,0.944,3.174,0.953,-1.072,0.789,2.044,-1.111,-0.129
-0.307,1.193,0.551,4.386,0.488,-0.122,-0.037,0.485,-0.359,-1.034,0.086,0.0,1.545,1.027,2.579,1.356,-0.041,0.308,3.026,-0.495,0.144
-0.459,1.644,0.99,4.163,0.615,0.012,-0.793,0.184,-0.773,-1.377,0.002,0.0,2.005,0.921,3.096,0.763,-1.159,0.96,2.604,-0.726,-0.143
-0.497,1.113,0.628,4.607,0.555,0.193,0.745,0.651,-0.407,-1.048,-0.683,0.0,2.259,0.767,2.584,2.922,1.153,-0.411,3.54,0.305,-0.203
0.299,1.589,0.748,4.682,0.779,0.113,-0.605,0.418,-0.916,-1.334,0.711,0.0,2.354,0.819,3.438,0.679,-1.295,0.787,2.808,-0.948,0.535
-1.019,1.53,0.9,4.535,0.277,-0.171,-0.093,0.384,-0.786,-1.451,-0.79,0.0,2.294,0.916,2.457,1.621,-0.44,1.069,2.484,-0.392,-0.339
-0.546,1.143,0.622,3.89,0.615,-0.236,-0.266,0.854,-0.356,-1.315,-0.414,0.0,1.67,0.754,2.122,1.122,-0.268,0.525,2.41,-0.605,-0.347
-0.672,1.31,1.141,4.298,0.549,-0.498,-1.058,1.008,-0.622,-1.45,-0.241,0.0,2.277,0.83,2.768,-0.089,-2.363,1.968,1.693,-1.702,-0.219
0.137,1.435,1.295,3.576,0.919,0.142,-0.258,0.267,-0.714,-1.38,0.49,0.0,2.334,0.981,3.262,1.176,-0.984,0.678,2.607,-0.545,0.117
-0.396,1.17,1.17,3.972,0.658,-0.185,-0.215,0.948,-0.453,-1.562,-0.229,0.0,2.054,1.14,2.327,1.568,-0.454,0.613,2.645,-0.706,-0.427
-0.589,1.105,0.973,3.589,0.651,-0.36,-0.245,1.015,-0.377,-1.158,-0.339,0.0,1.725,0.834,2.192,0.937,-0.639,0.706,2.195,-0.749,-0.323
0.126,1.018,1.102,4.544,0.909,-0.022,-0.634,0.156,-0.578,-1.273,0.43,0.0,2.302,0.756,2.715,0.597,-1.439,0.786,2.985,-0.783,0.388
-0.884,1.453,1.21,3.166,0.619,-0.11,-0.34,0.227,-0.847,-1.321,-0.493,0.0,2.008,1.065,2.659,0.982,-0.623,0.85,2.315,-0.42,-0.266
-0.298,1.373,1.346,3.058,0.655,0.001,-0.527,0.309,-0.825,-1.408,-0.067,0.0,2.145,0.852,2.599,1.048,-0.868,0.788,1.953,-0.708,-0.119
-0.695,1.291,0.775,4.049,0.593,0.037,0.305,0.791,-0.638,-1.202,-0.834,0.0,2.01,0.849,2.215,2.035,0.545,0.007,2.889,-0.098,-0.373
-0.698,1.085,0.366,3.915,0.573,0.151,0.361,0.483,-0.547,-0.989,-0.863,0.0,1.433,0.826,1.549,1.615,0.495,-0.042,3.184,0.2,-0.061
-0.341,1.277,1.1,3.825,0.579,-0.228,-0.748,0.618,-0.339,-1.284,0.029,0.0,1.751,0.862,2.788,0.653,-1.235,1.073,2.144,-1.114,0.102
-0.493,1.334,0.723,4.197,0.615,-0.237,-0.413,1.078,-0.565,-1.13,0.003,0.0,1.503,1.106,2.564,0.81,-0.618,0.921,2.452,-1.045,0.037
-0.614,1.291,0.925,4.184,0.744,-0.068,-0.732,0.123,-0.671,-1.59,-0.121,0.0,2.06,1.009,2.434,0.083,-1.957,1.634,2.229,-1.048,0.129
-0.787,1.19,1.199,2.904,0.56,-0.304,-0.312,0.676,-0.273,-1.092,-0.52,0.0,1.701,0.708,2.502,0.896,-0.76,0.807,1.86,-0.6,-0.448
-0.325,1.41,0.571,4.59,0.5,-0.051,-0.217,0.093,-0.674,-1.266,-0.006,0.0,1.796,0.995,2.566,1.093,-0.623,0.441,2.967,-0.307,0.171
-0.596,1.299,0.845,3.623,0.463,-0.08,-0.326,0.575,-0.715,-1.213,-0.419,0.0,1.525,1.058,2.152,0.659,-0.579,0.789,2.25,-0.525,-0.195
-0.068,1.374,1.028,3.947,0.656,0.067,0.009,0.659,-0.625,-1.284,0.139,0.0,2.214,0.982,2.994,1.182,-0.544,0.646,2.549,-0.576,-0.19
0.081,1.105,0.864,4.397,0.74,0.194,-0.363,0.017,-0.428,-1.258,0.504,0.0,1.852,0.805,2.577,1.171,-0.567,0.559,2.847,-0.334,0.439
-0.22,1.476,1.071,4.785,0.601,-0.314,-0.219,0.491,-0.721,-1.436,0.264,0.0,2.114,1.094,2.897,1.141,-0.69,0.794,2.944,-0.796,-0.007
0.092,1.244,1.264,3.716,0.68,-0.34,-0.659,0.91,-0.56,-1.246,0.474,0.0,2.229,0.969,3.012,0.602,-1.283,0.914,2.033,-1.122,0.13
-0.005,1.216,1.149,3.855,0.63,-0.166,-0.71,0.777,-0.482,-1.541,0.167,0.0,2.242,1.093,2.607,1.116,-1.081,0.979,2.406,-0.963,0.053
-0.324,1.232,0.663,3.505,0.329,-0.133,-0.351,0.425,-0.579,-0.735,-0.014,0.0,1.34,0.757,2.429,0.634,-0.606,0.735,2.183,-0.557,-0.123
-1.014,1.341,0.968,3.867,0.548,-0.473,-0.639,0.92,-0.466,-1.362,-0.632,0.0,1.777,0.9,2.321,0.34,-1.471,1.682,1.894,-1.204,-0.317
-0.116,1.276,0.859,4.25,0.705,-0.092,-1.012,0.13,-0.473,-1.198,0.427,0.0,2.01,0.743,3.077,0.618,-1.5,1.218,2.359,-0.837,0.334
0.092,0.971,0.884,5.077,0.703,0.016,0.0,0.683,-0.429,-1.248,0.354,0.0,1.911,0.599,2.744,1.588,-0.206,0.222,3.381,-0.628,0.211
-0.961,1.005,0.929,4.536,0.352,-0.634,-0.638,0.873,-0.202,-1.462,-0.513,0.0,2.133,0.665,2.134,0.582,-1.862,1.886,1.897,-1.452,-0.288
-0.51,1.494,0.691,3.611,0.398,0.096,-0.135,0.022,-0.816,-1.07,-0.44,0.0,1.852,1.006,2.618,1.051,-0.416,0.609,2.388,-0.12,-0.016
-0.586,1.366,0.715,4.742,0.617,0.081,-0.041,0.622,-0.487,-1.24,-0.406,0.0,2.021,0.792,2.448,1.567,-0.115,0.472,2.931,-0.515,-0.265
-1.078,1.263,1.198,4.3,0.469,-0.601,-0.772,0.739,-0.627,-1.299,-0.508,0.0,2.152,0.741,2.707,0.844,-1.051,0.974,2.223,-0.968,-0.217
-0.919,1.164,1.14,3.73,0.403,-0.7,-0.259,1.476,-0.199,-1.503,-0.622,0.0,2.102,0.819,2.28,1.585,-0.363,0.594,2.184,-0.97,-0.406
-0.166,1.507,0.955,3.688,0.591,-0.069,-0.961,0.258,-0.83,-1.245,0.284,0.0,1.843,0.877,3.009,-0.185,-2.039,1.475,1.991,-0.896,0.038
-0.309,1.175,1.097,3.93,0.751,-0.347,-0.804,0.408,-0.427,-1.331,0.285,0.0,1.928,0.983,2.681,0.279,-1.783,1.247,2.094,-1.306,0.121
-0.989,1.465,1.277,3.759,0.686,-0.229,-0.327,0.664,-0.776,-1.383,-0.7,0.0,2.37,0.904,2.711,1.58,-0.507,0.795,2.443,-0.84,-0.153
-0.672,1.277,0.907,4.212,0.641,-0.015,-0.2,0.348,-0.45,-1.338,-0.61,0.0,1.912,0.873,2.477,1.352,-0.309,0.57,2.867,-0.389,-0.275
-0.354,1.243,0.45,4.501,0.439,-0.182,-0.869,0.424,-0.544,-1.188,0.113,0.0,1.428,0.908,2.453,-0.334,-1.728,1.574,2.275,-0.902,0.334
-0.502,1.257,1.295,3.483,0.379,-0.207,-0.455,0.661,-0.586,-1.389,0.079,0.0,2.117,0.968,2.863,1.023,-0.971,1.125,1.947,-1.031,-0.176
-0.382,1.141,0.842,4.113,0.572,-0.326,-0.441,0.489,-0.371,-1.271,0.101,0.0,1.627,0.881,2.617,0.457,-1.349,1.121,2.339,-0.915,0.03
-0.376,1.481,0.812,4.693,0.477,-0.449,-0.864,0.549,-0.679,-1.442,0.125,0.0,2.145,0.834,2.844,0.77,-1.642,1.411,2.225,-1.27,0.272
-0.168,1.366,0.948,3.946,0.625,0.131,0.063,0.46,-0.629,-1.221,-0.276,0.0,2.3,0.815,2.466,2.066,0.46,0.061,2.91,-0.11,-0.194
-0.813,1.506,0.643,3.883,0.621,0.21,-0.502,-0.102,-0.846,-1.114,-0.488,0.0,1.393,1.152,2.377,0.298,-0.679,0.901,2.486,-0.261,0.032
-0.664,1.388,1.132,3.921,0.665,-0.213,-0.173,0.741,-0.795,-1.604,-0.482,0.0,2.234,0.951,2.433,1.021,-0.798,0.931,2.184,-0.799,-0.242
0.152,1.2,0.988,4.426,0.917,-0.222,-0.691,0.88,-0.255,-1.142,0.708,0.0,1.838,0.999,2.858,0.665,-1.041,0.572,2.827,-1.119,0.123
-0.568,1.498,0.994,4.701,0.507,-0.201,-0.57,0.422,-0.671,-1.17,0.002,0.0,2.037,0.762,3.016,1.049,-0.766,0.704,2.952,-0.838,0.163
-0.123,1.027,0.477,4.344,0.521,-0.407,-0.639,0.713,-0.415,-1.153,0.247,0.0,1.555,0.782,2.463,0.392,-1.09,1.053,2.467,-0.789,0.153
-0.468,1.087,1.037,3.868,0.552,-0.285,-0.507,1.124,-0.185,-1.251,-0.143,0.0,1.965,0.894,2.564,1.096,-0.701,0.866,2.106,-0.985,-0.052
-0.226,1.453,1.107,3.74,0.675,-0.033,-0.087,0.548,-0.607,-1.333,-0.194,0.0,2.247,0.947,2.874,1.437,-0.396,0.392,2.75,-0.445,-0.138
-0.847,1.312,1.088,4.49,0.533,-0.26,-0.887,0.268,-0.644,-1.104,-0.461,0.0,1.736,0.903,2.438,0.017,-1.802,1.696,2.251,-0.784,-0.058
-0.896,1.43,0.937,4.495,0.478,-0.18,-0.214,0.434,-0.661,-1.422,-0.506,0.0,2.198,0.849,2.659,1.178,-0.816,1.26,2.468,-0.777,-0.163
-0.191,1.313,0.676,4.055,0.565,0.305,-0.18,0.233,-0.567,-1.195,-0.052,0.0,2.047,1.053,2.833,1.34,-0.509,0.466,2.907,-0.151,0.003
-0.026,1.224,1.287,3.614,0.755,-0.439,-0.445,0.998,-0.374,-1.558,0.261,0.0,2.324,0.986,2.801,1.314,-0.817,0.643,2.19,-0.918,-0.033
-0.194,1.282,1.139,4.218,0.748,-0.412,-0.913,0.679,-0.57,-1.369,0.226,0.0,2.232,0.894,3.032,0.423,-2.203,1.64,2.33,-1.406,-0.028
-0.253,1.336,1.014,4.379,0.449,-0.174,0.064,0.92,-0.494,-1.35,-0.182,0.0,2.28,1.13,2.6,2.443,0.319,0.181,2.996,-0.546,-0.359
0.184,1.368,1.144,3.777,0.781,0.071,-0.346,0.572,-0.472,-1.369,0.543,0.0,2.062,0.927,3.265,1.212,-0.66,0.628,2.654,-0.621,0.032
-0.32,1.236,1.176,3.528,0.569,-0.049,0.127,0.512,-0.358,-1.321,-0.26,0.0,2.158,0.929,2.638,1.911,0.069,0.26,2.464,-0.093,-0.416
-0.68,1.381,0.652,4.756,0.443,0.13,-0.475,0.648,-0.664,-1.005,-0.537,0.0,2.225,0.895,2.548,1.524,-0.185,0.652,2.97,-0.252,0.252
-0.266,1.516,1.053,3.997,0.594,0.057,0.029,0.769,-0.701,-1.239,-0.082,0.0,2.348,1.009,3.078,2.044,0.172,0.199,3.016,-0.344,0.033
-0.51,1.503,0.913,4.179,0.524,-0.056,-0.495,0.331,-0.683,-1.304,-0.187,0.0,2.136,0.821,2.784,1.305,-0.735,0.762,2.419,-0.581,-0.244
-0.161,1.249,1.157,4.436,0.662,-0.392,-0.589,0.61,-0.268,-1.198,0.169,0.0,1.914,0.788,2.767,0.562,-1.341,1.001,2.544,-0.957,0.121
-0.063,1.53,1.078,4.094,0.779,-0.314,-0.624,0.588,-0.774,-1.539,0.3,0.0,2.338,0.979,3.155,0.94,-1.313,1.168,2.295,-0.971,-0.058
-0.585,1.579,0.727,4.671,0.51,0.28,0.63,0.629,-0.708,-1.13,-0.643,0.0,2.201,1.052,2.41,2.467,0.718,0.065,3.174,-0.078,-0.347
-0.139,1.131,1.08,3.812,0.548,-0.23,-0.426,1.008,-0.392,-1.146,0.164,0.0,1.804,0.747,2.454,0.959,-0.501,0.529,2.383,-0.91,0.074
-0.306,1.002,0.984,3.719,0.69,-0.235,-0.8,0.594,-0.379,-1.301,-0.039,0.0,1.817,0.913,2.481,0.782,-1.203,0.836,2.16,-0.935,-0.013
-0.279,1.366,1.166,3.549,0.59,-0.413,-0.784,0.656,-0.436,-1.438,0.131,0.0,1.796,0.83,2.772,0.302,-1.564,1.221,1.989,-1.16,0.036
-0.811,1.416,1.225,4.261,0.786,0.087,-0.331,0.712,-0.769,-1.283,-0.396,0.0,2.299,1.439,2.823,1.533,-0.513,0.608,2.786,-0.64,-0.12
