x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,y,x18,x19,x20
-4.079,4.56,-0.871,0.105,-2.895,-4.015,-1.496,0.39,1.83,1.793,0.283,1.794,0.028,1.298,0.494,-0.974,0.519,0.0,0.339,-1.488,-0.474
-4.669,3.959,0.46,0.453,-3.101,-3.089,-1.621,-0.38,1.236,0.659,-0.795,1.985,-0.335,0.494,-0.859,0.048,0.613,0.0,0.489,-1.314,-0.649
-4.583,3.643,0.915,0.236,-3.006,-4.101,-1.239,0.174,1.26,0.704,-0.516,1.923,0.089,0.789,-0.453,-0.303,0.73,0.0,0.35,-1.207,-0.449
-4.704,3.724,1.799,0.354,-2.63,-4.129,-1.283,0.453,1.036,0.357,-1.038,1.815,0.122,0.512,-0.891,0.356,1.152,0.0,0.35,-1.125,-0.611
-3.316,3.561,-0.743,-0.039,-2.672,-3.973,-1.429,0.265,1.832,1.143,0.315,1.77,0.086,1.169,0.489,-1.258,0.01,0.0,0.17,-1.533,-0.672
-3.662,3.53,1.273,0.101,-2.801,-4.561,-1.241,0.394,1.236,1.071,-0.374,1.721,0.448,0.837,-0.298,-0.312,0.69,0.0,0.179,-1.158,-0.664
-4.866,3.906,-0.417,0.045,-2.956,-3.856,-1.319,0.083,1.667,1.384,0.144,1.707,-0.274,0.954,0.195,-0.985,0.673,0.0,0.308,-1.119,-0.736
-4.692,3.445,2.658,0.671,-2.94,-4.067,-1.459,0.314,0.44,-0.557,-1.722,1.668,-0.075,-0.162,-1.514,1.026,1.157,0.0,0.407,-1.002,-0.552
-3.606,4.283,-0.971,-0.065,-3.277,-4.173,-1.687,0.301,1.787,1.896,0.414,1.766,0.059,1.537,0.68,-1.216,0.614,0.0,0.224,-1.591,-0.55
-3.875,3.697,0.665,0.267,-3.06,-3.598,-1.419,0.01,1.107,0.222,-0.531,1.718,-0.051,0.762,-0.567,-0.292,0.056,0.0,0.261,-1.636,-0.476
-4.069,4.46,1.369,0.631,-2.926,-3.967,-1.527,-0.07,0.917,0.628,-1.106,1.706,0.019,-0.017,-1.137,0.253,0.601,0.0,0.514,-1.254,-0.617
-3.794,3.478,0.019,0.058,-3.244,-3.914,-1.49,0.154,1.646,0.841,0.17,1.708,-0.043,1.252,0.196,-0.41,0.857,0.0,0.31,-1.553,-0.436
-5.012,4.533,-0.35,0.142,-2.923,-3.781,-1.709,-0.208,1.596,1.331,-0.079,1.914,-0.433,1.126,-0.02,-0.499,0.908,0.0,0.287,-1.536,-0.424
-5.06,3.522,0.59,-0.007,-2.841,-3.408,-1.363,0.089,1.213,0.368,-0.382,1.977,-0.239,1.079,-0.322,-0.112,0.923,0.0,0.259,-1.438,-0.426
-4.41,3.614,-0.032,-0.05,-3.091,-3.782,-1.396,0.293,1.304,1.294,0.269,1.79,-0.205,1.321,0.451,-0.528,0.954,0.0,0.252,-1.536,-0.602
-3.725,4.464,1.226,0.337,-3.258,-3.913,-1.657,0.237,0.976,0.649,-0.814,1.65,0.064,0.517,-0.713,0.134,0.896,0.0,0.415,-1.502,-0.526
-3.855,3.795,3.014,0.56,-3.017,-4.373,-1.453,0.475,0.255,-0.344,-1.69,1.728,0.218,0.119,-1.631,1.044,0.749,0.0,0.402,-1.275,-0.373
-2.579,3.778,1.701,0.201,-2.913,-4.145,-1.214,0.189,0.582,0.634,-0.614,1.5,0.586,0.2,-0.669,0.104,0.899,0.0,0.328,-1.357,-0.289
-3.308,4.501,0.682,0.297,-3.025,-3.826,-1.73,-0.029,0.832,0.895,-0.607,1.748,0.093,0.707,-0.46,-0.002,0.813,0.0,0.55,-1.616,-0.483
-4.603,4.31,2.203,0.474,-3.182,-3.698,-1.395,-0.015,0.436,0.459,-1.585,1.663,-0.044,-0.081,-1.553,0.625,1.091,0.0,0.226,-1.159,-0.781
-4.793,4.071,0.951,0.241,-3.038,-4.145,-1.459,-0.001,1.135,0.755,-0.479,1.857,0.01,0.484,-0.443,-0.219,0.938,0.0,0.441,-1.395,-0.652
-3.338,3.951,0.189,0.072,-2.678,-4.07,-1.496,0.221,1.189,1.058,-0.029,1.619,0.231,0.602,0.033,-0.641,0.86,0.0,0.143,-1.428,-0.65
-4.86,3.985,-0.541,-0.144,-3.239,-3.953,-1.472,0.327,1.893,1.673,0.556,1.884,-0.088,1.689,0.633,-0.888,0.801,0.0,0.139,-1.646,-0.518
-3.327,3.553,1.841,0.182,-2.446,-3.978,-1.55,0.167,0.66,-0.142,-0.951,1.415,0.073,0.103,-0.976,0.311,0.833,0.0,0.244,-1.375,-0.52
-3.711,4.083,1.755,0.6,-2.866,-3.957,-1.662,-0.115,0.745,0.294,-1.417,1.72,-0.162,-0.18,-1.39,0.467,0.931,0.0,0.567,-1.096,-0.63
-3.444,4.537,0.958,0.673,-3.344,-3.925,-1.704,0.147,0.947,0.851,-1.162,1.631,0.183,0.035,-1.06,0.044,0.116,0.0,0.417,-0.98,-0.44
-4.905,3.655,-0.407,-0.011,-2.796,-3.888,-1.343,0.164,1.808,1.289,0.112,1.821,-0.392,1.228,0.285,-1.055,0.434,0.0,0.27,-1.287,-0.774
-3.693,4.243,1.344,0.416,-3.077,-4.329,-1.545,0.157,1.005,0.548,-0.898,1.733,0.285,0.022,-0.944,-0.137,0.266,0.0,0.641,-1.315,-0.61
-3.894,3.619,1.519,0.592,-2.861,-3.732,-1.315,-0.184,0.748,-0.029,-1.345,1.69,-0.047,0.104,-1.191,0.321,0.279,0.0,0.551,-1.039,-0.565
-4.531,3.562,1.482,0.473,-2.622,-4.247,-1.342,0.098,0.957,0.06,-1.071,1.779,0.067,-0.304,-1.223,-0.344,0.355,0.0,0.461,-1.348,-0.828
-3.686,4.117,1.172,0.49,-2.472,-4.124,-1.54,0.102,0.897,0.279,-1.126,1.701,0.032,0.164,-0.765,0.202,0.981,0.0,0.274,-1.127,-0.774
-3.541,4.442,0.367,0.453,-2.669,-4.052,-1.668,-0.335,1.356,0.554,-0.769,1.772,0.003,0.466,-0.57,-0.496,0.405,0.0,0.162,-1.3,-0.568
-3.824,3.994,0.7,0.293,-3.068,-3.881,-1.459,-0.132,0.926,0.887,-0.706,1.711,0.076,0.408,-0.652,-0.362,0.245,0.0,0.384,-1.34,-0.552
-4.772,3.708,0.935,0.329,-2.845,-4.1,-1.431,-0.017,0.979,0.757,-0.477,1.782,-0.129,0.536,-0.619,-0.13,0.679,0.0,0.265,-1.216,-0.551
-3.882,4.763,1.129,0.171,-2.925,-4.232,-1.918,0.106,1.047,0.957,-0.794,1.74,0.136,0.884,-0.619,0.058,0.602,0.0,0.365,-1.767,-0.65
-4.199,3.65,2.318,0.45,-2.795,-4.331,-1.278,0.284,0.551,-0.199,-1.364,1.502,0.107,-0.132,-1.383,0.611,0.87,0.0,0.357,-1.112,-0.626
-3.746,4.061,1.237,0.71,-2.818,-4.021,-1.373,0.017,1.03,0.373,-1.003,2.069,0.102,0.616,-0.895,0.284,0.683,0.0,0.697,-1.006,-0.408
-3.322,4.368,1.82,0.488,-3.272,-4.267,-1.491,0.226,0.866,0.82,-1.07,1.728,0.07,0.428,-1.084,0.532,1.054,0.0,0.281,-1.12,-0.569
-2.997,3.883,0.706,0.454,-3.168,-4.025,-1.269,-0.046,1.067,0.97,-0.574,1.508,0.362,-0.205,-0.69,-0.729,0.091,0.0,0.321,-0.981,-0.585
-4.23,3.168,2.391,0.412,-2.616,-4.06,-1.186,0.456,0.85,-0.223,-1.372,1.882,0.107,0.702,-1.115,0.685,0.931,0.0,0.474,-0.937,-0.455
-2.815,4.035,-0.371,0.249,-3.228,-3.846,-1.445,0.155,1.423,1.506,0.019,1.577,0.269,0.875,0.186,-0.876,0.644,0.0,0.444,-1.239,-0.819
-4.134,4.438,-1.339,-0.025,-2.786,-4.082,-1.437,0.342,1.948,1.882,0.649,1.588,-0.135,1.43,1.027,-1.292,0.654,0.0,-0.016,-1.503,-0.748
-3.768,3.01,0.941,0.262,-2.71,-4.055,-1.011,0.375,1.315,0.513,-0.408,1.672,0.144,0.361,-0.315,-0.383,0.627,0.0,0.226,-1.004,-0.604
-4.436,4.494,-0.592,0.077,-3.024,-4.222,-1.661,-0.014,1.625,1.4,-0.085,1.652,0.054,1.049,0.16,-1.136,0.254,0.0,0.288,-1.529,-0.739
-4.281,3.816,1.785,0.695,-2.896,-4.06,-1.404,0.156,0.802,-0.078,-1.453,1.736,0.068,0.154,-1.248,0.183,0.043,0.0,0.579,-0.984,-0.465
-3.75,3.648,1.316,0.475,-2.858,-3.798,-1.757,0.043,0.846,0.109,-1.197,1.785,0.103,0.037,-1.262,0.084,0.35,0.0,0.426,-1.317,-0.482
-5.191,3.458,-1.13,-0.259,-2.833,-4.131,-1.205,0.352,2.239,1.635,0.695,1.822,-0.256,1.756,0.985,-1.546,0.272,0.0,0.214,-1.346,-0.704
-5.383,3.8,1.608,0.452,-2.909,-4.592,-1.273,0.366,1.222,0.197,-0.882,1.813,0.031,0.327,-0.695,-0.018,0.683,0.0,0.388,-1.182,-0.479
-3.641,4.405,0.649,0.413,-3.154,-4.212,-1.696,0.13,1.078,1.266,-0.455,1.559,0.128,0.451,-0.504,-0.221,0.477,0.0,0.436,-1.254,-0.412
-4.58,3.157,3.175,0.732,-3.138,-3.856,-1.109,0.337,0.431,-0.755,-2.142,1.855,-0.011,0.245,-1.52,1.222,0.946,0.0,0.414,-0.761,-0.581
-3.829,4.083,-0.053,0.032,-2.666,-3.944,-1.483,-0.015,1.771,0.999,-0.054,1.812,-0.088,1.26,0.109,-0.807,0.081,0.0,0.301,-1.539,-0.508
-4.036,4.107,0.587,0.188,-2.384,-4.4,-1.375,0.188,1.44,1.03,-0.153,1.735,0.191,0.772,-0.182,-0.566,0.418,0.0,0.278,-1.305,-0.529
-3.271,3.927,0.463,0.361,-2.667,-4.08,-1.674,-0.047,1.162,0.504,-0.456,1.702,-0.011,0.338,-0.496,-0.535,0.354,0.0,0.608,-1.61,-0.529
-3.268,3.922,0.622,0.234,-3.105,-3.729,-1.525,0.268,1.533,0.582,-0.433,1.775,0.058,0.822,-0.408,-0.316,0.496,0.0,0.333,-1.464,-0.572
-4.645,3.857,1.648,0.442,-2.965,-4.096,-1.496,0.215,1.038,0.151,-1.169,1.999,0.036,0.475,-1.084,0.211,0.442,0.0,0.559,-1.231,-0.576
-4.591,4.274,1.961,0.453,-2.737,-4.065,-1.309,0.165,0.841,0.353,-1.39,1.844,0.094,0.251,-1.241,0.198,0.451,0.0,0.458,-1.182,-0.576
-3.851,4.035,1.69,0.429,-2.815,-3.389,-1.398,0.002,0.797,0.147,-1.158,1.791,-0.002,0.388,-1.132,0.569,0.884,0.0,0.183,-1.187,-0.545
-4.54,4.099,1.588,0.309,-2.958,-3.582,-1.228,0.021,0.779,0.647,-0.78,1.804,-0.193,0.717,-0.766,0.417,1.439,0.0,0.334,-1.27,-0.561
-3.417,3.858,0.966,0.403,-2.81,-3.45,-1.494,-0.25,0.887,0.264,-1.013,1.857,-0.105,0.489,-1.033,0.089,0.224,0.0,0.377,-1.365,-0.402
-4.322,3.315,1.224,0.102,-3.048,-3.982,-1.371,0.337,1.17,0.484,-0.527,1.867,0.113,1.16,-0.353,-0.18,0.439,0.0,0.462,-1.494,-0.329
-3.761,3.64,1.865,0.581,-3.114,-3.904,-1.4,0.242,0.83,0.309,-0.935,2.085,0.16,0.363,-1.055,0.27,1.059,0.0,0.494,-0.968,-0.526
-3.534,4.049,-0.744,0.269,-2.854,-3.67,-1.401,0.113,1.516,1.39,0.13,1.65,0.156,0.816,0.256,-1.004,0.616,0.0,0.382,-1.322,-0.639
-3.028,4.955,-0.157,-0.037,-2.767,-4.233,-1.639,0.285,1.695,2.146,0.333,1.777,0.263,1.415,0.332,-0.871,0.329,0.0,0.19,-1.475,-0.44
-3.608,4.621,-1.43,-0.18,-2.951,-3.976,-1.619,0.353,1.943,2.243,0.838,1.962,0.306,1.716,1.129,-1.526,0.969,0.0,0.442,-1.623,-0.791
-3.238,4.149,0.965,0.233,-2.882,-4.098,-1.53,0.092,1.354,0.931,-0.776,1.692,0.558,0.617,-0.59,-0.458,0.235,0.0,0.456,-1.297,-0.685
-4.687,4.188,1.541,0.605,-2.636,-3.971,-1.478,0.076,0.717,0.442,-1.034,1.9,-0.028,-0.092,-1.222,0.109,0.663,0.0,0.351,-1.022,-0.494
-4.675,3.623,1.631,0.419,-2.923,-3.6,-1.424,0.159,0.85,0.082,-1.228,1.89,-0.027,0.68,-1.166,0.23,0.428,0.0,0.562,-1.049,-0.567
-3.367,4.561,1.631,0.538,-3.162,-4.5,-1.379,0.304,1.173,1.01,-0.922,1.576,0.251,0.367,-0.936,-0.088,-0.048,0.0,0.223,-1.103,-0.522
-3.988,3.404,1.058,0.425,-2.746,-4.024,-1.296,0.244,1.147,0.2,-0.676,1.788,0.389,0.421,-0.572,-0.065,0.706,0.0,0.262,-1.151,-0.667
-3.604,4.31,1.817,0.222,-3.062,-4.314,-1.564,0.228,0.869,0.463,-0.869,1.652,0.394,0.345,-0.951,0.007,0.658,0.0,0.338,-1.584,-0.468
-3.51,4.301,1.386,0.604,-3.047,-3.651,-1.719,0.007,0.571,0.576,-1.269,1.695,-0.008,0.143,-1.165,0.464,0.716,0.0,0.472,-1.162,-0.492
-2.971,4.232,2.714,0.694,-3.244,-4.699,-1.462,0.357,0.443,0.398,-1.575,1.495,0.355,0.044,-1.436,0.779,0.803,0.0,0.341,-0.976,-0.517
-3.694,4.102,1.822,0.287,-2.801,-3.951,-1.534,0.308,0.977,0.566,-0.931,1.811,0.133,0.466,-1.062,0.365,1.104,0.0,0.342,-1.309,-0.478
-4.211,3.613,1.704,0.424,-2.746,-3.071,-1.501,0.007,0.817,-0.185,-1.311,1.933,-0.124,0.094,-1.53,0.492,0.878,0.0,0.326,-1.234,-0.579
-4.904,4.05,2.863,0.715,-2.655,-4.264,-1.37,0.678,0.855,0.108,-1.406,1.996,0.205,0.384,-1.355,1.012,1.453,0.0,0.439,-1.069,-0.525
-3.902,3.265,1.698,0.503,-2.516,-3.83,-1.504,0.123,0.669,-0.559,-1.452,1.878,0.098,-0.045,-1.487,0.176,-0.096,0.0,0.545,-1.274,-0.575
-4.112,4.293,0.871,0.514,-3.013,-4.306,-1.537,-0.134,1.095,0.818,-0.912,1.932,0.001,0.438,-0.938,-0.373,0.211,0.0,0.496,-1.023,-0.693
-4.88,4.33,0.116,0.353,-2.829,-3.685,-1.389,-0.254,1.408,1.114,-0.546,1.648,-0.236,0.479,-0.384,-0.247,0.436,0.0,0.171,-1.105,-0.475
-4.14,3.647,1.454,0.42,-2.73,-4.058,-1.21,0.273,1.028,0.398,-0.634,1.801,0.137,0.275,-0.801,-0.065,0.482,0.0,0.475,-1.129,-0.593
-4.576,3.537,3.104,0.656,-2.959,-3.54,-1.288,0.403,0.542,-0.855,-2.311,1.899,-0.035,0.544,-1.704,1.36,0.864,0.0,0.28,-1.008,-0.678
-4.124,4.135,1.36,0.477,-2.858,-3.424,-1.517,-0.076,0.644,0.162,-1.579,1.777,-0.243,-0.014,-1.47,0.203,-0.057,0.0,0.348,-1.194,-0.535
-3.059,3.687,0.181,0.119,-2.766,-3.883,-1.478,0.239,1.293,0.916,-0.179,1.572,0.183,0.8,-0.147,-0.607,0.349,0.0,0.3,-1.236,-0.632
-2.451,3.936,1.325,0.495,-2.998,-4.014,-1.563,0.097,0.676,0.209,-0.971,1.634,0.25,-0.002,-0.977,0.079,0.778,0.0,0.185,-1.279,-0.528
-4.745,3.945,0.074,0.137,-2.534,-3.772,-1.275,-0.269,1.424,1.185,-0.15,1.693,-0.361,0.394,-0.262,-0.82,0.261,0.0,0.263,-1.329,-0.755
-3.102,3.83,1.776,0.166,-3.032,-3.672,-1.388,0.06,0.649,0.652,-0.9,1.609,0.145,-0.016,-1.117,0.132,1.029,0.0,0.338,-1.274,-0.76
-3.869,3.22,0.348,0.327,-3.092,-3.52,-1.614,-0.122,1.114,0.091,-0.779,1.717,-0.019,0.358,-0.631,-0.391,0.346,0.0,0.166,-1.373,-0.734
-3.322,3.673,0.695,0.029,-2.717,-4.274,-1.3,0.271,1.397,0.925,-0.05,1.555,0.223,0.791,-0.083,-0.408,0.724,0.0,0.446,-1.361,-0.522
-2.615,3.541,2.932,0.787,-3.204,-4.334,-1.3,0.247,0.134,-0.383,-1.888,1.471,0.255,-0.545,-1.773,0.925,0.603,0.0,0.468,-0.945,-0.463
-3.324,4.227,-0.083,0.252,-2.894,-3.374,-1.696,-0.123,0.992,0.945,-0.438,1.512,0.02,0.539,-0.425,-0.39,0.638,0.0,0.305,-1.45,-0.589
-3.134,3.486,-0.087,0.2,-2.98,-3.714,-1.482,0.112,1.104,0.693,-0.085,1.621,0.165,0.262,-0.222,-0.744,0.784,0.0,0.628,-1.3,-0.529
-3.592,4.71,0.686,0.166,-2.99,-4.079,-1.617,-0.032,1.199,1.039,-0.468,1.687,0.035,0.51,-0.528,-0.621,0.178,0.0,0.386,-1.576,-0.633
-3.355,3.987,2.045,0.703,-2.933,-4.438,-1.511,0.173,0.573,0.305,-1.253,1.409,0.429,-0.269,-1.208,0.57,0.895,0.0,0.462,-1.126,-0.366
-3.863,4.461,0.401,0.421,-2.774,-3.496,-1.582,-0.327,1.092,0.723,-0.706,1.928,-0.139,0.33,-0.84,-0.29,0.357,0.0,0.437,-1.361,-0.489
-3.814,3.587,0.882,0.095,-2.607,-4.854,-1.213,0.197,1.501,0.891,-0.357,1.707,0.53,0.635,-0.383,-0.95,-0.059,0.0,0.382,-1.26,-0.728
-4.035,4.218,1.311,0.405,-2.857,-4.493,-1.536,0.208,1.026,0.638,-0.861,1.897,0.289,0.179,-0.827,-0.127,0.86,0.0,0.229,-1.283,-0.658
-3.671,3.995,2.452,0.751,-3.118,-4.391,-1.483,0.176,0.547,-0.214,-1.707,1.854,0.295,-0.223,-1.753,0.682,0.917,0.0,0.357,-1.09,-0.754
-3.875,4.334,1.783,0.543,-2.958,-3.257,-1.48,0.096,0.7,0.348,-1.24,1.838,-0.171,0.258,-1.432,0.408,0.571,0.0,0.531,-1.253,-0.584
-4.039,3.568,0.07,0.524,-2.803,-3.043,-1.479,-0.359,0.968,0.436,-0.655,1.643,-0.241,0.277,-0.575,-0.313,0.408,0.0,0.329,-1.26,-0.605
-4.005,4.186,-0.154,0.092,-2.874,-3.73,-1.485,0.206,1.706,1.104,-0.237,1.798,0.222,0.999,-0.008,-0.697,0.49,0.0,0.214,-1.606,-0.714
-4.698,4.135,0.657,0.527,-2.672,-3.298,-1.382,-0.491,1.005,0.372,-1.124,1.747,-0.234,-0.024,-0.996,0.013,0.94,0.0,0.366,-1.184,-0.625
-3.513,4.06,0.149,0.184,-3.219,-3.694,-1.459,-0.023,1.206,1.137,-0.277,1.775,0.023,0.6,-0.207,-0.684,0.447,0.0,0.416,-1.388,-0.656
-3.494,4.359,0.887,0.409,-2.691,-3.913,-1.583,-0.345,1.047,0.842,-0.992,1.697,-0.054,0.458,-0.82,-0.019,0.647,0.0,0.278,-1.111,-0.577
-5.187,4.26,1.255,0.299,-3.0,-4.198,-1.28,0.305,1.209,0.575,-0.863,2.006,-0.161,0.593,-0.691,-0.183,0.909,0.0,0.441,-1.353,-0.807
-3.419,4.393,-0.29,0.07,-2.945,-3.985,-1.694,0.232,1.58,1.294,0.009,1.634,0.117,0.811,0.342,-0.76,0.994,0.0,0.43,-1.474,-0.77
-3.51,3.932,2.178,0.55,-3.163,-3.879,-1.507,0.022,0.953,-0.02,-1.534,1.852,0.205,0.313,-1.354,0.668,1.019,0.0,0.365,-1.126,-0.72
-5.447,4.365,1.708,0.498,-2.871,-3.789,-1.238,0.196,0.982,0.763,-1.22,1.923,-0.249,1.136,-0.935,0.532,0.65,0.0,0.437,-1.022,-0.496
-4.198,3.546,-0.675,0.017,-2.598,-3.326,-1.204,0.127,1.662,1.078,0.054,1.746,-0.092,0.462,0.095,-1.325,0.349,0.0,0.341,-1.293,-0.72
-3.429,3.785,-0.327,0.175,-3.085,-3.624,-1.321,0.133,1.653,1.197,-0.112,1.61,0.001,0.821,0.121,-0.914,0.025,0.0,0.487,-1.299,-0.639
-4.782,3.998,1.828,0.584,-2.973,-3.461,-1.399,0.023,0.671,0.251,-1.455,1.749,-0.245,0.49,-1.221,0.834,0.983,0.0,0.423,-1.214,-0.396
-3.755,4.218,1.492,0.332,-2.833,-3.647,-1.714,-0.058,0.809,0.247,-1.345,1.798,-0.091,0.698,-1.087,0.206,0.016,0.0,0.439,-1.265,-0.59
-4.371,4.638,0.522,0.504,-2.726,-3.678,-1.551,-0.356,0.859,1.108,-0.678,1.593,-0.137,-0.203,-0.848,-0.39,0.712,0.0,0.565,-1.165,-0.625
-3.513,4.018,2.065,0.651,-3.058,-4.136,-1.676,-0.002,0.378,-0.164,-1.746,1.698,0.191,-0.52,-1.611,0.42,0.447,0.0,0.397,-0.997,-0.822
-5.098,3.772,-0.641,-0.065,-2.947,-4.456,-1.244,0.266,1.817,1.113,0.354,1.792,-0.08,0.899,0.466,-1.479,-0.021,0.0,0.246,-1.542,-0.754
-3.821,3.635,1.093,0.228,-3.086,-3.61,-1.496,0.018,1.133,0.282,-0.847,1.773,-0.087,0.556,-0.753,0.006,0.52,0.0,0.408,-1.412,-0.541
-2.991,3.72,1.923,0.325,-2.445,-3.717,-1.432,0.187,0.84,0.13,-1.051,1.788,0.232,0.553,-1.016,0.536,0.866,0.0,0.446,-1.241,-0.486
-3.904,4.214,0.426,0.179,-2.925,-3.643,-1.478,-0.097,1.205,1.227,-0.248,1.768,-0.169,1.064,-0.237,-0.229,1.014,0.0,0.277,-1.236,-0.713
-4.109,3.572,2.166,0.703,-2.81,-4.339,-1.409,0.09,0.955,-0.254,-1.633,1.982,0.346,0.057,-1.462,0.313,0.196,0.0,0.664,-1.075,-0.776
-4.249,3.811,-0.07,0.299,-3.0,-3.805,-1.246,0.004,1.778,0.856,-0.336,2.013,-0.075,1.12,-0.054,-0.502,0.433,0.0,0.313,-1.168,-0.614
-3.837,3.973,1.213,0.555,-2.728,-4.169,-1.392,0.275,0.985,0.48,-0.983,1.887,0.066,0.266,-0.885,0.036,0.651,0.0,0.368,-1.199,-0.612
-3.581,3.626,0.84,0.11,-3.1,-4.291,-1.25,0.253,1.459,0.967,-0.114,1.83,0.179,1.045,-0.186,-0.44,0.928,0.0,0.189,-1.318,-0.66
-3.17,3.685,1.86,0.388,-2.799,-4.499,-1.198,0.442,0.807,0.581,-0.831,1.733,0.458,0.074,-0.934,0.072,0.909,0.0,0.445,-1.116,-0.702
-3.984,3.157,1.466,0.538,-3.061,-3.841,-1.324,-0.137,0.993,0.066,-1.136,1.72,-0.115,0.213,-1.002,0.292,0.879,0.0,0.329,-1.065,-0.548
-3.992,3.643,2.092,0.351,-3.082,-4.363,-1.276,0.214,0.708,0.218,-1.144,1.544,0.161,0.438,-1.006,0.443,0.717,0.0,0.273,-1.242,-0.454
-3.141,4.372,1.517,0.281,-2.732,-4.245,-1.594,0.005,0.707,0.558,-1.035,1.565,0.333,0.217,-1.089,-0.141,0.198,0.0,0.219,-1.343,-0.688
-4.288,4.745,-0.323,0.036,-2.856,-4.198,-1.686,0.111,1.534,1.771,0.182,1.896,0.134,1.028,0.131,-0.917,0.855,0.0,0.391,-1.471,-0.609
-4.896,4.458,-0.588,0.283,-2.938,-3.836,-1.526,-0.009,1.435,1.626,-0.058,1.734,-0.375,0.561,-0.045,-0.91,-0.126,0.0,0.289,-1.177,-0.575
-5.468,3.577,2.297,0.533,-2.727,-4.216,-1.21,0.341,0.694,-0.254,-1.435,1.742,0.019,-0.118,-1.168,0.568,0.941,0.0,0.441,-1.137,-0.52
-4.616,3.833,3.174,0.459,-3.022,-4.369,-1.251,0.357,0.76,-0.12,-1.705,1.848,0.254,0.49,-1.495,0.895,0.811,0.0,0.263,-1.138,-0.484
-3.498,4.357,1.242,0.575,-2.83,-3.534,-1.75,-0.289,0.954,0.332,-1.269,1.751,-0.145,0.596,-0.978,0.62,0.683,0.0,0.255,-1.459,-0.402
-4.813,4.034,0.831,0.697,-3.117,-3.232,-1.497,-0.453,0.884,0.329,-1.366,1.78,-0.38,0.198,-1.25,0.03,-0.101,0.0,0.602,-1.121,-0.619
-4.023,4.003,2.475,0.644,-3.044,-3.567,-1.459,0.242,0.45,-0.022,-1.791,1.799,0.052,0.312,-1.489,0.83,0.634,0.0,0.389,-0.962,-0.528
-3.304,3.9,2.354,0.556,-3.145,-3.753,-1.54,0.397,0.363,0.248,-1.34,1.616,0.376,0.175,-1.354,0.85,0.825,0.0,0.448,-1.267,-0.332
-3.632,3.579,1.334,0.419,-2.842,-3.233,-1.406,0.022,0.858,0.056,-1.137,1.678,-0.112,-0.005,-1.181,0.081,0.457,0.0,0.372,-1.339,-0.544
-3.734,3.814,1.278,0.45,-3.207,-3.836,-1.657,-0.05,0.812,0.49,-0.918,1.568,0.162,0.265,-0.892,0.157,0.491,0.0,0.427,-1.195,-0.515
-3.252,4.462,0.17,0.1,-2.888,-4.216,-1.606,0.298,1.549,1.771,0.121,1.695,0.286,1.209,0.178,-0.577,0.991,0.0,0.222,-1.41,-0.529
-3.79,3.674,3.734,0.787,-3.094,-4.466,-1.432,0.399,0.239,-0.699,-2.228,1.721,0.17,0.246,-1.696,1.688,0.884,0.0,0.413,-1.069,-0.496
-3.705,4.404,1.641,0.26,-2.778,-3.771,-1.77,-0.245,0.782,0.52,-1.117,1.594,-0.0,0.21,-1.103,0.322,0.737,0.0,0.347,-1.486,-0.593
-3.065,4.057,-1.07,0.082,-2.896,-4.246,-1.614,0.285,1.749,1.596,0.652,1.67,0.412,1.186,0.796,-1.341,0.443,0.0,0.366,-1.498,-0.603
-2.743,4.209,1.017,0.424,-2.875,-3.639,-1.595,-0.11,0.853,0.566,-0.862,1.552,0.292,-0.06,-0.944,-0.046,0.536,0.0,0.616,-1.338,-0.518
-4.674,4.617,-0.119,0.106,-2.757,-3.595,-1.522,-0.135,1.717,1.6,-0.048,2.021,-0.197,1.029,-0.192,-0.731,0.527,0.0,0.18,-1.333,-0.548
-4.504,3.895,0.352,0.235,-2.826,-4.049,-1.513,-0.096,1.42,0.802,-0.258,1.834,0.025,0.917,-0.194,-0.529,0.356,0.0,0.217,-1.399,-0.59
-4.61,3.241,1.351,0.483,-3.056,-3.362,-1.286,-0.121,1.041,-0.054,-1.111,1.908,-0.296,0.573,-1.029,0.336,0.997,0.0,0.543,-1.204,-0.679
-3.108,4.259,1.525,0.393,-2.605,-3.651,-1.653,0.099,0.731,0.126,-1.095,1.776,0.139,0.228,-1.007,0.342,0.953,0.0,0.155,-1.502,-0.6
-3.93,3.214,-0.85,0.144,-2.698,-3.11,-1.3,0.254,1.399,1.028,0.227,1.765,-0.113,0.957,0.504,-0.82,1.021,0.0,0.264,-1.202,-0.69
-3.948,3.174,1.079,0.604,-2.846,-3.259,-1.295,-0.307,0.715,-0.129,-1.386,1.677,-0.236,-0.064,-1.238,0.189,0.261,0.0,0.369,-0.932,-0.745
-3.892,4.342,-1.643,0.001,-3.136,-3.295,-1.612,-0.017,1.746,1.745,0.524,1.708,-0.428,1.278,0.586,-1.389,0.21,0.0,0.395,-1.612,-0.495
-3.306,4.878,-1.166,0.123,-2.96,-3.189,-1.641,0.018,1.63,2.016,0.152,1.61,-0.033,0.959,0.481,-1.171,0.2,0.0,0.459,-1.546,-0.585
-2.925,4.355,0.941,0.416,-2.766,-3.938,-1.567,0.188,1.303,0.983,-0.752,1.644,0.304,0.445,-0.589,-0.03,0.708,0.0,0.389,-1.207,-0.541
-3.852,4.334,0.79,0.195,-2.871,-3.618,-1.717,0.053,1.153,0.61,-0.624,1.955,-0.092,1.017,-0.647,-0.045,0.547,0.0,0.386,-1.544,-0.419
