Unnamed: 0,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,y,x18,x19,x20
566,2.281,-0.418,1.391,-0.248,-0.262,-0.59,1.417,-2.364,-1.303,-0.638,-0.373,-0.317,-0.343,2.836,-0.054,-0.348,-0.659,0.0,-0.825,-1.614,0.947
567,2.255,-0.392,0.732,0.689,-0.699,-0.494,1.016,-1.449,-0.889,-0.083,-0.019,-0.473,-0.192,2.787,0.207,-0.219,-0.206,0.0,-0.934,-1.023,0.447
568,2.4,-0.428,1.203,0.273,-0.687,-0.198,0.975,-1.49,-0.662,-0.335,-0.391,-0.412,-0.126,2.943,0.104,-0.036,0.054,0.0,-0.685,-0.953,1.5
569,2.588,-0.978,0.878,0.547,-1.28,-0.546,0.874,-1.452,-0.144,-0.574,-0.324,-0.546,-0.411,2.754,0.157,-0.293,0.276,0.0,-0.804,-0.615,1.006
570,1.772,0.064,0.114,0.651,-1.113,-0.952,1.337,-1.546,-0.859,0.423,0.154,-0.361,0.248,2.86,0.008,-0.462,-0.311,0.0,-1.137,-0.964,-0.099
571,1.928,-0.175,0.71,0.577,0.335,-0.591,1.536,-2.32,-1.723,-0.32,0.026,-0.497,-0.18,2.373,-0.177,-0.06,-0.566,0.0,-0.592,-1.843,0.252
572,2.264,-0.335,0.641,0.426,-1.352,-0.903,0.817,-1.237,-0.063,0.086,-0.28,-0.509,-0.024,2.734,0.146,-0.165,0.216,0.0,-0.682,-0.446,0.418
573,2.572,-0.146,0.492,0.8,-1.028,-0.83,1.193,-1.876,-1.142,-0.039,-0.2,-0.615,0.057,3.45,0.027,-0.388,-0.15,0.0,-1.236,-1.318,0.361
574,1.94,-0.68,0.521,0.593,-0.851,-0.477,1.064,-1.663,-0.806,-0.128,-0.072,-0.478,-0.229,2.447,0.03,-0.246,-0.355,0.0,-0.836,-0.839,0.485
575,1.874,-0.262,0.67,1.028,-0.48,-0.104,0.987,-1.246,-0.928,-0.209,-0.208,-0.196,-0.068,2.4,-0.196,0.01,-0.352,0.0,-0.642,-0.744,0.661
576,2.682,-0.371,0.773,0.522,-1.293,-0.721,0.79,-1.21,-0.134,-0.223,-0.349,-0.708,-0.176,2.718,0.239,-0.178,0.262,0.0,-0.843,-0.525,0.78
577,1.861,0.374,0.881,1.143,0.352,-0.33,0.926,-1.843,-1.512,-0.355,-0.177,-0.325,0.368,1.858,-0.287,0.196,-0.462,0.0,-0.357,-1.223,0.676
578,2.134,-0.067,0.585,0.744,-1.066,-0.417,0.864,-0.866,-0.116,-0.157,-0.351,-0.392,0.238,2.468,0.188,-0.074,0.096,0.0,-0.628,-0.373,0.722
579,2.075,-0.213,0.362,0.557,-0.896,-0.6,1.09,-1.306,-0.441,-0.008,-0.107,-0.46,-0.075,2.377,0.125,-0.106,0.184,0.0,-0.679,-0.689,0.521
580,1.569,-0.334,0.564,0.77,-0.843,-0.338,0.816,-1.106,-0.307,0.069,-0.256,-0.099,-0.31,1.828,0.032,0.001,-0.007,0.0,-0.279,-0.332,0.515
581,1.658,-0.627,0.176,0.994,-0.223,0.009,1.218,-1.768,-1.229,-0.548,-0.353,-0.245,-0.259,2.376,-0.244,-0.139,-0.233,0.0,-0.824,-1.324,0.258
582,1.953,-0.082,0.412,0.143,0.093,-0.456,1.5,-2.236,-1.707,-0.052,-0.043,-0.422,0.146,2.737,-0.093,-0.182,-0.534,0.0,-0.809,-1.931,0.004
583,1.867,-0.029,0.211,0.604,-0.596,-0.763,0.837,-1.384,-0.496,-0.214,-0.185,-0.397,0.019,2.244,-0.139,-0.161,0.007,0.0,-0.638,-0.72,0.302
584,1.73,-0.118,0.537,0.251,-0.577,-0.392,0.822,-1.194,-0.184,0.062,-0.093,-0.417,0.218,1.92,0.016,0.158,0.212,0.0,-0.285,-0.468,0.562
585,1.773,0.124,0.647,1.147,0.5,0.067,1.111,-1.62,-1.471,-0.424,-0.098,-0.375,0.232,1.555,-0.222,0.366,-0.271,0.0,-0.122,-1.271,0.453
586,2.026,-0.638,0.813,0.736,-0.437,-0.205,0.601,-1.303,-0.605,-0.662,-0.178,-0.258,-0.502,1.902,-0.281,0.093,0.037,0.0,-0.298,-0.489,0.933
587,1.944,-0.918,0.64,1.179,-1.081,-0.564,0.822,-1.471,-0.619,-0.212,0.017,-0.437,-0.538,2.493,-0.14,-0.26,-0.131,0.0,-0.927,-0.55,0.464
588,1.247,-1.0,0.742,0.124,-0.371,0.394,0.734,-1.149,-0.519,-0.277,-0.009,-0.09,-0.545,1.555,-0.073,0.054,-0.118,0.0,-0.336,-0.462,0.741
589,2.022,-0.82,0.352,0.126,-0.294,-0.46,1.575,-2.449,-1.653,-0.458,-0.038,-0.542,-0.53,2.742,-0.072,-0.56,-0.702,0.0,-0.975,-1.978,-0.234
590,2.811,-0.873,1.299,0.481,-0.516,-0.328,1.25,-1.995,-1.138,-0.722,-0.419,-0.416,-0.508,3.042,0.129,-0.288,-0.348,0.0,-0.866,-1.371,1.183
591,2.051,-0.595,0.816,0.076,-0.764,-0.22,0.926,-1.525,-0.655,-0.156,-0.171,-0.5,-0.279,2.377,-0.015,-0.094,-0.002,0.0,-0.611,-0.869,0.823
592,1.628,0.108,0.911,0.298,0.033,-0.046,0.924,-1.236,-0.871,-0.276,-0.165,-0.043,0.018,1.853,-0.216,0.284,-0.17,0.0,-0.5,-0.707,1.098
593,1.878,0.114,0.326,0.243,-1.205,-0.535,0.6,-0.874,-0.326,0.232,-0.019,-0.343,0.156,2.666,0.092,-0.183,-0.169,0.0,-0.784,-0.247,0.347
594,2.204,-0.647,0.639,0.909,-1.57,-0.546,0.733,-0.745,0.063,-0.12,-0.263,-0.242,-0.038,2.918,-0.069,-0.185,0.07,0.0,-1.054,-0.232,0.532
595,2.283,-0.875,0.553,1.038,-0.136,-0.677,1.311,-2.545,-1.62,-0.74,-0.041,-0.576,-0.33,2.86,-0.232,-0.221,-0.369,0.0,-0.755,-1.793,0.252
596,1.941,-0.576,0.819,0.304,0.346,-0.079,1.551,-2.165,-1.741,-0.735,-0.218,-0.296,-0.353,2.17,-0.05,0.165,-0.544,0.0,-0.394,-1.606,0.606
597,2.181,-1.169,1.025,0.391,-0.066,-0.217,1.364,-2.61,-1.674,-0.896,-0.11,-0.449,-0.471,2.645,-0.057,-0.379,-0.75,0.0,-0.851,-1.806,0.579
598,1.684,-0.132,0.901,0.18,-0.13,0.006,0.716,-0.959,-0.472,-0.315,-0.106,-0.244,0.222,1.249,0.046,0.403,0.151,0.0,0.075,-0.401,0.969
599,1.928,-0.83,0.743,0.34,0.565,0.272,1.3,-2.029,-1.294,-1.269,-0.556,-0.153,-0.393,2.198,-0.063,0.269,-0.383,0.0,-0.187,-1.691,0.558
600,2.558,-0.32,0.966,-0.219,-0.42,-0.536,1.412,-1.928,-1.409,-0.283,-0.425,-0.411,-0.078,3.051,0.057,-0.108,-0.41,0.0,-0.869,-1.486,0.823
601,2.04,0.065,0.11,0.334,-0.517,-0.506,0.998,-0.965,-0.43,-0.31,-0.307,-0.462,0.219,2.702,-0.069,0.147,0.127,0.0,-0.596,-0.597,0.314
602,2.617,-0.491,0.523,0.714,-1.639,-0.991,0.855,-1.317,-0.398,0.106,-0.133,-0.604,-0.284,3.127,-0.066,-0.578,0.007,0.0,-1.235,-0.558,0.557
603,1.924,-0.594,0.871,0.149,-1.358,-0.101,0.943,-1.041,-0.205,-0.087,-0.218,-0.23,-0.238,2.453,-0.112,-0.322,0.188,0.0,-0.697,-0.471,0.936
604,2.281,-0.13,0.896,0.335,-0.55,-0.674,1.26,-1.897,-1.06,-0.205,-0.214,-0.488,0.027,2.946,0.057,-0.234,-0.388,0.0,-0.818,-1.348,0.544
605,1.851,-0.641,0.815,0.028,-0.35,-0.366,0.768,-1.606,-0.603,-0.571,-0.083,-0.446,-0.338,1.933,0.041,-0.116,-0.275,0.0,-0.347,-0.735,0.465
606,2.541,0.011,0.94,0.711,-0.946,-0.763,0.988,-1.678,-0.693,-0.002,-0.442,-0.606,0.171,3.07,0.255,-0.357,-0.003,0.0,-0.886,-1.029,0.985
607,2.148,-0.307,0.739,-0.014,-0.99,-0.689,0.58,-0.925,0.274,-0.198,-0.317,-0.437,-0.262,2.413,0.193,0.197,0.296,0.0,-0.348,-0.062,0.828
608,1.99,-0.377,1.057,0.365,-0.675,-0.193,0.696,-1.183,-0.221,-0.226,-0.112,-0.431,-0.177,2.291,0.035,-0.076,0.056,0.0,-0.514,-0.504,0.901
609,1.989,-0.262,0.378,0.506,-0.642,-0.347,1.113,-1.481,-0.845,-0.239,-0.06,-0.413,-0.024,2.513,-0.167,-0.078,-0.123,0.0,-0.701,-0.959,0.366
610,2.963,-0.588,0.659,0.629,-1.279,-1.219,1.498,-2.108,-1.324,-0.153,-0.268,-0.716,-0.312,4.256,0.114,-0.812,-0.455,0.0,-1.484,-1.481,0.276
611,2.902,-0.821,0.984,0.911,-0.595,-0.655,0.89,-1.751,-0.67,-0.991,-0.406,-0.599,-0.476,2.591,0.19,-0.208,-0.124,0.0,-0.747,-0.966,1.117
612,2.312,-0.577,0.922,0.953,-1.113,-0.293,0.615,-1.245,-0.598,-0.036,-0.355,-0.261,-0.275,2.758,0.032,-0.536,-0.179,0.0,-0.991,-0.676,0.862
613,2.453,-0.798,0.63,0.694,-1.687,-0.841,0.988,-1.56,-0.43,0.028,-0.111,-0.621,-0.339,3.394,-0.086,-0.658,-0.142,0.0,-1.091,-0.635,0.432
614,1.972,-0.057,0.457,0.623,0.343,-0.716,1.557,-2.681,-1.526,-0.344,-0.097,-0.602,0.174,2.305,-0.109,-0.002,-0.274,0.0,-0.494,-1.894,0.366
615,2.224,-0.647,1.036,0.942,-0.474,-0.277,1.164,-1.916,-1.262,-0.543,-0.085,-0.469,-0.424,2.182,-0.177,-0.219,-0.387,0.0,-0.406,-1.223,0.914
616,2.172,-0.557,0.904,0.382,-0.503,-0.397,0.889,-1.347,-0.351,-0.831,-0.491,-0.43,-0.242,2.303,0.085,0.21,0.07,0.0,-0.383,-0.533,1.009
617,1.914,0.05,0.306,0.649,-0.625,-0.519,0.703,-1.153,-0.343,0.012,-0.032,-0.448,0.206,2.64,0.098,0.08,0.236,0.0,-0.766,-0.513,0.418
618,2.223,-0.864,0.552,0.664,-1.154,-0.335,0.85,-1.278,-0.354,-0.326,-0.288,-0.576,-0.575,2.281,0.077,-0.338,0.136,0.0,-0.554,-0.691,0.693
619,2.353,-0.509,0.575,0.584,-0.976,-0.635,0.725,-1.094,-0.194,-0.371,-0.34,-0.536,-0.308,2.847,0.308,-0.245,0.16,0.0,-0.933,-0.458,0.602
620,2.458,-0.514,1.011,0.627,-0.38,-0.788,1.531,-2.299,-1.355,-0.449,-0.339,-0.54,-0.035,2.704,-0.198,-0.207,-0.351,0.0,-0.867,-1.554,0.734
621,2.174,-0.628,0.603,0.526,-1.042,-0.683,0.902,-1.29,-0.381,-0.127,-0.366,-0.491,-0.275,2.572,0.096,-0.18,0.054,0.0,-0.835,-0.514,0.563
622,2.166,-0.056,0.545,0.816,-1.054,-0.673,0.904,-1.314,-0.339,0.027,-0.106,-0.418,0.182,2.944,-0.005,-0.147,0.053,0.0,-0.766,-0.57,0.435
623,2.226,-0.443,0.702,0.638,0.439,-0.169,1.612,-2.103,-1.763,-0.715,-0.144,-0.502,-0.185,2.499,-0.153,0.057,-0.516,0.0,-0.472,-1.868,0.445
624,1.568,-0.501,1.05,1.11,-0.42,0.255,0.746,-0.924,-0.255,-0.387,0.006,-0.208,-0.036,1.719,-0.07,0.327,0.005,0.0,-0.165,-0.343,1.102
625,1.907,-0.318,0.683,0.461,-0.845,-0.131,0.763,-0.891,0.049,-0.06,-0.207,-0.351,-0.017,2.033,0.016,0.213,0.234,0.0,-0.372,-0.265,0.846
626,1.484,-0.982,0.792,0.278,-0.37,0.282,0.982,-1.416,-0.958,-0.559,-0.078,-0.242,-0.31,1.742,-0.02,-0.008,-0.457,0.0,-0.288,-0.89,0.443
627,1.354,-0.062,0.798,0.368,0.353,0.111,1.159,-1.498,-1.435,-0.374,-0.061,-0.129,-0.002,1.673,-0.31,0.303,-0.487,0.0,-0.002,-1.179,0.553
628,2.809,-0.926,0.723,1.092,-1.364,-1.038,0.773,-1.384,-0.136,-0.649,-0.352,-0.503,-0.507,3.383,-0.195,-0.29,0.04,0.0,-1.017,-0.448,0.753
629,2.393,-0.407,1.032,0.13,-1.065,-0.398,1.077,-1.529,-0.686,-0.081,-0.194,-0.483,-0.198,2.989,-0.197,-0.256,-0.067,0.0,-0.963,-0.854,1.051
630,1.713,-0.248,0.707,0.13,0.585,-0.283,1.428,-2.583,-1.77,-0.557,0.043,-0.384,-0.113,2.301,-0.002,-0.188,-0.603,0.0,-0.728,-2.137,0.427
631,1.907,-0.397,0.703,0.243,-0.56,-0.406,1.263,-1.767,-0.991,-0.285,-0.188,-0.444,-0.244,2.137,-0.243,0.028,-0.065,0.0,-0.374,-1.13,0.491
632,1.69,0.026,0.3,0.454,-0.471,-0.655,1.239,-1.532,-1.026,0.13,0.029,-0.34,0.001,2.99,-0.099,0.065,-0.287,0.0,-0.881,-0.911,-0.155
633,2.091,-1.181,0.576,0.941,-0.737,-0.26,0.982,-1.553,-1.036,-0.371,-0.112,-0.433,-0.503,2.555,-0.063,-0.226,-0.275,0.0,-0.648,-1.004,0.449
634,1.955,-0.262,0.517,0.732,-1.066,-0.463,0.488,-0.979,-0.247,0.049,0.145,-0.604,-0.164,2.211,0.112,-0.238,0.028,0.0,-0.573,-0.314,0.305
635,1.878,-0.365,0.518,0.901,0.04,-0.338,1.536,-2.111,-1.5,-0.464,-0.186,-0.399,-0.295,2.075,-0.265,-0.06,-0.507,0.0,-0.364,-1.642,0.155
636,1.701,-0.281,0.658,-0.214,-0.155,-0.138,0.906,-1.19,-0.847,-0.328,0.04,-0.312,-0.229,2.332,-0.255,0.063,-0.313,0.0,-0.546,-0.779,0.338
637,1.645,-0.239,0.762,1.038,-0.034,0.112,1.03,-1.603,-1.378,-0.205,-0.149,-0.197,-0.126,1.881,-0.196,-0.023,-0.476,0.0,-0.148,-1.16,0.435
638,1.828,-0.667,1.392,0.368,-0.464,0.235,0.699,-1.135,-0.359,-0.49,-0.181,-0.358,-0.446,1.86,0.29,0.095,-0.24,0.0,-0.398,-0.37,1.233
639,1.803,-0.497,0.671,0.37,-0.816,-0.276,0.801,-1.053,-0.243,-0.426,-0.134,-0.379,-0.149,2.068,-0.189,0.022,0.133,0.0,-0.366,-0.265,0.604
640,2.078,-0.964,0.247,0.635,-0.173,-0.499,1.926,-2.991,-1.901,-0.613,0.162,-0.566,-0.501,3.044,-0.27,-0.458,-0.902,0.0,-1.088,-2.397,-0.376
641,1.544,-0.323,0.865,0.788,0.663,0.09,1.096,-1.594,-1.307,-0.601,-0.246,-0.048,-0.347,1.277,-0.148,0.402,-0.428,0.0,0.106,-1.069,0.346
642,2.088,-0.248,0.268,0.534,-0.71,-0.442,0.648,-1.347,-0.378,-0.29,-0.14,-0.53,-0.094,2.75,-0.064,0.312,0.142,0.0,-0.546,-0.505,0.253
643,2.735,0.486,0.867,0.571,-1.287,-1.076,0.79,-1.061,-0.035,0.281,-0.334,-0.729,0.638,3.056,-0.035,-0.204,0.426,0.0,-0.787,-0.556,0.849
644,1.105,-0.805,0.409,0.905,-0.467,0.58,0.492,-0.598,-0.494,-0.344,0.008,-0.052,-0.327,1.163,-0.073,0.259,-0.228,0.0,-0.086,-0.078,0.429
645,2.136,-0.078,0.136,0.545,-0.863,-0.861,0.739,-0.966,0.02,-0.225,-0.266,-0.567,0.264,2.682,-0.087,-0.101,0.114,0.0,-0.894,-0.361,0.133
646,2.244,0.124,1.107,0.255,-0.475,-0.316,1.048,-1.292,-0.71,-0.291,-0.353,-0.421,0.069,2.584,0.068,0.209,-0.222,0.0,-0.533,-0.751,1.15
647,2.075,-0.219,0.904,0.675,-0.031,-0.013,1.289,-1.747,-1.295,-0.615,-0.132,-0.348,-0.069,2.573,-0.183,-0.008,-0.413,0.0,-0.656,-1.298,0.918
648,1.341,-0.325,0.471,0.068,-0.611,-0.0,0.51,-0.744,0.191,-0.242,-0.285,-0.149,-0.181,1.397,0.035,0.401,0.339,0.0,-0.072,-0.007,0.59
649,2.355,-0.537,0.582,1.066,-0.55,-0.637,1.281,-1.921,-1.335,-0.367,-0.241,-0.395,-0.398,3.062,-0.089,-0.323,-0.444,0.0,-0.846,-1.492,0.067
650,1.885,-1.093,0.734,0.491,-0.573,-0.19,0.945,-1.545,-0.973,-0.489,-0.23,-0.243,-0.426,2.672,-0.091,-0.128,-0.391,0.0,-0.636,-0.921,0.526
651,1.898,-0.776,0.881,0.067,-0.189,-0.573,1.231,-2.263,-1.267,-0.6,-0.078,-0.39,-0.468,2.353,0.045,-0.346,-0.515,0.0,-0.888,-1.466,0.47
652,1.293,-0.794,0.553,0.592,0.392,0.234,1.126,-1.861,-1.463,-0.676,-0.092,-0.255,-0.468,1.601,-0.129,0.338,-0.454,0.0,-0.041,-1.338,0.045
653,1.727,-0.954,0.318,0.741,0.241,0.061,1.362,-2.109,-1.257,-1.244,0.001,-0.502,-0.34,2.074,0.002,0.122,-0.422,0.0,-0.529,-1.553,-0.053
654,1.628,-0.418,0.288,-0.006,-0.201,-0.43,1.73,-2.586,-1.655,0.036,0.265,-0.57,-0.221,2.542,-0.18,-0.421,-0.549,0.0,-0.935,-2.0,-0.129
655,2.239,-0.233,0.887,0.674,-0.489,-0.329,1.488,-1.984,-1.31,-0.169,-0.126,-0.566,-0.053,2.54,-0.263,-0.112,-0.379,0.0,-0.665,-1.397,0.682
656,1.794,-0.438,0.774,0.636,-0.435,-0.278,0.752,-1.247,-0.501,-0.23,-0.12,-0.406,-0.149,2.063,0.09,0.237,-0.084,0.0,-0.332,-0.583,0.709
657,2.182,-0.018,0.896,1.015,-1.208,-1.019,0.888,-1.488,-0.432,0.093,-0.109,-0.532,0.125,2.808,-0.036,-0.32,-0.07,0.0,-1.022,-0.615,0.781
658,2.204,0.431,0.365,0.656,-0.767,-1.316,1.469,-2.085,-1.025,0.396,0.015,-0.554,0.204,3.449,0.174,-0.462,-0.153,0.0,-1.14,-1.419,0.036
659,2.709,-0.268,0.806,0.193,-1.495,-1.41,0.38,-0.993,0.343,-0.004,-0.215,-0.673,-0.165,3.138,-0.148,-0.11,0.242,0.0,-0.924,0.07,0.748
660,2.329,-0.468,0.552,0.798,-0.67,-0.342,0.821,-1.597,-0.883,-0.191,-0.178,-0.649,-0.258,2.494,-0.044,-0.277,-0.07,0.0,-0.664,-0.991,0.781
661,2.187,-0.074,0.584,0.154,-0.729,-0.484,1.087,-1.489,-0.989,0.055,-0.17,-0.532,0.169,2.511,-0.049,0.06,-0.013,0.0,-0.495,-0.911,0.542
662,2.179,-0.724,1.131,0.202,-0.614,-0.228,1.248,-1.933,-1.246,-0.552,-0.141,-0.443,-0.254,2.429,0.064,-0.062,-0.265,0.0,-0.632,-1.278,0.974
663,2.691,-0.3,0.785,0.888,-0.559,-0.6,1.318,-1.866,-1.191,-0.275,-0.417,-0.466,0.005,3.411,-0.026,-0.234,-0.209,0.0,-0.936,-1.386,0.712
664,1.901,-0.233,0.57,1.02,-0.342,-0.235,0.718,-0.955,-0.319,-0.503,-0.182,-0.329,-0.104,2.04,0.125,0.485,0.139,0.0,-0.281,-0.317,0.498
665,1.667,-0.312,0.932,0.557,-0.07,0.149,1.343,-1.639,-1.448,-0.379,-0.045,-0.236,-0.206,1.94,-0.473,0.116,-0.578,0.0,-0.468,-1.189,0.693
666,1.543,0.045,0.122,0.233,-0.75,-0.485,0.487,-0.846,-0.029,-0.219,-0.161,-0.259,0.26,2.348,-0.158,0.078,0.114,0.0,-0.72,-0.193,0.151
667,2.209,-0.04,0.823,0.669,-0.265,-0.136,1.54,-1.805,-1.404,-0.437,-0.17,-0.476,0.033,2.469,-0.253,0.116,-0.394,0.0,-0.614,-1.313,0.721
668,2.024,-0.437,1.183,0.021,-0.673,-0.295,0.802,-1.164,-0.256,-0.431,-0.24,-0.353,-0.198,2.277,-0.008,0.367,0.121,0.0,-0.188,-0.302,1.23
669,2.475,-0.395,0.935,0.669,-0.518,-0.729,0.89,-1.771,-0.511,-0.539,-0.084,-0.616,-0.141,2.341,0.304,-0.138,-0.211,0.0,-0.729,-0.759,0.866
670,1.927,-0.354,0.725,0.467,-0.327,-0.503,1.02,-1.759,-0.942,-0.399,-0.212,-0.25,-0.055,2.435,-0.031,0.031,-0.238,0.0,-0.593,-1.029,0.548
671,1.98,-0.148,0.593,1.594,0.82,-0.092,1.814,-2.592,-1.693,-0.553,-0.127,-0.41,0.215,2.113,0.041,0.166,-0.521,0.0,-0.586,-2.368,0.252
672,1.776,-0.798,0.561,1.141,-0.677,-0.267,0.97,-1.591,-0.528,-0.426,-0.319,-0.203,-0.657,1.994,-0.01,-0.076,-0.133,0.0,-0.309,-0.666,0.578
673,1.803,0.336,0.524,0.525,0.317,-0.242,1.447,-2.101,-1.497,-0.038,-0.1,-0.346,0.42,2.339,-0.041,0.002,-0.361,0.0,-0.588,-1.624,0.471
674,1.838,-0.301,0.631,0.864,-0.005,-0.477,0.98,-1.658,-0.937,-0.499,-0.261,-0.255,0.036,2.008,0.014,0.229,-0.455,0.0,-0.194,-0.967,0.247
675,2.206,0.033,0.052,0.52,-0.542,-0.677,1.129,-1.612,-1.242,-0.126,-0.166,-0.614,0.099,2.892,-0.131,-0.234,-0.303,0.0,-0.743,-1.189,-0.004
676,1.876,-0.347,0.654,0.382,-0.97,-0.535,0.946,-1.531,-0.768,-0.034,-0.05,-0.527,-0.096,2.616,-0.177,-0.056,0.03,0.0,-0.623,-0.816,0.65
677,2.913,-0.165,1.391,0.882,0.416,-0.549,2.05,-3.245,-1.761,-0.409,-0.378,-0.58,-0.031,3.486,0.17,-0.273,-0.585,0.0,-1.095,-2.825,1.068
678,1.757,-0.391,0.293,0.479,-0.855,-0.443,0.992,-1.293,-0.34,-0.074,-0.142,-0.294,-0.118,2.294,0.134,0.025,-0.032,0.0,-0.431,-0.386,0.548
679,2.426,0.166,0.719,0.572,-0.808,-0.523,1.185,-1.466,-0.906,0.117,-0.296,-0.5,0.047,3.073,0.227,-0.266,0.051,0.0,-0.954,-1.122,0.892
680,1.589,0.085,0.392,0.874,-0.434,-0.473,1.046,-1.388,-0.808,0.042,0.071,-0.111,0.071,2.317,-0.055,0.073,-0.184,0.0,-0.652,-0.819,0.236
681,0.921,-0.015,0.431,0.33,0.619,0.598,0.8,-1.024,-0.966,-0.413,0.142,0.005,0.511,1.345,-0.139,0.645,-0.245,0.0,-0.034,-0.722,0.298
682,1.699,-0.04,0.235,0.939,-0.063,-0.3,1.443,-2.152,-1.479,-0.192,0.03,-0.396,0.108,2.501,-0.195,-0.212,-0.538,0.0,-0.825,-1.791,0.051
683,2.45,-0.408,0.562,0.613,-0.45,-0.862,1.627,-2.395,-1.444,-0.405,-0.268,-0.596,-0.273,3.209,-0.119,-0.355,-0.392,0.0,-1.218,-1.678,0.302
684,2.596,-0.312,1.175,0.37,-0.692,-0.556,1.252,-1.994,-1.026,-0.121,-0.278,-0.704,-0.204,2.837,0.082,-0.396,-0.054,0.0,-0.694,-1.18,1.186
685,2.378,-0.256,0.884,0.138,-1.204,-0.607,0.976,-1.224,-0.141,-0.092,-0.391,-0.479,-0.064,3.031,0.108,-0.196,0.184,0.0,-0.827,-0.551,0.977
686,1.57,-0.308,0.933,0.436,0.18,0.204,1.666,-2.228,-1.895,-0.303,0.06,-0.235,-0.188,2.116,-0.538,-0.054,-0.667,0.0,-0.494,-1.764,0.498
687,2.721,0.156,1.082,0.643,-1.025,-0.71,1.077,-1.372,-0.682,0.112,-0.439,-0.556,0.166,3.181,0.184,-0.409,-0.006,0.0,-0.949,-0.949,1.074
688,2.459,-0.128,1.212,0.422,-1.197,-0.773,0.663,-1.105,0.087,-0.146,-0.222,-0.505,-0.113,2.861,-0.136,-0.206,0.038,0.0,-0.641,-0.266,1.372
689,1.702,0.076,0.421,0.592,-0.817,-0.162,0.686,-0.853,0.112,0.054,-0.097,-0.349,0.005,2.317,0.089,0.012,0.232,0.0,-0.6,-0.177,0.568
690,2.738,-0.638,0.612,0.696,-0.882,-1.009,0.952,-1.711,-0.769,-0.488,-0.321,-0.723,-0.398,2.888,0.163,-0.217,0.004,0.0,-0.785,-0.738,0.769
691,3.019,-0.304,0.878,0.659,-1.489,-1.369,1.115,-1.888,-0.652,-0.067,-0.248,-0.72,-0.138,4.505,0.113,-0.612,-0.015,0.0,-1.653,-1.007,0.556
692,2.398,0.006,0.243,0.357,-0.911,-0.736,0.893,-1.07,-0.298,-0.07,-0.251,-0.492,0.281,2.858,0.073,-0.211,0.206,0.0,-1.073,-0.694,0.196
693,1.485,-0.486,0.247,-0.066,-0.354,-0.443,0.739,-1.07,-0.126,-0.375,0.028,-0.389,-0.279,2.244,0.09,0.235,-0.01,0.0,-0.512,-0.334,0.058
694,1.693,-0.827,0.654,0.894,-0.122,-0.133,0.997,-1.822,-0.916,-0.705,-0.012,-0.372,-0.518,1.595,-0.116,0.014,-0.282,0.0,-0.109,-1.006,0.558
695,2.182,0.366,0.856,0.084,-0.083,-0.329,1.413,-2.052,-1.534,0.069,-0.19,-0.355,0.527,2.799,-0.363,-0.077,-0.341,0.0,-0.746,-1.726,0.674
696,1.503,-0.542,0.897,0.191,-0.24,0.014,1.047,-1.584,-1.161,-0.363,-0.032,-0.173,-0.33,1.965,-0.293,-0.007,-0.545,0.0,-0.363,-1.0,0.582
697,2.023,-0.876,0.462,0.749,-0.739,-0.485,0.845,-1.357,-0.419,-0.641,0.012,-0.493,-0.538,2.368,0.014,-0.322,-0.109,0.0,-0.699,-0.661,0.179
698,2.61,-0.91,1.007,0.98,-0.478,-0.791,1.113,-2.094,-1.341,-0.73,-0.22,-0.541,-0.353,2.638,0.19,-0.194,-0.281,0.0,-0.512,-1.236,0.67
699,2.71,-0.381,0.446,1.186,-1.149,-1.039,1.016,-1.677,-0.552,-0.314,-0.336,-0.673,-0.035,3.232,0.008,-0.287,0.182,0.0,-1.088,-0.887,0.613
700,2.834,-0.335,0.834,0.384,-1.488,-1.724,1.097,-1.975,-0.743,0.035,-0.095,-0.751,0.054,3.707,-0.101,-0.653,-0.288,0.0,-1.504,-0.923,0.631
701,1.833,-0.252,0.381,0.32,-0.295,-0.411,0.547,-1.09,-0.411,-0.23,-0.191,-0.293,0.037,2.355,0.159,0.145,-0.221,0.0,-0.535,-0.579,0.062
702,3.074,-0.384,0.906,0.877,-1.41,-1.047,0.893,-1.418,-0.667,-0.105,-0.581,-0.609,-0.262,3.68,-0.056,-0.509,-0.084,0.0,-1.094,-0.771,0.76
703,2.064,-0.913,1.295,1.281,-0.123,-0.257,1.304,-1.99,-1.442,-0.613,-0.052,-0.267,-0.431,2.082,-0.389,-0.065,-0.536,0.0,-0.302,-1.262,0.755
704,1.595,0.156,0.551,0.726,0.271,-0.406,0.88,-1.572,-0.855,-0.417,-0.243,-0.341,0.377,1.8,-0.095,0.364,-0.006,0.0,-0.194,-0.856,0.522
705,2.558,0.114,0.881,0.508,-0.974,-1.115,0.796,-1.259,-0.401,-0.11,-0.212,-0.591,0.208,3.122,-0.049,-0.2,0.06,0.0,-0.88,-0.742,0.668
706,2.49,-0.045,1.025,0.674,-0.521,-0.925,1.202,-1.718,-0.847,-0.374,-0.3,-0.424,-0.089,3.139,0.094,-0.146,-0.164,0.0,-0.88,-1.084,0.727
707,1.723,-0.086,0.199,-0.086,-0.665,-0.353,0.953,-1.403,-0.699,-0.097,-0.259,-0.355,0.04,2.329,0.002,0.022,0.019,0.0,-0.472,-0.755,0.307
