x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,y,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20
1.654,-0.117,5.032,-1.161,0.66,-2.959,0.458,-4.283,-2.037,-1.107,0.0,-1.597,-0.993,0.209,-4.313,0.198,0.8,-2.54,-0.772,0.007,0.692
1.408,-0.302,4.751,-1.182,0.398,-2.939,0.531,-3.858,-1.691,-1.187,0.0,-1.528,-1.257,0.068,-4.038,0.085,0.551,-2.367,-0.502,0.089,0.458
1.784,-0.203,5.31,-1.479,0.3,-2.669,0.355,-4.17,-1.966,-1.382,0.0,-1.479,-1.351,-0.163,-4.063,0.061,0.667,-2.679,-0.792,0.183,0.324
1.412,-0.012,3.792,-1.533,0.619,-3.008,0.315,-4.185,-2.999,-1.461,0.0,-1.501,-0.337,0.138,-3.113,0.029,1.169,-1.999,0.007,0.072,0.983
1.342,-0.147,3.472,-1.484,0.515,-2.812,0.269,-4.026,-3.588,-1.362,0.0,-1.074,-0.053,0.174,-2.676,0.071,1.174,-1.589,0.192,0.007,0.721
1.637,-0.321,4.412,-1.582,0.488,-3.281,0.329,-3.578,-1.222,-1.327,0.0,-1.484,-1.623,0.092,-3.435,0.014,0.739,-2.624,-0.586,0.006,0.752
1.407,-0.038,3.712,-1.669,0.155,-2.923,0.288,-4.351,-2.815,-1.398,0.0,-0.873,-1.126,0.078,-2.533,-0.003,0.751,-2.824,-0.753,0.101,0.558
1.36,-0.231,4.808,-1.341,0.543,-2.906,0.478,-4.144,-1.632,-1.403,0.0,-1.692,-1.486,0.181,-4.008,-0.008,0.897,-2.974,-0.822,0.251,0.91
1.34,-0.3,3.529,-1.72,0.59,-3.135,0.314,-3.986,-3.267,-1.479,0.0,-1.077,-0.128,0.027,-2.658,0.164,1.284,-1.595,0.286,-0.067,0.991
1.549,-0.315,4.297,-1.416,0.697,-2.923,0.323,-3.996,-2.709,-1.601,0.0,-1.398,-0.716,0.201,-3.652,0.198,0.749,-2.009,-0.175,0.064,0.388
1.42,0.025,3.895,-1.352,0.475,-2.972,0.477,-3.561,-1.864,-1.319,0.0,-1.235,-1.538,0.099,-3.162,0.086,1.014,-3.105,-0.986,-0.001,0.971
1.53,-0.185,3.835,-2.002,0.462,-2.837,0.271,-4.34,-3.023,-1.132,0.0,-0.802,-0.619,0.045,-2.34,-0.206,0.529,-1.962,-0.479,0.166,0.249
1.721,-0.242,4.607,-1.615,0.435,-2.973,0.674,-3.729,-2.039,-1.548,0.0,-1.556,-1.426,0.074,-3.506,-0.095,0.526,-2.593,-0.812,-0.027,0.529
1.395,-0.133,3.522,-1.729,0.522,-3.049,0.367,-3.764,-2.199,-1.551,0.0,-1.162,-1.293,0.125,-2.569,0.156,0.431,-2.646,-0.71,-0.073,0.273
1.488,-0.153,4.53,-1.206,0.479,-2.666,0.418,-4.032,-3.136,-1.355,0.0,-1.237,-0.243,0.226,-3.711,0.149,0.865,-1.776,0.171,0.195,0.43
1.623,0.28,4.163,-1.012,0.374,-2.591,0.312,-3.161,-2.424,-1.29,0.0,-1.36,-0.068,0.068,-3.354,-0.067,0.993,-1.713,-0.106,0.12,0.765
1.701,-0.221,4.722,-1.309,0.457,-2.969,0.253,-3.693,-1.79,-1.248,0.0,-1.353,-1.191,0.031,-3.848,-0.03,0.677,-2.293,-0.693,-0.076,0.543
1.577,-0.08,3.905,-1.79,0.626,-2.912,0.361,-4.094,-1.266,-1.138,0.0,-1.296,-1.957,0.006,-2.959,0.138,0.513,-3.231,-1.361,0.075,0.532
1.597,0.013,4.208,-1.05,0.371,-2.854,0.236,-3.548,-2.655,-1.452,0.0,-1.56,0.029,0.139,-3.596,0.108,0.945,-1.608,0.256,-0.072,0.515
1.83,-0.311,4.933,-1.285,0.495,-2.999,0.566,-3.748,-1.853,-1.356,0.0,-1.56,-1.032,0.031,-3.947,0.101,0.52,-2.296,-0.616,0.241,0.362
1.505,-0.272,4.321,-1.439,0.29,-3.102,0.439,-3.708,-2.285,-1.461,0.0,-1.358,-0.76,0.356,-2.966,-0.111,0.673,-1.836,-0.39,-0.071,0.476
1.559,-0.196,3.363,-1.902,0.664,-2.982,0.42,-3.89,-2.798,-1.597,0.0,-0.944,-1.079,0.137,-2.203,0.107,0.54,-2.376,-0.38,0.21,0.364
1.613,-0.324,5.016,-1.491,0.344,-3.026,0.35,-4.204,-2.296,-1.527,0.0,-1.609,-0.962,-0.017,-3.854,-0.012,0.505,-2.398,-0.364,-0.067,0.333
1.596,-0.174,3.909,-1.496,0.605,-2.84,0.614,-3.971,-1.949,-1.461,0.0,-1.418,-1.753,0.049,-3.288,0.131,0.789,-3.133,-0.963,0.141,0.921
1.328,0.122,3.269,-1.671,0.605,-3.024,0.55,-4.236,-3.015,-1.372,0.0,-1.186,-0.622,0.278,-2.478,0.158,0.763,-2.452,-0.505,0.069,0.665
1.401,0.421,3.384,-1.52,0.942,-3.065,0.439,-3.872,-2.627,-1.641,0.0,-1.213,-1.104,0.103,-2.578,0.238,0.705,-2.921,-1.208,0.244,0.467
1.496,-0.318,4.03,-1.397,0.322,-2.698,0.296,-3.568,-2.275,-1.447,0.0,-1.331,-0.789,0.309,-2.997,0.003,0.572,-1.795,-0.18,0.108,0.089
1.557,0.324,3.968,-1.246,0.18,-2.785,0.281,-3.855,-2.371,-1.147,0.0,-1.218,-0.87,-0.173,-3.155,-0.089,1.082,-2.614,-0.804,0.044,1.097
1.549,0.018,4.625,-1.489,0.424,-2.932,0.387,-3.79,-1.805,-1.275,0.0,-1.3,-1.447,0.069,-3.321,-0.018,0.237,-2.852,-0.937,-0.006,0.214
1.469,-0.143,4.509,-1.267,0.365,-3.236,0.404,-3.535,-1.512,-1.354,0.0,-1.755,-1.06,0.092,-3.673,-0.103,0.926,-2.31,-0.44,0.04,0.988
1.488,0.4,4.519,-0.873,0.491,-2.898,0.276,-3.828,-2.09,-1.09,0.0,-1.509,-0.588,0.198,-3.939,0.222,0.964,-2.415,-0.428,0.269,0.725
1.338,-0.314,3.61,-1.926,0.534,-3.074,0.3,-4.418,-3.022,-1.582,0.0,-1.076,-1.094,-0.019,-2.547,0.061,0.962,-2.385,-0.36,0.109,0.836
1.405,-0.087,4.059,-1.231,0.666,-2.769,0.533,-3.568,-0.476,-1.357,0.0,-1.753,-2.335,0.314,-4.083,0.3,0.974,-3.766,-1.351,-0.027,1.162
1.6,-0.19,4.505,-1.459,0.666,-2.5,0.34,-4.113,-2.076,-1.204,0.0,-1.553,-0.798,-0.012,-4.13,0.097,0.906,-2.224,-0.413,0.146,0.802
1.434,-0.301,4.291,-1.479,0.389,-2.518,0.404,-3.644,-0.963,-1.111,0.0,-1.555,-2.067,0.108,-3.726,0.043,0.704,-2.9,-1.127,0.126,0.591
1.649,0.014,4.709,-1.188,0.577,-2.897,0.479,-4.52,-1.762,-1.242,0.0,-1.525,-1.736,0.142,-4.112,0.268,0.493,-3.421,-1.126,0.269,0.386
1.27,0.408,3.998,-1.335,0.666,-3.309,0.421,-4.183,-3.764,-1.436,0.0,-1.211,0.473,0.068,-2.932,0.2,1.443,-1.688,0.215,0.199,0.68
1.24,0.169,3.859,-1.338,0.53,-2.628,0.494,-4.016,-2.439,-1.272,0.0,-1.114,-1.111,0.03,-2.943,-0.01,0.74,-2.693,-0.936,0.06,0.757
1.513,0.58,4.771,-0.775,0.503,-2.667,0.33,-3.994,-2.797,-1.235,0.0,-1.572,0.006,0.065,-4.174,0.231,1.349,-2.174,-0.629,0.222,0.749
1.466,-0.165,3.962,-1.203,0.492,-2.855,0.338,-3.91,-2.525,-1.203,0.0,-1.453,-0.246,0.183,-3.548,0.068,1.352,-1.674,0.099,-0.015,1.133
1.365,-0.199,3.681,-1.605,0.283,-3.047,0.411,-3.527,-3.187,-1.502,0.0,-1.432,0.349,0.139,-2.598,-0.103,0.966,-0.997,0.546,-0.007,0.306
1.361,-0.129,3.809,-1.867,0.173,-2.504,0.421,-4.415,-2.261,-1.368,0.0,-1.165,-1.557,-0.094,-3.167,-0.104,0.726,-2.842,-0.903,0.005,0.915
1.367,-0.234,3.915,-1.504,0.408,-2.802,0.535,-3.826,-2.26,-1.357,0.0,-1.434,-1.035,0.056,-3.256,0.063,0.7,-2.353,-0.255,0.188,0.389
1.192,-0.197,3.498,-2.004,0.359,-3.014,0.248,-4.502,-3.109,-1.413,0.0,-0.901,-0.87,-0.042,-1.852,-0.153,0.579,-2.249,-0.204,-0.106,0.271
1.567,-0.175,4.405,-1.344,0.374,-3.04,0.273,-3.923,-2.622,-1.219,0.0,-1.575,-0.294,0.159,-3.584,0.143,0.766,-1.721,0.054,0.017,0.235
1.396,-0.246,3.675,-1.862,0.455,-2.773,0.254,-4.179,-2.805,-1.256,0.0,-1.072,-0.504,-0.095,-2.317,-0.081,0.795,-1.925,-0.061,0.035,0.166
1.425,0.578,4.166,-0.825,0.794,-2.749,0.195,-3.35,-2.708,-1.364,0.0,-1.236,-0.12,0.257,-3.62,0.28,1.208,-2.153,-0.606,0.161,0.933
1.365,0.036,3.396,-1.978,0.611,-3.232,0.377,-3.829,-2.355,-1.447,0.0,-1.071,-1.356,0.111,-2.167,0.102,0.261,-2.972,-0.949,0.031,0.139
1.58,-0.233,5.261,-1.211,0.444,-2.859,0.565,-3.999,-2.756,-1.321,0.0,-1.552,-0.013,-0.048,-4.253,-0.023,0.615,-1.353,0.204,0.258,0.365
1.367,0.139,4.8,-1.769,0.346,-3.02,0.485,-4.679,-1.805,-1.259,0.0,-1.537,-1.827,-0.027,-3.779,0.081,0.355,-3.691,-1.26,0.063,0.331
1.667,-0.178,4.883,-1.236,0.793,-2.912,0.389,-4.086,-2.208,-1.309,0.0,-1.625,-0.479,0.127,-4.169,0.213,1.043,-2.215,-0.096,0.162,0.635
1.41,-0.159,4.295,-1.942,0.32,-3.322,0.36,-4.415,-3.41,-1.56,0.0,-1.22,-0.381,-0.026,-2.983,0.161,0.455,-1.843,-0.065,0.269,-0.065
1.462,-0.085,3.799,-1.552,0.643,-2.951,0.522,-4.075,-1.388,-1.307,0.0,-1.469,-2.007,-0.02,-3.191,0.178,0.681,-3.517,-1.145,0.137,0.606
1.596,-0.269,4.34,-1.679,0.262,-3.227,0.376,-4.064,-1.922,-1.654,0.0,-1.536,-1.276,-0.138,-3.11,-0.148,0.431,-2.456,-0.724,0.113,0.304
1.496,-0.119,4.484,-1.177,0.65,-2.76,0.456,-3.526,-2.306,-1.236,0.0,-1.468,-0.321,0.138,-3.62,0.078,1.041,-2.169,-0.017,0.13,0.687
1.711,0.327,5.059,-0.848,0.608,-2.624,0.648,-3.823,-1.866,-1.232,0.0,-1.541,-1.119,0.229,-4.427,0.134,1.179,-3.088,-1.051,0.061,1.084
1.358,0.095,4.899,-1.124,0.445,-2.763,0.346,-3.779,-1.918,-1.217,0.0,-1.804,-0.626,0.078,-4.158,0.066,0.838,-2.102,-0.64,0.183,0.505
1.39,0.059,4.04,-1.474,0.59,-2.677,0.294,-4.145,-2.693,-1.251,0.0,-1.491,-0.651,0.116,-3.295,0.086,0.921,-2.187,-0.503,0.143,0.669
1.494,0.19,3.726,-1.608,0.628,-2.651,0.344,-4.397,-2.618,-1.178,0.0,-1.222,-1.119,0.016,-3.198,0.127,0.941,-2.92,-0.958,0.032,0.838
1.523,-0.21,3.749,-1.768,0.269,-3.075,0.578,-3.946,-2.842,-1.42,0.0,-1.384,-0.483,-0.089,-2.799,-0.12,0.954,-2.049,0.083,0.056,0.668
1.564,-0.299,4.412,-1.821,0.421,-2.783,0.428,-3.607,-1.754,-1.224,0.0,-1.221,-1.634,0.058,-3.381,-0.169,0.207,-2.654,-0.779,0.178,0.166
1.516,-0.098,4.715,-1.188,0.485,-3.022,0.482,-3.975,-1.163,-1.448,0.0,-1.81,-1.898,0.158,-4.217,0.198,0.772,-3.413,-1.329,-0.009,0.911
1.328,0.058,3.655,-1.584,0.567,-2.743,0.552,-4.114,-2.27,-1.245,0.0,-1.362,-0.962,0.076,-3.037,0.022,1.169,-2.5,-1.011,0.181,1.112
1.558,-0.008,3.821,-1.213,0.38,-2.749,0.317,-3.692,-3.321,-1.326,0.0,-1.313,0.594,0.178,-3.055,-0.127,1.291,-0.937,0.688,0.122,0.784
1.318,-0.08,4.053,-1.627,0.338,-3.285,0.306,-4.016,-3.264,-1.661,0.0,-1.087,-0.212,0.22,-2.742,0.062,1.247,-1.724,-0.192,0.04,0.669
1.763,0.084,3.968,-1.243,0.213,-2.757,0.417,-3.509,-1.961,-1.402,0.0,-1.356,-0.957,0.032,-3.156,-0.161,0.575,-2.305,-0.455,0.029,0.297
1.622,-0.13,4.711,-1.405,0.287,-3.159,0.415,-3.523,-2.182,-1.519,0.0,-1.55,-0.502,-0.024,-3.454,-0.017,0.692,-1.705,-0.231,0.034,0.139
1.513,-0.286,4.522,-1.161,0.474,-2.647,0.597,-3.612,-1.903,-1.26,0.0,-1.705,-0.806,0.351,-4.15,0.066,0.835,-2.178,-0.287,-0.061,0.756
1.488,-0.249,3.746,-1.739,0.483,-2.826,0.453,-4.446,-2.856,-1.142,0.0,-1.131,-0.925,0.106,-2.858,0.106,0.942,-2.215,-0.334,0.054,0.649
1.444,-0.257,4.058,-1.268,0.528,-3.063,0.249,-3.811,-3.129,-1.417,0.0,-1.394,0.034,0.304,-3.232,0.171,1.205,-1.414,0.279,0.077,0.717
1.438,-0.269,4.078,-1.629,0.277,-3.02,0.246,-4.037,-3.092,-1.295,0.0,-1.221,-0.189,0.22,-2.882,-0.108,1.186,-1.4,0.21,-0.092,0.852
1.536,-0.325,4.403,-1.383,0.415,-2.389,0.341,-3.6,-1.968,-1.01,0.0,-1.486,-0.669,0.042,-3.767,-0.003,0.514,-1.997,-0.181,0.051,0.247
1.522,0.235,3.833,-1.191,0.608,-2.847,0.401,-4.088,-3.13,-1.23,0.0,-1.217,-0.345,0.087,-2.975,0.156,0.696,-2.312,-0.445,-0.002,0.238
1.29,-0.208,3.575,-1.816,0.565,-2.672,0.241,-4.232,-2.597,-1.284,0.0,-1.014,-0.884,0.141,-2.702,0.182,0.475,-2.196,-0.557,0.233,0.167
1.572,0.041,4.06,-1.353,0.58,-2.76,0.486,-4.025,-2.266,-1.238,0.0,-1.442,-1.024,0.172,-3.326,0.135,0.878,-2.463,-0.845,0.03,0.508
1.486,0.157,4.232,-1.436,0.598,-2.88,0.309,-4.061,-1.608,-1.459,0.0,-1.461,-1.878,0.339,-3.522,0.211,0.981,-3.61,-1.129,0.075,0.995
1.433,-0.316,4.42,-1.599,0.464,-2.886,0.345,-3.823,-1.986,-1.308,0.0,-1.301,-1.101,0.18,-3.182,0.024,0.384,-2.305,-0.326,-0.08,-0.063
1.586,-0.055,3.598,-1.856,0.358,-2.678,0.412,-4.142,-2.893,-1.285,0.0,-0.928,-0.993,-0.006,-2.444,-0.019,0.772,-2.462,-0.439,0.052,0.6
1.572,0.294,4.496,-1.239,0.743,-2.919,0.286,-4.163,-1.629,-1.255,0.0,-1.424,-1.931,0.225,-3.84,0.25,0.489,-3.731,-1.361,0.388,0.392
1.589,0.015,4.507,-1.274,0.663,-2.856,0.241,-3.856,-1.436,-1.17,0.0,-1.56,-1.423,0.063,-4.03,0.159,1.086,-3.093,-0.686,0.141,0.933
1.37,-0.301,4.156,-1.847,0.473,-2.837,0.202,-4.165,-2.811,-1.455,0.0,-1.26,-0.726,0.128,-3.353,0.24,0.661,-2.019,-0.194,0.104,0.531
1.396,-0.258,4.269,-1.501,0.476,-3.052,0.453,-3.536,-1.648,-1.407,0.0,-1.671,-1.149,0.163,-3.488,-0.084,0.824,-2.285,-0.405,0.045,0.753
1.167,-0.315,3.363,-1.763,0.499,-3.124,0.545,-3.911,-2.655,-1.318,0.0,-0.98,-1.243,-0.039,-1.909,-0.081,0.142,-2.609,-0.413,-0.001,0.117
1.475,0.443,3.569,-1.673,0.5,-2.821,0.356,-4.572,-2.515,-1.494,0.0,-1.057,-1.725,0.237,-2.824,0.178,0.809,-3.438,-1.383,0.181,0.838
1.448,0.083,4.961,-1.019,0.218,-3.152,0.517,-3.412,-2.082,-1.405,0.0,-1.472,-0.718,0.102,-3.741,-0.16,1.027,-2.039,-0.636,-0.047,0.906
1.59,-0.306,4.961,-1.675,0.47,-2.955,0.452,-4.163,-1.749,-1.293,0.0,-1.315,-1.915,0.014,-3.882,0.063,0.561,-3.249,-0.721,0.288,0.507
1.52,0.292,4.201,-1.296,0.437,-3.257,0.262,-3.833,-1.84,-1.508,0.0,-1.379,-1.201,0.157,-3.142,0.077,0.62,-2.95,-1.06,0.036,0.664
1.318,-0.078,4.039,-1.676,0.337,-2.921,0.277,-4.012,-2.644,-1.361,0.0,-1.05,-0.94,-0.233,-2.641,-0.149,0.584,-2.07,-0.618,0.145,0.478
1.429,0.02,3.214,-1.681,0.256,-2.812,0.275,-4.025,-3.538,-1.384,0.0,-0.768,-0.333,0.018,-2.208,0.122,1.108,-2.037,-0.18,0.183,0.748
1.488,-0.264,4.879,-0.996,0.493,-3.053,0.319,-3.297,-1.338,-1.363,0.0,-1.882,-0.921,0.183,-4.318,0.123,0.986,-2.196,-0.437,0.079,0.87
1.395,-0.013,3.662,-1.656,0.414,-2.907,0.311,-4.294,-2.33,-1.361,0.0,-1.155,-1.22,0.185,-2.751,-0.005,1.31,-2.706,-0.79,0.043,1.332
1.538,-0.27,4.18,-1.368,0.598,-2.958,0.38,-3.709,-2.315,-1.465,0.0,-1.317,-0.997,0.215,-3.222,0.076,0.551,-2.485,-0.531,0.222,0.553
1.617,0.122,4.714,-0.916,0.614,-2.502,0.538,-4.263,-3.738,-1.107,0.0,-1.427,0.738,0.348,-3.986,0.128,1.156,-1.449,0.534,-0.011,0.495
1.295,0.3,3.737,-1.614,0.288,-2.763,0.326,-3.824,-1.281,-1.198,0.0,-1.163,-2.176,0.068,-2.661,-0.004,0.303,-3.712,-1.446,0.059,0.362
1.576,0.313,4.171,-1.118,0.588,-2.771,0.294,-3.133,-1.601,-1.184,0.0,-1.45,-0.87,0.327,-3.526,0.166,0.909,-2.493,-0.747,0.022,0.771
1.483,0.072,4.546,-1.201,0.246,-3.096,0.345,-3.551,-0.569,-1.27,0.0,-1.615,-2.214,0.057,-3.735,0.009,0.536,-3.463,-1.427,0.028,0.893
1.565,-0.054,4.375,-1.538,0.376,-2.948,0.411,-4.079,-2.841,-1.348,0.0,-1.442,-0.475,-0.059,-3.711,-0.047,1.013,-1.98,-0.209,0.063,1.086
1.42,-0.112,4.628,-1.514,0.551,-3.05,0.348,-4.198,-1.762,-1.497,0.0,-1.324,-1.746,0.149,-3.777,0.207,0.645,-3.206,-1.052,0.058,0.714
1.684,-0.238,3.598,-1.736,0.514,-2.589,0.395,-4.136,-2.609,-1.264,0.0,-1.197,-0.84,0.095,-2.822,0.159,0.689,-2.109,-0.326,0.108,0.309
1.421,-0.048,4.192,-1.479,0.622,-2.869,0.484,-4.037,-2.054,-1.402,0.0,-1.493,-1.285,0.229,-3.864,0.081,1.212,-2.985,-1.031,0.119,1.06
1.392,-0.183,4.183,-1.585,0.554,-3.039,0.378,-3.946,-1.968,-1.309,0.0,-1.629,-0.863,0.109,-3.272,0.12,0.742,-2.309,-0.378,0.026,0.505
1.393,-0.072,4.921,-1.223,0.466,-2.944,0.612,-3.707,-1.72,-1.425,0.0,-1.568,-1.447,0.357,-4.239,0.099,1.202,-2.866,-1.051,0.033,1.39
1.532,-0.046,4.483,-1.261,0.384,-2.646,0.349,-4.002,-2.355,-1.271,0.0,-1.496,-0.766,-0.174,-3.707,0.054,0.701,-2.584,-0.302,0.097,0.376
1.661,-0.206,3.66,-1.84,0.442,-3.119,0.348,-4.085,-1.976,-1.48,0.0,-1.304,-1.362,0.034,-2.793,0.011,0.726,-2.561,-0.701,-0.031,0.796
1.425,-0.043,3.545,-2.167,0.481,-2.758,0.542,-4.142,-1.723,-1.434,0.0,-0.959,-2.288,0.063,-2.275,-0.089,-0.132,-3.722,-1.195,0.135,-0.037
1.545,-0.029,4.174,-1.782,0.438,-2.914,0.419,-4.204,-2.192,-1.542,0.0,-1.465,-0.971,0.032,-3.192,0.005,0.834,-2.557,-0.632,0.143,0.786
1.315,-0.312,3.714,-1.936,0.4,-3.124,0.417,-3.888,-2.333,-1.548,0.0,-1.396,-0.858,0.129,-2.983,0.135,1.071,-2.138,-0.172,0.091,0.84
1.452,-0.125,4.815,-1.49,0.146,-3.137,0.503,-4.599,-2.096,-1.295,0.0,-1.426,-1.627,-0.178,-3.439,-0.093,0.22,-3.242,-1.004,0.204,0.343
1.477,-0.235,3.343,-1.605,0.63,-2.966,0.392,-3.341,-2.513,-1.331,0.0,-1.245,-0.474,0.333,-2.42,0.036,1.041,-1.585,-0.072,-0.135,0.615
1.701,-0.231,4.756,-0.898,0.536,-2.953,0.645,-3.52,-2.079,-1.369,0.0,-1.789,-0.467,0.448,-4.435,0.165,0.803,-1.963,-0.078,0.017,0.457
1.638,-0.228,4.011,-1.668,0.347,-2.676,0.411,-4.153,-2.893,-1.111,0.0,-1.246,-0.507,0.173,-2.835,-0.194,0.72,-1.925,-0.186,0.127,0.342
1.654,-0.074,4.276,-1.556,0.58,-2.957,0.46,-4.094,-1.83,-1.449,0.0,-1.378,-1.707,0.224,-3.406,0.048,0.971,-2.901,-0.952,0.047,1.039
1.537,-0.146,3.778,-1.692,0.465,-2.838,0.294,-4.359,-2.488,-1.194,0.0,-1.473,-0.826,-0.167,-3.139,0.004,1.106,-2.304,-0.54,0.094,0.775
1.59,-0.198,3.863,-1.414,0.422,-2.549,0.329,-3.805,-3.315,-1.234,0.0,-1.278,0.065,0.269,-3.008,-0.02,0.845,-1.466,0.306,0.196,0.742
1.653,-0.045,4.887,-1.096,0.3,-3.062,0.285,-3.698,-2.242,-1.533,0.0,-1.655,-0.613,0.007,-3.778,0.001,0.712,-1.879,-0.406,0.22,0.367
1.219,-0.017,3.589,-1.355,0.531,-2.674,0.452,-3.786,-1.675,-1.401,0.0,-1.374,-1.57,0.037,-3.152,0.044,0.811,-2.977,-1.192,0.259,1.002
1.552,-0.096,4.72,-1.525,0.572,-3.19,0.296,-3.978,-1.772,-1.327,0.0,-1.3,-1.717,0.099,-3.807,0.284,0.183,-3.222,-1.163,0.151,-0.07
1.602,-0.002,4.264,-1.176,0.367,-2.736,0.085,-3.5,-2.058,-1.312,0.0,-1.307,-0.739,0.241,-3.408,0.143,0.763,-2.149,-0.551,-0.072,0.358
1.582,-0.004,5.031,-1.035,0.542,-3.013,0.361,-3.429,-2.896,-1.503,0.0,-1.548,0.35,0.218,-4.044,0.162,0.975,-1.299,0.411,0.223,0.254
1.46,-0.246,3.967,-1.78,0.549,-3.018,0.281,-4.378,-3.165,-1.527,0.0,-1.211,-0.374,0.01,-2.674,0.092,0.632,-1.768,-0.19,0.228,0.143
1.409,-0.121,3.984,-1.692,0.448,-3.02,0.287,-4.138,-1.948,-1.432,0.0,-1.378,-1.559,0.063,-3.162,0.045,0.953,-3.015,-0.755,-0.001,0.827
1.457,0.517,3.421,-1.34,0.482,-3.076,0.322,-4.12,-3.708,-1.472,0.0,-0.965,0.038,0.043,-2.321,0.161,1.287,-2.106,-0.449,0.191,0.579
1.435,-0.005,5.606,-0.81,0.635,-3.093,0.138,-3.868,-1.596,-1.424,0.0,-1.934,-1.033,0.056,-5.035,0.054,1.007,-2.478,-0.867,0.094,1.25
1.319,0.151,4.243,-1.423,0.432,-2.596,0.203,-3.942,-1.671,-1.045,0.0,-1.345,-1.353,0.003,-3.37,0.095,0.656,-2.635,-1.087,0.018,0.451
1.624,-0.061,5.16,-1.152,0.473,-3.156,0.377,-3.754,-2.785,-1.673,0.0,-1.426,-0.267,0.053,-4.117,0.169,0.75,-1.862,-0.195,0.13,0.133
1.427,-0.206,3.579,-1.9,0.439,-2.916,0.19,-3.996,-1.702,-1.38,0.0,-1.241,-1.614,0.074,-2.923,0.149,1.039,-2.947,-0.882,0.132,1.072
1.476,-0.286,3.639,-1.946,0.949,-2.69,0.372,-3.397,-0.012,-1.291,0.0,-1.58,-2.815,0.138,-3.234,0.29,0.292,-3.662,-1.168,0.194,0.302
1.646,-0.243,4.286,-1.665,0.334,-3.245,0.323,-4.728,-3.514,-1.304,0.0,-1.396,0.002,0.149,-3.323,0.009,1.777,-1.451,0.18,-0.015,1.388
1.55,-0.326,3.624,-1.872,0.38,-2.857,0.112,-4.36,-2.869,-1.328,0.0,-0.813,-1.245,0.002,-2.431,0.077,0.474,-2.593,-0.503,-0.008,0.167
1.427,-0.228,4.935,-1.316,0.597,-3.02,0.474,-4.006,-2.781,-1.375,0.0,-1.579,-0.445,0.19,-3.903,0.03,1.075,-1.868,0.016,0.167,0.705
1.67,-0.022,4.351,-1.399,0.441,-2.985,0.674,-3.578,-2.271,-1.439,0.0,-1.352,-0.891,0.132,-3.216,0.142,0.204,-2.358,-0.529,0.183,-0.372
1.282,-0.289,4.564,-1.12,0.544,-2.891,0.351,-3.986,-1.852,-1.427,0.0,-1.657,-1.139,0.167,-4.111,0.109,1.008,-2.318,-0.494,0.417,0.878
1.558,-0.308,4.182,-1.948,0.345,-2.754,0.139,-4.033,-2.11,-1.456,0.0,-1.204,-1.476,-0.006,-3.231,-0.025,0.488,-2.588,-0.76,0.071,0.451
1.593,-0.192,4.917,-1.557,0.325,-2.985,0.478,-4.419,-2.245,-1.49,0.0,-1.457,-1.232,-0.081,-3.624,-0.092,0.588,-2.403,-0.713,0.115,0.384
1.432,-0.262,3.699,-1.772,0.521,-3.135,0.351,-4.006,-2.131,-1.617,0.0,-1.178,-1.682,0.131,-2.972,0.105,0.725,-2.613,-0.881,0.054,0.779
1.388,-0.232,4.14,-1.364,0.533,-2.678,0.488,-3.407,-1.985,-1.028,0.0,-1.555,-0.554,0.035,-3.329,-0.081,0.89,-1.841,-0.184,0.278,0.571
1.634,-0.012,4.598,-1.273,0.549,-2.984,0.539,-3.846,-1.476,-1.49,0.0,-1.541,-1.623,0.191,-3.834,0.228,0.522,-2.866,-0.93,0.142,0.327
1.476,-0.219,4.576,-1.738,0.419,-2.851,0.589,-4.653,-2.093,-1.368,0.0,-1.543,-1.737,0.114,-3.952,0.077,1.008,-3.168,-1.044,0.062,0.841
1.272,0.294,4.395,-1.044,0.47,-2.926,0.477,-3.753,-1.348,-1.279,0.0,-1.572,-1.805,0.198,-3.91,0.113,0.933,-3.411,-1.47,-0.044,0.903
1.552,-0.243,4.932,-1.044,0.358,-2.813,0.432,-3.494,-2.5,-1.287,0.0,-1.619,-0.109,0.36,-4.213,-0.029,1.413,-1.247,-0.044,0.098,1.054
1.236,-0.266,2.413,-1.909,0.605,-2.777,0.288,-4.516,-3.085,-1.366,0.0,-0.469,-1.522,0.092,-1.438,0.235,1.002,-2.855,-1.148,0.241,0.624
1.442,-0.158,4.271,-1.762,0.435,-2.778,0.25,-4.276,-2.015,-1.351,0.0,-1.304,-1.616,-0.046,-3.267,0.018,0.898,-2.873,-0.947,0.005,0.516
1.525,-0.182,3.154,-2.031,0.303,-2.728,0.333,-4.241,-2.853,-1.246,0.0,-0.785,-1.184,0.064,-2.029,-0.055,0.758,-2.28,-0.71,0.156,0.743
1.574,0.062,3.594,-1.52,0.723,-2.91,0.396,-3.782,-2.677,-1.328,0.0,-1.041,-0.756,0.164,-2.587,0.275,0.843,-2.265,-0.715,0.157,0.296
1.556,-0.091,4.027,-1.251,0.555,-2.796,0.457,-3.797,-2.063,-1.288,0.0,-1.479,-0.985,0.313,-3.371,0.093,0.582,-2.349,-0.582,0.07,0.317
1.507,-0.325,4.073,-1.513,0.554,-2.864,0.457,-3.871,-1.838,-1.335,0.0,-1.313,-1.431,0.193,-3.289,0.117,0.638,-2.538,-0.784,0.192,0.432
