Unnamed: 0,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,y,x17,x18,x19,x20
600,0.425,-0.687,1.522,-0.284,0.651,0.357,-0.266,0.931,3.575,-0.291,0.295,1.152,0.688,-0.922,0.668,1.883,0.0,0.712,-0.519,-1.13,0.226
601,0.607,-0.532,1.358,-0.104,0.767,0.583,-0.475,0.976,3.241,-0.212,0.321,1.026,0.742,-0.655,0.913,1.99,0.0,0.723,-1.362,-0.934,0.568
602,0.177,-0.601,1.352,-0.315,0.753,0.708,-0.148,0.956,3.508,0.077,0.263,1.1,0.778,-0.756,0.632,2.043,0.0,0.475,-0.45,-0.761,0.028
603,0.36,-0.406,1.715,-0.119,0.912,0.541,-0.308,0.975,3.85,-0.097,0.429,0.964,0.658,-0.438,0.888,2.405,0.0,0.474,-0.744,-0.916,0.209
604,0.394,-0.593,1.435,-0.163,0.694,0.61,-0.232,0.948,3.636,0.068,-0.132,0.989,0.791,-0.84,0.7,2.148,0.0,0.711,-0.834,-1.083,0.076
605,0.322,-0.597,1.733,-0.169,1.021,0.66,0.381,0.907,4.011,0.058,0.305,0.949,0.678,-0.967,0.829,2.301,0.0,0.653,-0.363,-1.086,-0.157
606,0.207,-0.502,1.307,-0.056,0.696,0.756,0.527,0.961,4.268,0.359,0.104,0.706,0.822,-0.611,0.692,2.367,0.0,0.636,-0.275,-1.265,-0.226
607,-0.155,-0.267,1.564,-0.297,0.63,0.887,0.148,0.953,4.181,0.107,0.332,0.866,0.776,-0.315,0.733,2.631,0.0,0.473,-0.829,-1.239,0.07
608,0.251,-0.074,1.237,-0.428,0.274,0.617,-0.862,0.849,2.512,-0.1,0.849,1.055,0.513,0.319,0.524,1.941,0.0,0.681,-1.775,-0.509,0.827
609,0.451,-0.443,1.407,-0.25,0.819,0.753,-0.105,1.124,3.858,-0.016,0.013,1.068,0.958,-0.785,0.518,2.223,0.0,0.674,-0.646,-1.123,0.062
610,0.335,-0.519,1.315,-0.228,0.64,0.597,0.06,0.706,3.184,0.166,0.308,0.943,0.827,-0.637,0.473,1.875,0.0,0.567,-0.662,-0.763,-0.015
611,0.45,-0.454,1.132,0.18,0.774,1.01,-0.172,0.952,2.676,0.166,-0.068,0.889,0.736,-0.578,0.594,1.497,0.0,0.366,-0.691,-0.793,0.133
612,0.279,-0.507,1.31,-0.262,0.444,0.747,-0.074,1.046,3.643,0.134,0.279,1.069,0.719,-0.48,0.649,2.397,0.0,0.678,-1.181,-1.149,0.166
613,0.524,-0.499,1.077,0.145,0.493,0.672,-0.151,0.959,3.485,0.02,-0.014,0.775,0.69,-0.324,0.56,2.109,0.0,0.639,-1.214,-0.969,0.336
614,0.65,-0.6,1.569,-0.264,0.76,0.571,-0.151,1.092,3.529,0.03,0.236,1.151,0.609,-0.441,0.575,2.071,0.0,0.777,-0.995,-0.905,0.28
615,0.083,-0.339,1.401,-0.159,0.517,0.613,-0.115,0.976,3.895,0.028,0.348,1.073,0.666,-0.425,0.68,2.401,0.0,0.43,-0.74,-1.12,0.219
616,0.66,-0.641,1.422,-0.301,0.495,0.614,-0.403,0.88,3.31,-0.072,0.12,0.757,0.783,-0.284,0.494,2.031,0.0,0.791,-1.326,-0.955,0.509
617,0.503,-0.269,1.439,-0.153,0.485,0.048,-0.651,1.008,3.488,-0.368,0.524,1.43,0.633,-0.546,0.659,2.579,0.0,0.941,-1.678,-0.891,0.576
618,0.128,-0.398,1.596,-0.078,0.77,0.829,0.14,0.92,4.234,0.158,0.293,0.776,0.915,-0.599,0.752,2.712,0.0,0.341,-0.433,-1.121,-0.138
619,0.152,-0.038,1.496,-0.263,0.5,0.572,-0.667,1.17,3.341,0.004,0.493,1.237,0.67,-0.103,0.819,2.573,0.0,0.656,-1.286,-0.672,0.422
620,0.713,-0.573,1.862,-0.065,1.007,0.528,-0.024,1.032,4.148,-0.193,0.004,0.894,0.982,-0.992,0.822,2.427,0.0,0.759,-0.61,-1.116,-0.054
621,0.264,-0.325,1.412,0.063,0.694,0.627,-0.061,1.257,3.928,0.021,0.067,0.963,0.778,-0.651,0.568,2.423,0.0,0.516,-0.917,-1.402,0.122
622,0.352,-0.605,1.314,-0.125,0.706,0.672,-0.505,0.998,3.195,-0.036,0.22,0.943,0.733,-0.342,0.837,1.72,0.0,0.641,-0.969,-0.986,0.458
623,0.923,-0.525,1.412,-0.121,0.794,0.35,-0.095,1.128,3.41,0.008,0.305,0.706,0.659,-0.623,0.885,1.83,0.0,0.964,-0.537,-0.935,-0.126
624,0.679,-0.568,1.056,-0.234,0.629,0.584,-0.177,0.999,3.534,0.031,0.245,1.324,0.546,-0.479,0.637,1.981,0.0,0.683,-0.864,-0.999,0.334
625,0.546,-0.209,1.039,-0.207,0.549,0.494,-0.331,1.041,3.15,0.057,0.43,1.099,0.753,-0.163,0.868,2.153,0.0,0.709,-1.092,-0.881,0.293
626,0.171,-0.328,1.529,-0.132,0.644,0.683,0.351,0.938,4.141,0.128,0.092,0.999,0.965,-0.748,0.546,2.684,0.0,0.711,-0.796,-1.421,-0.025
627,0.204,-0.411,1.315,-0.033,0.668,0.475,-0.349,0.874,3.785,-0.117,0.157,0.909,0.901,-0.213,0.711,2.117,0.0,0.54,-0.604,-1.127,0.327
628,0.408,-0.451,1.471,-0.26,0.693,0.65,-0.461,0.966,3.591,-0.079,0.062,1.098,0.869,-0.479,0.635,1.998,0.0,0.616,-0.627,-0.935,0.287
629,0.376,-0.44,1.618,-0.127,0.649,0.439,0.058,1.01,4.107,-0.073,0.134,1.23,0.695,-0.844,0.825,2.654,0.0,0.649,-0.52,-1.033,-0.097
630,0.624,-0.506,1.245,-0.133,0.592,0.527,0.188,1.044,3.477,0.085,0.267,1.111,0.721,-0.608,0.593,2.204,0.0,0.7,-0.881,-1.072,0.077
631,0.351,-0.495,1.541,-0.156,0.918,0.587,-0.01,0.991,3.945,-0.086,0.208,1.055,0.862,-0.95,0.755,2.257,0.0,0.591,-0.452,-1.261,0.01
632,0.652,-0.662,0.999,0.018,0.748,0.685,-0.149,1.067,3.131,0.112,0.086,1.085,0.649,-0.731,0.555,1.483,0.0,0.408,-0.571,-0.959,0.259
633,0.564,-0.456,1.238,-0.131,0.413,0.497,-0.575,0.964,3.083,-0.189,0.07,1.207,0.758,-0.484,0.555,2.131,0.0,0.626,-1.577,-0.76,0.677
634,0.32,-0.511,1.41,-0.281,0.991,0.72,-0.187,0.789,3.519,0.076,0.451,0.936,0.593,-0.379,0.774,1.786,0.0,0.277,-0.342,-1.005,0.238
635,0.516,-0.537,1.441,-0.079,1.048,0.712,0.623,0.967,4.422,0.327,0.28,0.563,0.766,-0.666,0.741,2.52,0.0,0.839,-0.203,-1.323,-0.238
636,0.315,-0.328,1.336,-0.229,0.543,0.526,-0.321,0.833,3.722,0.104,0.214,0.761,0.964,-0.22,0.627,2.388,0.0,0.605,-0.916,-1.227,0.233
637,0.031,-0.477,1.539,-0.175,0.535,0.976,0.371,0.814,4.47,0.216,-0.02,0.975,0.902,-0.816,0.543,2.856,0.0,0.494,-0.716,-1.328,-0.189
638,0.289,-0.351,1.325,-0.149,0.39,0.631,-0.671,1.041,3.455,-0.038,0.446,1.187,0.659,-0.237,0.569,2.583,0.0,0.684,-1.462,-0.884,0.472
639,0.379,-0.274,1.416,0.059,0.646,0.777,0.022,1.048,3.799,0.062,0.111,0.95,0.799,-0.526,0.721,2.528,0.0,0.638,-0.886,-1.173,0.022
640,0.062,-0.248,1.15,-0.059,0.371,0.538,-0.391,0.913,3.744,0.121,0.102,0.956,0.84,-0.239,0.577,2.518,0.0,0.647,-1.464,-1.143,0.51
641,0.208,-0.617,1.236,-0.433,0.681,0.473,-0.569,0.889,3.596,-0.147,0.304,1.279,0.754,-0.495,0.609,2.279,0.0,0.665,-1.358,-0.926,0.63
642,0.289,-0.368,1.571,-0.004,0.637,0.751,-0.281,0.963,3.88,0.029,0.11,0.812,0.603,-0.353,0.546,2.5,0.0,0.545,-0.913,-1.038,0.263
643,0.105,-0.733,1.58,-0.032,0.886,0.549,-0.057,0.981,4.054,0.005,-0.146,1.044,0.836,-0.954,0.715,2.494,0.0,0.497,-0.608,-0.988,0.12
644,0.343,-0.549,1.293,-0.077,0.679,0.601,-0.063,1.16,4.025,0.191,0.053,0.99,0.908,-0.605,0.597,2.273,0.0,0.768,-0.804,-1.117,0.113
645,0.57,-0.332,1.081,-0.174,0.748,0.66,-0.307,0.892,2.811,0.138,0.47,0.696,0.628,-0.115,0.741,1.351,0.0,0.477,-0.466,-0.925,0.218
646,0.319,-0.423,1.353,-0.177,0.304,0.299,-0.726,0.78,3.207,-0.325,0.402,0.865,0.571,-0.447,0.525,2.265,0.0,0.72,-1.532,-0.978,0.542
647,0.261,-0.412,1.551,-0.091,0.605,0.887,0.233,1.208,3.671,0.15,-0.072,1.353,0.754,-1.101,0.663,2.39,0.0,0.363,-0.817,-0.96,-0.214
648,0.873,-0.301,1.278,-0.33,0.41,0.54,-0.321,1.202,3.095,-0.156,0.469,1.217,0.566,-0.69,0.669,2.119,0.0,0.686,-1.154,-0.785,0.162
649,0.405,-0.367,1.445,-0.117,0.59,0.653,-0.333,1.152,3.618,-0.022,0.26,1.018,0.719,-0.407,0.773,2.133,0.0,0.594,-1.202,-1.086,0.43
650,0.556,-0.533,1.314,-0.068,0.656,0.856,0.055,1.134,4.148,0.33,0.169,0.919,0.786,-0.691,0.747,2.602,0.0,0.695,-0.844,-1.308,0.04
651,0.458,-0.242,1.284,-0.344,0.698,0.618,-0.647,1.089,2.978,-0.121,0.49,1.045,0.553,-0.22,0.829,2.017,0.0,0.314,-1.092,-0.662,0.462
652,0.013,-0.532,1.488,-0.205,0.653,0.777,-0.163,0.894,3.883,0.109,0.097,0.786,0.874,-0.286,0.64,2.151,0.0,0.437,-0.75,-1.259,0.138
653,0.517,-0.313,1.363,-0.515,0.567,0.737,-0.068,1.17,3.767,0.036,0.4,1.296,0.762,-0.66,0.794,2.356,0.0,0.533,-0.772,-1.06,0.251
654,0.181,-0.528,1.427,-0.162,0.367,0.623,-0.235,0.893,3.91,0.167,0.059,0.962,0.748,-0.489,0.509,2.607,0.0,0.597,-1.299,-0.989,0.366
655,0.63,-0.592,1.409,-0.251,0.787,0.381,-0.387,1.02,3.545,-0.111,0.282,0.96,0.818,-0.375,0.731,1.95,0.0,0.736,-1.004,-0.912,0.571
656,0.453,-0.449,1.026,-0.002,0.672,0.871,-0.138,1.06,3.542,0.099,0.289,0.793,0.683,-0.542,0.643,2.17,0.0,0.541,-0.928,-1.105,0.228
657,0.311,-0.477,1.233,-0.033,0.733,0.788,-0.029,0.938,3.968,0.21,0.01,1.08,0.871,-0.67,0.654,2.207,0.0,0.463,-0.573,-1.261,0.052
658,-0.128,-0.327,1.661,0.1,0.664,0.788,-0.01,0.931,4.045,0.013,-0.097,1.051,0.93,-0.709,0.482,2.871,0.0,0.58,-0.82,-1.098,0.114
659,0.27,-0.52,1.353,0.044,0.801,1.013,-0.019,1.102,4.047,0.267,-0.118,1.19,0.952,-0.808,0.702,2.286,0.0,0.285,-0.597,-1.264,0.114
660,0.818,-0.557,1.12,-0.082,0.96,0.613,-0.031,1.027,2.938,0.18,0.47,0.772,0.582,-0.363,1.042,1.269,0.0,0.654,-0.409,-0.764,0.212
661,0.467,-0.524,1.62,0.079,0.582,0.515,0.016,0.999,4.073,0.165,-0.041,0.776,0.878,-0.718,0.659,2.528,0.0,0.732,-0.608,-1.173,-0.021
662,0.179,-0.394,1.424,0.077,0.594,0.445,-0.294,0.776,3.562,-0.176,0.266,0.745,0.542,-0.226,0.712,2.17,0.0,0.527,-0.856,-1.111,0.266
663,0.493,-0.515,1.32,0.132,0.682,0.568,-0.471,0.943,3.595,-0.07,0.227,0.813,0.507,-0.222,0.756,2.095,0.0,0.783,-0.921,-1.045,0.419
664,0.388,-0.825,1.461,-0.183,0.682,0.735,0.18,0.936,3.871,0.027,0.179,1.176,0.715,-1.095,0.414,2.348,0.0,0.619,-0.637,-0.994,0.035
665,0.338,-0.665,1.122,-0.053,0.66,0.81,0.179,1.068,3.582,0.225,0.397,0.682,0.576,-0.72,0.74,1.81,0.0,0.581,-0.563,-1.123,-0.027
666,0.338,-0.612,1.251,-0.23,0.601,0.404,-0.482,0.757,3.659,-0.195,0.365,1.054,0.719,-0.3,0.571,2.422,0.0,0.692,-1.368,-0.884,0.648
667,0.391,-0.431,1.375,-0.26,0.192,0.562,-0.457,0.979,3.564,0.051,0.42,0.889,0.575,-0.277,0.29,2.324,0.0,0.565,-1.26,-1.107,0.35
668,0.334,-0.608,1.423,-0.041,0.934,0.753,-0.09,1.061,3.788,0.104,-0.085,1.14,0.796,-1.036,0.777,2.26,0.0,0.501,-0.371,-1.091,0.089
669,0.112,-0.282,1.284,-0.085,0.442,0.45,-0.776,0.872,3.43,-0.122,0.108,1.081,0.809,-0.289,0.601,2.503,0.0,0.669,-1.815,-0.84,0.498
670,0.479,-0.454,1.137,0.093,0.648,0.652,-0.082,0.735,3.556,0.033,0.068,0.546,0.619,-0.346,0.656,1.849,0.0,0.748,-0.748,-1.113,0.208
671,0.44,-0.448,1.276,-0.146,0.886,0.77,0.217,0.662,3.387,0.327,0.215,0.315,0.749,-0.029,0.787,1.747,0.0,0.727,-0.395,-0.9,-0.143
672,0.724,-0.243,1.54,-0.346,0.831,0.512,-0.647,1.032,3.474,-0.133,0.299,1.292,0.616,-0.305,0.749,1.937,0.0,0.475,-0.762,-1.206,0.454
673,0.52,-0.515,1.439,-0.324,0.474,0.567,0.046,0.977,3.004,-0.052,0.35,1.274,0.809,-0.74,0.585,1.968,0.0,0.759,-0.952,-0.592,0.204
674,0.457,-0.396,1.493,-0.124,0.651,0.448,-0.431,0.955,3.218,-0.107,0.401,0.839,0.577,-0.392,0.797,2.21,0.0,0.795,-1.077,-0.81,0.397
675,0.143,-0.145,1.3,0.105,0.34,0.472,-0.081,0.993,3.823,0.099,0.296,0.71,0.767,-0.282,0.543,2.665,0.0,0.735,-1.177,-1.035,0.013
676,0.22,-0.403,1.383,-0.114,0.606,0.723,0.108,0.943,3.711,0.144,0.062,0.737,0.805,-0.444,0.779,2.415,0.0,0.78,-1.052,-0.972,0.154
677,0.147,-0.403,1.196,-0.008,0.669,0.9,0.008,1.072,3.642,0.208,0.094,0.803,0.771,-0.462,0.69,2.158,0.0,0.355,-0.787,-1.077,0.293
678,0.238,-0.327,1.472,-0.116,0.722,0.546,-0.073,1.001,3.898,-0.068,0.131,1.17,0.766,-0.905,0.955,2.637,0.0,0.682,-0.914,-1.04,0.022
679,0.256,-0.568,1.344,-0.046,0.771,0.476,0.276,0.97,4.239,0.278,0.371,1.026,0.591,-0.698,0.783,2.64,0.0,0.561,-0.58,-1.158,-0.054
680,0.354,-0.412,1.377,-0.344,0.364,0.726,-0.487,0.96,3.546,-0.046,0.288,1.136,0.706,-0.288,0.609,2.38,0.0,0.492,-1.413,-0.783,0.345
681,0.226,-0.248,1.281,0.05,0.516,0.93,-0.505,1.029,3.668,0.011,0.331,0.934,0.819,-0.301,0.683,2.512,0.0,0.532,-1.257,-1.151,0.336
682,0.289,-0.396,1.378,-0.102,0.696,0.841,-0.049,0.966,3.84,0.176,0.276,0.869,0.828,-0.671,0.61,2.038,0.0,0.376,-0.352,-1.261,0.016
683,0.514,-0.391,1.279,-0.003,0.435,0.367,-0.785,1.054,3.445,-0.348,0.09,1.274,0.856,-0.422,0.61,2.403,0.0,0.46,-1.661,-0.85,0.748
684,0.201,-0.329,1.273,-0.228,0.35,0.762,0.174,1.018,4.062,0.258,0.285,0.878,0.783,-0.45,0.547,2.742,0.0,0.591,-0.987,-1.3,0.088
685,0.493,-0.337,1.495,-0.211,0.403,0.54,-0.423,1.215,3.586,-0.109,0.634,1.185,0.5,-0.466,0.568,2.422,0.0,0.544,-1.274,-1.015,0.488
686,0.246,-0.633,1.514,-0.243,0.824,0.497,-0.272,0.94,3.771,-0.009,0.309,0.999,0.64,-0.68,0.873,2.328,0.0,0.837,-0.923,-0.874,0.231
687,-0.105,-0.32,1.05,-0.372,0.285,0.644,-0.601,0.948,3.046,-0.144,0.32,1.033,0.638,-0.253,0.581,2.174,0.0,0.384,-1.53,-0.723,0.51
688,0.405,-0.575,1.313,-0.201,0.606,0.567,-0.421,1.007,3.653,-0.012,0.272,1.126,0.693,-0.507,0.758,2.121,0.0,0.568,-0.921,-0.972,0.461
689,0.202,-0.551,1.617,0.072,0.636,0.46,-0.181,1.024,3.74,-0.035,-0.028,0.883,0.911,-0.57,0.499,2.351,0.0,0.836,-1.14,-1.048,0.335
690,0.269,-0.378,1.447,-0.055,0.605,0.456,-0.299,0.955,3.674,0.044,0.207,0.818,0.894,-0.399,0.687,2.503,0.0,0.626,-1.074,-0.899,0.278
691,0.244,-0.463,1.462,-0.004,0.506,0.403,-0.616,0.816,3.575,-0.122,-0.057,0.788,0.741,-0.357,0.61,2.431,0.0,0.621,-1.321,-0.846,0.611
692,0.317,-0.505,1.147,-0.361,0.846,0.997,-0.048,1.032,3.55,0.196,0.188,1.263,0.849,-0.556,0.842,1.898,0.0,0.404,-0.771,-1.065,0.248
693,0.312,-0.408,1.443,-0.036,0.595,0.578,-0.311,0.787,3.825,-0.265,0.241,1.028,0.894,-0.592,0.741,2.311,0.0,0.593,-0.801,-1.123,0.182
694,0.049,-0.239,1.132,0.02,0.51,0.819,0.068,0.935,4.018,0.235,0.28,0.958,0.76,-0.19,0.653,2.616,0.0,0.385,-0.909,-1.258,0.199
695,0.673,-0.649,1.431,-0.144,0.901,0.619,0.312,1.011,3.717,0.088,0.041,0.852,0.877,-0.866,0.542,1.927,0.0,0.633,-0.104,-1.068,-0.301
696,0.454,-0.513,1.152,0.123,0.754,0.524,0.12,0.898,3.47,0.072,0.091,0.533,0.776,-0.471,0.693,1.96,0.0,0.859,-0.675,-1.069,0.059
697,0.199,-0.436,1.264,0.023,0.528,0.671,0.111,1.09,4.254,0.071,0.074,0.914,0.819,-0.819,0.787,2.549,0.0,0.761,-0.879,-1.456,0.019
698,0.337,-0.414,1.422,-0.031,0.514,0.486,0.115,0.87,3.983,-0.003,0.274,0.613,0.663,-0.442,0.501,2.623,0.0,0.822,-1.08,-1.306,0.157
699,0.177,-0.276,1.35,-0.107,0.539,0.593,-0.156,0.979,3.759,0.131,0.319,0.75,0.763,-0.19,0.621,2.599,0.0,0.656,-1.191,-0.979,0.316
700,0.522,-0.357,1.14,-0.296,0.439,0.471,-0.298,1.126,3.7,0.139,0.484,1.121,0.393,-0.184,0.71,2.445,0.0,0.866,-1.294,-1.014,0.333
701,0.252,-0.343,1.444,-0.155,0.55,0.664,-0.092,0.95,3.767,0.06,0.146,0.947,0.829,-0.475,0.689,2.335,0.0,0.386,-0.824,-1.265,0.12
702,0.407,-0.301,1.341,-0.226,0.295,0.338,-0.459,0.881,3.317,-0.212,0.492,0.807,0.522,-0.3,0.558,2.605,0.0,0.887,-1.503,-1.022,0.35
703,0.39,-0.595,1.426,-0.273,0.941,0.62,-0.258,0.856,3.636,0.009,0.193,1.016,0.767,-0.452,0.771,1.766,0.0,0.552,-0.387,-1.044,0.184
704,0.58,-0.625,0.942,0.048,0.864,0.806,0.27,1.006,2.799,0.179,0.03,0.96,0.737,-0.729,0.664,1.149,0.0,0.475,-0.222,-0.856,-0.112
705,0.187,-0.566,1.317,-0.089,0.563,0.77,-0.095,1.016,3.819,0.088,0.168,0.906,0.772,-0.62,0.655,2.483,0.0,0.396,-0.936,-0.886,0.223
706,0.361,-0.688,1.547,-0.001,0.826,0.909,0.379,1.06,4.127,0.362,-0.062,1.179,0.732,-1.118,0.818,2.553,0.0,0.568,-0.312,-1.104,-0.265
707,0.197,-0.542,1.512,-0.151,0.542,0.7,-0.06,0.843,3.991,-0.0,0.517,0.706,0.594,-0.311,0.655,2.43,0.0,0.545,-0.752,-1.257,0.184
708,0.037,-0.362,1.382,0.039,0.584,0.773,-0.306,0.918,3.558,0.067,0.106,0.927,0.735,-0.34,0.624,2.358,0.0,0.36,-1.2,-0.953,0.376
709,0.743,-0.592,1.212,-0.044,0.802,0.546,0.071,1.136,3.452,-0.016,-0.1,1.104,0.678,-1.016,0.87,2.109,0.0,0.651,-0.731,-0.947,-0.015
710,0.258,-0.422,1.191,-0.325,0.715,0.542,-0.494,0.894,3.485,-0.125,0.486,1.109,0.778,-0.214,0.672,1.974,0.0,0.456,-0.901,-1.073,0.438
711,0.118,-0.309,1.248,-0.17,0.565,0.545,0.034,0.876,3.314,0.035,0.531,0.676,0.577,-0.196,0.684,1.983,0.0,0.488,-0.797,-0.907,0.215
712,0.368,-0.505,1.278,-0.097,0.792,0.796,0.623,1.087,4.129,0.347,0.159,0.849,0.719,-0.715,0.802,2.467,0.0,0.478,-0.348,-1.126,-0.32
713,0.077,-0.411,1.09,-0.314,0.564,0.812,-0.788,1.033,3.111,0.067,0.506,1.085,0.867,0.052,0.623,2.012,0.0,0.323,-1.229,-0.704,0.717
714,-0.146,-0.296,1.522,-0.287,0.703,0.591,-0.091,0.808,4.049,0.157,0.262,0.807,0.613,-0.266,0.604,2.604,0.0,0.596,-0.991,-1.158,0.174
715,0.035,-0.457,1.306,-0.087,0.658,0.717,-0.151,0.837,3.9,-0.014,0.264,0.905,0.586,-0.385,0.532,2.451,0.0,0.347,-0.994,-1.115,0.423
716,0.193,-0.206,1.332,-0.08,0.356,0.323,-0.608,0.91,3.587,-0.12,0.424,0.943,0.719,-0.15,0.659,2.542,0.0,0.753,-1.733,-1.21,0.66
717,0.201,-0.31,1.224,-0.146,0.499,0.915,-0.027,1.099,3.507,0.31,0.519,0.852,0.678,-0.384,0.685,2.278,0.0,0.29,-1.069,-1.001,0.155
718,0.641,-0.495,1.356,-0.096,0.692,0.821,0.327,1.145,3.784,0.394,0.073,0.894,0.726,-0.64,0.77,2.377,0.0,0.694,-0.63,-0.989,-0.235
719,0.189,-0.401,1.371,-0.293,0.618,0.381,-0.696,0.996,3.452,-0.342,0.209,1.155,0.919,-0.265,0.681,2.258,0.0,0.572,-1.226,-0.957,0.703
720,-0.15,-0.449,1.33,-0.054,0.518,0.835,-0.02,0.875,4.181,0.223,0.189,1.062,0.743,-0.557,0.66,2.718,0.0,0.285,-0.821,-1.289,-0.031
721,0.361,-0.426,1.7,0.031,0.713,0.584,-0.014,1.11,4.068,-0.009,-0.061,0.999,0.934,-1.175,0.816,2.668,0.0,0.539,-0.408,-0.987,-0.228
722,0.894,-0.718,1.386,-0.012,0.821,0.632,0.05,0.993,3.85,-0.169,0.165,0.76,0.614,-0.756,0.795,1.755,0.0,0.48,-0.296,-1.165,0.05
723,0.524,-0.572,1.254,-0.258,0.907,0.686,0.001,1.005,3.378,0.07,0.18,0.854,0.786,-0.694,0.823,1.791,0.0,0.713,-0.403,-0.925,0.059
724,0.329,-0.477,0.971,0.007,0.793,0.752,0.263,0.893,3.221,0.258,0.064,0.659,0.732,-0.577,0.892,2.006,0.0,0.494,-0.457,-0.971,-0.192
725,0.175,-0.475,1.378,-0.306,0.532,0.798,0.021,1.073,3.706,0.03,0.23,1.074,0.896,-0.761,0.55,2.477,0.0,0.647,-0.945,-0.809,0.261
726,0.199,-0.324,1.156,-0.225,0.735,0.668,0.033,0.933,3.455,0.135,0.507,0.747,0.689,-0.264,0.861,2.047,0.0,0.692,-0.778,-0.981,0.089
727,0.395,-0.455,1.403,-0.254,0.663,0.868,-0.203,1.115,3.414,0.374,0.039,1.081,0.933,-0.481,0.715,1.944,0.0,0.358,-0.762,-0.916,0.306
728,0.231,-0.319,1.181,-0.063,0.387,0.517,-0.327,0.984,3.864,-0.17,0.311,1.038,0.724,-0.634,0.587,2.704,0.0,0.802,-1.267,-1.113,0.257
729,0.018,-0.46,1.489,-0.176,0.711,0.72,-0.163,0.92,3.548,-0.005,0.173,0.905,0.755,-0.593,0.709,2.355,0.0,0.475,-1.008,-1.067,0.291
730,0.061,-0.218,1.319,-0.045,0.299,0.703,-0.227,0.956,3.746,0.02,0.425,0.953,0.511,-0.24,0.625,2.623,0.0,0.536,-1.213,-1.07,0.26
731,-0.023,-0.469,1.471,-0.023,0.537,0.583,-0.333,0.951,3.87,0.153,0.05,0.859,0.887,-0.508,0.573,2.757,0.0,0.647,-1.294,-1.002,0.333
732,0.541,-0.454,1.184,-0.118,0.651,0.507,-0.614,1.047,3.119,-0.133,0.03,1.154,0.734,-0.545,0.527,1.762,0.0,0.454,-1.328,-1.061,0.736
733,0.405,-0.481,1.353,-0.383,0.747,0.475,-0.738,0.975,3.162,-0.186,0.445,1.057,0.601,-0.104,0.596,1.969,0.0,0.692,-1.217,-0.805,0.702
734,0.591,-0.545,1.227,-0.107,0.491,0.535,-0.855,0.869,3.398,-0.306,0.146,1.026,0.857,-0.407,0.581,2.301,0.0,0.813,-1.941,-0.862,0.784
735,0.598,-0.618,0.816,-0.153,0.737,0.777,0.215,1.039,2.506,0.231,0.09,0.991,0.743,-0.897,0.876,1.265,0.0,0.433,-0.422,-0.44,0.302
736,0.116,-0.495,1.608,-0.158,0.695,0.147,-0.705,1.007,3.516,-0.309,0.287,1.456,0.652,-0.796,0.653,2.748,0.0,0.706,-1.602,-0.731,0.64
737,0.335,-0.689,1.071,-0.008,0.559,0.656,0.176,0.908,3.377,0.188,0.283,0.8,0.572,-0.701,0.662,1.989,0.0,0.582,-0.816,-1.073,0.045
738,0.226,-0.641,1.159,-0.283,0.508,0.527,-0.452,0.999,3.675,-0.201,0.374,1.374,0.615,-0.531,0.731,2.274,0.0,0.509,-1.211,-1.069,0.513
739,-0.048,-0.48,1.104,0.056,0.483,0.77,-0.175,0.626,3.804,0.245,0.191,0.474,0.776,-0.183,0.543,2.319,0.0,0.595,-1.351,-1.222,0.334
740,0.401,-0.437,1.456,-0.166,0.604,0.571,-0.058,1.149,3.266,0.073,0.353,1.411,0.777,-0.669,0.669,2.178,0.0,0.323,-1.1,-0.951,0.204
741,0.422,-0.392,1.342,-0.132,0.383,0.695,-0.058,0.862,3.377,0.119,0.32,0.828,0.424,-0.379,0.514,2.068,0.0,0.626,-1.035,-1.139,0.25
742,0.385,-0.63,1.534,-0.208,0.741,0.564,-0.371,0.956,3.825,-0.092,0.302,1.05,0.75,-0.703,0.697,1.969,0.0,0.508,-0.404,-1.044,0.168
743,-0.003,-0.399,1.136,-0.173,0.511,0.935,0.115,0.833,3.923,0.359,0.576,0.752,0.847,-0.204,0.759,2.435,0.0,0.357,-0.927,-1.131,0.117
744,0.537,-0.384,1.311,-0.114,0.588,0.453,-0.618,1.023,3.073,-0.155,0.179,1.103,0.736,-0.397,0.722,1.926,0.0,0.544,-0.988,-0.68,0.32
745,0.258,-0.458,1.562,-0.035,0.871,0.544,0.028,0.99,3.707,-0.097,-0.054,0.836,0.902,-0.822,0.637,2.214,0.0,0.805,-0.63,-1.057,0.013
746,0.011,-0.43,1.343,-0.074,0.56,0.809,0.231,0.766,3.677,0.406,-0.031,0.76,1.018,-0.46,0.506,2.339,0.0,0.554,-0.755,-0.925,-0.12
747,0.498,-0.64,1.658,-0.078,0.75,0.717,0.362,0.907,3.739,0.161,0.034,1.17,0.784,-0.988,0.808,2.151,0.0,0.591,-0.297,-0.988,-0.307
748,-0.05,-0.407,1.584,-0.106,0.618,0.857,0.176,0.832,4.232,0.223,0.075,0.91,0.827,-0.696,0.423,2.797,0.0,0.646,-0.687,-1.223,-0.202
749,0.634,-0.566,1.36,-0.33,0.863,0.654,0.015,1.012,3.593,0.139,0.256,1.089,0.82,-0.317,0.767,1.959,0.0,0.507,-0.708,-0.983,0.286
