Unnamed: 0,x0,x1,x2,y,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20
591,1.734,-0.597,-4.242,0.0,0.531,0.607,0.633,2.696,0.756,-3.768,-0.783,1.945,4.259,1.259,1.606,-1.423,-0.623,1.362,-3.897,1.159,-0.166
592,1.761,-0.553,-4.479,0.0,0.601,0.866,0.592,2.704,0.836,-3.765,-0.864,2.147,4.642,1.397,1.717,-1.322,-0.304,1.025,-4.391,0.955,-0.136
593,1.442,-0.63,-3.78,0.0,0.651,0.758,0.649,3.197,0.591,-4.346,-0.938,2.594,5.048,1.264,1.597,-1.712,-0.319,1.138,-4.528,1.584,-0.017
594,1.874,-0.568,-4.485,0.0,0.578,0.718,0.699,3.053,1.156,-4.269,-0.883,2.804,5.18,1.501,1.659,-1.418,-0.575,1.126,-4.226,1.406,-0.068
595,1.858,-0.42,-4.234,0.0,0.662,0.44,0.512,2.974,0.856,-3.635,-0.764,2.343,4.525,1.034,1.714,-1.636,-0.346,0.932,-3.993,1.121,-0.253
596,1.706,-0.647,-3.911,0.0,0.745,0.688,0.707,2.732,0.809,-3.746,-0.814,2.258,4.463,1.251,1.406,-1.526,-0.258,1.283,-4.336,1.224,-0.194
597,1.672,-0.625,-4.254,0.0,0.663,0.801,0.42,3.088,0.291,-4.225,-0.728,2.373,4.782,1.375,1.72,-1.836,-0.382,1.195,-4.027,1.359,-0.075
598,1.856,-0.904,-4.223,0.0,0.82,0.929,0.839,2.466,0.418,-3.72,-0.744,1.982,4.345,1.264,1.78,-1.51,-0.379,1.163,-4.013,1.122,-0.114
599,1.543,-0.696,-3.947,0.0,0.735,0.863,0.596,2.458,0.98,-3.575,-0.919,1.985,4.775,1.342,1.684,-1.559,-0.67,1.316,-4.146,0.954,-0.243
600,1.444,-0.625,-3.211,0.0,0.632,0.833,0.371,3.369,0.593,-4.784,-1.095,2.545,5.285,1.354,1.702,-1.556,-0.56,1.364,-4.63,1.38,0.016
601,1.67,-0.647,-4.036,0.0,0.718,0.653,0.633,2.636,0.294,-3.791,-0.633,1.758,3.795,1.384,1.653,-1.576,0.019,1.384,-4.25,1.133,-0.105
602,1.944,-0.573,-4.663,0.0,0.65,0.521,0.557,2.708,0.627,-3.612,-0.817,2.207,3.935,1.423,1.539,-1.688,-0.541,1.164,-3.932,1.273,-0.058
603,1.89,-0.633,-3.891,0.0,0.667,0.779,0.644,2.856,0.714,-4.023,-0.736,2.126,4.535,1.242,1.682,-1.518,-0.336,1.096,-3.998,1.12,0.031
604,1.513,-0.961,-3.218,0.0,0.515,1.032,0.898,2.39,0.791,-3.794,-0.744,1.64,4.664,1.318,1.978,-1.382,-0.516,1.279,-3.866,0.863,0.045
605,1.716,-0.904,-4.421,0.0,0.73,0.741,0.761,2.676,0.277,-3.898,-0.729,1.981,4.39,1.148,1.743,-1.363,-0.273,1.25,-4.156,1.204,-0.136
606,1.687,-0.855,-4.071,0.0,0.877,0.912,0.729,2.298,0.367,-3.222,-0.617,1.306,3.898,1.204,1.604,-1.265,-0.032,1.501,-3.841,0.639,-0.093
607,1.668,-0.668,-3.962,0.0,0.611,0.499,0.463,2.964,1.069,-3.931,-0.942,2.811,5.165,1.134,1.81,-1.24,-0.73,1.274,-4.487,1.545,-0.388
608,1.72,-0.841,-3.596,0.0,0.624,0.793,0.555,2.466,0.346,-3.937,-0.729,1.898,4.318,1.107,1.492,-1.528,-0.349,1.253,-3.836,1.189,-0.022
609,1.586,-0.735,-3.162,0.0,0.537,0.79,0.568,2.334,0.474,-3.357,-0.827,1.663,3.977,1.166,1.6,-1.28,-0.341,1.333,-3.89,0.847,-0.219
610,1.934,-0.527,-4.585,0.0,1.072,0.694,0.513,2.871,0.197,-3.847,-0.624,2.288,3.993,1.16,1.791,-1.663,0.146,1.003,-4.591,1.154,-0.299
611,1.606,-0.605,-3.57,0.0,0.638,0.321,0.635,2.488,1.102,-3.24,-0.685,2.076,4.438,1.046,1.763,-1.324,-0.52,1.179,-3.953,1.267,-0.406
612,1.536,-0.662,-3.362,0.0,0.563,0.988,0.71,2.491,0.619,-3.262,-0.524,1.885,3.905,1.357,1.916,-1.446,-0.376,1.21,-3.337,0.62,0.067
613,1.847,-0.767,-4.522,0.0,0.805,0.799,0.796,2.727,0.236,-3.795,-0.825,1.934,4.288,1.2,1.547,-1.332,0.051,1.28,-4.584,1.076,-0.175
614,1.649,-0.703,-3.764,0.0,0.549,0.745,0.627,3.012,0.725,-4.242,-0.902,2.518,4.667,1.447,1.74,-1.509,-0.54,1.347,-4.362,1.339,-0.067
615,1.751,-0.622,-4.208,0.0,0.706,0.766,0.586,3.103,0.476,-4.125,-0.682,2.221,4.642,1.309,1.84,-1.588,-0.306,1.136,-4.154,1.019,-0.083
616,1.6,-0.737,-3.578,0.0,0.577,0.922,0.589,2.574,0.465,-3.581,-0.596,1.78,4.339,1.169,1.814,-1.582,-0.325,1.16,-3.905,0.851,-0.205
617,1.789,-0.83,-4.137,0.0,0.765,0.643,0.775,2.6,0.95,-3.774,-0.678,2.102,4.951,1.245,1.817,-1.311,-0.321,1.138,-4.0,1.259,-0.134
618,1.734,-0.479,-4.067,0.0,0.973,0.884,0.369,2.573,0.07,-3.479,-0.643,1.969,3.628,1.353,1.53,-1.696,0.051,1.342,-3.89,1.022,-0.082
619,1.888,-0.818,-4.387,0.0,0.632,0.914,0.836,2.806,0.547,-4.555,-0.844,2.448,5.459,1.231,1.757,-1.355,-0.178,1.203,-4.653,1.529,-0.047
620,1.855,-0.594,-4.356,0.0,0.955,0.79,0.607,3.024,0.358,-4.158,-0.684,2.349,4.388,1.181,1.782,-1.581,-0.247,1.166,-4.214,1.218,-0.058
621,1.669,-0.638,-3.888,0.0,0.758,0.577,0.681,3.061,0.894,-4.185,-0.991,2.799,5.0,1.137,1.759,-1.643,-0.657,1.34,-4.559,1.645,-0.209
622,1.774,-0.63,-4.398,0.0,0.902,0.773,0.679,2.963,0.622,-4.05,-0.857,2.248,4.881,1.307,1.619,-1.547,-0.217,1.103,-4.492,1.138,-0.239
623,1.732,-0.81,-3.85,0.0,0.614,0.86,0.836,2.489,1.061,-3.758,-0.535,2.121,4.912,1.405,1.655,-1.249,-0.453,1.167,-3.737,1.11,-0.055
624,1.818,-0.751,-4.204,0.0,0.773,0.861,0.673,2.564,0.746,-3.731,-0.807,1.892,4.632,1.334,1.804,-1.319,-0.467,1.266,-3.954,0.69,-0.21
625,1.679,-0.62,-3.927,0.0,0.72,1.043,0.772,2.998,0.432,-4.357,-0.882,2.168,5.034,1.171,1.927,-1.547,-0.122,1.244,-4.547,1.117,-0.165
626,1.758,-0.675,-3.949,0.0,0.806,0.945,0.787,2.144,0.144,-3.25,-0.459,1.358,3.479,1.305,1.552,-1.324,0.202,0.974,-3.799,0.668,-0.027
627,1.584,-0.65,-3.747,0.0,0.53,0.89,0.655,2.677,0.808,-3.645,-0.908,2.078,4.463,1.165,1.625,-1.605,-0.476,1.246,-4.197,0.962,-0.094
628,1.838,-0.741,-5.284,0.0,0.737,0.548,0.671,2.557,0.885,-3.77,-0.78,2.109,4.736,1.244,1.622,-1.551,-0.394,1.205,-4.068,1.305,-0.338
629,1.579,-0.435,-4.073,0.0,0.589,0.667,0.826,2.806,0.748,-3.587,-0.88,2.332,4.426,1.066,1.406,-1.474,-0.33,1.136,-4.345,1.187,-0.084
630,1.884,-0.827,-3.701,0.0,0.664,0.733,0.606,2.624,0.687,-4.048,-0.776,2.079,4.819,1.372,1.889,-1.309,-0.322,1.098,-4.156,1.145,-0.018
631,1.471,-0.698,-3.173,0.0,0.518,1.047,0.606,2.877,0.545,-4.106,-1.049,1.957,4.622,1.357,1.588,-1.635,-0.561,1.299,-4.165,0.912,0.027
632,1.764,-0.774,-4.152,0.0,1.007,0.802,0.925,2.804,0.762,-3.908,-0.782,2.065,4.762,1.253,1.696,-1.316,-0.142,1.204,-4.511,0.988,-0.168
633,1.583,-0.391,-3.232,0.0,0.451,0.532,0.469,3.435,1.064,-4.352,-0.824,2.955,5.23,1.269,1.637,-1.695,-0.577,1.25,-4.527,1.589,-0.115
634,1.591,-0.742,-3.601,0.0,0.472,0.853,0.774,2.847,0.505,-3.92,-0.807,2.159,4.442,1.166,1.847,-1.58,-0.238,1.182,-4.394,1.024,-0.078
635,1.532,-0.787,-3.164,0.0,0.519,0.621,0.9,2.792,0.945,-3.988,-0.861,2.513,4.754,1.256,1.546,-1.318,-0.314,1.08,-4.479,1.263,-0.109
636,2.066,-0.711,-4.714,0.0,0.706,0.634,0.642,2.496,0.526,-3.407,-0.581,1.849,3.972,1.306,1.651,-1.505,-0.314,1.308,-3.447,0.986,0.003
637,1.789,-0.885,-4.098,0.0,0.786,1.069,0.624,2.858,0.423,-4.177,-0.97,2.033,4.72,1.389,1.66,-1.654,-0.523,1.192,-4.227,1.091,0.051
638,1.594,-0.518,-3.596,0.0,0.599,0.854,0.435,3.078,0.267,-4.007,-0.847,2.093,3.91,1.561,1.762,-1.824,-0.274,1.05,-3.847,1.003,0.269
639,1.506,-0.888,-3.188,0.0,0.511,1.056,0.705,2.628,0.753,-3.961,-0.934,1.998,5.06,1.295,1.424,-1.401,-0.579,1.213,-4.124,1.177,-0.043
640,1.895,-0.709,-4.594,0.0,1.012,0.521,0.809,2.723,0.933,-3.809,-0.783,2.349,4.752,1.193,1.655,-1.386,-0.296,1.273,-4.233,1.35,-0.115
641,1.833,-0.641,-4.203,0.0,0.663,0.584,0.457,2.567,1.195,-3.987,-0.797,2.438,5.142,1.525,1.792,-1.49,-0.706,1.206,-4.046,1.505,-0.151
642,1.964,-0.745,-4.498,0.0,0.92,0.909,0.743,3.011,0.711,-4.401,-0.916,2.375,5.121,1.37,1.593,-1.428,-0.346,1.221,-4.536,1.366,-0.08
643,1.445,-0.629,-3.19,0.0,0.493,0.829,0.724,2.412,0.796,-3.625,-0.781,1.796,4.582,1.306,1.708,-1.246,-0.354,1.187,-4.162,0.943,-0.177
644,1.524,-0.514,-3.806,0.0,0.973,0.923,0.663,2.842,0.574,-3.739,-0.661,2.007,4.349,1.349,1.665,-1.596,-0.246,1.143,-3.997,0.853,-0.103
645,1.969,-0.812,-4.554,0.0,0.693,1.069,0.489,2.836,0.76,-4.174,-0.841,2.092,4.894,1.395,1.731,-1.655,-0.542,1.137,-4.317,0.926,-0.188
646,1.457,-0.702,-3.889,0.0,0.591,1.002,0.669,2.964,0.995,-4.376,-0.975,2.881,5.348,1.38,1.689,-1.769,-0.666,1.088,-4.216,1.468,0.028
647,1.864,-0.54,-3.975,0.0,0.899,1.077,0.582,2.33,0.644,-3.273,-0.866,1.559,4.288,1.299,1.59,-1.355,-0.318,1.314,-4.253,0.583,-0.377
648,1.826,-0.314,-4.295,0.0,0.917,0.698,0.333,3.029,0.462,-3.924,-0.786,2.16,4.224,1.467,1.633,-1.58,-0.367,1.207,-3.877,1.155,0.009
649,1.723,-0.771,-4.005,0.0,0.845,0.754,0.698,2.455,0.629,-3.658,-0.752,1.732,4.388,1.369,1.631,-1.246,-0.01,1.28,-4.24,0.978,-0.168
650,1.648,-0.548,-4.489,0.0,0.957,0.772,0.584,2.7,0.798,-3.429,-0.773,1.893,4.581,1.377,1.725,-1.528,-0.417,1.218,-3.841,0.767,-0.235
651,1.389,-0.565,-3.478,0.0,0.724,0.822,0.151,2.793,0.041,-3.889,-1.009,1.969,4.361,1.09,1.483,-1.353,-0.163,1.336,-4.33,1.075,-0.356
652,1.662,-0.633,-3.513,0.0,0.639,0.935,0.551,2.281,0.301,-3.282,-0.481,1.511,3.803,1.211,1.61,-1.658,-0.196,1.089,-3.4,0.686,0.033
653,1.61,-0.612,-4.095,0.0,0.678,0.706,0.726,2.977,0.553,-3.997,-0.691,2.236,4.667,1.239,1.745,-1.478,-0.222,1.215,-4.313,1.148,-0.348
654,1.61,-0.71,-3.892,0.0,0.715,0.845,0.661,3.037,0.727,-4.336,-0.752,2.474,4.974,1.43,1.732,-1.685,-0.557,1.212,-4.147,1.419,0.108
655,1.811,-0.716,-4.112,0.0,0.814,0.756,0.747,2.434,0.386,-3.592,-0.69,1.896,4.025,1.444,1.745,-1.247,-0.212,1.29,-3.78,0.951,-0.131
656,1.866,-0.811,-4.612,0.0,0.705,1.054,0.602,2.685,0.519,-3.843,-0.801,1.697,4.318,1.418,1.774,-1.556,-0.351,0.996,-3.689,0.656,0.208
657,1.811,-0.708,-3.527,0.0,0.512,0.758,0.869,2.161,0.621,-2.986,-0.577,1.293,3.777,1.363,1.611,-1.41,-0.245,1.214,-3.682,0.53,-0.234
658,1.88,-0.624,-4.94,0.0,1.0,0.7,0.807,2.424,0.649,-3.256,-0.556,1.973,3.871,1.269,1.53,-1.368,-0.274,1.304,-3.939,0.891,-0.042
659,1.837,-0.573,-4.434,0.0,0.827,0.68,0.647,2.482,0.521,-3.404,-0.803,1.574,3.981,1.204,1.462,-1.439,-0.141,0.931,-3.846,0.917,-0.008
660,1.764,-0.931,-4.149,0.0,0.548,0.944,0.95,2.785,1.197,-4.509,-1.001,2.464,5.694,1.386,1.531,-1.358,-0.807,1.305,-4.484,1.369,-0.154
661,1.756,-0.845,-3.98,0.0,0.772,0.804,0.792,2.301,1.237,-3.475,-0.875,2.15,4.678,1.241,1.509,-1.202,-0.713,1.105,-3.834,1.001,-0.079
662,1.721,-0.691,-4.25,0.0,0.875,0.711,0.712,2.554,0.681,-3.671,-0.959,1.917,4.578,1.266,1.723,-1.343,-0.3,1.346,-4.355,0.967,-0.238
663,1.674,-0.74,-5.024,0.0,1.053,1.005,0.741,2.267,-0.263,-3.195,-0.73,1.019,3.385,1.343,1.525,-1.164,0.236,1.512,-4.183,0.618,-0.29
664,1.74,-0.757,-3.661,0.0,0.57,0.555,0.749,2.437,0.853,-3.591,-0.617,1.938,4.437,1.166,1.764,-1.19,-0.575,1.171,-3.833,1.227,-0.145
665,1.791,-0.628,-3.544,0.0,0.5,0.813,0.656,2.479,1.006,-3.347,-0.635,1.604,4.404,1.317,1.894,-1.39,-0.597,1.068,-3.342,0.644,0.012
666,1.731,-0.588,-3.803,0.0,0.626,0.75,0.794,2.992,0.826,-4.057,-0.783,2.614,4.753,1.337,1.749,-1.566,-0.461,1.085,-4.062,1.266,-0.028
667,1.637,-0.73,-3.546,0.0,0.507,1.178,0.7,2.777,0.665,-3.895,-0.624,2.076,4.78,1.497,1.841,-1.629,-0.465,1.155,-3.951,0.908,-0.022
668,1.636,-0.453,-4.603,0.0,0.791,0.684,0.476,3.094,0.784,-4.013,-0.722,2.511,4.626,1.457,1.788,-1.752,-0.386,1.251,-3.876,1.342,0.05
669,1.759,-0.566,-3.991,0.0,0.727,0.884,0.534,2.771,0.447,-3.997,-0.954,2.13,4.751,1.15,1.656,-1.561,-0.168,1.306,-4.821,0.979,-0.536
670,1.753,-0.638,-4.861,0.0,0.887,0.84,0.635,2.545,0.449,-3.851,-0.814,2.096,4.5,1.245,1.552,-1.407,-0.228,1.235,-4.513,1.25,-0.358
671,1.642,-0.765,-3.439,0.0,0.448,0.702,0.733,2.786,1.048,-4.133,-0.878,2.322,4.953,1.281,1.553,-1.52,-0.595,1.178,-4.531,1.157,-0.11
672,1.713,-0.572,-3.738,0.0,0.665,0.886,0.748,2.642,0.654,-3.687,-0.755,1.981,4.357,1.412,1.633,-1.51,-0.38,1.239,-3.954,0.875,-0.126
673,1.576,-0.56,-3.306,0.0,0.393,0.843,0.591,2.891,0.429,-4.083,-0.61,2.163,4.426,1.409,1.762,-1.65,-0.412,1.103,-3.945,1.075,0.069
674,1.857,-0.623,-4.654,0.0,0.899,0.786,0.775,2.505,0.857,-3.51,-0.721,2.131,4.391,1.246,1.527,-1.648,-0.501,1.134,-4.12,1.038,-0.095
675,1.664,-0.64,-4.184,0.0,0.773,0.539,0.89,2.875,0.975,-3.989,-0.705,2.727,4.965,1.291,1.665,-1.098,-0.458,1.177,-4.249,1.39,-0.028
676,1.62,-0.671,-4.654,0.0,0.7,0.897,0.565,3.069,0.79,-4.299,-0.93,2.369,5.168,1.533,1.867,-1.782,-0.46,1.388,-4.317,1.068,-0.078
677,1.7,-0.715,-3.857,0.0,0.844,0.975,0.65,3.041,0.099,-4.214,-0.69,2.061,4.502,1.481,1.934,-1.603,-0.11,1.239,-4.19,1.146,-0.091
678,1.693,-0.706,-4.524,0.0,0.999,0.942,0.581,2.784,-0.112,-3.933,-0.707,2.248,3.886,1.423,1.494,-1.71,-0.026,1.078,-4.083,1.194,-0.192
679,1.779,-0.623,-4.112,0.0,0.894,0.686,0.707,2.872,0.305,-3.925,-0.416,2.256,4.175,1.345,1.861,-1.837,-0.183,1.302,-3.698,1.155,0.031
680,1.68,-0.675,-3.711,0.0,0.657,1.096,0.585,3.053,0.413,-4.157,-0.829,2.061,4.798,1.218,1.694,-1.925,-0.398,1.13,-4.145,1.004,0.087
681,1.997,-0.741,-4.421,0.0,0.712,0.658,0.563,2.4,1.064,-3.85,-0.892,2.315,4.94,1.34,1.672,-1.297,-0.448,1.311,-3.881,1.396,0.037
682,1.605,-0.786,-4.386,0.0,0.755,1.068,0.433,2.691,0.596,-3.976,-0.848,2.057,4.426,1.382,1.874,-1.617,-0.466,1.388,-3.791,0.976,0.064
683,1.937,-0.799,-4.801,0.0,0.887,0.828,0.704,2.311,0.7,-3.639,-0.695,1.575,4.497,1.372,1.595,-1.36,-0.295,1.098,-3.837,0.883,-0.152
684,2.02,-0.683,-4.392,0.0,0.786,0.422,0.731,2.29,1.344,-3.4,-0.762,2.008,4.484,1.058,1.816,-1.364,-0.87,1.419,-3.754,1.201,-0.118
685,1.398,-0.55,-3.182,0.0,0.518,0.722,0.44,3.012,1.043,-3.952,-0.896,2.502,4.897,1.437,1.843,-1.586,-0.465,1.274,-4.117,1.302,-0.047
686,1.859,-0.703,-3.773,0.0,0.591,0.635,0.557,2.831,0.578,-3.948,-0.843,2.116,4.666,1.247,1.839,-1.598,-0.217,1.042,-4.457,1.238,-0.121
687,1.594,-0.489,-4.074,0.0,0.727,0.864,0.267,3.106,0.126,-3.936,-0.413,2.316,4.028,1.271,1.703,-1.973,-0.186,1.092,-3.807,1.18,-0.031
688,1.9,-0.796,-4.569,0.0,0.822,0.952,0.703,2.547,0.449,-3.752,-0.364,1.927,4.18,1.443,1.796,-1.556,-0.131,1.064,-3.644,0.954,0.156
689,1.407,-0.59,-3.547,0.0,0.548,0.751,0.653,3.153,0.702,-4.165,-0.755,2.612,4.908,1.196,1.69,-1.699,-0.54,1.189,-4.26,1.374,-0.247
690,1.516,-0.667,-3.408,0.0,0.746,0.996,0.744,2.892,0.394,-4.046,-0.836,2.181,4.628,1.276,1.772,-1.437,-0.131,1.219,-4.79,0.891,-0.383
691,1.756,-0.617,-3.871,0.0,0.76,0.433,0.549,2.954,0.864,-4.145,-0.879,2.56,4.762,0.944,1.81,-1.244,-0.424,1.477,-4.209,1.381,-0.151
692,1.809,-0.758,-4.053,0.0,0.82,0.884,0.835,2.735,0.405,-3.875,-0.491,2.008,4.394,1.227,1.628,-1.294,-0.025,1.237,-3.972,0.962,-0.106
693,1.816,-0.667,-5.153,0.0,0.944,0.738,0.517,2.596,0.591,-4.034,-0.692,2.114,4.946,1.21,2.013,-1.669,-0.213,1.341,-4.235,1.222,-0.266
694,1.446,-0.692,-3.605,0.0,0.516,0.763,0.749,2.321,0.767,-3.339,-0.766,1.614,4.108,1.302,1.614,-1.565,-0.454,1.267,-3.972,0.808,-0.172
695,1.767,-0.885,-4.097,0.0,0.502,0.994,0.739,3.278,0.353,-4.641,-0.687,2.699,4.804,1.616,1.723,-1.711,-0.386,1.195,-4.338,1.266,0.085
696,1.745,-0.614,-4.422,0.0,0.823,0.573,0.579,2.704,1.021,-4.061,-1.209,2.694,4.881,1.18,1.554,-1.564,-0.495,1.42,-4.451,1.46,-0.049
697,1.782,-0.78,-3.852,0.0,0.607,0.592,0.677,2.71,0.487,-3.742,-0.816,2.15,4.312,1.123,1.714,-1.538,-0.383,1.181,-4.161,1.278,-0.111
698,1.787,-0.596,-4.603,0.0,0.686,0.949,0.849,3.193,0.639,-4.445,-0.658,2.476,4.946,1.59,1.876,-1.441,-0.064,1.361,-4.629,1.202,-0.007
699,1.893,-0.661,-4.955,0.0,0.943,0.794,0.876,2.583,0.536,-3.774,-0.649,1.762,4.451,1.326,1.84,-1.432,-0.231,1.227,-3.933,0.901,-0.103
700,1.85,-0.523,-5.949,0.0,0.747,0.73,0.484,2.661,0.581,-3.64,-0.719,1.756,4.21,1.214,1.816,-1.654,-0.385,1.298,-4.026,1.072,-0.175
701,1.961,-0.763,-4.408,0.0,0.732,0.952,0.584,2.453,0.723,-3.607,-0.718,1.768,4.345,1.312,1.651,-1.127,-0.303,1.341,-4.174,0.762,-0.261
702,1.987,-0.738,-4.958,0.0,0.809,0.719,0.756,2.914,0.92,-4.134,-0.576,2.55,5.007,1.257,1.716,-1.457,-0.482,1.219,-4.237,1.309,0.026
703,1.662,-0.529,-4.05,0.0,0.673,0.637,0.477,2.999,0.519,-3.639,-0.566,2.41,4.138,1.064,1.768,-1.634,-0.37,1.091,-3.741,1.243,-0.186
704,1.649,-0.586,-4.482,0.0,0.814,1.094,0.52,3.357,0.343,-4.644,-0.844,2.591,4.82,1.629,1.614,-1.865,-0.407,1.092,-4.534,1.303,-0.016
705,1.842,-0.764,-3.674,0.0,0.646,0.836,0.636,2.739,0.493,-3.926,-0.877,1.918,4.27,1.263,1.492,-1.281,-0.354,1.21,-4.155,1.241,-0.115
706,1.54,-0.7,-3.715,0.0,0.534,0.826,0.473,2.723,0.681,-4.011,-0.939,2.49,4.973,1.378,1.751,-1.543,-0.658,1.302,-4.173,1.338,-0.186
707,1.579,-0.618,-3.387,0.0,0.618,0.66,0.734,3.058,1.307,-4.332,-0.909,2.974,5.457,1.349,1.839,-1.526,-0.689,1.185,-4.463,1.475,0.051
708,1.812,-0.723,-4.79,0.0,0.75,0.985,0.915,3.313,0.578,-4.747,-0.69,2.873,5.306,1.37,1.822,-1.654,-0.185,0.971,-4.583,1.586,0.258
709,1.402,-0.471,-3.781,0.0,0.802,0.844,0.525,3.122,0.696,-4.208,-0.758,2.553,4.838,1.374,1.77,-1.67,-0.287,1.09,-4.22,1.336,0.008
710,1.767,-0.743,-4.257,0.0,0.941,0.638,0.547,3.075,0.72,-4.342,-0.847,2.78,5.073,1.14,1.879,-1.514,-0.377,1.406,-4.83,1.491,-0.191
711,1.647,-0.479,-3.74,0.0,0.609,0.53,0.548,2.741,0.881,-3.572,-0.697,1.935,4.382,1.135,1.703,-1.585,-0.491,1.201,-3.776,1.124,-0.171
712,1.837,-0.739,-3.564,0.0,0.46,0.662,0.82,2.851,1.402,-3.871,-0.684,2.508,5.213,1.127,1.86,-1.531,-0.708,1.191,-4.219,1.294,-0.295
713,1.728,-0.515,-4.092,0.0,0.845,0.969,0.335,3.082,0.607,-4.095,-0.793,1.973,4.957,1.298,1.677,-1.917,-0.386,1.565,-4.302,0.819,-0.248
714,1.711,-0.66,-4.034,0.0,0.703,0.723,0.63,2.519,0.447,-3.558,-0.8,1.824,4.147,1.283,1.688,-1.338,-0.393,1.215,-3.971,0.952,-0.185
715,1.741,-0.651,-4.069,0.0,0.683,0.63,0.567,2.928,0.422,-4.183,-0.838,2.335,4.551,1.265,1.649,-1.639,-0.281,1.256,-4.217,1.297,-0.235
716,1.711,-0.51,-4.008,0.0,0.928,0.925,0.349,2.517,0.009,-3.413,-0.653,1.604,3.594,1.4,1.565,-1.482,0.053,1.176,-3.772,0.882,-0.067
717,1.918,-0.686,-5.06,0.0,0.76,0.946,0.833,2.332,0.757,-3.221,-0.616,1.412,4.052,1.31,1.58,-1.482,-0.38,1.089,-3.617,0.629,-0.025
718,1.581,-0.48,-3.391,0.0,0.691,0.946,0.474,2.641,0.561,-3.561,-0.893,1.483,4.024,1.366,1.482,-1.766,-0.536,1.223,-3.653,0.559,-0.039
719,1.871,-0.733,-4.537,0.0,0.787,0.804,0.701,2.787,0.337,-4.088,-0.87,2.137,4.225,1.202,1.732,-1.496,-0.246,1.11,-4.378,1.183,0.012
720,1.853,-0.778,-4.981,0.0,0.952,0.614,0.575,2.767,0.275,-3.996,-0.687,2.353,4.17,1.23,1.691,-1.493,-0.197,1.092,-4.195,1.426,-0.115
721,1.528,-0.534,-3.221,0.0,0.508,0.745,0.7,3.249,0.627,-4.431,-0.824,2.439,4.894,1.27,1.646,-1.488,-0.252,1.234,-4.688,1.43,-0.103
722,1.418,-0.394,-3.259,0.0,0.746,0.766,0.353,2.417,0.525,-3.305,-0.825,1.88,4.114,1.219,1.605,-1.523,-0.229,1.187,-4.153,0.983,-0.349
723,1.423,-0.458,-3.599,0.0,0.662,0.871,0.531,3.13,0.587,-4.138,-0.661,2.46,4.85,1.393,1.701,-1.859,-0.392,1.324,-4.126,1.273,-0.039
724,1.753,-0.504,-4.396,0.0,0.846,1.008,0.36,3.224,-0.333,-4.015,-0.669,1.965,3.721,1.478,1.601,-1.816,0.26,1.074,-4.019,1.064,-0.008
725,1.771,-0.535,-4.004,0.0,0.658,0.768,0.599,3.087,0.935,-4.041,-0.859,2.643,4.743,1.229,1.799,-1.731,-0.571,1.268,-4.252,1.357,-0.021
726,1.994,-0.794,-4.947,0.0,0.768,0.711,0.82,3.109,0.59,-4.315,-1.021,2.666,5.081,1.161,1.65,-1.19,-0.294,1.154,-4.958,1.454,-0.178
727,1.822,-0.585,-4.26,0.0,0.705,0.901,0.59,2.595,0.713,-3.527,-0.657,1.924,4.368,1.448,1.672,-1.626,-0.531,1.25,-3.746,0.997,-0.025
728,1.804,-0.535,-4.227,0.0,0.727,0.542,0.515,3.286,1.169,-4.447,-1.04,3.025,5.577,1.3,1.596,-1.641,-0.593,1.137,-4.736,1.75,-0.186
729,1.688,-0.697,-4.372,0.0,0.553,0.921,0.862,2.939,0.179,-3.939,-0.476,2.057,3.949,1.431,2.101,-1.721,-0.139,1.195,-4.18,0.878,-0.061
730,1.603,-0.759,-3.603,0.0,0.557,0.844,0.529,2.799,0.522,-4.032,-0.637,2.324,4.543,1.391,1.686,-1.781,-0.509,1.008,-3.592,1.159,0.153
731,1.843,-0.563,-4.576,0.0,0.486,0.725,0.426,2.566,0.684,-3.177,-0.403,1.706,4.007,1.224,1.696,-1.657,-0.51,1.156,-3.358,0.782,-0.205
732,1.808,-0.729,-4.62,0.0,0.993,0.85,0.874,2.484,0.364,-3.88,-0.595,1.999,4.185,1.478,1.623,-1.328,0.011,1.237,-4.093,1.048,0.063
733,1.579,-0.648,-3.403,0.0,0.503,1.004,0.499,2.501,0.324,-3.903,-0.779,1.87,4.216,1.309,1.707,-1.627,-0.41,1.207,-3.828,1.0,-0.066
734,2.105,-0.611,-4.606,0.0,1.013,0.828,0.401,2.544,0.685,-3.571,-0.963,1.943,4.463,1.056,1.509,-1.522,-0.305,1.096,-4.107,0.879,-0.243
735,1.763,-0.712,-4.537,0.0,0.949,1.022,0.642,2.749,0.752,-3.765,-0.873,2.076,4.627,1.164,1.398,-1.522,-0.48,1.212,-4.3,0.831,-0.051
736,1.584,-0.646,-4.194,0.0,0.589,1.172,0.4,3.122,0.084,-4.347,-0.669,2.142,4.423,1.378,1.884,-1.902,-0.214,1.019,-4.209,0.987,0.039
737,1.739,-0.804,-3.942,0.0,0.524,0.787,0.84,2.927,0.922,-4.419,-0.853,2.555,5.27,1.371,1.701,-1.654,-0.684,1.286,-4.367,1.446,-0.051
738,1.617,-0.73,-3.855,0.0,0.814,0.93,0.767,2.716,0.471,-3.632,-0.879,1.912,4.567,1.128,1.61,-1.525,-0.149,1.46,-4.394,0.8,-0.245
