x0,x1,x2,x3,x4,x5,y,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20
-4.827,-0.655,-4.738,-12.082,2.067,-2.032,0.0,1.56,-5.92,1.451,1.358,0.25,0.05,0.897,2.078,1.46,-3.298,-3.921,-2.325,-2.097,7.586
-4.751,-0.555,-4.576,-12.115,2.255,-2.029,0.0,1.689,-6.128,1.364,1.548,0.183,0.137,0.429,2.136,1.265,-3.507,-3.723,-2.371,-2.053,7.661
-5.177,-0.609,-4.446,-12.496,2.082,-2.347,0.0,1.351,-6.538,1.562,1.548,0.164,-0.575,0.529,2.385,1.281,-3.842,-3.457,-2.28,-2.28,8.333
-3.43,-0.589,-5.177,-12.322,1.317,-3.173,0.0,0.877,-7.389,1.655,1.63,0.093,1.841,0.194,2.098,1.331,-4.535,-4.335,-1.333,-1.979,8.13
-3.023,-0.34,-4.357,-11.276,0.985,-3.002,0.0,0.662,-6.691,1.496,1.427,-0.014,1.849,0.267,2.034,1.278,-4.196,-3.865,-0.841,-2.169,7.288
-4.636,-0.415,-4.997,-12.836,1.966,-2.768,0.0,1.391,-7.14,1.494,1.768,0.35,0.739,0.188,2.313,1.464,-4.248,-3.898,-1.815,-1.949,8.528
-3.438,-0.484,-4.44,-11.205,1.666,-2.944,0.0,0.893,-6.751,1.479,1.531,-0.097,1.994,0.571,2.234,0.981,-4.141,-3.784,-0.83,-2.152,7.485
-3.638,-0.587,-4.077,-10.909,1.351,-2.415,0.0,0.861,-5.826,1.374,1.327,-0.25,0.695,1.032,2.141,1.102,-3.729,-3.545,-1.302,-2.112,7.244
-3.937,-0.537,-4.339,-11.697,1.78,-2.556,0.0,1.387,-6.567,1.491,1.505,0.195,1.118,0.274,2.207,1.032,-3.785,-3.902,-1.687,-2.442,7.528
-4.118,-0.379,-4.577,-12.211,1.823,-2.598,0.0,1.357,-6.633,1.494,1.465,-0.303,1.302,0.505,2.267,1.188,-4.048,-4.026,-1.504,-2.208,7.742
-5.674,-0.509,-4.681,-12.522,1.983,-1.826,0.0,1.542,-5.902,1.386,1.226,0.273,-1.102,0.647,2.392,1.311,-3.42,-3.601,-2.575,-2.279,7.941
-3.227,-0.438,-4.411,-11.283,1.384,-2.825,0.0,0.871,-6.526,1.691,1.468,0.192,1.727,0.023,2.183,1.033,-3.863,-3.857,-1.281,-2.36,7.208
-2.582,-0.394,-4.622,-11.597,1.147,-3.128,0.0,0.88,-6.797,1.723,1.484,-0.129,2.42,0.242,2.27,1.462,-4.34,-4.295,-0.966,-2.345,7.103
-3.291,-0.494,-3.703,-10.482,1.445,-3.339,0.0,0.098,-7.174,1.303,1.435,-0.172,1.646,0.963,2.029,0.968,-4.105,-2.819,-0.393,-2.285,7.729
-4.29,-0.448,-5.293,-12.973,1.665,-2.734,0.0,1.454,-6.96,1.626,1.573,0.172,0.923,0.293,1.954,1.527,-4.46,-4.436,-1.718,-2.122,8.308
-4.703,-0.457,-4.879,-12.964,1.922,-2.254,0.0,1.788,-6.447,1.849,1.465,0.321,0.58,0.23,2.099,1.188,-3.787,-4.38,-2.343,-2.276,7.819
-4.709,-0.584,-4.399,-11.414,2.12,-1.969,0.0,1.511,-5.716,1.288,1.388,0.072,0.285,0.753,2.22,1.102,-3.012,-3.816,-2.06,-2.278,7.183
-3.069,-0.604,-4.354,-11.404,1.446,-3.202,0.0,0.532,-7.117,1.627,1.706,-0.012,2.226,0.141,2.067,1.083,-4.439,-3.758,-0.726,-2.33,7.741
-3.843,-0.262,-4.127,-11.685,1.617,-3.01,0.0,0.688,-7.332,1.517,1.276,0.024,1.343,0.497,2.06,1.13,-4.564,-3.116,-0.88,-2.151,8.077
-4.389,-0.514,-4.207,-11.572,1.866,-2.254,0.0,1.258,-6.316,1.323,1.401,-0.17,0.448,0.902,1.966,0.994,-3.619,-3.518,-1.934,-2.37,7.75
-2.874,-0.539,-4.526,-11.539,1.324,-3.44,0.0,0.373,-7.455,1.45,1.614,0.008,2.708,0.147,2.23,1.07,-4.586,-3.815,-0.438,-2.267,7.851
-3.424,-0.548,-5.047,-12.493,1.295,-3.259,0.0,0.753,-7.681,1.622,1.446,0.057,2.076,-0.023,2.369,1.302,-4.752,-4.273,-0.979,-2.222,8.313
-4.367,-0.446,-5.179,-12.149,1.861,-2.262,0.0,1.811,-6.28,1.316,1.195,0.17,0.651,0.501,2.119,1.163,-3.593,-4.182,-2.114,-2.131,7.567
-3.338,-0.433,-4.504,-11.958,1.343,-3.344,0.0,0.588,-7.499,1.525,1.495,0.049,2.005,0.152,2.2,1.298,-4.48,-3.833,-0.97,-2.186,8.118
-3.651,-0.551,-4.713,-11.987,1.798,-2.864,0.0,1.225,-6.886,1.521,1.731,0.114,1.765,0.33,1.952,1.38,-4.071,-3.995,-1.407,-2.024,7.859
-3.498,-0.692,-4.709,-11.801,1.479,-3.03,0.0,0.695,-7.102,1.498,1.612,0.082,2.026,0.565,2.061,0.949,-4.176,-3.974,-1.012,-2.271,7.976
-4.4,-0.455,-4.803,-12.377,1.932,-2.095,0.0,1.853,-5.956,1.772,1.419,0.114,0.618,-0.098,2.101,1.277,-3.767,-4.214,-2.107,-2.395,7.581
-3.29,-0.408,-4.057,-11.621,1.638,-3.188,0.0,0.833,-7.579,1.508,1.449,0.115,2.087,0.14,2.172,1.13,-4.328,-3.528,-0.923,-2.577,7.894
-3.288,-0.602,-4.771,-11.454,1.553,-2.874,0.0,1.087,-6.648,1.388,1.465,-0.189,2.033,0.662,2.102,1.149,-3.773,-4.209,-1.438,-2.386,7.194
-3.468,-0.766,-5.378,-11.977,1.426,-2.899,0.0,0.94,-6.603,1.217,1.46,-0.062,1.777,0.74,2.178,1.251,-3.905,-4.659,-1.628,-2.21,7.357
-3.758,-0.383,-4.872,-12.569,1.577,-2.81,0.0,1.486,-6.967,1.648,1.431,0.147,1.422,0.16,2.158,1.188,-4.284,-4.218,-1.654,-2.421,7.802
-3.866,-0.564,-4.054,-11.095,1.639,-2.271,0.0,1.248,-5.914,1.549,1.579,0.205,0.97,0.447,2.201,1.106,-3.432,-3.674,-1.54,-2.162,7.081
-3.396,-0.504,-4.045,-10.446,1.332,-2.339,0.0,1.166,-5.545,1.455,1.291,-0.151,1.129,0.788,2.218,0.839,-3.31,-3.823,-1.15,-2.42,6.477
-4.617,-0.492,-4.497,-11.867,1.682,-2.383,0.0,1.521,-6.426,1.595,1.351,0.282,0.303,0.308,2.247,1.162,-3.813,-3.639,-1.674,-2.201,7.978
-4.061,-0.403,-4.729,-12.499,1.909,-3.076,0.0,1.203,-7.465,1.651,1.545,0.311,1.609,-0.113,2.217,1.241,-4.396,-3.811,-1.45,-2.149,8.266
-3.832,-0.449,-4.139,-11.936,1.831,-3.126,0.0,0.856,-7.235,1.557,1.748,0.1,1.376,0.477,2.049,1.048,-4.302,-3.51,-1.195,-2.265,8.051
-4.864,-0.549,-4.508,-12.224,1.879,-2.17,0.0,1.668,-6.261,1.464,1.622,0.445,-0.053,0.342,2.203,1.358,-3.984,-3.767,-1.902,-2.226,7.943
-3.574,-0.462,-4.062,-10.92,1.201,-2.35,0.0,1.178,-6.069,1.459,1.531,-0.112,1.047,0.556,2.023,1.12,-3.587,-3.457,-1.293,-2.213,7.097
-4.013,-0.49,-4.198,-11.413,1.531,-2.265,0.0,1.327,-5.957,1.472,1.266,-0.321,0.874,1.119,2.098,0.915,-3.619,-3.757,-1.593,-2.283,7.482
-4.526,-0.571,-3.777,-11.312,1.847,-2.281,0.0,0.863,-6.29,1.37,1.485,0.276,0.125,0.945,2.08,1.023,-3.773,-3.032,-1.622,-2.345,7.813
-4.571,-0.49,-4.821,-11.916,1.978,-1.889,0.0,1.934,-5.846,1.373,1.289,0.094,0.509,0.442,2.161,1.319,-3.182,-4.166,-2.438,-2.204,7.087
-4.408,-0.546,-4.636,-12.038,1.993,-2.33,0.0,1.298,-6.571,1.446,1.431,0.147,0.701,0.404,2.096,1.353,-3.94,-3.669,-1.842,-2.163,7.72
-4.363,-0.48,-4.885,-12.166,1.952,-2.371,0.0,1.406,-6.329,1.4,1.51,0.327,0.883,0.422,2.327,1.257,-3.867,-4.039,-1.834,-2.211,7.656
-4.308,-0.505,-5.379,-13.347,1.807,-2.632,0.0,1.597,-7.092,1.612,1.591,0.279,1.399,-0.199,2.017,1.431,-4.602,-4.594,-1.887,-2.169,8.304
-4.633,-0.418,-4.847,-12.513,1.839,-2.308,0.0,1.694,-6.318,1.655,1.452,0.265,0.529,0.198,2.042,1.288,-3.771,-4.206,-2.064,-2.122,7.706
-5.311,-0.538,-4.896,-12.672,2.077,-1.507,0.0,1.951,-5.438,1.365,1.37,0.217,-0.404,0.43,2.229,1.009,-3.328,-4.068,-2.631,-2.502,7.356
-3.478,-0.299,-4.1,-11.638,1.509,-3.207,0.0,0.692,-7.325,1.461,1.631,-0.085,1.711,0.385,2.069,1.136,-4.39,-3.395,-0.796,-2.091,8.124
-4.604,-0.338,-4.738,-12.272,1.433,-2.016,0.0,1.861,-5.944,1.275,1.326,-0.107,-0.099,0.688,1.858,1.457,-3.619,-4.18,-2.234,-2.277,7.708
-4.024,-0.618,-4.76,-11.487,1.856,-2.455,0.0,1.449,-6.001,1.633,1.517,-0.041,1.154,0.482,2.009,1.021,-3.494,-4.097,-1.734,-2.245,7.081
-3.661,-0.63,-4.502,-11.774,1.598,-2.916,0.0,0.917,-6.953,1.601,1.488,0.062,1.785,0.567,2.161,1.028,-4.218,-3.897,-1.155,-2.442,7.649
-3.609,-0.409,-4.391,-11.207,1.519,-2.53,0.0,1.08,-6.305,1.406,1.356,-0.027,1.246,0.577,2.174,1.099,-3.681,-3.678,-1.53,-2.229,7.391
-3.926,-0.383,-4.331,-11.703,1.845,-2.692,0.0,0.803,-6.708,1.311,1.518,0.078,1.501,0.587,2.046,1.342,-4.245,-3.507,-0.96,-2.197,7.896
-4.081,-0.641,-4.646,-11.974,1.759,-2.652,0.0,1.08,-6.555,1.405,1.608,0.224,1.131,0.576,1.957,1.14,-3.973,-3.916,-1.52,-2.452,7.778
-2.973,-0.657,-4.185,-10.909,1.303,-3.113,0.0,0.362,-6.763,1.172,1.456,-0.425,1.974,0.74,2.024,0.819,-4.106,-3.742,-0.977,-2.298,7.222
-3.153,-0.387,-4.28,-11.892,1.456,-3.41,0.0,0.639,-7.448,1.514,1.475,-0.249,1.927,0.258,2.128,1.143,-4.44,-3.733,-0.898,-2.213,7.834
-3.838,-0.461,-4.378,-11.144,1.468,-2.092,0.0,1.405,-5.72,1.402,1.435,-0.257,0.919,0.933,2.104,1.252,-3.32,-4.021,-1.647,-2.287,7.004
-3.977,-0.383,-4.381,-11.138,1.669,-1.988,0.0,1.631,-5.417,1.433,1.365,0.079,0.674,0.401,2.027,1.054,-3.199,-3.864,-1.881,-2.184,6.625
-4.165,-0.571,-4.761,-12.091,1.851,-2.639,0.0,1.368,-6.614,1.718,1.518,0.046,1.263,0.484,2.239,1.121,-4.008,-4.04,-1.461,-2.03,7.793
-4.968,-0.396,-4.648,-12.341,1.678,-1.992,0.0,1.809,-5.82,1.6,1.481,0.545,-0.589,-0.013,2.15,1.127,-3.447,-4.011,-2.489,-2.186,7.476
-3.973,-0.264,-4.879,-11.868,1.816,-2.836,0.0,1.441,-6.915,1.627,1.537,0.087,1.199,0.569,2.395,1.137,-3.856,-4.091,-1.646,-2.387,7.864
-4.745,-0.356,-5.022,-12.744,2.094,-2.292,0.0,2.042,-6.324,1.402,1.537,0.146,0.689,0.108,2.088,1.463,-3.72,-4.338,-2.278,-2.136,7.843
-3.251,-0.278,-3.944,-10.853,1.654,-2.905,0.0,1.038,-6.822,1.553,1.232,0.066,1.906,0.278,2.214,0.987,-4.055,-3.33,-0.751,-2.283,7.266
-3.969,-0.493,-4.869,-12.438,1.665,-2.929,0.0,0.932,-7.32,1.617,1.642,-0.045,1.35,0.227,2.194,1.32,-4.359,-3.871,-1.408,-2.2,8.251
-3.04,-0.588,-4.452,-11.451,1.392,-3.357,0.0,0.615,-7.369,1.529,1.614,-0.324,2.437,0.458,2.236,1.07,-4.53,-3.884,-0.584,-2.164,7.813
-3.523,-0.457,-4.769,-11.857,1.56,-2.856,0.0,1.162,-6.513,1.594,1.677,0.126,1.513,0.269,1.949,0.814,-3.847,-4.491,-1.597,-2.275,7.251
-3.157,-0.511,-3.976,-10.363,1.226,-2.6,0.0,0.913,-6.029,1.685,1.407,0.222,1.586,-0.062,2.032,1.124,-3.552,-3.458,-0.983,-2.207,6.676
-3.742,-0.573,-4.166,-10.677,1.695,-2.337,0.0,1.165,-5.937,1.489,1.47,-0.147,1.162,0.749,2.067,0.832,-3.318,-3.663,-1.545,-2.269,6.941
-4.381,-0.411,-4.554,-12.154,1.913,-2.552,0.0,1.552,-6.639,1.526,1.337,0.152,0.888,0.695,2.049,1.148,-4.198,-3.782,-1.46,-2.206,8.07
-3.615,-0.469,-4.787,-11.429,1.378,-2.605,0.0,0.86,-6.314,1.345,1.465,-0.21,1.477,0.927,2.137,1.205,-3.565,-4.155,-1.59,-2.146,7.396
-5.1,-0.636,-5.178,-12.743,1.96,-1.942,0.0,1.848,-6.052,1.345,1.386,0.27,-0.003,0.288,2.261,1.239,-3.578,-4.302,-2.616,-2.403,7.903
-2.537,-0.328,-4.263,-11.652,1.077,-3.743,0.0,0.369,-7.91,1.736,1.462,-0.17,2.868,0.26,2.184,1.002,-5.198,-3.68,-0.13,-2.227,8.298
-3.051,-0.363,-5.271,-12.044,1.261,-3.056,0.0,1.322,-6.789,1.614,1.623,-0.032,2.223,0.523,2.074,1.204,-4.069,-4.883,-1.392,-2.362,7.623
-4.521,-0.603,-4.196,-11.453,1.828,-2.131,0.0,1.202,-5.682,1.352,1.369,0.227,0.172,0.555,1.979,1.135,-3.465,-3.383,-1.905,-2.404,7.279
-4.208,-0.471,-4.456,-11.531,1.896,-2.439,0.0,1.139,-6.275,1.458,1.496,-0.131,0.852,0.763,2.218,1.133,-3.732,-3.65,-1.561,-2.304,7.482
-3.878,-0.384,-4.331,-11.625,1.723,-2.776,0.0,1.119,-6.619,1.444,1.343,-0.0,1.385,0.45,2.388,1.256,-3.869,-3.736,-1.271,-2.115,7.56
-3.191,-0.352,-4.807,-11.795,1.337,-3.173,0.0,0.812,-7.024,1.448,1.62,-0.2,2.132,0.672,2.243,1.166,-4.299,-4.101,-1.195,-2.19,7.701
-4.208,-0.487,-4.738,-12.076,1.713,-2.457,0.0,1.267,-6.56,1.479,1.54,0.307,0.953,0.315,2.153,0.906,-3.777,-3.793,-1.705,-2.254,7.669
-3.75,-0.401,-4.549,-11.639,1.789,-2.928,0.0,1.154,-6.847,1.375,1.501,-0.036,1.604,0.788,2.103,1.212,-3.846,-3.913,-1.396,-1.998,7.547
-4.036,-0.33,-4.798,-12.456,1.416,-2.879,0.0,1.124,-7.098,1.612,1.224,0.268,1.167,-0.332,2.081,1.121,-4.494,-4.131,-1.427,-2.202,8.148
-4.317,-0.58,-4.86,-12.233,1.691,-2.298,0.0,1.389,-6.383,1.736,1.509,0.207,0.671,0.558,1.92,1.226,-3.787,-4.043,-1.946,-2.254,7.763
-3.038,-0.546,-4.628,-11.541,1.291,-2.64,0.0,1.085,-6.457,1.486,1.419,-0.148,2.103,0.399,2.008,1.271,-4.031,-4.268,-1.033,-2.16,7.034
-3.77,-0.44,-4.128,-11.15,1.67,-2.633,0.0,1.084,-6.536,1.533,1.501,0.234,1.301,0.874,2.259,1.227,-3.755,-3.511,-1.378,-2.066,7.609
-4.549,-0.455,-4.399,-11.735,2.062,-2.575,0.0,1.392,-6.527,1.291,1.642,0.275,0.465,0.588,2.093,0.999,-3.713,-3.504,-1.792,-2.39,7.619
-3.666,-0.502,-4.386,-11.4,1.767,-2.486,0.0,1.279,-6.017,1.447,1.538,0.411,1.381,0.319,2.114,0.989,-3.562,-3.89,-1.563,-2.304,7.133
-3.977,-0.72,-4.201,-11.924,1.972,-2.992,0.0,0.552,-7.342,1.573,1.376,0.302,1.431,0.168,2.301,1.228,-4.25,-3.394,-1.332,-2.22,8.154
-3.154,-0.529,-4.46,-11.451,1.442,-2.938,0.0,0.773,-6.698,1.503,1.372,-0.236,1.872,0.893,2.258,1.151,-4.039,-3.915,-0.983,-2.161,7.321
-5.55,-0.7,-4.741,-12.702,2.209,-1.874,0.0,1.812,-6.161,1.452,1.362,0.062,-0.772,0.455,2.277,1.348,-3.646,-3.755,-2.686,-2.017,8.113
-3.856,-0.617,-4.626,-11.789,1.396,-2.393,0.0,1.116,-5.992,1.457,1.312,-0.07,0.972,0.907,2.048,1.162,-3.672,-4.154,-1.737,-2.371,7.229
-4.379,-0.41,-4.278,-12.064,1.785,-2.45,0.0,1.402,-6.652,1.473,1.392,0.075,0.543,0.48,2.108,1.461,-4.072,-3.548,-1.726,-1.887,7.869
-4.603,-0.372,-5.577,-13.339,1.764,-2.433,0.0,1.805,-6.758,1.693,1.59,0.282,0.78,0.131,1.896,1.453,-4.023,-4.809,-2.307,-2.32,8.177
-2.514,-0.657,-4.288,-11.22,0.982,-3.283,0.0,0.508,-6.965,1.297,1.437,-0.091,2.225,0.804,2.262,1.042,-4.369,-4.028,-0.629,-2.218,7.425
-4.276,-0.635,-4.422,-11.962,2.049,-2.53,0.0,1.278,-6.882,1.414,1.64,0.146,0.967,0.573,2.03,1.408,-3.631,-3.754,-1.947,-2.106,7.93
-4.893,-0.408,-4.961,-13.33,2.099,-2.549,0.0,1.235,-7.259,1.698,1.671,0.243,0.409,-0.06,2.169,1.204,-4.075,-4.088,-2.28,-2.273,8.331
-3.663,-0.384,-4.355,-11.763,1.704,-2.831,0.0,0.987,-6.924,1.505,1.448,-0.054,1.652,0.321,2.174,1.125,-4.324,-3.694,-1.104,-2.442,7.826
-3.625,-0.531,-4.288,-11.302,1.628,-2.545,0.0,1.12,-6.508,1.707,1.4,0.218,1.311,0.047,1.921,1.373,-4.037,-3.439,-1.275,-2.088,7.279
-3.96,-0.71,-4.182,-11.501,1.673,-2.723,0.0,0.915,-6.667,1.568,1.52,0.196,1.258,0.362,2.093,1.029,-3.9,-3.622,-1.295,-2.194,7.518
-5.085,-0.389,-4.474,-12.402,2.299,-2.0,0.0,1.921,-6.086,1.715,1.428,0.22,-0.265,0.175,2.084,0.982,-3.645,-3.782,-2.52,-2.254,7.437
-3.672,-0.443,-4.596,-11.866,1.723,-2.966,0.0,0.745,-7.224,1.465,1.485,0.351,1.893,-0.059,2.294,1.202,-4.26,-3.756,-1.047,-2.188,7.984
-3.573,-0.446,-4.091,-11.107,1.672,-2.815,0.0,0.943,-6.778,1.418,1.623,0.207,1.309,0.445,2.244,1.084,-3.895,-3.416,-1.186,-2.089,7.537
-3.787,-0.686,-4.369,-11.627,1.734,-2.655,0.0,1.294,-6.363,1.465,1.414,-0.005,1.515,0.778,2.056,1.131,-3.823,-4.087,-1.398,-2.07,7.272
-3.608,-0.426,-4.486,-11.803,1.595,-3.173,0.0,0.658,-7.533,1.356,1.55,-0.111,1.777,0.27,2.163,1.036,-4.495,-3.581,-0.738,-2.399,8.231
-4.247,-0.403,-4.95,-12.434,1.823,-2.4,0.0,1.452,-6.508,1.392,1.36,0.152,0.859,0.452,2.238,1.289,-4.031,-4.131,-2.092,-2.182,7.717
-3.138,-0.324,-4.371,-11.514,1.578,-3.464,0.0,0.737,-7.51,1.634,1.596,0.087,2.438,-0.113,2.113,1.088,-4.375,-3.764,-0.805,-2.154,7.79
-3.521,-0.531,-4.405,-11.816,1.519,-2.753,0.0,0.934,-6.784,1.52,1.547,-0.215,1.609,0.646,1.96,1.201,-4.069,-3.941,-1.238,-2.345,7.651
-4.123,-0.449,-4.63,-12.502,1.663,-2.713,0.0,1.091,-6.746,1.405,1.406,0.123,1.235,0.538,2.032,1.387,-4.12,-4.158,-1.749,-2.186,7.984
-3.739,-0.452,-4.263,-11.596,1.701,-3.102,0.0,0.658,-7.146,1.591,1.405,0.117,1.443,0.06,2.132,1.078,-4.274,-3.55,-1.041,-2.174,8.027
-3.629,-0.335,-4.497,-11.732,1.433,-2.964,0.0,0.773,-7.075,1.421,1.397,0.035,1.536,0.306,2.243,1.249,-4.253,-3.662,-0.953,-2.071,7.884
-4.508,-0.52,-4.869,-12.711,1.771,-2.652,0.0,0.952,-7.363,1.49,1.462,0.459,1.004,0.177,2.204,1.247,-4.384,-3.755,-1.542,-2.256,8.675
-4.073,-0.607,-4.505,-11.715,2.027,-2.602,0.0,1.454,-6.639,1.368,1.69,0.114,1.464,0.707,2.177,1.273,-3.515,-3.92,-1.454,-2.129,7.549
-3.713,-0.501,-4.098,-11.612,1.629,-2.75,0.0,1.205,-6.461,1.775,1.461,0.196,1.315,0.211,1.943,1.088,-3.891,-3.655,-1.551,-2.328,7.449
-3.403,-0.484,-4.514,-11.601,1.594,-2.98,0.0,0.975,-6.862,1.564,1.539,-0.166,1.728,0.786,2.16,1.173,-3.733,-4.065,-1.306,-2.319,7.418
-5.367,-0.567,-5.203,-13.064,2.196,-1.873,0.0,2.25,-6.117,1.582,1.506,0.299,-0.15,0.473,2.163,1.203,-3.654,-4.226,-2.677,-2.076,7.941
-3.519,-0.26,-4.123,-11.539,1.493,-2.917,0.0,0.983,-7.106,1.535,1.304,0.091,1.551,0.566,2.048,0.823,-4.089,-3.565,-1.055,-2.616,7.807
-5.052,-0.818,-4.598,-11.986,2.103,-1.999,0.0,1.695,-5.825,1.454,1.366,0.269,-0.173,0.602,2.32,1.212,-3.29,-3.886,-2.257,-2.186,7.57
-3.768,-0.533,-4.156,-11.109,1.855,-2.818,0.0,1.066,-6.761,1.476,1.621,0.121,1.323,0.744,2.141,1.135,-3.67,-3.54,-1.557,-2.148,7.43
-4.811,-0.502,-4.845,-12.665,2.06,-2.404,0.0,1.29,-6.71,1.347,1.543,0.419,0.584,0.342,1.983,1.175,-3.959,-3.967,-2.08,-2.347,8.103
-4.674,-0.311,-4.426,-11.815,1.963,-2.197,0.0,1.499,-6.15,1.653,1.626,0.198,0.159,0.409,2.242,1.132,-3.53,-3.631,-1.949,-2.501,7.807
-3.389,-0.416,-3.952,-11.749,1.955,-3.468,0.0,0.779,-8.101,1.674,1.764,0.085,2.312,0.237,1.892,1.294,-4.745,-3.327,-0.571,-2.14,8.521
-4.049,-0.517,-4.309,-11.093,1.648,-2.052,0.0,1.596,-5.443,1.515,1.368,0.056,0.482,0.621,2.102,1.079,-3.036,-4.092,-2.124,-2.271,6.669
-4.681,-0.469,-4.281,-12.29,2.027,-2.714,0.0,1.08,-7.142,1.372,1.589,0.235,0.665,0.391,2.396,1.203,-4.122,-3.453,-1.567,-2.071,8.352
-5.166,-0.824,-4.63,-12.303,2.288,-1.999,0.0,1.297,-6.24,1.423,1.515,0.257,-0.093,0.792,2.217,1.274,-3.505,-3.613,-2.215,-2.235,7.745
-5.414,-0.564,-4.766,-12.83,2.283,-2.134,0.0,1.974,-6.484,1.518,1.594,0.306,-0.24,0.223,2.047,1.302,-3.561,-4.055,-2.525,-2.145,8.237
-4.802,-0.53,-4.174,-11.701,2.135,-1.942,0.0,1.723,-5.686,1.722,1.535,0.291,-0.177,0.475,2.056,1.284,-3.197,-3.726,-2.297,-2.21,7.18
-3.58,-0.203,-4.372,-11.683,1.779,-3.182,0.0,1.048,-7.128,1.497,1.783,0.134,1.813,0.589,2.295,1.205,-4.523,-3.435,-0.928,-2.224,8.056
-3.613,-0.302,-4.806,-12.137,1.508,-2.874,0.0,1.333,-6.963,1.595,1.47,0.045,1.533,0.314,2.027,1.124,-4.452,-4.048,-1.467,-2.38,7.918
-3.567,-0.297,-5.067,-12.351,1.301,-2.836,0.0,1.428,-6.732,1.52,1.522,0.122,1.614,0.208,2.213,1.25,-4.261,-4.689,-1.53,-2.259,7.939
-3.561,-0.54,-4.191,-11.387,1.699,-2.676,0.0,1.188,-6.378,1.584,1.42,0.299,1.371,0.535,2.106,0.982,-4.049,-3.881,-1.281,-2.07,7.279
-4.359,-0.455,-5.025,-12.867,1.976,-2.72,0.0,1.521,-7.074,1.582,1.493,0.238,1.177,0.27,2.107,1.406,-4.201,-4.276,-1.754,-2.33,8.097
-3.286,-0.45,-4.318,-11.014,1.495,-2.823,0.0,0.815,-6.608,1.329,1.589,0.051,1.671,0.357,2.073,1.044,-3.881,-3.649,-0.869,-2.2,7.395
-3.343,-0.58,-4.347,-11.275,1.722,-3.23,0.0,0.485,-7.193,1.383,1.581,-0.11,2.022,0.684,2.209,0.987,-4.028,-3.505,-1.092,-2.126,7.659
-4.765,-0.314,-4.998,-12.791,1.94,-2.576,0.0,1.578,-7.122,1.646,1.368,0.369,0.724,0.089,2.367,1.269,-3.854,-3.989,-2.181,-2.078,8.255
-3.032,-0.498,-4.451,-11.248,1.427,-3.216,0.0,0.548,-6.974,1.536,1.437,-0.164,2.232,0.272,2.173,1.142,-4.38,-3.83,-0.743,-2.289,7.6
-2.863,-0.349,-4.15,-11.248,1.506,-3.368,0.0,0.308,-7.383,1.377,1.514,-0.132,2.537,0.324,2.243,1.176,-4.648,-3.307,-0.468,-2.211,7.689
-4.043,-0.538,-4.384,-11.521,1.738,-2.229,0.0,1.469,-5.709,1.389,1.358,-0.035,0.673,0.82,2.189,0.963,-3.633,-3.961,-1.973,-2.332,7.278
-4.413,-0.589,-4.782,-12.056,1.635,-2.238,0.0,1.449,-5.987,1.419,1.48,-0.082,0.42,0.77,2.18,1.315,-3.711,-4.036,-1.838,-2.155,7.445
-3.414,-0.505,-4.604,-11.551,1.691,-3.031,0.0,0.843,-7.039,1.388,1.337,-0.105,2.073,0.693,2.27,1.281,-4.177,-3.795,-0.916,-2.108,7.582
-3.449,-0.469,-4.562,-12.16,1.8,-3.263,0.0,1.005,-7.524,1.709,1.913,0.361,2.237,-0.162,2.082,1.086,-4.523,-4.054,-1.101,-2.433,8.086
-3.744,-0.483,-4.702,-11.658,1.261,-2.812,0.0,0.674,-6.557,1.337,1.441,0.283,1.135,0.506,2.075,1.138,-3.885,-3.976,-1.4,-2.292,7.601
-4.067,-0.498,-4.915,-12.392,1.722,-2.908,0.0,0.879,-7.04,1.383,1.546,0.154,1.265,0.461,2.091,1.205,-4.147,-3.932,-1.693,-2.05,8.101
-3.589,-0.419,-4.163,-11.365,1.518,-2.754,0.0,1.018,-6.658,1.623,1.201,-0.109,1.191,0.607,1.928,0.839,-3.948,-3.617,-1.271,-2.397,7.526
-3.216,-0.539,-4.698,-12.219,1.313,-3.482,0.0,0.504,-8.09,1.416,1.585,0.002,2.112,-0.035,2.277,1.236,-5.016,-3.717,-0.697,-2.331,8.445
-4.193,-0.491,-4.98,-12.19,2.155,-2.692,0.0,1.411,-6.996,1.446,1.531,0.111,1.546,0.44,2.264,1.252,-3.972,-3.825,-1.692,-2.254,7.96
-3.483,-0.54,-3.945,-11.531,1.517,-3.332,0.0,0.276,-7.665,1.617,1.306,0.148,1.713,-0.09,2.237,1.146,-4.669,-3.024,-0.658,-2.265,8.131
-4.749,-0.489,-4.572,-12.517,2.118,-2.442,0.0,1.392,-6.673,1.523,1.619,0.325,0.479,-0.001,2.04,1.305,-3.906,-3.63,-1.706,-2.116,7.914
-4.106,-0.508,-4.24,-11.688,1.526,-2.466,0.0,1.008,-6.166,1.528,1.218,0.179,0.774,0.416,2.178,1.24,-3.719,-3.763,-1.431,-2.3,7.442
-4.57,-0.451,-5.052,-12.293,2.036,-2.374,0.0,1.727,-6.41,1.522,1.607,-0.261,0.847,0.547,2.09,1.16,-3.613,-4.306,-1.983,-2.24,7.701
-4.059,-0.481,-4.445,-11.748,1.752,-2.448,0.0,1.237,-6.765,1.605,1.661,0.267,0.88,0.014,2.099,1.107,-3.757,-3.631,-1.593,-2.264,7.664
