Unnamed: 0,x0,x1,x2,x3,y,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20
567,-0.738,1.838,-0.047,-0.786,0.0,0.645,-1.89,0.093,-0.307,0.343,-1.4,0.188,-0.306,0.645,0.097,-0.927,-3.499,0.556,0.035,0.768,3.673
568,-1.302,2.172,0.149,-0.85,0.0,0.699,-2.278,0.111,-0.494,0.079,-0.349,0.133,-0.278,0.594,-0.105,-0.977,-3.875,0.294,-0.094,0.536,5.019
569,-0.886,2.091,0.107,-1.279,0.0,0.841,-2.062,0.072,-1.288,0.179,-0.137,-0.012,-0.238,0.204,-0.543,-0.863,-3.721,0.279,-0.036,0.675,4.367
570,-0.701,2.187,0.003,-1.247,0.0,0.931,-2.401,-0.142,-1.266,-0.12,0.404,-0.112,-0.214,0.137,-0.699,-0.893,-3.478,0.03,-0.271,0.703,4.112
571,-0.653,1.791,0.351,-1.239,0.0,0.648,-2.219,0.018,-0.892,-0.025,-0.63,-0.065,-0.186,0.763,-0.402,-0.949,-3.68,-0.03,-0.491,0.573,3.572
572,-0.583,2.045,0.142,-1.172,0.0,0.859,-2.927,-0.376,-1.154,-0.338,0.406,-0.022,-0.017,0.171,-0.716,-0.678,-3.535,-0.196,-0.506,0.714,3.611
573,-1.05,2.011,0.193,-0.86,0.0,0.886,-2.106,0.067,-0.704,0.098,0.206,0.203,-0.112,0.547,-0.372,-0.783,-3.437,0.219,-0.151,0.403,4.743
574,-1.079,1.714,-0.032,-0.51,0.0,0.605,-1.854,0.279,-0.143,0.267,-0.977,0.369,-0.064,0.673,0.108,-0.999,-3.139,0.491,0.298,0.506,3.777
575,-0.469,2.267,-0.038,-1.567,0.0,1.094,-3.248,-0.642,-1.595,-0.513,1.162,-0.179,-0.259,0.051,-0.906,-0.8,-3.933,-0.64,-0.951,0.795,4.611
576,-0.229,2.096,-0.174,-1.412,0.0,0.998,-3.236,-0.596,-1.976,-0.607,1.209,-0.502,-0.199,0.059,-0.893,-0.773,-3.734,-0.371,-1.097,0.817,3.981
577,-0.373,1.781,0.154,-1.292,0.0,0.938,-1.972,-0.137,-0.77,0.08,-0.705,0.17,-0.387,0.374,-0.363,-0.992,-3.433,0.158,-0.001,0.988,3.215
578,-0.742,1.977,0.004,-1.348,0.0,1.082,-2.284,-0.004,-1.188,0.011,0.389,-0.035,-0.132,0.419,-0.599,-0.791,-3.544,0.048,-0.221,0.661,4.504
579,-1.091,2.164,0.276,-0.948,0.0,0.879,-2.076,0.082,-0.529,0.123,-0.067,0.235,-0.225,0.7,-0.194,-0.763,-3.326,0.016,0.06,0.442,4.581
580,-0.772,2.053,0.026,-1.162,0.0,1.244,-2.49,-0.126,-0.888,-0.037,0.611,0.089,-0.113,0.432,-0.38,-0.713,-3.426,0.261,-0.111,0.739,4.769
581,-0.669,1.689,0.071,-1.304,0.0,0.756,-2.013,-0.049,-1.071,0.158,-0.306,-0.025,0.01,0.452,-0.439,-0.756,-3.124,0.247,-0.199,0.637,3.276
582,-0.417,1.914,-0.098,-1.097,0.0,0.822,-2.634,-0.392,-1.349,-0.141,-0.11,-0.108,-0.232,0.275,-0.825,-0.848,-3.651,-0.09,-0.506,0.874,3.354
583,-0.409,1.937,0.177,-1.25,0.0,0.88,-2.526,-0.428,-1.056,-0.252,-0.164,0.132,-0.292,0.082,-0.77,-1.034,-3.749,-0.296,-0.411,0.717,3.488
584,-0.331,1.791,-0.091,-1.365,0.0,0.95,-2.317,-0.203,-1.067,-0.162,-0.326,0.098,-0.252,0.361,-0.458,-0.985,-3.516,0.192,-0.396,0.895,3.452
585,-0.938,1.939,0.077,-0.667,0.0,0.656,-1.852,0.069,-0.298,0.161,-0.686,0.431,-0.283,0.462,-0.122,-0.791,-2.923,0.383,0.19,0.57,3.294
586,-0.585,1.992,0.063,-1.576,0.0,1.055,-2.807,-0.553,-1.596,-0.218,0.581,-0.164,-0.298,-0.056,-0.85,-0.853,-3.673,-0.254,-0.564,0.884,3.837
587,-0.713,2.024,-0.137,-0.907,0.0,0.984,-2.517,-0.048,-0.638,-0.12,0.339,0.276,-0.333,0.337,-0.432,-0.713,-3.291,0.305,-0.131,0.845,4.631
588,-0.543,2.071,0.137,-1.46,0.0,0.892,-2.432,-0.295,-1.276,-0.343,0.56,0.119,-0.205,0.022,-0.873,-1.01,-3.728,-0.306,-0.521,0.596,3.917
589,-0.596,2.086,0.013,-1.241,0.0,0.805,-2.733,-0.346,-1.313,-0.389,0.584,-0.377,-0.175,0.03,-0.808,-0.861,-3.849,-0.419,-0.713,0.597,4.024
590,-0.72,2.138,0.111,-1.314,0.0,1.113,-2.524,-0.285,-1.464,-0.349,0.595,0.029,-0.215,0.328,-0.731,-0.97,-3.781,0.041,-0.451,0.808,4.211
591,-0.487,1.818,0.144,-1.138,0.0,0.739,-2.289,-0.364,-1.125,-0.178,-0.301,-0.126,-0.391,0.28,-0.637,-0.898,-3.58,-0.004,-0.365,0.961,2.824
592,-0.631,1.92,0.065,-1.281,0.0,0.567,-2.28,-0.271,-1.28,-0.291,0.242,-0.0,-0.098,0.253,-0.842,-0.818,-3.279,-0.34,-0.517,0.505,3.536
593,-0.626,2.042,-0.029,-1.595,0.0,1.101,-2.561,-0.212,-1.261,-0.122,0.086,-0.044,-0.238,0.32,-0.611,-0.948,-3.732,0.081,-0.377,0.86,4.164
594,-0.444,2.208,0.03,-1.398,0.0,0.716,-2.262,-0.103,-1.081,-0.038,-0.624,-0.061,-0.228,0.432,-0.597,-1.109,-4.112,-0.047,-0.283,0.872,3.824
595,-0.727,2.007,0.267,-0.805,0.0,1.085,-2.464,-0.152,-0.455,-0.034,-0.054,0.334,-0.247,0.23,-0.284,-0.878,-3.626,-0.011,-0.158,0.642,4.486
596,-0.127,1.909,0.004,-1.412,0.0,0.9,-2.755,-0.46,-1.645,-0.446,0.275,-0.154,-0.315,0.298,-0.931,-0.971,-3.591,-0.302,-0.662,0.951,3.1
597,-0.57,1.974,0.244,-0.669,0.0,0.718,-2.23,-0.035,-0.214,-0.14,-0.65,0.362,-0.234,0.55,-0.179,-1.065,-3.784,0.115,-0.088,0.658,3.874
598,-0.77,1.918,0.094,-1.212,0.0,0.802,-2.645,-0.217,-1.375,-0.313,0.716,-0.02,-0.195,0.22,-0.709,-0.661,-3.495,0.013,-0.4,0.724,3.956
599,-0.304,2.21,0.011,-1.311,0.0,1.062,-2.652,-0.2,-0.814,-0.453,0.264,0.166,-0.227,0.39,-0.643,-0.708,-3.479,-0.13,-0.486,0.664,4.128
600,-0.238,1.731,-0.217,-1.638,0.0,0.887,-2.805,-0.584,-1.465,-0.514,0.883,-0.102,-0.304,0.079,-0.944,-0.777,-3.566,-0.281,-0.642,1.005,3.304
601,-0.19,2.023,0.038,-1.361,0.0,0.927,-3.164,-0.63,-1.856,-0.55,0.632,-0.212,-0.239,0.018,-1.21,-0.826,-3.769,-0.435,-0.869,1.012,3.381
602,-0.558,1.884,0.089,-1.455,0.0,0.857,-2.585,-0.24,-1.157,-0.222,0.133,0.101,-0.359,0.278,-0.709,-0.999,-3.596,-0.247,-0.451,0.893,3.726
603,-1.201,1.886,0.237,-0.517,0.0,0.48,-1.46,0.492,-0.285,0.463,-1.188,0.185,-0.05,0.668,0.118,-0.855,-3.141,0.412,0.279,0.326,3.614
604,-0.452,2.134,-0.061,-1.376,0.0,1.272,-2.763,-0.292,-1.311,-0.291,0.888,0.047,-0.044,0.096,-0.938,-0.793,-3.401,-0.234,-0.496,0.866,4.167
605,-0.686,1.733,0.122,-1.272,0.0,0.588,-2.206,-0.067,-0.525,-0.079,-0.668,0.275,-0.227,0.556,-0.309,-1.008,-3.472,0.043,-0.16,0.755,3.233
606,-0.663,2.04,0.134,-1.241,0.0,0.842,-2.791,-0.229,-0.994,-0.297,0.384,0.152,-0.109,0.371,-0.508,-0.881,-3.686,-0.143,-0.487,0.62,4.466
607,-0.632,2.04,0.15,-1.156,0.0,0.959,-1.995,-0.017,-0.602,0.005,-0.349,0.228,-0.263,0.637,-0.257,-0.707,-3.179,0.14,0.045,0.704,4.096
608,-1.041,2.114,0.275,-1.182,0.0,0.975,-2.017,0.198,-0.461,0.176,-0.485,0.359,0.079,0.62,-0.189,-0.994,-3.45,0.087,-0.024,0.468,4.774
609,-0.477,1.762,0.223,-0.833,0.0,0.77,-2.064,-0.14,-0.942,-0.098,0.142,-0.05,-0.146,0.4,-0.541,-0.812,-3.422,-0.067,-0.24,0.605,3.635
610,-0.718,2.165,0.304,-1.079,0.0,0.821,-2.441,-0.181,-0.544,-0.232,-0.256,0.146,-0.047,0.247,-0.238,-1.061,-3.954,-0.029,-0.462,0.568,4.276
611,-0.857,1.582,0.262,-0.769,0.0,0.685,-1.681,0.199,-0.231,0.345,-1.539,0.37,-0.145,0.666,0.161,-0.784,-3.315,0.529,0.156,0.68,3.291
612,-0.518,2.081,0.13,-1.533,0.0,0.937,-2.646,-0.211,-1.623,-0.044,0.129,-0.242,-0.334,0.383,-0.723,-0.938,-3.793,-0.134,-0.397,0.67,3.879
613,-0.493,1.926,0.053,-0.908,0.0,1.104,-2.249,-0.062,-0.572,-0.017,-0.506,0.232,-0.065,0.369,-0.325,-0.856,-3.492,0.432,-0.083,0.84,3.86
614,-0.842,2.025,0.024,-0.768,0.0,0.762,-1.443,0.28,-0.195,0.266,-1.104,0.127,-0.082,0.585,-0.028,-1.021,-3.602,0.354,0.14,0.547,4.024
615,-1.071,2.116,0.101,-1.222,0.0,0.605,-1.932,0.116,-1.038,0.195,-0.327,-0.208,-0.157,0.484,-0.319,-0.895,-3.252,0.43,-0.152,0.355,3.814
616,-0.731,1.886,0.234,-1.537,0.0,0.597,-2.741,-0.414,-1.641,-0.421,0.261,-0.226,-0.027,0.167,-1.178,-0.962,-3.882,-0.309,-0.72,0.699,3.471
617,-0.113,2.097,-0.232,-1.679,0.0,1.273,-3.374,-0.796,-2.234,-0.756,1.765,-0.433,-0.136,-0.07,-1.282,-0.811,-3.582,-0.457,-1.059,1.011,3.646
618,-1.262,1.928,0.2,-0.465,0.0,0.57,-1.631,0.409,0.048,0.296,-1.124,0.377,-0.032,0.913,0.17,-1.174,-3.564,0.301,0.261,0.497,4.241
619,-0.346,2.311,-0.075,-1.296,0.0,1.212,-3.158,-0.537,-1.47,-0.497,0.858,0.167,-0.209,-0.157,-0.976,-0.818,-3.904,0.078,-0.521,0.871,4.393
620,-1.027,2.164,0.076,-0.719,0.0,0.581,-1.768,0.311,-0.385,0.207,-0.813,0.159,-0.149,0.434,-0.152,-0.77,-3.443,0.406,-0.046,0.394,4.116
621,-0.544,1.873,-0.034,-1.52,0.0,0.832,-2.617,-0.308,-1.119,-0.363,0.307,0.084,-0.261,0.31,-0.747,-0.893,-3.783,-0.195,-0.398,0.884,4.124
622,-0.311,2.163,-0.05,-1.276,0.0,1.271,-3.221,-0.706,-1.895,-0.509,1.539,-0.151,-0.305,-0.17,-1.306,-0.649,-3.506,-0.458,-0.712,0.941,3.98
623,-0.765,2.026,-0.055,-1.127,0.0,0.878,-2.102,-0.024,-0.68,-0.101,0.272,0.112,-0.343,0.552,-0.36,-0.869,-3.258,-0.022,-0.274,0.507,4.315
624,-0.71,2.164,-0.122,-1.107,0.0,1.005,-2.51,-0.212,-0.688,-0.046,-0.053,0.247,-0.4,0.401,-0.1,-0.672,-3.23,0.445,-0.217,0.915,3.988
625,-0.577,1.804,0.057,-1.312,0.0,0.778,-2.883,-0.428,-1.319,-0.272,-0.212,0.009,-0.186,0.1,-0.847,-0.977,-3.867,-0.123,-0.482,0.927,3.26
626,-0.243,1.963,-0.22,-1.552,0.0,1.336,-2.867,-0.479,-1.527,-0.545,1.103,-0.04,-0.539,0.237,-0.694,-0.717,-3.503,-0.171,-0.555,0.947,4.232
627,-0.772,1.773,0.051,-0.885,0.0,0.687,-1.754,0.156,-0.311,0.116,-0.955,0.142,-0.235,0.641,0.042,-0.779,-2.978,0.123,-0.167,0.456,3.319
628,-0.465,2.086,0.053,-1.313,0.0,1.19,-2.568,-0.26,-1.183,-0.39,0.456,0.222,-0.303,0.303,-0.74,-0.902,-3.482,-0.191,-0.267,0.844,3.983
629,-0.199,1.72,-0.06,-1.526,0.0,0.89,-3.398,-0.709,-1.885,-0.653,1.519,-0.247,-0.123,0.085,-0.985,-0.923,-3.421,-0.333,-0.934,1.042,3.317
630,-0.633,2.106,-0.059,-1.234,0.0,0.864,-2.415,-0.014,-1.256,0.03,-0.061,-0.182,-0.15,0.347,-0.559,-0.86,-3.634,0.126,-0.349,0.714,4.158
631,-0.745,2.016,0.074,-1.124,0.0,1.202,-2.494,-0.121,-0.498,-0.242,0.271,0.305,-0.109,0.553,-0.206,-0.815,-3.325,0.038,-0.175,0.737,4.376
632,-0.871,2.08,0.155,-0.893,0.0,0.808,-1.772,0.183,-0.497,0.182,-0.351,0.212,-0.175,0.452,-0.308,-0.908,-3.54,0.31,0.132,0.625,4.418
633,-0.735,2.006,0.182,-1.271,0.0,0.873,-2.873,-0.4,-1.095,-0.473,0.949,0.142,-0.218,0.076,-0.651,-0.802,-3.418,0.031,-0.428,0.722,4.306
634,-0.424,1.936,-0.077,-1.355,0.0,0.894,-2.397,-0.199,-0.869,-0.105,-0.484,0.195,-0.237,0.387,-0.349,-0.878,-3.552,0.208,-0.18,0.887,3.749
635,-0.122,1.581,-0.011,-1.594,0.0,0.707,-2.95,-0.567,-1.263,-0.271,-0.304,-0.015,-0.096,-0.018,-0.856,-0.899,-3.601,0.036,-0.469,1.109,2.454
636,-0.679,2.102,0.126,-0.932,0.0,0.691,-2.156,-0.045,-0.678,-0.232,-0.491,0.316,-0.289,0.391,-0.383,-0.892,-3.771,0.109,-0.009,0.767,3.997
637,-0.452,1.929,-0.065,-1.287,0.0,1.004,-2.444,-0.14,-0.894,-0.156,0.163,0.004,-0.247,0.521,-0.458,-0.955,-3.378,-0.177,-0.373,0.795,4.027
638,-0.91,1.664,0.265,-0.663,0.0,0.674,-1.697,0.255,-0.229,0.122,-1.056,0.378,-0.339,0.717,-0.002,-1.022,-3.475,0.469,0.083,0.491,3.407
639,-0.491,1.837,-0.003,-1.363,0.0,1.062,-2.346,-0.192,-1.285,-0.013,0.171,-0.02,-0.034,0.356,-0.472,-0.646,-3.083,0.064,-0.304,0.899,3.422
640,-0.366,1.951,-0.054,-1.567,0.0,0.947,-2.604,-0.288,-1.219,-0.363,0.361,0.302,-0.193,0.204,-0.748,-0.745,-3.691,-0.091,-0.506,0.839,4.389
641,-0.337,1.968,0.024,-1.387,0.0,1.04,-2.785,-0.495,-1.405,-0.53,0.773,0.028,-0.217,0.186,-0.991,-0.794,-3.613,-0.229,-0.562,0.841,3.772
642,-0.577,1.731,-0.1,-0.85,0.0,0.69,-2.061,-0.009,-0.542,-0.017,-0.156,0.043,-0.163,0.41,-0.343,-0.865,-2.958,0.188,-0.17,0.577,3.585
643,-0.674,2.043,0.017,-1.179,0.0,0.919,-2.37,-0.18,-1.124,-0.121,-0.086,0.137,-0.334,0.119,-0.58,-0.908,-3.53,0.14,-0.277,0.758,3.878
644,-0.622,1.957,-0.016,-1.372,0.0,0.906,-2.787,-0.206,-1.242,-0.208,0.321,-0.147,-0.315,0.187,-0.759,-0.999,-3.844,-0.101,-0.434,0.832,4.1
645,-0.004,2.155,0.094,-1.599,0.0,0.812,-3.437,-0.766,-1.765,-0.735,0.569,-0.38,-0.265,-0.121,-1.131,-1.046,-4.212,-0.697,-1.124,0.952,3.436
646,-0.478,1.93,-0.104,-1.496,0.0,1.148,-2.907,-0.384,-1.493,-0.462,0.644,-0.047,-0.171,0.24,-0.923,-0.905,-3.657,-0.229,-0.614,0.921,3.898
647,-0.866,1.929,0.199,-0.835,0.0,0.661,-1.703,0.296,-0.244,0.249,-1.241,0.341,-0.164,0.602,-0.056,-1.149,-3.733,0.147,0.296,0.662,4.154
648,-0.243,1.722,-0.066,-1.324,0.0,1.21,-3.148,-0.668,-2.096,-0.539,1.072,-0.421,-0.521,-0.015,-0.931,-0.709,-3.343,-0.194,-0.848,1.135,3.092
649,-0.804,2.063,0.338,-0.924,0.0,0.712,-2.152,-0.026,-0.807,-0.064,-0.805,-0.004,-0.373,0.354,-0.427,-1.118,-4.044,0.074,-0.283,0.627,3.705
650,-0.657,1.964,0.091,-0.881,0.0,0.902,-1.995,-0.043,-0.661,0.026,-0.295,0.197,-0.268,0.308,-0.297,-0.769,-3.134,0.209,-0.046,0.684,3.579
651,-0.587,2.025,0.329,-1.108,0.0,1.209,-2.57,-0.318,-1.244,-0.247,0.664,0.05,-0.129,0.107,-0.559,-0.938,-3.741,-0.085,-0.363,0.659,4.327
652,-1.08,2.095,0.267,-1.056,0.0,0.506,-2.124,-0.036,-0.821,0.158,-0.578,0.053,-0.161,0.431,-0.42,-0.783,-3.525,0.065,-0.216,0.365,3.829
653,-0.954,2.104,0.028,-1.011,0.0,1.289,-2.603,-0.189,-0.84,-0.074,0.918,0.029,-0.133,0.369,-0.475,-0.79,-3.56,-0.009,-0.112,0.705,4.94
654,-0.672,2.176,-0.008,-1.426,0.0,0.631,-2.695,-0.278,-0.985,-0.15,0.2,-0.01,-0.558,0.315,-0.466,-0.939,-3.879,-0.061,-0.431,0.76,4.341
655,-0.053,1.807,-0.009,-1.523,0.0,0.981,-2.996,-0.63,-1.341,-0.58,0.562,0.327,-0.179,-0.106,-0.981,-0.926,-3.699,-0.271,-0.655,0.995,3.535
656,-0.739,2.028,0.09,-1.158,0.0,0.855,-2.514,-0.066,-1.312,-0.015,-0.062,-0.169,-0.145,0.342,-0.678,-1.02,-3.833,-0.082,-0.287,0.732,4.108
657,-0.605,2.146,-0.09,-1.717,0.0,1.208,-2.63,-0.173,-1.496,-0.036,0.23,-0.073,-0.209,0.402,-0.679,-1.095,-3.84,-0.216,-0.329,0.829,4.469
658,-0.823,2.05,0.308,-1.18,0.0,0.844,-2.503,-0.097,-1.047,0.151,-0.318,-0.009,-0.234,0.547,-0.512,-0.978,-3.698,-0.059,-0.09,0.643,3.901
659,-1.281,2.167,0.359,-0.797,0.0,0.649,-2.135,0.129,-0.62,0.23,-0.455,0.092,0.044,0.453,-0.136,-0.833,-3.346,0.128,-0.144,0.25,4.214
660,-0.064,2.005,-0.184,-1.404,0.0,1.01,-2.689,-0.584,-1.879,-0.56,0.901,-0.169,-0.228,0.161,-1.088,-0.674,-3.452,-0.328,-0.718,0.897,3.751
661,-0.434,2.183,0.005,-1.389,0.0,0.921,-2.599,-0.301,-1.302,-0.238,-0.057,-0.153,-0.312,0.283,-0.676,-0.924,-3.866,-0.122,-0.439,0.87,3.944
662,-0.442,2.283,-0.015,-1.535,0.0,0.825,-2.773,-0.347,-1.314,-0.32,0.279,0.13,-0.05,0.299,-0.691,-0.99,-4.032,-0.3,-0.515,0.734,4.448
663,-0.736,2.005,0.17,-1.648,0.0,0.742,-2.396,-0.146,-1.132,-0.15,0.2,-0.081,-0.116,0.414,-0.537,-1.187,-3.932,0.011,-0.415,0.611,4.206
664,-0.918,1.878,0.113,-1.032,0.0,0.506,-1.697,0.069,-0.64,0.169,-0.392,0.103,-0.097,0.461,-0.238,-0.791,-3.369,0.391,0.019,0.414,3.939
665,-0.32,1.627,-0.005,-1.03,0.0,0.895,-2.303,-0.17,-0.7,-0.165,-0.234,0.26,0.045,0.186,-0.528,-0.92,-3.292,0.261,-0.155,0.963,3.074
666,-0.06,1.967,-0.084,-1.532,0.0,0.966,-2.876,-0.592,-1.655,-0.545,0.683,0.016,-0.097,-0.115,-1.079,-0.861,-3.777,-0.563,-0.712,0.955,3.612
667,-0.132,1.898,-0.053,-1.279,0.0,1.16,-2.524,-0.315,-1.513,-0.349,0.658,-0.176,-0.273,0.375,-0.758,-0.754,-3.498,0.028,-0.493,0.955,3.942
668,-0.8,2.004,0.004,-1.11,0.0,0.741,-2.378,0.042,-0.502,-0.113,-0.119,0.109,-0.141,0.578,-0.133,-0.747,-3.264,0.503,-0.029,0.709,4.048
669,-0.716,1.821,-0.014,-1.159,0.0,0.76,-2.193,-0.063,-0.941,0.122,-0.338,-0.005,-0.454,0.231,-0.338,-0.884,-3.549,0.133,-0.094,0.796,3.877
670,-0.604,1.711,0.118,-1.004,0.0,0.642,-2.094,-0.108,-0.897,0.057,-0.596,-0.012,-0.324,0.273,-0.411,-0.848,-3.23,0.247,-0.125,0.733,2.958
671,-0.952,1.828,0.135,-1.304,0.0,0.764,-2.363,-0.047,-1.132,0.135,-0.221,-0.088,-0.265,0.437,-0.589,-0.976,-3.656,0.074,-0.241,0.606,3.983
672,-0.377,1.967,-0.008,-1.118,0.0,0.726,-2.462,-0.309,-0.97,-0.247,-0.198,0.015,-0.332,0.097,-0.528,-0.958,-3.536,-0.262,-0.441,0.787,3.441
673,-0.458,1.817,-0.117,-1.386,0.0,0.832,-2.495,-0.352,-1.105,-0.171,-0.153,0.124,-0.492,0.174,-0.689,-0.679,-3.174,0.17,-0.268,1.03,2.965
674,-0.713,1.826,0.245,-1.197,0.0,0.718,-2.206,-0.067,-0.716,-0.146,0.207,0.222,-0.362,0.602,-0.356,-0.72,-3.495,-0.008,-0.364,0.542,3.944
675,-1.06,1.664,0.261,-0.307,0.0,0.626,-1.501,0.343,0.555,0.298,-1.126,0.549,0.076,0.956,0.339,-0.941,-3.281,0.486,0.398,0.41,4.283
676,-0.403,1.98,0.02,-1.375,0.0,0.817,-2.544,-0.315,-1.357,-0.037,-0.168,-0.217,-0.171,0.187,-0.502,-0.948,-3.804,0.068,-0.559,1.012,3.435
677,-1.062,1.882,0.13,-1.007,0.0,0.697,-1.984,0.095,-0.529,0.208,-0.688,0.205,-0.055,0.603,-0.066,-0.94,-3.562,0.109,-0.132,0.481,4.078
678,-0.341,1.893,-0.136,-1.447,0.0,1.088,-2.614,-0.289,-1.654,-0.151,0.313,-0.264,-0.175,0.187,-0.803,-0.886,-3.586,-0.025,-0.448,1.028,3.662
679,-0.878,2.074,0.073,-1.332,0.0,1.213,-2.343,-0.068,-1.002,-0.105,0.44,0.23,-0.098,0.415,-0.436,-0.932,-3.512,-0.155,-0.109,0.687,4.647
680,-0.297,1.912,-0.149,-1.593,0.0,0.914,-3.143,-0.524,-1.662,-0.569,0.96,-0.238,-0.124,0.21,-0.959,-0.907,-3.645,-0.357,-0.849,0.938,3.597
681,-0.898,1.76,0.348,-0.922,0.0,0.508,-1.586,0.126,-0.754,0.089,-0.242,0.052,-0.223,0.497,-0.307,-0.857,-3.118,-0.044,0.059,0.317,3.54
682,-0.998,1.691,0.088,-1.11,0.0,0.674,-2.221,0.057,-0.624,0.218,-0.812,-0.009,-0.145,0.475,0.026,-0.879,-3.205,0.396,-0.113,0.425,3.331
683,-0.548,2.183,-0.205,-1.501,0.0,1.271,-2.834,-0.421,-1.868,-0.163,1.304,-0.333,-0.264,0.08,-0.908,-0.655,-3.518,-0.332,-0.657,0.743,4.674
684,-0.879,1.721,0.085,-1.341,0.0,0.777,-1.773,0.158,-0.787,0.4,-1.219,-0.117,-0.39,0.623,-0.118,-1.061,-3.735,0.346,0.059,0.802,3.575
685,-0.76,1.99,0.111,-1.523,0.0,0.907,-3.22,-0.371,-1.698,-0.331,1.172,-0.325,-0.195,0.154,-0.858,-0.78,-3.777,-0.116,-0.798,0.689,4.354
686,-0.914,1.914,0.209,-0.776,0.0,1.016,-2.278,-0.091,-0.64,-0.058,-0.156,0.297,-0.197,0.511,-0.245,-0.87,-3.546,0.259,-0.142,0.791,4.141
687,-0.285,1.495,0.088,-1.288,0.0,0.436,-2.438,-0.312,-1.099,-0.089,-0.83,-0.03,-0.086,0.494,-0.629,-1.02,-3.742,0.249,-0.386,0.842,2.781
688,-0.582,2.043,-0.133,-1.403,0.0,0.93,-2.616,-0.193,-1.359,-0.098,-0.396,-0.25,-0.409,0.492,-0.509,-0.995,-3.982,0.265,-0.538,0.979,3.597
689,-0.441,1.738,-0.039,-1.059,0.0,1.055,-2.381,-0.165,-0.792,0.073,-0.69,0.108,-0.279,0.37,-0.33,-0.955,-3.441,0.189,-0.203,1.019,3.394
690,-0.082,2.052,-0.143,-1.519,0.0,0.962,-3.038,-0.506,-1.617,-0.555,1.516,-0.368,-0.134,0.124,-1.002,-0.899,-3.702,-0.494,-0.757,0.883,4.482
691,-0.404,2.15,-0.037,-1.456,0.0,1.196,-2.929,-0.364,-1.488,-0.23,0.513,-0.272,-0.316,0.11,-0.704,-0.914,-3.714,-0.324,-0.604,0.854,4.013
692,-1.117,1.757,0.202,-0.245,0.0,0.617,-1.391,0.423,0.234,0.38,-1.394,0.383,-0.232,0.759,0.244,-0.898,-3.158,0.401,0.317,0.396,3.625
693,-1.018,2.172,0.075,-1.295,0.0,0.876,-2.775,-0.181,-1.317,0.098,0.178,-0.213,-0.338,0.305,-0.588,-0.792,-3.694,0.011,-0.381,0.612,4.081
694,-0.994,2.032,0.053,-0.984,0.0,0.823,-1.811,0.256,-0.663,0.303,-0.452,-0.03,-0.128,0.665,-0.077,-1.033,-3.243,0.228,0.062,0.417,4.613
695,-0.298,1.729,0.051,-1.27,0.0,1.002,-2.381,-0.228,-0.988,-0.399,-0.1,0.149,-0.29,0.214,-0.587,-0.805,-3.43,0.037,-0.313,0.939,3.407
696,-0.446,1.898,0.004,-1.302,0.0,1.169,-2.321,-0.114,-0.677,-0.073,-0.167,0.176,0.039,0.219,-0.407,-0.922,-3.653,0.094,-0.269,0.891,4.111
697,-1.501,1.993,0.13,-0.388,0.0,0.654,-1.293,0.683,-0.069,0.949,-1.35,0.134,-0.052,0.989,0.296,-1.079,-3.208,0.406,0.601,0.325,4.491
698,-0.922,2.061,0.119,-1.21,0.0,0.909,-2.239,0.001,-0.875,0.164,-0.159,-0.02,-0.115,0.543,-0.19,-0.887,-3.505,0.112,-0.208,0.591,4.55
699,-0.649,2.155,0.02,-1.61,0.0,0.869,-2.721,-0.321,-1.479,-0.237,0.649,-0.074,-0.245,0.267,-0.622,-0.694,-3.658,-0.0,-0.613,0.794,4.41
700,-0.642,2.194,-0.03,-0.922,0.0,0.818,-2.285,-0.097,-1.053,-0.037,0.017,-0.052,-0.276,0.291,-0.432,-0.472,-3.143,0.393,-0.229,0.705,3.885
701,-0.822,2.013,0.093,-1.245,0.0,0.894,-2.071,0.053,-0.643,-0.036,-0.611,0.107,-0.185,0.616,-0.27,-0.965,-3.91,0.081,-0.136,0.625,4.469
702,-0.618,1.787,0.036,-0.856,0.0,0.934,-2.556,-0.161,-0.384,-0.046,-0.304,0.175,-0.291,0.402,-0.102,-0.862,-3.638,0.41,-0.226,0.883,4.03
703,-1.238,1.728,0.398,-0.826,0.0,0.437,-1.586,0.293,-0.556,0.429,-0.737,-0.088,-0.106,0.646,-0.168,-0.941,-3.316,0.261,0.054,0.369,3.653
704,-0.574,1.915,0.248,-1.343,0.0,1.061,-2.483,-0.378,-1.258,-0.21,0.047,-0.01,-0.231,0.135,-0.805,-0.868,-3.68,-0.191,-0.608,0.74,3.631
705,-0.736,1.952,0.026,-1.087,0.0,0.731,-1.98,0.097,-0.465,-0.186,-0.464,0.412,-0.157,0.626,-0.253,-0.926,-3.355,0.338,-0.097,0.646,4.043
706,-0.863,1.877,0.109,-0.855,0.0,0.865,-1.893,0.186,-0.417,0.356,-0.533,-0.022,-0.109,0.58,-0.102,-1.031,-3.816,0.117,0.079,0.736,4.497
707,-0.94,1.867,0.104,-0.799,0.0,0.828,-1.733,0.163,-0.392,0.231,-1.063,0.183,0.01,0.775,0.037,-0.794,-3.164,0.212,0.085,0.546,3.425
708,-0.753,1.846,0.159,-0.967,0.0,0.905,-2.097,0.072,-0.306,0.038,-0.62,0.503,-0.277,0.539,-0.182,-0.973,-3.492,0.336,0.081,0.847,3.964
