x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,y,x19,x20
0.779,-0.092,0.155,-0.307,0.042,0.199,1.185,-0.351,-0.78,2.203,7.298,-0.014,1.121,-6.6,8.214,0.557,0.003,0.692,0.0,-0.783,-0.48
0.718,-0.935,0.824,0.29,-0.096,0.689,0.918,0.016,-1.06,1.432,8.193,-0.125,1.287,-7.193,8.156,0.566,0.857,0.904,0.0,-0.862,-0.912
0.621,-0.377,0.287,-0.42,-0.08,0.29,1.176,0.029,-1.121,2.384,7.917,-0.141,1.318,-7.128,8.441,0.506,0.326,0.662,0.0,-1.04,-0.646
0.705,-1.272,0.703,0.481,-0.018,0.5,1.273,0.159,-1.333,3.301,9.183,0.216,1.253,-6.49,8.367,0.445,0.8,0.782,0.0,-1.136,-0.644
0.992,-0.502,0.368,-0.356,0.009,0.317,1.159,-0.053,-1.132,1.557,6.641,-0.096,1.195,-6.133,8.161,0.462,0.322,0.837,0.0,-1.17,-0.397
0.543,-0.543,0.43,-0.251,-0.093,0.82,1.691,-0.063,-1.002,3.541,9.604,-0.247,1.036,-7.67,8.402,0.419,0.312,0.601,0.0,-0.805,-1.086
0.642,-0.783,0.795,0.017,-0.03,0.914,1.092,-0.094,-1.231,2.23,8.832,-0.125,1.271,-7.638,8.425,0.179,0.573,0.637,0.0,-0.734,-1.036
0.869,-0.576,0.574,-0.077,-0.238,0.299,1.502,-0.016,-1.235,3.479,9.204,0.034,1.114,-7.316,8.874,0.674,0.564,0.839,0.0,-0.997,-0.606
0.793,-0.492,0.554,0.13,-0.04,0.432,1.634,-0.13,-0.957,3.306,9.126,-0.097,1.251,-7.195,8.692,0.617,0.345,0.649,0.0,-0.901,-0.482
0.674,-0.239,0.71,-0.198,-0.067,-0.091,1.402,-0.335,-1.032,2.976,7.614,0.086,1.24,-6.187,8.653,0.845,0.376,0.815,0.0,-1.093,-0.0
0.595,-0.521,0.62,0.027,-0.001,1.027,1.612,-0.258,-0.876,3.5,10.098,-0.063,1.112,-7.928,8.298,0.257,0.349,0.679,0.0,-0.533,-1.259
0.515,-0.308,0.689,-0.088,-0.268,1.278,1.262,-0.397,-1.053,2.765,9.243,-0.211,1.185,-8.138,8.167,0.442,0.501,0.746,0.0,-0.612,-1.303
0.69,-0.389,0.426,-0.179,-0.098,0.448,1.259,-0.19,-1.165,2.556,8.486,-0.211,1.015,-7.395,8.46,0.421,0.295,0.711,0.0,-0.932,-0.715
0.806,0.096,0.295,-0.369,-0.383,0.835,1.708,-0.713,-1.068,3.503,8.818,-0.203,1.107,-7.513,8.33,0.386,-0.031,0.879,0.0,-0.691,-1.016
0.778,-0.416,0.395,-0.076,-0.126,0.529,1.422,-0.362,-0.936,2.622,9.087,-0.259,1.127,-7.775,8.682,0.504,0.163,0.788,0.0,-0.728,-0.778
0.876,-0.863,0.872,0.25,-0.306,1.365,1.268,-0.177,-1.193,2.206,9.455,-0.321,1.081,-8.178,8.478,-0.082,0.681,0.969,0.0,-0.758,-1.436
0.58,-0.592,0.869,0.2,-0.41,0.681,1.215,-0.37,-1.081,2.595,8.417,0.022,1.079,-7.165,8.41,0.625,0.371,1.01,0.0,-0.93,-0.604
0.563,-0.464,0.371,-0.072,0.244,0.012,1.184,-0.403,-0.99,1.926,7.923,-0.13,1.049,-6.972,8.831,0.668,0.227,0.923,0.0,-0.824,-0.297
0.839,-0.282,0.495,-0.185,0.099,0.411,1.126,-0.324,-0.939,2.068,8.566,0.028,1.022,-7.816,9.185,0.54,0.254,1.009,0.0,-0.804,-0.678
1.0,-0.425,0.551,-0.209,-0.018,0.383,1.65,-0.198,-1.121,3.603,8.663,-0.163,1.363,-6.802,8.17,0.596,0.16,0.808,0.0,-0.976,-0.649
1.005,-0.338,0.699,-0.225,-0.049,0.697,1.284,-0.446,-1.069,2.201,8.081,-0.032,0.989,-7.088,8.451,0.1,0.432,0.823,0.0,-0.966,-0.706
0.437,-0.29,0.597,0.144,-0.316,1.206,1.043,-0.61,-0.929,1.466,8.745,-0.169,1.143,-8.4,8.2,0.538,0.23,0.915,0.0,-0.495,-1.472
0.869,-0.613,0.502,0.074,-0.077,0.164,0.913,-0.172,-1.129,1.547,7.774,-0.21,1.327,-7.064,8.762,0.276,0.168,0.592,0.0,-1.145,-0.506
0.732,-0.134,0.316,-0.109,-0.183,1.015,1.327,-0.355,-0.965,2.835,9.096,-0.202,0.969,-7.849,8.122,0.584,0.131,0.67,0.0,-0.639,-1.293
0.636,0.104,0.645,-0.211,-0.198,0.481,1.514,-0.719,-0.694,2.916,8.746,-0.073,1.145,-7.669,8.277,0.527,-0.117,0.822,0.0,-0.519,-0.738
0.459,-0.322,0.405,-0.19,-0.257,1.185,1.379,-0.328,-1.045,3.478,10.051,-0.117,1.291,-8.4,8.694,0.56,0.352,0.728,0.0,-0.679,-1.221
0.453,-0.09,0.514,-0.211,-0.137,0.439,1.546,-0.62,-0.823,2.919,8.246,0.117,1.219,-6.93,8.108,0.921,0.073,0.842,0.0,-0.544,-0.62
0.889,-0.735,0.423,0.141,-0.079,1.082,1.297,0.203,-1.166,2.398,9.317,-0.231,1.049,-7.863,8.475,0.201,0.43,0.81,0.0,-0.917,-1.292
0.453,-0.049,0.286,-0.54,0.045,0.39,1.229,-0.46,-0.951,1.436,7.222,0.001,1.068,-7.003,8.285,0.622,0.139,0.764,0.0,-0.663,-0.615
0.758,-0.192,0.312,-0.123,-0.281,0.654,0.967,-0.426,-0.984,1.848,8.207,-0.27,1.151,-7.695,8.287,0.377,0.13,0.741,0.0,-0.614,-0.932
0.651,-0.061,0.483,-0.337,-0.16,0.651,1.695,-0.443,-0.854,2.542,8.221,-0.052,1.046,-7.213,8.389,0.736,0.271,0.708,0.0,-0.719,-0.848
0.688,-0.914,0.293,-0.171,0.228,0.323,1.268,0.34,-1.385,2.66,7.85,-0.006,1.101,-6.2,8.094,0.437,0.459,0.879,0.0,-1.172,-0.465
0.737,-0.686,0.63,-0.037,-0.026,0.44,1.056,-0.13,-1.108,2.271,8.069,0.011,1.214,-6.802,8.359,0.441,0.594,0.921,0.0,-1.049,-0.632
0.822,-0.867,0.493,-0.057,-0.169,1.221,1.152,0.256,-1.544,2.777,9.351,-0.186,1.212,-7.816,8.726,-0.033,0.524,0.92,0.0,-1.202,-1.193
0.775,0.114,0.596,-0.345,-0.361,0.745,0.941,-0.765,-0.887,1.627,7.726,-0.299,1.148,-7.572,8.197,0.171,0.084,0.738,0.0,-0.545,-0.814
0.552,-0.225,0.283,-0.232,0.006,0.686,1.295,-0.533,-0.969,2.43,8.397,-0.101,1.135,-7.47,8.11,0.411,0.184,0.661,0.0,-0.651,-0.983
0.633,-0.552,0.424,0.128,-0.242,0.492,0.915,-0.135,-1.036,1.807,7.832,-0.217,1.172,-7.011,8.161,0.544,0.601,0.645,0.0,-1.041,-0.767
0.536,0.206,0.539,-0.075,-0.112,0.393,1.238,-0.561,-0.708,2.554,7.88,-0.048,1.208,-6.736,8.204,0.518,0.116,0.877,0.0,-0.717,-0.536
0.604,-0.216,0.244,-0.169,0.001,0.523,1.256,-0.36,-0.864,2.564,8.463,-0.019,1.013,-7.381,8.32,0.684,0.119,0.732,0.0,-0.68,-0.873
0.673,-0.207,0.519,-0.352,-0.004,0.49,1.317,-0.382,-0.955,3.292,9.246,0.03,0.82,-7.615,9.384,0.589,0.144,0.694,0.0,-0.863,-0.767
0.722,-0.689,0.505,0.016,-0.021,0.585,1.525,-0.143,-1.184,3.721,9.186,0.085,1.224,-6.882,8.175,0.539,0.498,0.731,0.0,-0.887,-0.678
0.769,-0.553,0.54,-0.0,-0.164,1.034,1.325,-0.226,-1.114,2.563,9.09,-0.005,1.241,-7.712,8.567,0.199,0.339,0.868,0.0,-0.912,-1.104
0.824,-0.372,0.348,-0.134,0.121,0.547,1.288,-0.418,-0.914,2.032,8.034,-0.233,1.234,-7.036,8.095,0.348,0.136,0.762,0.0,-0.753,-0.613
0.609,-0.599,0.503,0.142,-0.116,0.8,1.164,-0.225,-0.985,1.245,8.243,0.009,1.287,-7.964,8.589,0.333,0.462,0.877,0.0,-0.649,-1.014
0.758,-0.383,0.546,-0.07,0.045,0.793,1.077,-0.341,-1.112,2.379,8.348,-0.14,1.18,-7.281,8.374,0.296,0.323,0.823,0.0,-0.743,-0.806
0.698,-0.178,0.347,-0.367,0.237,0.027,1.217,-0.217,-0.977,2.176,7.88,-0.377,1.169,-6.856,8.497,0.45,0.22,0.825,0.0,-0.93,-0.335
0.712,0.495,0.451,-0.468,-0.222,0.84,1.313,-0.977,-0.728,1.744,8.105,-0.027,1.146,-7.964,9.008,0.344,-0.095,0.666,0.0,-0.587,-0.949
0.518,-0.032,0.637,-0.043,-0.101,0.904,1.406,-0.684,-0.702,2.649,8.938,-0.244,1.297,-7.707,8.213,0.391,0.207,0.819,0.0,-0.531,-0.944
0.678,-0.765,1.147,-0.072,-0.31,0.881,1.022,-0.166,-1.249,1.872,8.237,0.006,1.224,-7.239,8.402,0.152,0.85,0.856,0.0,-0.83,-0.962
0.61,-0.012,0.333,-0.174,-0.102,0.648,1.403,-0.338,-0.892,3.081,8.614,-0.017,1.178,-7.035,8.337,0.527,0.077,0.934,0.0,-0.652,-0.555
0.829,-1.111,0.667,-0.026,-0.004,0.217,1.215,0.409,-1.458,2.929,7.911,0.206,1.085,-6.152,8.196,0.56,0.678,0.815,0.0,-1.186,-0.479
0.641,-0.139,0.519,-0.375,-0.068,0.228,1.097,-0.54,-1.028,2.148,7.564,-0.021,1.206,-6.927,8.21,0.41,0.157,0.711,0.0,-0.766,-0.565
0.525,-0.192,0.651,-0.231,-0.203,0.739,1.184,-0.433,-0.994,2.805,9.001,-0.119,1.198,-7.841,8.644,0.409,0.317,0.652,0.0,-0.718,-0.915
0.533,-0.327,0.364,-0.236,-0.082,0.801,1.047,-0.365,-1.04,2.773,8.925,-0.278,1.175,-7.866,8.514,0.463,0.26,0.847,0.0,-0.622,-0.883
0.347,-0.189,0.314,-0.491,-0.217,0.441,1.352,-0.563,-0.975,2.648,8.212,-0.31,0.929,-7.427,8.383,0.721,0.08,1.114,0.0,-0.61,-0.762
0.555,-0.282,0.608,-0.581,-0.07,1.036,1.376,-0.506,-1.018,2.282,8.481,-0.522,1.111,-7.972,8.109,0.152,0.324,0.615,0.0,-0.689,-1.252
0.588,-0.568,0.523,0.062,-0.256,0.647,1.569,-0.354,-0.997,2.945,9.151,-0.14,1.117,-7.563,8.214,0.625,0.3,0.755,0.0,-0.734,-1.105
0.358,-0.495,0.519,0.011,-0.002,0.707,1.319,-0.25,-0.86,2.043,8.333,0.038,1.004,-7.665,8.682,0.585,0.403,0.743,0.0,-0.572,-0.713
1.061,-0.488,0.115,-0.163,0.005,0.051,1.142,0.101,-1.162,2.381,7.811,0.155,1.042,-7.093,9.691,0.408,0.178,0.802,0.0,-1.245,-0.105
0.862,-0.045,0.093,-0.524,0.132,0.167,1.572,-0.271,-0.881,3.084,7.705,-0.193,0.992,-6.394,8.071,0.777,-0.002,0.769,0.0,-1.059,-0.467
0.76,-0.171,0.372,-0.164,-0.135,0.763,1.453,-0.559,-0.874,2.664,8.459,-0.227,0.887,-7.431,8.558,0.61,0.06,0.841,0.0,-0.837,-0.739
0.639,-0.101,0.161,-0.039,-0.311,0.922,1.252,-0.488,-0.839,2.744,8.911,-0.095,1.172,-7.665,8.234,0.398,0.083,0.883,0.0,-0.83,-1.121
0.977,-0.148,0.355,-0.259,-0.015,0.393,1.129,-0.209,-0.958,2.299,7.95,-0.323,1.138,-6.941,8.461,0.196,0.143,0.846,0.0,-0.985,-0.572
0.648,-0.244,0.408,-0.375,0.145,0.191,0.867,-0.239,-1.041,1.92,7.878,0.115,1.23,-7.172,8.844,0.198,0.431,1.064,0.0,-0.932,-0.571
1.002,-0.183,0.353,-0.227,-0.03,0.467,1.399,-0.329,-1.042,3.028,8.499,-0.12,1.196,-7.189,8.558,0.416,0.148,0.923,0.0,-0.966,-0.71
0.554,-0.621,0.454,0.141,-0.226,0.896,1.032,-0.162,-1.216,2.11,9.299,-0.123,1.279,-8.388,8.941,0.42,0.237,0.786,0.0,-0.74,-1.101
0.457,-0.636,0.531,0.181,-0.061,0.215,1.615,0.003,-0.895,3.046,8.553,-0.154,1.197,-6.705,8.142,0.971,0.429,0.778,0.0,-0.754,-0.44
0.602,-0.712,0.662,0.005,0.05,0.093,1.128,-0.089,-1.044,2.357,7.988,-0.084,1.125,-6.513,8.347,0.592,0.496,0.887,0.0,-1.004,-0.297
0.686,-0.572,0.502,0.184,-0.438,1.062,1.219,-0.328,-0.877,1.891,8.963,-0.384,1.09,-8.316,8.413,0.449,0.307,0.718,0.0,-0.697,-1.242
0.719,-0.277,0.665,-0.225,-0.205,0.756,1.256,-0.364,-1.109,2.383,8.124,-0.213,0.916,-7.066,8.092,0.517,0.467,0.737,0.0,-1.077,-0.845
0.831,-0.584,0.403,0.01,-0.169,0.398,1.383,0.02,-1.062,3.01,8.63,0.011,1.153,-6.874,8.303,0.399,0.398,0.697,0.0,-0.964,-0.755
0.725,-0.149,0.448,-0.342,0.023,0.611,1.067,-0.474,-0.988,1.916,7.61,-0.231,0.827,-7.076,8.178,0.202,0.251,0.891,0.0,-0.799,-0.745
0.729,-0.396,0.77,-0.234,0.019,0.416,1.124,-0.427,-1.153,1.987,7.851,0.023,1.237,-6.855,8.222,0.282,0.456,0.668,0.0,-0.934,-0.745
0.749,-0.55,0.356,0.275,-0.025,0.506,1.467,-0.043,-1.026,3.538,9.891,0.004,1.158,-7.591,8.905,0.499,0.331,0.644,0.0,-0.777,-0.821
0.733,-0.797,0.628,0.029,0.096,0.403,1.488,-0.026,-1.099,2.8,9.255,-0.141,1.257,-7.456,8.692,0.515,0.491,0.731,0.0,-0.89,-0.797
0.713,-0.655,0.62,-0.239,0.229,-0.06,1.588,0.007,-1.005,2.829,7.946,0.025,1.173,-6.254,8.327,0.693,0.564,0.811,0.0,-1.102,-0.213
0.718,-0.221,0.532,-0.082,-0.059,0.934,1.472,-0.178,-1.086,3.432,9.627,-0.161,1.117,-7.662,8.502,0.595,0.338,0.67,0.0,-0.75,-0.916
0.225,-0.344,0.601,0.173,-0.354,1.574,1.369,-0.659,-0.877,3.566,10.779,-0.223,1.312,-8.872,8.503,0.409,0.269,0.71,0.0,-0.191,-1.503
0.619,0.055,0.284,-0.197,-0.265,1.046,1.381,-0.526,-0.828,2.121,8.435,0.035,1.154,-7.912,8.089,0.376,0.043,0.753,0.0,-0.447,-1.165
0.681,-0.58,0.181,-0.344,0.23,-0.085,1.522,-0.057,-1.135,2.744,7.964,-0.175,1.096,-6.675,8.753,0.836,0.318,0.632,0.0,-1.097,-0.185
0.67,-0.531,0.28,-0.082,0.048,0.648,1.56,-0.111,-0.957,3.848,10.235,-0.174,1.256,-7.865,8.901,0.527,0.316,0.74,0.0,-0.911,-1.145
0.521,-0.169,0.484,-0.105,-0.107,-0.078,1.633,-0.501,-0.768,3.816,8.6,0.266,1.124,-6.521,8.431,0.85,0.14,0.853,0.0,-0.725,-0.157
0.528,0.016,0.575,-0.342,-0.056,0.899,1.453,-0.829,-0.856,3.166,9.551,-0.141,1.076,-8.199,8.353,0.502,0.122,0.803,0.0,-0.43,-1.192
0.544,-0.011,0.341,-0.206,-0.113,-0.168,1.244,-0.449,-0.716,1.19,7.334,0.05,1.326,-7.512,9.197,0.638,0.083,0.74,0.0,-0.606,-0.06
0.895,-0.297,0.612,-0.079,0.124,0.603,1.352,-0.267,-1.001,2.864,9.113,-0.111,1.033,-7.64,9.04,0.34,0.297,0.73,0.0,-0.9,-0.616
1.02,-0.793,0.366,0.176,-0.072,0.454,0.762,-0.057,-1.139,1.687,8.205,-0.124,1.365,-7.103,8.785,0.542,0.445,0.826,0.0,-1.108,-0.596
0.889,-0.517,0.38,-0.003,0.017,-0.01,1.573,-0.195,-1.114,2.597,8.325,0.011,1.448,-6.567,8.471,0.698,0.272,0.64,0.0,-0.922,-0.42
0.874,-0.562,0.572,-0.054,0.059,0.46,0.851,-0.199,-1.143,2.175,7.759,-0.011,1.192,-6.669,8.276,0.232,0.332,0.822,0.0,-1.024,-0.636
0.828,0.231,0.312,-0.475,-0.079,0.367,1.598,-0.748,-0.763,3.657,8.497,-0.135,1.096,-6.914,8.19,0.466,-0.109,0.988,0.0,-0.732,-0.48
0.822,-0.285,0.326,-0.34,-0.198,1.088,1.155,-0.31,-1.077,2.672,8.974,-0.17,1.011,-8.363,8.615,0.06,0.113,0.905,0.0,-0.766,-1.197
0.757,-0.266,0.652,-0.486,0.177,0.119,1.343,-0.43,-1.079,2.641,7.588,0.086,1.137,-6.413,8.494,0.66,0.158,0.652,0.0,-1.036,-0.261
0.411,-0.295,0.524,0.027,-0.358,1.243,1.419,-0.497,-1.01,3.285,9.845,0.139,1.159,-8.352,8.564,0.408,0.153,0.772,0.0,-0.405,-1.317
0.627,0.089,0.577,-0.353,-0.148,0.698,1.644,-0.589,-0.927,3.612,8.968,-0.123,1.051,-7.366,8.383,0.385,0.214,0.982,0.0,-0.65,-0.879
0.842,-0.616,0.64,-0.039,-0.031,0.609,1.04,-0.121,-1.211,2.124,8.118,-0.133,1.075,-7.009,8.236,0.085,0.438,0.795,0.0,-1.113,-0.851
0.565,-0.326,0.366,-0.15,0.076,0.686,1.354,-0.351,-1.017,2.85,9.158,-0.268,1.265,-7.867,8.692,0.478,0.096,0.79,0.0,-0.724,-0.941
0.676,-0.682,0.574,0.023,-0.028,0.357,1.124,-0.011,-1.064,1.686,7.409,0.079,1.325,-6.455,8.426,0.574,0.505,0.87,0.0,-1.039,-0.323
0.719,-0.718,0.608,0.109,-0.311,1.284,1.07,-0.098,-1.253,2.27,8.647,-0.011,1.403,-7.57,8.225,0.178,0.465,0.699,0.0,-0.98,-1.344
0.893,-0.53,0.334,0.275,-0.028,0.641,1.288,0.058,-0.928,3.182,9.108,-0.159,1.265,-7.108,8.428,0.381,0.402,0.734,0.0,-0.92,-0.712
0.749,-0.967,0.555,0.405,-0.03,0.9,1.197,-0.108,-1.076,3.099,9.419,-0.026,1.263,-7.298,8.147,0.344,0.544,0.84,0.0,-0.885,-1.026
0.601,-0.082,0.638,-0.171,0.044,0.736,1.031,-0.661,-0.832,2.385,9.091,-0.19,1.184,-8.218,9.08,0.413,0.096,0.971,0.0,-0.531,-0.949
0.478,-1.087,0.842,0.092,0.065,0.531,1.381,-0.008,-1.178,2.937,8.996,0.182,1.22,-6.656,8.116,0.59,0.973,0.614,0.0,-0.882,-0.675
0.492,-0.324,0.617,-0.003,-0.487,1.141,1.237,-0.483,-0.925,2.122,8.965,-0.159,1.142,-8.287,8.301,0.261,0.202,0.778,0.0,-0.488,-1.306
0.571,-0.287,0.532,-0.109,0.046,0.494,1.674,-0.209,-0.854,3.185,8.88,-0.207,1.302,-7.029,8.361,0.827,0.305,0.694,0.0,-0.896,-0.669
0.651,-0.422,0.503,-0.076,0.066,1.04,1.151,-0.233,-0.935,1.972,8.565,-0.164,0.993,-7.784,8.885,0.111,0.3,0.92,0.0,-0.709,-0.983
0.61,-0.197,0.805,0.069,-0.4,1.011,1.337,-0.488,-0.984,2.343,8.929,0.06,1.164,-7.943,8.891,0.369,0.339,0.757,0.0,-0.719,-1.027
0.507,-0.989,0.715,0.23,-0.209,0.277,1.106,0.012,-1.207,2.288,8.165,0.027,1.223,-6.839,8.456,0.525,0.553,0.817,0.0,-0.863,-0.46
0.686,-0.504,0.413,0.099,-0.057,0.561,1.475,-0.176,-0.984,3.242,9.41,-0.224,1.149,-7.32,8.307,0.61,0.448,0.859,0.0,-0.872,-0.854
0.568,-0.782,0.476,0.103,0.031,0.877,1.085,-0.03,-1.021,1.756,8.445,-0.218,1.324,-7.413,8.063,0.364,0.572,0.79,0.0,-0.651,-1.081
0.558,-0.775,0.413,-0.04,0.006,0.213,1.78,0.029,-1.15,3.705,8.703,0.1,1.177,-6.313,8.481,0.812,0.519,0.719,0.0,-1.076,-0.365
0.562,-0.293,0.547,-0.058,-0.203,0.206,1.359,-0.308,-0.961,2.437,7.81,-0.003,1.189,-6.727,8.563,0.791,0.252,0.706,0.0,-0.839,-0.159
0.697,-0.122,0.364,-0.306,-0.151,1.056,1.013,-0.404,-1.012,2.251,9.031,-0.3,1.33,-8.616,9.159,0.226,0.141,0.647,0.0,-0.717,-1.09
0.422,-0.572,0.551,0.085,-0.199,1.151,1.494,-0.465,-1.009,2.446,9.353,-0.027,1.288,-7.859,8.404,0.349,0.533,0.884,0.0,-0.359,-1.076
0.591,-0.296,0.547,-0.014,-0.244,0.344,1.398,-0.543,-0.954,2.661,8.59,0.3,1.129,-7.272,8.695,0.818,0.416,0.783,0.0,-0.578,-0.434
0.561,-0.898,0.553,-0.283,0.289,0.324,1.208,0.053,-1.294,2.618,7.688,-0.02,1.218,-6.309,8.279,0.643,0.488,0.896,0.0,-1.05,-0.453
0.363,-0.505,0.841,-0.123,-0.106,1.548,1.276,-0.525,-1.08,1.929,9.95,-0.1,1.084,-9.174,8.94,0.399,0.657,0.925,0.0,-0.327,-1.59
0.77,-0.714,0.353,-0.04,-0.141,0.235,1.109,-0.169,-1.296,2.843,9.18,0.003,1.363,-7.834,9.74,0.54,0.374,1.039,0.0,-1.053,-0.551
0.5,-0.848,0.711,0.021,-0.123,0.85,1.191,-0.081,-1.268,2.838,8.883,-0.108,1.241,-7.039,8.161,0.408,0.553,0.844,0.0,-0.972,-0.976
0.597,-0.864,0.614,0.111,0.119,0.197,1.097,0.138,-1.073,1.739,7.938,0.185,1.244,-6.719,8.65,0.329,0.562,0.902,0.0,-1.018,-0.49
0.369,0.078,0.606,-0.292,-0.104,0.37,1.356,-0.649,-0.757,2.257,8.284,0.022,1.261,-7.372,8.48,0.727,0.117,0.672,0.0,-0.57,-0.779
0.575,-0.867,0.759,0.059,-0.047,0.366,1.068,-0.102,-1.187,2.975,8.826,0.002,1.185,-7.007,8.2,0.556,0.6,0.705,0.0,-0.814,-0.786
0.738,0.262,0.106,-0.294,-0.041,0.809,1.206,-0.651,-0.628,2.54,8.904,-0.378,1.29,-8.18,8.52,0.218,-0.285,0.873,0.0,-0.361,-1.007
0.715,-0.413,0.588,-0.216,-0.175,0.708,1.037,-0.239,-1.26,1.57,7.732,0.229,1.132,-7.257,8.444,0.325,0.429,0.934,0.0,-0.801,-0.945
0.711,-0.084,0.173,0.025,-0.157,0.585,1.422,-0.261,-0.868,1.887,7.542,-0.236,1.199,-6.757,8.062,0.628,0.019,0.884,0.0,-0.918,-0.545
0.447,0.432,0.103,-0.562,0.032,0.632,1.162,-0.923,-0.65,2.026,8.405,-0.269,1.313,-8.117,8.815,0.472,-0.179,0.714,0.0,-0.363,-0.967
0.688,-0.326,0.693,0.067,0.013,0.358,1.569,-0.446,-0.856,3.002,9.114,-0.213,0.991,-7.392,8.883,0.721,0.283,0.904,0.0,-0.776,-0.549
0.715,-0.138,0.274,-0.323,-0.207,0.351,1.154,-0.31,-0.928,2.478,7.911,-0.075,1.203,-7.455,8.923,0.457,0.026,0.893,0.0,-0.825,-0.433
0.618,-0.766,0.589,0.432,-0.247,0.538,1.622,-0.164,-1.014,3.807,10.007,-0.155,1.193,-7.423,8.511,0.55,0.452,0.677,0.0,-0.747,-0.627
0.485,-0.371,0.644,-0.072,-0.15,0.882,1.447,-0.451,-1.003,3.255,9.475,-0.013,1.463,-7.771,8.642,0.723,0.386,0.79,0.0,-0.611,-0.88
0.398,-0.089,0.557,-0.104,-0.257,0.862,1.606,-0.405,-0.83,3.492,9.032,0.006,1.253,-7.336,8.09,0.652,0.402,0.752,0.0,-0.381,-0.858
0.696,-0.775,0.339,-0.054,0.023,0.37,0.864,0.102,-1.322,2.048,8.379,-0.157,1.275,-7.338,8.93,0.241,0.578,0.71,0.0,-1.332,-0.881
0.772,-0.554,0.352,0.043,-0.252,0.611,1.391,-0.218,-1.02,2.973,9.018,-0.229,1.183,-7.677,8.653,0.533,0.214,0.849,0.0,-0.84,-0.833
0.508,-0.383,0.016,-0.006,0.034,0.886,1.238,-0.147,-0.865,2.767,9.196,0.031,1.121,-7.706,8.304,0.45,0.274,0.966,0.0,-0.455,-0.957
0.48,0.018,0.545,-0.329,-0.297,1.306,1.183,-0.519,-0.902,2.68,9.434,-0.308,1.08,-8.651,8.538,0.34,0.199,0.854,0.0,-0.323,-1.225
0.287,-0.377,0.567,0.013,-0.043,0.896,1.509,-0.564,-0.818,2.548,9.263,0.003,1.199,-8.253,8.959,0.499,0.356,0.927,0.0,-0.325,-1.039
0.62,0.187,0.514,-0.256,-0.014,0.549,1.902,-0.71,-0.794,3.789,9.422,-0.386,1.162,-7.537,8.414,0.888,0.066,0.637,0.0,-0.665,-0.736
0.797,-0.706,0.714,0.072,0.013,0.189,1.303,0.035,-1.008,1.95,7.688,-0.023,1.092,-6.479,8.66,0.674,0.654,0.948,0.0,-1.195,-0.418
0.675,-1.047,0.771,0.099,-0.176,1.012,1.287,0.154,-1.228,3.383,10.473,-0.184,1.134,-8.483,9.333,0.32,0.699,0.782,0.0,-0.963,-1.164
0.912,-0.363,0.703,-0.074,-0.049,0.464,1.241,-0.195,-1.107,2.903,8.297,-0.373,1.049,-6.671,8.185,0.467,0.186,0.788,0.0,-1.117,-0.648
0.43,-0.719,0.721,0.201,-0.166,1.1,1.062,-0.29,-0.972,1.923,9.144,0.126,1.047,-7.971,8.419,0.291,0.589,0.839,0.0,-0.396,-1.156
0.763,-0.485,0.634,0.136,-0.102,0.562,1.384,-0.252,-0.937,2.68,8.608,-0.369,1.067,-7.061,8.251,0.405,0.46,0.642,0.0,-1.008,-0.708
0.263,0.336,0.408,-0.293,-0.346,0.887,1.275,-0.732,-0.781,2.827,8.77,-0.157,1.206,-7.872,8.336,0.334,-0.075,0.747,0.0,-0.448,-0.957
0.588,-0.486,0.48,-0.201,-0.081,0.561,1.424,-0.177,-1.074,2.44,8.032,-0.025,1.203,-6.901,8.165,0.443,0.405,0.715,0.0,-0.91,-0.555
0.73,-0.729,0.646,0.309,-0.094,0.377,1.263,-0.056,-1.11,2.161,8.578,0.078,1.17,-7.32,8.96,0.583,0.499,0.702,0.0,-0.964,-0.565
0.621,-0.503,0.658,-0.016,0.256,0.248,1.498,-0.218,-0.998,3.356,8.794,0.289,1.291,-6.508,8.361,0.537,0.435,0.699,0.0,-0.823,-0.484
0.944,-0.729,0.713,-0.026,-0.099,0.471,1.139,-0.052,-1.155,1.905,8.266,-0.317,1.034,-7.261,8.556,0.347,0.54,0.763,0.0,-1.107,-0.721
0.597,-0.311,0.485,-0.164,-0.229,0.962,1.385,-0.342,-1.042,3.594,10.047,-0.235,1.105,-8.482,9.309,0.554,0.099,0.814,0.0,-0.825,-1.091
0.531,-0.937,0.771,-0.064,-0.147,0.451,1.947,-0.038,-1.335,4.33,9.791,-0.041,1.083,-7.021,8.28,1.053,0.833,0.422,0.0,-1.082,-0.754
0.774,-0.829,0.632,0.27,0.021,0.503,1.001,0.008,-1.168,2.177,8.612,0.011,1.11,-7.359,8.693,0.292,0.548,0.81,0.0,-0.952,-0.605
0.636,-0.992,0.503,0.07,0.072,0.204,1.343,0.023,-1.331,3.158,8.735,-0.022,1.317,-6.471,8.357,0.658,0.606,0.705,0.0,-1.128,-0.519
0.876,-0.003,0.443,-0.403,0.089,0.295,1.201,-0.45,-0.764,2.216,7.774,-0.013,1.31,-7.115,8.535,0.467,-0.038,0.916,0.0,-0.735,-0.55
0.541,-0.368,0.522,-0.172,-0.014,0.439,1.516,-0.481,-0.877,3.404,8.838,0.077,1.211,-7.076,8.732,0.481,0.331,0.989,0.0,-0.812,-0.555
