Unnamed: 0,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,y,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20
592,0.139,1.851,3.281,0.023,0.414,1.458,7.551,2.799,0.022,-3.752,0.0,0.074,-3.421,8.251,0.609,-7.522,-10.213,5.416,0.033,-1.615,0.196
593,0.346,1.653,3.524,0.054,0.859,1.326,5.794,3.287,0.148,-3.501,0.0,-0.051,-3.88,8.579,0.503,-6.283,-8.804,6.026,-0.217,-1.573,-0.147
594,-0.093,1.796,3.504,-0.438,-0.11,1.571,7.316,2.677,0.03,-4.059,0.0,0.287,-3.149,8.1,0.232,-7.431,-10.223,5.812,0.012,-1.548,0.151
595,0.499,1.642,3.329,-0.41,0.618,1.277,7.49,1.822,0.198,-3.831,0.0,-0.091,-3.36,8.065,0.9,-7.355,-10.31,5.772,-0.036,-1.315,0.009
596,0.455,1.585,3.221,-0.682,0.525,1.37,7.642,2.776,0.081,-3.844,0.0,0.06,-4.034,8.266,0.657,-7.184,-10.553,6.145,-0.005,-1.454,0.156
597,0.528,2.209,3.207,-0.277,0.95,1.345,7.717,2.382,0.197,-4.199,0.0,0.3,-3.254,7.652,-0.049,-8.009,-11.347,5.488,0.075,-1.826,-0.029
598,0.193,1.51,3.719,-0.618,0.402,1.204,7.352,2.458,0.085,-3.949,0.0,0.067,-3.507,8.641,0.483,-7.339,-10.207,6.423,-0.118,-1.621,0.027
599,0.231,1.483,3.676,-0.909,1.05,1.433,7.917,2.143,-0.129,-4.014,0.0,0.181,-3.265,8.276,0.457,-7.864,-10.783,6.275,-0.139,-1.278,-0.01
600,0.225,1.677,3.102,0.222,-0.071,1.279,7.01,2.27,0.162,-3.559,0.0,-0.018,-2.868,8.225,0.646,-6.47,-9.364,5.136,0.235,-1.814,0.18
601,0.533,2.031,3.377,-0.11,-0.127,1.552,7.444,2.689,0.115,-4.16,0.0,0.365,-4.04,7.895,0.852,-7.791,-10.599,5.3,0.077,-1.54,0.075
602,0.222,1.319,3.425,-0.8,0.497,1.279,7.219,1.842,-0.217,-3.509,0.0,0.04,-3.08,8.298,0.271,-6.964,-9.714,6.449,0.044,-1.229,-0.094
603,0.328,1.377,2.931,-0.333,1.092,1.483,6.843,2.27,-0.148,-3.49,0.0,-0.097,-3.493,8.376,0.368,-6.517,-9.095,5.853,0.078,-1.436,-0.455
604,0.536,1.968,3.265,-0.115,0.653,1.514,7.197,2.908,0.003,-3.813,0.0,0.136,-3.985,8.087,0.759,-7.19,-10.151,5.309,-0.109,-1.617,-0.247
605,0.345,1.648,3.115,-0.304,0.752,1.428,7.031,2.579,-0.224,-3.61,0.0,0.174,-3.662,7.83,0.721,-6.777,-9.333,5.278,0.018,-1.253,-0.145
606,0.269,1.605,3.0,-0.453,0.181,1.316,7.507,1.413,-0.053,-3.722,0.0,0.271,-2.848,7.352,0.79,-7.302,-9.951,4.905,0.103,-1.047,0.169
607,0.402,1.361,3.175,-0.585,0.892,1.488,6.61,2.435,0.116,-3.33,0.0,-0.11,-3.73,7.932,0.737,-6.279,-9.007,5.91,0.002,-1.352,-0.02
608,0.371,1.282,3.098,-0.487,1.111,1.575,6.089,3.348,-0.043,-3.296,0.0,0.181,-3.997,7.639,0.045,-6.335,-8.798,5.617,-0.205,-1.914,-0.087
609,0.256,1.2,3.305,-0.557,-0.064,1.473,6.583,3.339,-0.003,-3.444,0.0,0.121,-4.55,7.546,1.052,-6.385,-8.919,5.238,-0.067,-1.662,0.168
610,0.314,1.349,3.024,-0.912,0.394,1.516,7.588,2.566,-0.059,-3.643,0.0,0.367,-4.269,8.022,0.932,-7.267,-9.859,5.919,0.045,-1.416,-0.015
611,0.45,1.475,2.992,-0.359,0.389,1.561,6.89,2.173,0.155,-3.744,0.0,0.215,-3.655,7.463,1.003,-6.793,-9.824,5.032,-0.08,-1.375,0.012
612,-0.008,1.348,3.333,-0.854,-0.046,1.534,7.342,3.197,0.012,-3.676,0.0,0.525,-4.115,8.011,0.675,-7.03,-9.627,5.88,-0.104,-1.83,0.149
613,0.361,1.646,3.326,-0.3,0.595,1.557,7.193,2.375,-0.172,-3.76,0.0,0.171,-3.43,7.874,0.593,-7.116,-9.812,5.629,-0.07,-1.304,-0.117
614,0.254,1.465,3.249,-0.162,0.268,1.478,6.788,2.413,0.192,-3.302,0.0,-0.069,-3.534,8.801,0.908,-6.435,-8.855,6.058,0.225,-1.385,0.111
615,0.476,1.31,3.182,-1.008,1.168,1.479,7.096,2.985,0.021,-3.579,0.0,0.377,-4.042,7.635,0.471,-6.886,-10.048,5.877,0.029,-1.709,-0.097
616,0.42,1.319,3.144,-0.661,0.867,1.463,7.309,4.164,0.128,-3.786,0.0,0.715,-5.141,7.558,0.71,-7.325,-10.217,5.553,-0.15,-2.042,-0.196
617,0.483,1.422,3.571,-0.293,0.929,1.599,6.927,2.273,-0.018,-3.497,0.0,-0.266,-3.499,8.55,0.856,-6.689,-9.283,6.053,0.022,-1.296,-0.07
618,0.063,1.805,3.468,-0.446,0.548,1.418,7.324,3.475,0.085,-3.575,0.0,0.412,-4.057,8.364,0.404,-7.349,-9.838,6.1,-0.099,-1.742,0.004
619,0.294,1.388,3.286,-0.249,0.544,1.485,6.885,2.17,-0.069,-3.442,0.0,-0.105,-3.461,8.478,1.108,-6.516,-9.041,5.706,0.062,-1.415,-0.065
620,0.38,1.28,3.007,-0.701,0.214,1.344,7.394,1.923,-0.045,-3.439,0.0,0.237,-3.449,7.721,0.915,-6.791,-9.527,5.531,0.138,-1.259,0.013
621,0.215,1.013,3.493,-0.544,0.129,1.316,6.591,1.702,0.124,-3.336,0.0,-0.109,-2.653,8.695,0.291,-6.212,-9.079,6.602,0.104,-1.315,0.107
622,0.265,1.206,3.729,-1.323,0.468,1.603,7.286,3.658,0.176,-3.771,0.0,0.349,-4.61,7.796,0.187,-7.301,-10.386,6.621,-0.157,-2.052,0.182
623,0.295,1.559,3.685,-0.321,0.456,1.202,6.423,3.376,0.065,-3.679,0.0,0.324,-4.184,8.789,0.638,-6.543,-9.137,6.44,-0.225,-1.836,0.022
624,0.383,1.173,3.032,-0.802,0.128,1.564,7.55,1.859,-0.036,-3.639,0.0,-0.066,-3.497,8.47,0.826,-6.818,-9.894,6.318,0.173,-1.16,0.054
625,0.634,1.195,3.229,-0.768,1.077,1.384,7.034,1.726,-0.038,-3.679,0.0,-0.127,-3.137,7.984,0.3,-6.755,-9.959,6.029,0.009,-1.193,-0.101
626,0.042,1.824,3.462,0.113,0.281,1.366,6.547,2.576,0.03,-3.805,0.0,0.17,-2.902,7.775,0.335,-7.016,-9.22,5.268,-0.086,-1.58,0.11
627,0.499,1.993,2.916,-0.313,0.637,1.521,8.124,1.953,-0.202,-4.279,0.0,0.455,-3.115,7.148,0.565,-7.947,-11.005,4.56,0.2,-1.258,-0.009
628,0.191,1.494,3.29,-0.678,0.517,1.433,7.495,3.829,-0.069,-3.984,0.0,0.32,-4.651,8.497,0.48,-7.259,-10.086,6.251,-0.114,-1.824,-0.096
629,0.26,2.029,3.309,-0.316,0.537,1.566,7.934,2.607,-0.033,-4.443,0.0,0.44,-3.33,7.93,0.44,-8.036,-11.145,5.459,-0.188,-1.45,0.032
630,0.375,1.683,3.658,-0.609,0.196,1.4,6.683,3.117,0.207,-3.76,0.0,0.375,-4.121,8.216,0.746,-6.977,-9.83,5.969,-0.276,-1.627,0.158
631,0.082,1.799,3.314,0.149,0.714,1.357,6.67,2.393,-0.098,-3.317,0.0,0.054,-2.977,8.379,0.613,-6.618,-8.644,5.499,0.062,-1.252,-0.054
632,0.332,1.853,3.235,-0.169,0.897,1.48,7.143,2.885,0.104,-3.543,0.0,0.334,-4.057,7.951,0.753,-7.134,-9.6,5.333,-0.004,-1.714,0.025
633,0.382,1.446,3.391,-0.56,0.902,1.675,7.168,2.744,0.144,-3.805,0.0,0.226,-3.721,7.727,0.567,-7.307,-9.976,5.645,-0.052,-1.758,-0.103
634,0.255,1.324,3.088,-0.452,0.511,1.55,6.512,2.581,0.053,-3.54,0.0,0.203,-3.454,7.364,0.388,-6.464,-9.258,5.267,-0.088,-1.499,0.031
635,0.394,1.689,3.617,-0.926,0.592,1.316,8.151,2.649,0.12,-4.275,0.0,0.088,-3.858,8.877,0.599,-7.802,-11.24,6.814,0.142,-1.538,0.061
636,0.23,1.837,3.304,0.243,0.536,1.458,6.24,2.75,-0.026,-3.677,0.0,-0.08,-3.258,8.04,0.305,-6.41,-9.296,5.378,-0.192,-1.544,0.093
637,0.256,1.647,3.165,-0.35,0.92,1.321,6.662,1.529,0.092,-3.52,0.0,-0.066,-2.807,7.837,0.691,-6.553,-9.132,5.683,0.129,-1.311,-0.081
638,0.453,1.461,3.389,-0.149,0.569,1.544,6.657,1.853,0.066,-3.718,0.0,0.07,-2.939,7.909,0.672,-6.867,-9.673,5.629,0.092,-1.195,-0.053
639,0.249,1.102,3.104,-0.315,1.065,1.39,6.595,2.257,-0.049,-3.337,0.0,-0.025,-3.333,7.886,0.601,-6.334,-8.687,5.481,-0.012,-1.336,-0.226
640,0.379,1.766,3.809,0.134,-0.069,1.392,6.681,3.225,0.19,-3.605,0.0,-0.057,-4.01,9.018,1.133,-6.697,-9.67,6.159,-0.072,-1.703,0.118
641,0.154,1.766,3.26,0.258,1.025,1.581,6.591,2.818,-0.082,-3.429,0.0,0.254,-3.081,8.803,0.483,-6.627,-8.869,5.784,0.029,-1.667,-0.246
642,0.285,1.956,3.196,-0.308,0.694,1.313,7.752,3.179,-0.047,-3.786,0.0,0.438,-3.626,8.617,0.102,-7.573,-10.298,5.978,-0.007,-1.775,-0.107
643,0.514,1.192,3.258,-0.646,0.698,1.492,6.27,3.033,0.267,-3.678,0.0,0.207,-4.117,7.662,0.421,-6.557,-9.768,5.835,-0.299,-1.849,-0.153
644,0.398,1.698,3.032,0.029,0.666,1.306,6.639,2.146,-0.031,-3.423,0.0,-0.163,-3.057,8.362,0.818,-6.398,-8.813,5.429,0.049,-1.162,-0.062
645,0.487,1.347,3.428,-0.547,0.487,1.548,7.263,3.139,0.052,-3.854,0.0,-0.096,-4.465,9.071,0.976,-6.947,-10.058,6.38,-0.179,-1.783,-0.014
646,0.176,1.651,3.144,-0.112,0.968,1.483,6.519,2.584,0.091,-3.437,0.0,-0.108,-3.192,8.087,0.328,-6.528,-8.961,5.442,-0.158,-1.612,0.068
647,0.06,1.913,3.535,-0.574,0.204,1.613,8.659,2.954,0.183,-4.444,0.0,0.434,-3.475,8.294,0.459,-8.687,-11.675,6.053,0.16,-1.69,0.121
648,0.272,1.461,3.211,-0.391,0.425,1.411,6.901,2.233,0.032,-3.761,0.0,0.317,-3.018,7.211,0.324,-7.038,-9.89,5.242,-0.015,-1.544,0.03
649,0.397,0.834,3.847,-1.389,0.669,1.2,7.405,2.779,0.253,-3.399,0.0,0.049,-3.773,9.07,0.091,-6.637,-10.11,7.778,0.078,-1.609,0.016
650,-0.065,2.238,3.569,0.245,0.59,1.192,6.896,2.891,-0.085,-3.789,0.0,0.147,-2.522,8.666,-0.337,-7.321,-9.808,6.096,-0.183,-1.652,0.092
651,0.438,1.168,3.424,-0.433,0.711,1.518,6.43,3.199,0.077,-3.561,0.0,0.347,-4.124,7.742,0.502,-6.4,-9.339,5.673,-0.093,-1.809,-0.014
652,0.523,1.159,3.141,-1.016,0.739,1.231,7.089,2.781,0.038,-3.646,0.0,0.021,-4.212,8.17,0.698,-6.812,-10.047,6.342,-0.239,-1.508,-0.093
653,0.312,1.739,3.051,-0.149,0.813,1.488,6.777,3.213,-0.162,-3.584,0.0,0.456,-3.772,7.829,0.516,-7.069,-9.299,5.328,-0.094,-1.561,-0.357
654,0.326,1.628,3.632,-0.238,-0.242,1.352,6.855,2.769,0.291,-3.731,0.0,-0.087,-3.208,8.669,0.144,-6.794,-10.099,6.434,-0.024,-1.71,0.038
655,0.202,1.461,3.334,-0.676,0.759,1.412,6.961,1.142,0.089,-3.556,0.0,-0.063,-2.45,8.264,0.625,-6.663,-9.494,6.019,-0.206,-1.125,0.115
656,0.406,1.45,3.1,-0.608,0.515,1.66,7.789,2.833,0.246,-3.829,0.0,0.386,-3.693,7.506,0.465,-7.358,-10.551,5.413,0.32,-1.919,-0.052
657,0.248,1.875,3.575,0.096,0.411,1.377,6.982,2.39,-0.076,-3.953,0.0,0.051,-3.227,9.134,0.721,-6.949,-9.428,6.243,0.04,-1.317,-0.119
658,0.325,1.806,3.616,-0.196,0.471,1.402,7.518,2.713,0.135,-4.111,0.0,0.274,-3.545,8.452,0.574,-7.553,-10.713,5.921,-0.119,-1.676,0.195
659,0.422,2.294,3.456,-0.239,1.019,1.214,7.962,2.918,0.091,-4.038,0.0,0.337,-3.785,8.149,0.644,-8.17,-11.022,5.778,-0.01,-1.506,0.056
660,0.296,1.937,3.209,-0.05,0.426,1.144,7.144,3.015,0.128,-3.64,0.0,-0.051,-4.008,8.267,0.992,-6.816,-9.573,5.499,-0.004,-1.799,0.076
661,0.365,1.519,3.34,-0.635,0.675,1.468,7.189,3.658,0.249,-3.979,0.0,0.52,-4.72,7.552,0.58,-7.215,-10.341,5.785,-0.051,-1.85,-0.059
662,0.452,2.485,3.073,0.261,0.52,1.377,8.536,1.845,0.091,-4.401,0.0,0.129,-2.9,8.422,0.865,-8.202,-11.507,5.238,0.277,-1.498,-0.057
663,0.169,1.954,3.133,-0.058,0.258,1.519,7.173,2.401,0.101,-3.872,0.0,0.424,-3.468,7.944,1.024,-7.128,-9.703,5.276,0.016,-1.46,0.011
664,0.092,1.156,3.491,-0.764,0.772,1.409,6.994,2.346,0.016,-3.313,0.0,0.008,-3.35,8.477,0.597,-6.612,-8.949,6.286,0.125,-1.382,-0.001
665,0.322,1.456,3.36,-0.677,1.064,1.407,7.082,3.189,-0.027,-3.59,0.0,0.134,-4.07,8.325,0.827,-6.863,-9.478,6.188,-0.082,-1.432,-0.099
666,0.423,0.701,3.139,-1.073,1.017,1.368,6.983,2.34,0.063,-3.656,0.0,0.137,-4.046,7.884,1.044,-6.555,-9.422,6.046,0.062,-1.624,-0.219
667,0.314,1.319,3.242,-1.046,0.834,1.355,7.344,3.179,-0.069,-3.759,0.0,0.37,-4.352,7.419,0.546,-7.206,-10.16,5.723,-0.335,-1.901,0.003
668,0.425,1.872,3.478,0.372,0.577,1.348,6.61,2.534,0.02,-3.804,0.0,0.053,-2.942,9.035,0.222,-6.861,-9.763,6.112,-0.143,-1.648,-0.027
669,0.38,1.524,3.162,-0.019,0.967,1.548,6.383,2.527,0.106,-3.425,0.0,-0.086,-3.179,8.59,0.336,-6.188,-8.918,6.118,0.131,-1.701,-0.092
670,0.317,1.061,3.267,-1.074,0.356,1.484,6.893,2.695,-0.041,-3.75,0.0,-0.119,-3.644,7.908,-0.104,-6.672,-9.973,6.48,-0.033,-1.426,-0.061
671,0.534,1.811,3.293,-0.254,0.883,1.595,7.294,2.542,0.024,-3.957,0.0,0.057,-3.821,8.19,0.699,-7.305,-10.121,5.536,-0.004,-1.741,-0.211
672,0.041,1.91,3.311,-0.234,0.424,1.479,7.649,1.918,0.063,-3.967,0.0,0.041,-2.313,8.419,-0.113,-7.751,-10.502,6.032,0.056,-1.574,0.024
673,0.268,1.442,3.246,0.071,1.031,1.506,6.59,1.9,-0.047,-3.257,0.0,-0.241,-2.837,8.261,0.7,-6.517,-8.627,5.386,0.063,-1.165,0.076
674,0.484,1.716,3.516,-0.81,1.341,1.523,8.182,3.03,0.067,-4.108,0.0,0.143,-4.342,8.362,0.762,-7.969,-11.065,6.197,-0.013,-1.816,-0.035
675,0.49,1.767,2.891,-0.41,0.764,1.401,7.84,2.435,0.115,-3.921,0.0,0.485,-3.955,7.654,0.792,-7.482,-10.629,5.369,0.296,-1.449,-0.008
676,0.708,1.436,2.873,-0.525,1.058,1.472,6.865,2.877,-0.043,-3.604,0.0,0.349,-4.456,7.769,1.188,-6.72,-9.37,5.192,-0.152,-1.455,-0.152
677,0.332,1.251,3.316,-0.809,0.49,1.505,6.819,3.059,0.083,-3.432,0.0,0.143,-4.466,7.898,0.935,-6.36,-9.129,5.949,0.099,-1.481,-0.058
678,0.465,1.315,3.374,-0.43,0.916,1.514,7.007,2.712,-0.114,-3.427,0.0,-0.187,-3.896,8.902,0.587,-6.593,-9.371,6.224,0.056,-1.502,0.022
679,0.213,1.676,3.154,-0.566,0.822,1.356,7.931,1.858,0.113,-3.886,0.0,-0.003,-3.019,8.065,0.657,-7.294,-10.51,5.883,0.197,-1.152,0.117
680,0.361,1.774,3.205,-0.591,0.681,1.458,7.497,2.291,-0.018,-3.816,0.0,-0.009,-3.533,8.684,0.497,-7.315,-10.184,6.219,-0.096,-1.368,-0.037
681,0.116,1.774,3.604,-0.669,0.316,1.18,7.231,2.821,0.171,-4.157,0.0,0.06,-3.738,8.329,0.653,-7.236,-10.291,6.394,-0.092,-1.441,0.054
682,0.334,1.457,3.385,-0.575,-0.178,1.476,7.084,2.209,0.122,-3.937,0.0,-0.122,-3.375,8.653,0.87,-6.796,-9.978,6.351,-0.004,-1.45,0.332
683,0.606,1.615,3.376,-0.266,0.411,1.439,6.972,3.165,0.115,-3.71,0.0,-0.033,-4.472,8.549,0.877,-7.001,-10.177,6.075,-0.178,-1.728,0.015
684,0.333,1.883,3.382,-0.397,0.913,1.294,7.714,1.767,-0.051,-3.742,0.0,-0.157,-3.026,9.17,0.555,-7.453,-10.155,6.576,-0.062,-1.143,-0.149
685,0.227,1.195,3.328,-0.439,-0.042,1.354,6.818,3.093,-0.018,-3.507,0.0,-0.238,-4.255,9.173,0.985,-6.241,-9.139,6.575,0.019,-1.647,0.033
686,0.376,1.598,3.444,-0.358,0.497,1.492,6.909,2.656,-0.051,-3.768,0.0,-0.097,-3.674,8.932,0.862,-6.674,-9.602,6.248,-0.064,-1.512,0.194
687,0.397,1.803,3.43,-0.361,0.098,1.614,6.895,2.157,0.141,-3.858,0.0,-0.048,-3.331,7.515,0.508,-7.223,-9.843,5.391,-0.001,-1.498,0.14
688,0.254,1.927,3.107,-0.209,0.912,1.408,7.48,2.125,-0.172,-4.047,0.0,0.191,-2.99,7.78,0.542,-7.408,-10.079,5.153,0.057,-1.379,0.103
689,0.489,2.002,3.186,0.117,0.614,1.457,6.977,2.145,-0.031,-4.16,0.0,0.162,-3.327,8.003,0.754,-7.425,-10.04,5.253,0.022,-1.403,-0.125
690,0.343,1.598,3.781,-0.463,-0.06,1.536,7.636,2.514,0.166,-4.002,0.0,-0.037,-3.618,9.373,0.578,-7.306,-10.517,7.127,0.102,-1.406,0.218
691,0.424,1.973,3.376,0.027,0.619,1.58,7.557,3.48,0.065,-4.017,0.0,0.1,-4.185,8.871,0.608,-7.65,-10.554,5.856,0.203,-1.87,-0.093
692,0.276,1.15,2.953,-0.517,0.387,1.418,6.273,3.025,0.09,-3.443,0.0,0.31,-4.035,7.204,0.469,-6.25,-8.823,5.25,-0.111,-1.92,0.103
693,0.261,1.543,3.13,-0.035,0.584,1.431,6.797,2.312,0.09,-3.611,0.0,0.36,-3.086,7.621,0.648,-6.74,-9.217,5.158,0.229,-1.698,-0.065
694,0.444,2.082,3.58,-0.646,-0.434,1.409,8.687,2.98,0.104,-4.746,0.0,0.506,-4.475,8.051,1.087,-8.817,-12.025,5.838,-0.034,-1.664,0.175
695,0.111,1.43,3.105,-0.69,0.131,1.553,7.453,3.953,-0.143,-4.199,0.0,0.46,-4.954,7.422,1.014,-7.702,-10.365,5.082,-0.172,-1.707,-0.001
696,0.464,1.931,3.532,-0.151,0.522,1.508,7.61,2.68,-0.008,-3.973,0.0,-0.01,-3.467,8.547,0.382,-7.747,-10.488,5.911,-0.105,-1.589,-0.076
697,0.074,1.588,3.178,-0.266,0.392,1.33,7.201,1.577,0.015,-3.598,0.0,0.258,-2.675,8.209,0.493,-6.946,-9.465,5.644,0.208,-1.121,-0.121
698,0.32,1.856,3.242,0.034,1.125,1.274,6.81,1.176,0.183,-3.534,0.0,-0.187,-2.433,8.269,0.634,-6.778,-9.618,5.76,0.08,-0.844,-0.177
699,0.556,1.29,3.32,-0.401,1.094,1.401,7.298,1.852,-0.078,-3.914,0.0,0.082,-3.191,8.688,0.536,-7.044,-10.191,6.224,-0.054,-1.327,-0.437
700,0.396,0.972,3.295,-0.876,0.752,1.606,7.106,3.1,0.0,-3.356,0.0,0.129,-4.487,8.783,0.946,-6.558,-9.13,6.613,0.149,-1.647,0.04
701,0.254,0.837,3.127,-0.981,0.568,1.262,7.048,1.718,-0.057,-3.208,0.0,-0.05,-3.295,8.173,0.663,-6.347,-9.104,6.159,0.064,-1.103,0.102
702,0.436,2.176,3.082,0.022,0.784,1.243,8.396,2.024,-0.159,-4.295,0.0,0.234,-3.212,8.412,1.011,-8.055,-11.1,5.15,0.085,-1.486,-0.091
703,0.186,1.317,3.564,-0.474,-0.173,1.456,7.014,3.472,-0.019,-3.477,0.0,0.067,-4.545,9.169,0.958,-6.597,-9.107,6.57,-0.024,-1.641,0.061
704,0.177,1.502,3.547,-0.716,0.319,1.546,7.833,2.759,-0.105,-4.058,0.0,0.295,-4.069,8.869,0.976,-7.542,-10.451,6.378,-0.201,-1.532,-0.097
705,0.186,1.348,3.278,-0.503,0.321,1.406,6.876,2.82,-0.143,-3.606,0.0,0.366,-3.7,7.847,0.57,-6.635,-8.921,5.738,0.027,-1.616,-0.14
706,0.072,1.102,3.456,-0.681,0.166,1.427,6.573,2.101,0.219,-3.4,0.0,0.105,-3.174,8.06,0.555,-6.495,-9.128,6.231,0.042,-1.148,0.216
707,0.362,1.737,3.32,-0.592,0.466,1.377,7.307,2.089,0.331,-3.976,0.0,0.087,-3.659,7.743,1.005,-7.45,-10.219,5.755,-0.035,-1.234,0.075
708,0.514,0.776,3.122,-1.444,0.758,1.362,7.448,2.284,0.095,-3.342,0.0,-0.229,-4.246,8.408,0.617,-6.61,-9.857,6.831,0.072,-1.453,-0.147
709,0.293,1.739,3.828,-0.326,0.416,1.354,6.652,2.77,0.091,-3.967,0.0,0.191,-3.684,8.387,0.622,-7.002,-9.934,6.18,-0.342,-1.518,-0.022
710,0.244,1.682,3.182,-0.119,0.504,1.401,7.116,2.271,0.013,-3.662,0.0,0.016,-3.335,7.724,0.474,-7.214,-9.799,5.119,0.074,-1.461,-0.044
711,0.408,1.456,3.183,-0.403,1.09,1.472,7.523,2.535,-0.031,-3.655,0.0,0.094,-3.676,8.038,0.709,-7.253,-10.087,5.404,0.002,-1.462,-0.195
712,0.514,2.418,3.247,0.358,0.72,1.318,7.509,0.851,0.01,-4.2,0.0,-0.004,-1.964,7.36,0.565,-7.765,-10.68,4.532,0.007,-0.908,-0.099
713,0.307,1.356,3.217,-0.689,0.886,1.513,6.998,2.511,0.267,-3.802,0.0,0.017,-3.341,8.308,0.379,-6.748,-9.911,6.445,0.062,-1.785,0.023
714,0.525,1.702,2.834,-0.086,0.563,1.491,7.497,2.468,-0.058,-3.891,0.0,0.101,-3.728,8.239,0.957,-6.962,-10.056,5.362,0.149,-1.427,-0.123
715,0.232,1.861,3.809,-0.138,0.365,1.498,6.892,2.404,0.199,-3.777,0.0,0.118,-2.912,8.427,0.277,-7.429,-10.07,6.083,-0.233,-1.629,0.045
716,0.36,1.767,3.11,-0.252,0.599,1.567,7.53,1.899,0.032,-4.267,0.0,0.091,-3.396,7.743,0.856,-7.334,-10.321,4.984,0.102,-1.293,-0.07
717,0.138,0.944,3.366,-0.959,0.725,1.49,6.449,2.432,-0.125,-3.275,0.0,-0.022,-3.214,8.477,0.287,-6.257,-8.78,6.61,-0.124,-1.254,-0.311
718,0.394,1.133,3.218,-0.561,0.245,1.26,6.354,2.383,-0.048,-3.734,0.0,0.185,-3.598,7.45,0.895,-6.357,-9.115,5.393,-0.134,-1.371,-0.08
719,0.23,1.511,2.925,-0.315,0.87,1.508,7.223,2.518,-0.104,-4.021,0.0,0.449,-3.333,7.22,0.278,-7.094,-10.169,5.007,-0.007,-1.451,-0.144
720,0.316,1.547,3.339,-0.151,1.094,1.417,6.764,2.364,0.089,-3.521,0.0,-0.087,-3.284,8.774,0.65,-6.714,-9.243,6.143,0.029,-1.462,-0.032
721,0.304,1.222,2.869,-0.821,0.402,1.558,8.016,1.73,0.048,-4.254,0.0,0.359,-3.14,7.643,0.515,-7.62,-11.043,5.533,0.096,-1.244,-0.113
722,0.497,1.397,3.239,-0.216,0.704,1.44,6.313,2.862,0.113,-3.211,0.0,-0.011,-4.064,7.778,0.938,-6.204,-8.654,5.228,-0.077,-1.586,-0.034
723,0.2,1.541,3.438,-0.055,-0.016,1.716,5.987,2.28,0.085,-3.729,0.0,0.033,-3.348,7.33,0.96,-6.35,-8.796,4.908,-0.231,-1.312,0.334
724,0.146,1.294,3.517,-0.572,0.892,1.433,6.557,2.794,0.098,-3.608,0.0,0.06,-3.529,8.119,0.221,-6.618,-8.99,6.198,-0.1,-1.547,0.078
725,0.387,1.734,3.537,-0.112,0.518,1.452,6.693,2.121,0.214,-3.52,0.0,-0.064,-3.121,8.031,0.681,-6.813,-9.502,5.773,0.118,-1.399,0.088
726,0.264,1.636,3.232,-0.251,-0.257,1.261,7.119,1.681,0.094,-3.57,0.0,-0.04,-2.916,8.018,0.85,-6.675,-9.171,5.65,0.151,-1.07,0.147
727,0.368,1.032,3.368,-0.373,0.504,1.469,6.679,3.052,0.07,-3.403,0.0,0.071,-4.324,8.21,1.002,-6.51,-8.777,5.81,-0.082,-1.451,-0.058
728,0.427,1.536,2.821,-0.266,0.753,1.585,6.829,1.408,0.174,-3.548,0.0,0.102,-2.655,7.344,0.548,-6.703,-9.78,5.105,0.045,-1.347,-0.031
729,0.552,1.248,3.297,-0.605,1.18,1.295,6.609,2.234,0.121,-3.35,0.0,-0.094,-3.645,7.955,0.547,-6.364,-9.156,5.958,0.188,-1.622,-0.169
730,0.105,1.186,3.273,-0.803,0.792,1.499,6.5,2.002,0.09,-3.343,0.0,0.069,-2.974,7.751,0.588,-6.305,-8.859,5.829,0.041,-1.471,-0.009
731,0.311,1.486,3.61,-1.066,0.758,1.481,7.938,1.516,0.028,-4.058,0.0,-0.072,-2.676,8.797,0.127,-7.682,-10.914,7.105,0.13,-1.37,-0.028
732,0.499,0.983,3.566,-0.912,0.569,1.258,6.42,3.709,0.232,-3.726,0.0,0.549,-4.799,7.897,0.641,-6.409,-9.884,6.219,-0.235,-1.94,0.056
733,0.146,1.551,3.308,-0.489,0.286,1.394,7.11,2.899,-0.101,-3.728,0.0,0.268,-3.526,8.464,0.222,-6.935,-9.819,6.103,-0.119,-1.622,0.017
734,0.451,1.317,2.872,-0.502,0.217,1.276,6.288,2.758,0.032,-3.05,0.0,0.259,-3.822,7.274,0.708,-6.252,-8.679,5.135,-0.04,-1.579,-0.013
735,0.467,1.712,3.071,-0.724,0.875,1.315,7.866,2.385,-0.071,-3.995,0.0,0.173,-4.288,8.333,1.182,-7.53,-10.494,5.8,-0.196,-1.37,-0.319
736,0.236,1.714,3.52,-0.513,0.637,1.404,7.609,1.909,0.123,-4.023,0.0,0.112,-3.114,7.666,0.654,-7.641,-10.541,5.335,-0.029,-1.411,0.176
737,0.406,1.584,2.843,-0.251,1.152,1.339,7.014,2.514,-0.137,-3.709,0.0,0.064,-3.734,8.099,0.818,-6.742,-9.74,5.46,-0.109,-1.291,-0.188
738,0.476,1.863,3.633,-0.021,0.43,1.52,7.032,3.215,0.036,-3.984,0.0,0.279,-3.88,8.088,0.373,-7.321,-10.18,5.561,0.019,-1.79,-0.048
739,0.269,1.44,3.663,-0.282,0.661,1.554,6.402,3.339,-0.134,-3.608,0.0,0.079,-3.869,7.999,0.404,-6.663,-9.249,5.668,-0.16,-1.603,0.07
