Unnamed: 0,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,y
571,0.369,0.529,0.167,0.62,-0.493,-0.023,0.089,-0.597,0.259,0.111,0.037,0.889,-0.226,-0.332,-1.206,-0.554,-0.456,0.755,-0.459,-0.568,0.0
572,0.676,0.361,-0.252,0.72,-0.703,-0.242,0.321,-1.156,0.352,-0.073,-0.478,0.698,0.049,-0.634,-0.939,-0.612,-0.173,1.175,-0.43,-0.55,0.0
573,0.21,0.331,-0.221,0.495,-0.816,-0.087,0.317,-0.325,0.536,-0.168,-0.426,0.713,-0.288,-0.796,-0.328,-0.705,-0.175,0.725,0.056,0.02,0.0
574,0.573,0.489,-0.517,0.802,-0.243,-0.116,0.387,-1.177,0.091,0.051,-0.294,0.845,-0.46,-0.339,-1.326,-0.288,-0.383,0.879,-0.739,-0.76,0.0
575,0.776,0.522,-0.024,0.521,-0.143,-0.177,0.277,-1.019,0.099,0.182,-0.161,0.85,-0.19,-0.202,-1.356,-0.383,-0.188,0.867,-0.316,-0.453,0.0
576,1.062,0.688,-0.144,0.772,-0.514,-0.149,0.301,-0.99,-0.007,0.1,-0.192,0.845,-0.409,-0.234,-1.377,-0.6,-0.354,1.128,-0.637,-0.639,0.0
577,0.642,0.277,-0.378,0.577,-0.596,-0.081,0.31,-0.716,0.282,0.101,-0.324,0.632,-0.137,-0.41,-1.137,-0.058,-0.291,0.774,-0.514,-0.399,0.0
578,1.215,0.603,-0.309,0.76,-0.592,-0.298,0.43,-0.884,0.558,0.216,-0.39,0.783,-0.339,-0.452,-0.981,-0.694,-0.208,1.291,-0.266,-0.573,0.0
579,-0.393,0.32,-0.171,0.238,-1.031,0.052,0.324,-0.048,0.449,0.159,-0.311,0.674,-0.003,-0.72,-0.684,0.222,-0.148,0.149,0.024,-0.004,0.0
580,0.086,0.178,-0.222,0.361,-0.762,-0.048,0.193,-0.214,0.41,0.141,-0.311,0.669,0.064,-0.546,-0.479,-0.474,-0.04,0.382,0.155,-0.125,0.0
581,0.656,0.545,-0.912,0.661,-0.859,-0.343,0.448,-0.804,0.57,0.167,-0.797,0.525,-0.118,-0.9,-0.345,-0.388,0.032,1.215,0.018,-0.3,0.0
582,0.424,0.494,-0.428,0.345,-0.73,-0.208,0.069,-0.513,0.134,0.082,-0.267,0.754,0.032,-0.58,-0.723,-0.398,-0.258,0.773,0.121,-0.054,0.0
583,0.608,0.535,-0.616,0.601,-0.886,-0.063,0.431,-0.596,0.437,0.064,-0.654,0.417,-0.155,-0.815,-0.897,-0.102,-0.2,0.972,-0.22,-0.382,0.0
584,0.656,0.53,-0.38,0.705,-0.671,-0.102,0.255,-1.23,0.384,0.187,-0.294,1.115,-0.315,-0.572,-1.185,-0.297,-0.412,0.856,-0.577,-0.573,0.0
585,0.438,0.212,-0.538,0.674,-0.977,-0.271,0.375,-0.582,0.453,-0.046,-0.414,0.654,0.051,-0.817,-1.033,0.191,-0.15,0.815,-0.419,-0.411,0.0
586,0.085,0.424,-0.795,0.437,-0.865,-0.068,0.21,-0.376,0.674,0.129,-0.673,0.682,-0.157,-0.929,-0.463,0.045,-0.127,0.567,0.175,-0.101,0.0
587,-0.084,0.312,-0.078,0.582,-0.526,0.054,0.095,-0.519,0.306,0.246,-0.219,1.082,-0.159,-0.415,-0.81,-0.171,-0.26,0.275,-0.313,-0.459,0.0
588,0.76,0.582,-0.302,0.67,-0.95,-0.261,0.003,-0.387,0.587,0.422,-0.363,0.875,-0.473,-0.652,-0.813,-0.518,-0.263,1.162,-0.129,-0.332,0.0
589,-0.145,0.339,-0.598,0.571,-1.162,-0.148,0.144,-0.294,0.664,-0.011,-0.619,0.779,-0.01,-1.051,-0.67,0.421,-0.075,0.465,-0.026,-0.247,0.0
590,0.288,0.266,0.07,0.625,-0.412,-0.052,0.29,-0.415,0.139,-0.004,-0.103,0.709,-0.171,-0.358,-0.816,-0.475,-0.396,0.492,-0.398,-0.511,0.0
591,0.423,0.223,-0.027,0.539,-0.458,0.254,0.183,-0.293,0.011,0.106,-0.137,0.645,-0.013,-0.238,-0.61,-0.521,-0.431,0.33,-0.153,-0.283,0.0
592,0.833,0.712,-0.514,0.462,-1.021,-0.255,0.373,-0.258,0.418,0.299,-0.496,0.439,-0.379,-0.628,-0.459,-0.771,0.055,1.273,0.216,-0.178,0.0
593,0.338,0.48,-0.031,0.37,-0.708,0.093,0.253,-0.51,0.528,0.313,-0.13,0.807,-0.343,-0.425,-1.169,-0.1,-0.269,0.635,-0.321,-0.465,0.0
594,-0.328,0.189,-0.429,0.195,-1.151,-0.169,0.088,-0.184,0.57,0.356,-0.427,0.886,-0.073,-0.95,-0.456,-0.063,0.078,0.365,0.169,0.069,0.0
595,0.971,0.682,-0.251,0.442,-0.5,-0.327,0.399,-0.976,0.299,0.249,-0.435,0.777,-0.527,-0.452,-0.977,-0.484,-0.219,1.117,-0.256,-0.204,0.0
596,1.149,0.611,-0.202,0.713,-0.587,-0.456,0.473,-0.787,0.12,0.048,-0.375,0.628,-0.51,-0.515,-0.676,-1.199,-0.378,1.612,-0.328,-0.356,0.0
597,0.562,0.415,-0.271,0.564,-0.451,-0.231,0.367,-0.799,0.408,0.253,-0.272,0.786,-0.331,-0.354,-0.862,-0.515,-0.417,0.723,-0.258,-0.405,0.0
598,0.113,0.109,-0.309,0.446,-0.984,-0.19,0.097,-0.514,0.379,0.079,-0.323,0.991,-0.009,-0.881,-0.872,0.158,-0.168,0.506,-0.122,-0.345,0.0
599,0.589,0.555,-0.008,0.424,-0.612,-0.105,0.402,-0.593,0.414,0.185,-0.188,0.579,-0.223,-0.393,-0.955,-0.21,-0.329,0.767,-0.035,-0.113,0.0
600,0.077,0.201,-0.073,0.389,-0.529,-0.197,0.117,-0.343,0.228,-0.015,-0.119,0.784,-0.276,-0.441,-0.576,-0.34,-0.273,0.371,0.055,-0.25,0.0
601,0.674,0.345,0.009,0.482,-0.221,-0.154,0.153,-0.956,0.069,0.198,-0.085,0.834,-0.29,-0.118,-1.328,-0.293,-0.399,0.622,-0.517,-0.511,0.0
602,0.069,0.446,-0.755,0.411,-1.177,-0.357,0.415,-0.311,1.089,0.391,-0.694,0.525,-0.489,-1.138,-0.302,-0.12,0.311,0.92,0.06,-0.224,0.0
603,-0.094,0.348,-0.329,0.579,-1.109,-0.065,0.26,-0.079,0.51,0.136,-0.398,0.591,-0.156,-0.841,-0.584,-0.331,-0.147,0.579,0.068,-0.282,0.0
604,0.513,0.614,-0.411,0.455,-0.586,-0.08,0.188,-0.445,0.43,0.398,-0.422,0.961,-0.477,-0.59,-0.384,-0.385,-0.177,0.743,-0.024,-0.159,0.0
605,0.424,0.446,-0.397,0.591,-1.182,0.029,0.449,-0.445,0.635,0.129,-0.498,0.467,-0.113,-0.791,-1.218,-0.095,-0.211,0.927,-0.473,-0.689,0.0
606,0.603,0.455,0.094,0.363,-0.497,0.3,0.362,-0.28,-0.08,0.098,-0.015,0.649,-0.377,-0.103,-1.011,-0.574,-0.406,0.488,-0.334,-0.309,0.0
607,0.706,0.447,0.373,0.525,-0.312,-0.221,0.277,-0.746,0.103,0.155,-0.069,0.583,-0.257,-0.281,-1.035,-0.667,-0.38,1.12,-0.304,-0.311,0.0
608,0.022,0.46,-0.223,0.377,-0.901,-0.108,0.276,-0.106,0.251,-0.049,-0.382,0.636,-0.093,-0.755,-0.629,-0.179,-0.197,0.39,-0.029,-0.222,0.0
609,0.726,0.532,-0.083,0.473,-0.543,0.066,0.35,-0.828,0.35,0.292,-0.179,0.765,-0.323,-0.244,-1.164,-0.4,-0.265,0.953,-0.601,-0.572,0.0
610,-0.091,0.189,-0.335,0.435,-0.744,0.13,0.224,-0.167,0.296,-0.124,-0.257,0.706,-0.091,-0.569,-0.701,-0.178,-0.416,0.398,-0.054,-0.202,0.0
611,0.855,0.412,-0.298,0.463,-0.583,-0.057,0.259,-0.543,0.142,0.048,-0.177,0.753,-0.427,-0.323,-0.956,-0.794,-0.389,0.929,-0.361,-0.395,0.0
612,0.082,0.299,-0.552,0.504,-0.985,-0.186,-0.006,-0.567,0.415,0.221,-0.571,0.745,-0.225,-0.778,-0.926,0.288,-0.119,0.433,-0.145,-0.379,0.0
613,0.496,0.519,-0.349,0.804,-0.835,-0.093,0.417,-0.664,0.629,-0.045,-0.395,0.545,-0.299,-0.876,-0.922,-0.505,-0.202,1.013,-0.48,-0.554,0.0
614,0.581,0.426,0.484,0.477,-0.288,-0.077,0.19,-0.803,0.49,0.217,0.097,0.8,-0.386,-0.312,-1.191,-0.636,-0.426,0.841,-0.426,-0.656,0.0
615,0.117,0.419,-0.349,0.53,-0.926,0.107,0.252,-0.585,0.373,0.187,-0.379,0.707,-0.081,-0.683,-1.089,0.287,-0.175,0.349,-0.518,-0.641,0.0
616,0.374,0.296,0.224,0.443,-0.508,0.069,0.054,-0.75,-0.105,0.157,-0.015,0.972,-0.138,-0.258,-1.388,-0.208,-0.454,0.384,-0.593,-0.57,0.0
617,0.67,0.643,-1.045,0.643,-1.144,-0.321,0.588,-0.56,0.87,0.289,-1.116,0.482,-0.381,-1.009,-0.169,-0.442,0.331,1.345,0.188,-0.236,0.0
618,-0.369,0.062,-0.157,0.358,-0.589,0.128,0.042,-0.14,0.087,0.012,-0.233,0.828,0.045,-0.416,-0.547,0.056,-0.441,-0.091,-0.099,-0.165,0.0
619,0.339,0.438,-0.025,0.576,-0.869,0.014,0.308,-0.369,0.382,0.191,-0.125,0.711,-0.14,-0.522,-1.168,-0.219,-0.334,0.708,-0.327,-0.474,0.0
620,1.047,0.662,-0.282,0.511,-0.247,-0.488,0.556,-1.157,0.157,0.018,-0.344,0.695,-0.399,-0.277,-0.957,-0.676,-0.361,1.185,-0.419,-0.486,0.0
621,0.573,0.2,0.14,0.607,-0.4,-0.186,0.14,-0.625,0.186,0.067,-0.149,0.809,-0.021,-0.273,-1.023,-0.411,-0.415,0.724,-0.474,-0.434,0.0
622,0.309,0.402,-0.108,0.583,-0.696,0.099,0.185,-0.541,0.247,0.286,-0.183,0.908,-0.181,-0.502,-1.152,-0.226,-0.324,0.624,-0.548,-0.502,0.0
623,0.217,0.399,-0.719,0.437,-1.101,0.12,0.406,-0.544,0.519,0.312,-0.642,0.745,-0.088,-0.52,-1.104,0.322,-0.103,0.632,-0.228,-0.372,0.0
624,0.57,0.473,0.057,0.613,-0.889,0.084,0.305,-0.535,0.441,0.159,-0.047,1.006,-0.396,-0.742,-1.436,-0.38,-0.23,1.077,-0.594,-0.668,0.0
625,0.125,0.184,-0.187,0.391,-0.825,-0.18,0.102,-0.084,0.41,0.135,-0.344,0.969,-0.146,-0.621,-0.303,-0.254,-0.345,0.321,0.153,-0.095,0.0
626,0.609,0.556,-0.207,0.656,-0.791,-0.021,0.343,-0.648,0.443,0.158,-0.317,0.804,-0.344,-0.613,-0.931,-0.436,-0.162,0.836,-0.34,-0.52,0.0
627,-0.192,0.071,-0.305,0.385,-0.966,0.177,0.014,-0.251,0.294,0.158,-0.485,1.038,-0.046,-0.587,-0.502,0.202,-0.019,0.044,0.015,-0.27,0.0
628,0.152,0.348,0.075,0.485,-0.567,0.113,0.246,-0.106,-0.12,0.026,-0.025,0.805,-0.168,-0.203,-0.951,-0.354,-0.411,0.24,-0.316,-0.325,0.0
629,0.627,0.409,-0.123,0.319,-0.653,-0.239,0.523,-0.883,0.415,0.209,-0.424,0.568,-0.221,-0.501,-0.948,-0.191,-0.268,0.967,-0.101,-0.164,0.0
630,0.54,0.404,-0.508,0.764,-0.69,-0.034,0.134,-0.702,0.221,-0.12,-0.353,1.08,-0.23,-0.707,-0.785,-0.457,-0.337,0.792,-0.153,-0.486,0.0
631,0.461,0.435,-0.293,0.7,-0.696,-0.106,0.253,-0.652,0.192,0.06,-0.338,0.738,-0.089,-0.462,-1.212,-0.11,-0.405,0.606,-0.508,-0.48,0.0
632,-0.236,0.019,-0.185,0.285,-0.952,0.117,0.096,-0.14,0.663,0.123,-0.305,0.896,0.052,-0.671,-0.434,-0.052,0.041,0.261,0.177,-0.101,0.0
633,0.539,0.535,-0.246,0.519,-0.565,-0.023,0.178,-0.582,0.1,0.04,-0.17,0.798,-0.316,-0.408,-1.091,-0.293,-0.329,0.641,-0.443,-0.569,0.0
634,0.656,0.549,-0.329,0.758,-0.679,0.031,0.184,-0.848,0.29,0.141,-0.415,0.913,-0.378,-0.563,-0.96,-0.496,-0.395,1.008,-0.437,-0.593,0.0
635,-0.152,0.382,-0.826,0.567,-1.256,0.046,-0.009,-0.494,0.873,0.27,-0.816,1.11,0.067,-1.001,-0.731,0.46,0.049,0.487,-0.258,-0.469,0.0
636,0.093,0.634,-1.023,0.373,-1.527,-0.15,0.389,-0.472,1.093,0.295,-0.921,0.493,-0.346,-1.387,-0.352,0.204,0.542,0.909,0.258,-0.263,0.0
637,0.581,0.331,-0.148,0.33,-0.397,0.108,0.297,-0.573,0.278,0.162,-0.177,0.91,-0.258,-0.292,-0.802,-0.177,-0.33,0.521,-0.072,-0.199,0.0
638,-0.119,0.125,-0.392,0.536,-0.842,0.042,0.063,-0.515,0.172,0.075,-0.4,0.999,-0.137,-0.576,-0.941,-0.178,-0.211,0.391,-0.22,-0.492,0.0
639,-0.332,-0.007,-0.144,0.55,-0.812,0.023,0.29,-0.138,0.187,-0.138,-0.252,0.825,0.165,-0.66,-0.789,-0.042,-0.394,0.06,-0.159,-0.344,0.0
640,0.293,0.427,-1.024,0.371,-1.263,-0.068,0.27,-0.812,0.676,0.384,-0.863,0.886,-0.193,-1.109,-0.638,0.274,0.144,0.752,-0.032,-0.205,0.0
641,0.249,0.388,-0.472,0.429,-0.759,-0.269,0.273,-0.757,0.554,0.273,-0.396,0.851,0.007,-0.745,-0.587,-0.148,-0.105,0.637,0.022,-0.298,0.0
642,0.573,0.483,-0.127,0.651,-0.716,-0.027,0.292,-0.6,0.494,0.243,-0.253,0.852,-0.251,-0.59,-0.993,-0.367,-0.304,0.822,-0.353,-0.453,0.0
643,0.109,0.29,0.084,0.319,-0.532,-0.054,0.026,-0.445,0.051,0.134,0.006,0.934,-0.31,-0.361,-1.045,-0.289,-0.299,0.495,-0.202,-0.203,0.0
644,0.546,0.28,-0.822,0.723,-1.251,-0.258,0.569,-0.625,0.672,-0.045,-0.665,0.608,-0.236,-1.112,-1.129,-0.048,-0.178,1.171,-0.394,-0.594,0.0
645,-0.356,0.141,-0.882,0.452,-1.625,0.154,0.098,-0.127,0.623,0.146,-0.953,0.906,0.206,-1.148,-0.613,0.384,0.043,0.261,0.263,-0.179,0.0
646,0.136,0.423,-0.048,0.641,-0.883,0.091,0.193,-0.522,0.123,0.095,-0.201,1.0,-0.45,-0.529,-1.1,-0.041,-0.355,0.411,-0.347,-0.564,0.0
647,1.084,0.6,-0.534,0.579,-0.399,-0.499,0.495,-0.869,0.454,0.143,-0.484,0.449,-0.391,-0.501,-0.609,-0.651,-0.304,1.227,-0.092,-0.24,0.0
648,0.204,0.415,-0.912,0.319,-1.21,-0.281,0.363,-0.533,0.766,0.185,-0.724,0.583,-0.097,-1.115,-0.714,0.192,0.307,0.835,0.019,-0.036,0.0
649,0.627,0.493,-0.028,0.587,-0.447,-0.035,0.476,-0.598,0.225,0.025,-0.126,0.476,-0.229,-0.399,-1.225,-0.531,-0.417,0.849,-0.467,-0.682,0.0
650,0.348,0.449,-0.125,0.698,-0.55,0.118,0.045,-0.357,0.396,0.273,-0.179,0.755,-0.215,-0.39,-0.877,-0.428,-0.222,0.707,-0.342,-0.58,0.0
651,0.437,0.294,-0.014,0.615,-0.884,-0.361,0.399,-0.323,0.423,0.029,-0.222,0.78,-0.373,-0.622,-0.85,-0.151,-0.271,0.696,-0.239,-0.321,0.0
652,0.896,0.549,-0.324,0.634,-0.636,-0.265,0.203,-0.801,0.217,0.231,-0.377,0.914,-0.328,-0.432,-0.84,-0.381,-0.241,0.918,-0.258,-0.354,0.0
653,0.755,0.341,0.144,0.496,-0.34,-0.076,0.258,-0.568,-0.013,0.271,0.018,0.744,-0.093,0.021,-0.918,-1.021,-0.446,0.737,-0.094,-0.336,0.0
654,0.127,0.442,-0.457,0.577,-0.58,-0.213,0.169,-0.671,0.26,0.094,-0.336,0.841,-0.258,-0.499,-1.062,0.215,-0.463,0.474,-0.225,-0.276,0.0
655,0.127,0.488,-0.385,0.446,-0.875,0.106,0.385,-0.366,0.391,0.204,-0.407,0.646,-0.373,-0.619,-0.762,-0.056,-0.163,0.481,-0.106,-0.231,0.0
656,-0.376,-0.009,-0.009,0.424,-0.844,0.255,-0.016,0.035,-0.057,-0.19,-0.023,1.036,0.119,-0.506,-0.958,0.177,-0.397,-0.318,-0.263,-0.322,0.0
657,0.648,0.446,-0.424,0.592,-0.486,-0.044,0.338,-0.839,0.418,0.098,-0.442,0.576,-0.237,-0.543,-0.785,-0.305,-0.432,0.712,0.028,-0.237,0.0
658,-0.149,0.204,0.302,0.573,-0.75,0.242,0.308,-0.039,-0.102,0.072,0.006,0.588,-0.255,-0.301,-1.096,-0.165,-0.465,0.062,-0.131,-0.545,0.0
659,0.026,0.142,-0.395,0.671,-0.697,-0.012,0.173,-0.464,0.361,0.048,-0.367,0.883,0.127,-0.532,-0.636,-0.225,-0.333,0.361,-0.254,-0.441,0.0
660,-0.396,0.31,-0.027,0.239,-1.015,0.249,0.065,0.135,0.462,0.084,-0.291,0.918,-0.101,-0.752,-0.701,0.144,0.001,0.038,-0.209,-0.191,0.0
661,0.678,0.618,-0.771,0.377,-0.971,-0.29,0.605,-0.519,0.746,0.237,-0.549,0.345,-0.223,-0.795,-0.442,-0.532,0.094,1.217,-0.015,-0.159,0.0
662,-0.525,0.132,-0.286,0.29,-1.401,0.046,0.157,0.181,0.645,-0.105,-0.435,0.768,0.06,-1.116,-0.726,0.441,0.208,0.159,-0.069,-0.266,0.0
663,-0.027,0.199,-0.196,0.518,-0.685,-0.078,0.072,-0.516,0.036,0.004,-0.338,0.951,-0.072,-0.638,-1.207,0.216,-0.186,0.195,-0.453,-0.523,0.0
664,0.169,0.494,-0.364,0.327,-0.931,0.176,0.304,-0.349,0.576,0.152,-0.427,0.75,-0.511,-0.562,-0.719,-0.175,-0.355,0.502,0.028,-0.25,0.0
665,0.034,0.596,-0.27,0.486,-0.914,0.022,0.371,-0.076,0.397,0.025,-0.414,0.659,-0.391,-0.746,-0.659,-0.141,-0.147,0.555,-0.135,-0.276,0.0
666,0.518,0.502,-0.161,0.584,-0.661,-0.283,0.48,-0.898,0.268,-0.134,-0.322,0.537,-0.324,-0.573,-1.303,-0.476,-0.467,1.013,-0.458,-0.575,0.0
667,0.066,0.237,-0.017,0.503,-0.314,0.17,0.204,-0.848,-0.134,0.022,-0.069,0.849,-0.203,-0.078,-1.233,-0.027,-0.444,0.156,-0.333,-0.293,0.0
668,0.304,0.274,0.035,0.239,-0.482,-0.13,0.124,-0.478,-0.103,0.143,-0.078,0.779,-0.065,-0.278,-0.679,-0.381,-0.125,0.44,0.058,-0.06,0.0
669,0.491,0.479,0.134,0.414,-0.507,0.104,0.092,-0.553,0.011,0.199,-0.03,1.003,-0.456,-0.252,-0.983,-0.865,-0.467,0.689,-0.233,-0.432,0.0
670,0.753,0.337,-0.167,0.603,-0.629,-0.38,0.404,-0.682,0.417,0.033,-0.448,0.578,-0.108,-0.647,-0.652,-0.555,-0.324,1.097,-0.094,-0.194,0.0
671,0.618,0.728,-0.776,0.349,-1.386,-0.338,0.38,-0.096,0.83,0.268,-0.601,0.497,-0.388,-1.034,-0.427,-0.236,0.222,1.123,0.158,-0.042,0.0
672,-0.28,0.029,0.229,0.183,-0.627,0.237,0.045,-0.175,-0.028,0.117,0.049,0.945,-0.103,-0.234,-0.732,-0.101,-0.334,-0.037,-0.012,-0.053,0.0
673,0.486,0.426,-0.02,0.359,-0.569,-0.058,0.073,-0.398,0.267,0.26,-0.02,1.013,-0.246,-0.379,-0.878,-0.848,-0.298,0.714,-0.19,-0.329,0.0
674,0.333,0.31,-0.034,0.596,-0.497,-0.093,0.31,-0.766,0.299,-0.067,-0.223,0.448,-0.187,-0.576,-0.986,-0.363,-0.246,0.703,-0.335,-0.464,0.0
675,-0.074,0.414,-0.659,0.293,-1.208,-0.225,0.008,-0.079,0.823,0.208,-0.565,1.032,-0.193,-1.028,-0.379,-0.028,0.22,0.604,0.165,-0.042,0.0
676,0.207,0.576,-0.838,0.456,-1.517,-0.41,0.358,-0.239,1.121,0.207,-0.885,0.807,-0.517,-1.517,-0.756,0.224,0.393,1.164,-0.024,-0.21,0.0
677,0.304,0.382,-0.337,0.612,-1.073,-0.204,0.146,-0.438,0.619,-0.005,-0.427,0.625,0.008,-0.834,-0.951,-0.335,-0.069,0.926,-0.428,-0.635,0.0
678,-0.155,0.366,0.207,0.498,-0.681,-0.097,0.19,-0.368,-0.007,-0.038,-0.013,0.785,-0.316,-0.484,-0.756,-0.138,-0.433,0.326,-0.097,-0.275,0.0
679,0.041,0.384,-0.52,0.42,-1.125,0.105,0.33,-0.267,0.689,0.278,-0.574,0.756,-0.232,-0.853,-0.752,-0.045,0.047,0.74,-0.134,-0.22,0.0
680,0.078,0.385,-0.47,0.282,-0.851,-0.12,0.146,-0.614,0.117,-0.04,-0.313,0.776,-0.125,-0.602,-1.128,0.196,-0.354,0.462,-0.354,-0.338,0.0
681,0.467,0.278,-0.421,0.522,-0.541,0.025,0.237,-0.484,0.078,0.191,-0.338,0.753,-0.192,-0.368,-0.504,-0.118,-0.305,0.461,0.02,-0.151,0.0
682,0.338,0.479,-0.605,0.702,-0.552,-0.118,0.354,-1.076,0.296,0.323,-0.658,0.548,-0.162,-0.429,-1.038,0.037,-0.33,0.62,-0.425,-0.359,0.0
683,0.23,0.331,-0.38,0.554,-1.074,0.158,0.236,-0.28,0.448,0.097,-0.467,0.735,-0.037,-0.757,-0.682,-0.115,-0.197,0.454,-0.121,-0.299,0.0
684,0.292,0.673,-0.463,0.472,-1.028,0.165,0.39,-0.398,0.819,0.444,-0.51,0.501,-0.472,-0.709,-0.72,0.025,-0.094,0.665,-0.263,-0.292,0.0
685,0.258,0.621,-0.718,0.42,-0.855,-0.371,0.21,-0.742,0.536,0.123,-0.529,0.808,-0.498,-0.767,-0.677,-0.049,-0.154,0.779,-0.191,-0.073,0.0
686,-0.158,0.182,-0.035,0.255,-0.896,0.287,0.081,-0.33,0.006,0.013,-0.248,0.896,-0.236,-0.493,-0.882,0.309,-0.165,-0.013,-0.153,-0.028,0.0
687,0.633,0.362,-0.394,0.848,-0.846,-0.172,0.318,-0.66,0.481,0.05,-0.424,0.683,-0.394,-0.597,-1.106,-0.174,-0.408,0.842,-0.489,-0.667,0.0
688,0.826,0.555,-0.212,0.654,-0.409,-0.419,0.225,-0.594,0.276,0.318,-0.318,0.584,-0.343,-0.415,-0.86,-0.445,-0.329,0.929,-0.322,-0.311,0.0
689,0.813,0.447,-0.576,0.698,-0.613,-0.334,0.289,-0.83,0.407,0.267,-0.543,0.701,-0.259,-0.516,-1.011,-0.313,-0.302,1.042,-0.177,-0.376,0.0
690,0.797,0.543,-0.854,0.512,-1.032,-0.304,0.381,-0.636,0.591,0.188,-0.697,0.682,-0.226,-0.862,-0.586,-0.542,0.104,1.196,-0.19,-0.174,0.0
691,-0.067,0.027,-0.042,0.33,-0.6,0.151,0.25,-0.183,0.014,-0.139,-0.079,0.77,0.058,-0.309,-0.964,-0.107,-0.465,0.004,-0.012,-0.263,0.0
692,0.239,0.124,-0.489,0.524,-1.165,0.074,0.325,-0.234,0.36,0.118,-0.611,0.692,-0.051,-0.667,-0.642,0.106,-0.201,0.5,-0.051,-0.268,0.0
693,-0.413,0.077,-0.148,0.335,-0.871,-0.049,-0.077,-0.315,0.284,0.096,-0.249,1.141,-0.002,-0.681,-0.779,0.247,-0.216,0.021,-0.171,-0.247,0.0
694,-0.241,0.188,-0.799,0.703,-1.098,-0.079,0.226,-0.544,0.608,-0.058,-0.639,0.784,0.0,-0.986,-0.866,0.234,-0.095,0.539,-0.207,-0.501,0.0
695,0.621,0.291,-0.253,0.682,-0.498,-0.19,0.258,-0.754,0.255,0.056,-0.227,0.735,-0.111,-0.502,-0.897,-0.626,-0.244,0.886,-0.237,-0.335,0.0
696,0.499,0.144,-0.286,0.5,-0.29,-0.201,0.204,-0.897,0.205,0.225,-0.353,0.819,0.124,-0.29,-0.75,-0.21,-0.265,0.481,-0.03,-0.307,0.0
697,0.468,0.495,-0.303,0.814,-0.677,0.099,0.518,-0.725,0.673,0.209,-0.442,0.409,-0.438,-0.677,-1.128,-0.152,-0.375,0.926,-0.383,-0.758,0.0
698,0.456,0.38,-0.215,0.24,-0.582,-0.318,0.232,-0.366,0.437,0.177,-0.332,0.606,-0.163,-0.684,-0.677,-0.503,0.04,0.891,-0.054,-0.099,0.0
699,0.485,0.572,-0.264,0.625,-0.598,0.072,0.082,-0.794,0.173,0.22,-0.176,0.969,-0.247,-0.402,-1.314,-0.25,-0.315,0.694,-0.7,-0.618,0.0
700,0.125,0.348,-0.359,0.388,-1.044,0.26,0.232,-0.319,0.319,-0.058,-0.407,0.813,-0.092,-0.754,-0.844,0.093,-0.109,0.336,-0.004,-0.271,0.0
701,-0.093,0.304,-0.349,0.356,-0.86,-0.354,-0.014,-0.272,0.557,0.116,-0.361,0.943,-0.406,-0.842,-0.604,-0.2,0.119,0.473,-0.146,-0.168,0.0
702,1.057,0.563,-0.687,0.716,-0.557,-0.463,0.482,-1.087,0.576,0.398,-0.677,0.789,-0.49,-0.49,-0.787,-0.811,-0.04,1.354,-0.365,-0.529,0.0
703,0.419,0.467,-0.48,0.481,-0.64,-0.199,0.291,-0.731,0.658,0.305,-0.4,0.767,-0.156,-0.585,-0.773,-0.075,-0.068,0.826,-0.163,-0.224,0.0
704,0.688,0.387,-0.041,0.619,-0.561,-0.036,0.158,-0.394,-0.003,0.07,-0.096,0.688,-0.179,-0.182,-0.825,-0.669,-0.355,0.762,-0.225,-0.375,0.0
705,0.4,0.606,-0.3,0.482,-1.002,-0.031,0.117,-0.297,0.331,0.267,-0.36,0.885,-0.505,-0.564,-0.698,-0.115,-0.019,0.692,-0.09,-0.162,0.0
706,-0.661,0.072,-0.502,0.113,-1.044,0.174,0.062,-0.103,0.335,-0.071,-0.504,0.872,0.074,-0.925,-0.617,0.559,-0.129,-0.183,0.284,0.027,0.0
707,1.144,0.704,0.005,0.496,-0.576,-0.421,0.425,-0.503,0.535,0.46,-0.279,0.461,-0.608,-0.482,-0.622,-0.819,0.006,1.277,0.013,-0.075,0.0
708,0.12,0.375,-0.189,0.546,-0.634,-0.099,0.479,-0.55,0.596,0.175,-0.298,0.281,-0.159,-0.536,-0.804,-0.285,-0.27,0.513,-0.072,-0.256,0.0
709,0.139,0.449,-0.229,0.29,-1.168,-0.28,0.253,0.105,0.671,0.346,-0.39,0.532,-0.295,-0.902,-0.143,-0.413,0.332,0.721,0.292,0.047,0.0
710,0.135,0.41,-0.149,0.43,-0.691,-0.083,0.298,-0.401,0.229,0.228,-0.234,0.548,-0.291,-0.497,-0.985,-0.091,-0.288,0.479,-0.384,-0.297,0.0
711,-0.096,0.385,-0.394,0.5,-0.936,0.099,0.309,-0.131,0.411,0.083,-0.388,0.602,-0.228,-0.611,-0.585,-0.367,-0.278,0.258,-0.057,-0.228,0.0
712,-0.323,0.146,-0.066,0.402,-0.902,0.292,0.065,-0.027,0.046,0.101,-0.112,0.922,0.027,-0.525,-0.976,0.326,-0.371,-0.058,-0.251,-0.207,0.0
713,1.216,0.63,0.161,0.682,-0.311,-0.452,0.42,-0.705,-0.171,0.215,-0.006,0.621,-0.54,-0.137,-1.058,-1.522,-0.382,1.527,-0.407,-0.693,0.0
